price3rsiUSD,fee_to_reward3stdUSD,difficulty14var,transactions7var,price7rocUSD,price3trxUSD,size90roc,transactions3var,price3rocUSD,activeaddresses7trx,price30rocUSD,price7rsiUSD,size90mom,confirmationtime30sma,price3momUSD,size90sma,mediantransactionvalue14rocUSD,hashrate30mom,mediantransactionvalue14momUSD,price14rsiUSD,fee_to_rewardUSD,price7momUSD,hashrate14trx,price30rsiUSD,activeaddresses,mediantransactionvalueUSD,top100cap90rsi,fee_to_reward14emaUSD,priceUSD,transactionvalueUSD,size3sma,hashrate7std,confirmationtime14wma,median_transaction_feeUSD,confirmationtime3ema,confirmationtime,category
99.456,0.494,761539976695.0,38380777.0,36.98,3.723,56.409,38831985.0,9.383,1.516,185.993,96.992,50223.0,8.4,8.125,154528.0,17.119,33289359261546.0,9.499,95.075,0.867,25.57,2.0,93.774,75756,64.987,50.301,1.189,94.715,2592.0,158276.0,11901094115686.0,8.318,0.0474,7.882999999999999,7.273,1
99.811,0.385,695426590110.0,41064926.0,50.27,5.184,53.794,62113871.0,23.206,1.611,231.96400000000003,98.201,61367.0,8.367,20.295,155210.0,55.315,28898599580993.0,33.818000000000005,96.416,1.338,36.045,2.017,94.987,91875,94.955,50.893,1.209,107.749,4400.0,154176.0,11887441553889.0,8.3,0.0539,7.92,7.956,1
99.902,0.604,594458447418.0,45047715.0,51.448,6.968,70.527,26276601.0,34.759,2.166,259.795,98.752,76185.0,8.373,30.953000000000007,156056.0,77.719,22644792950968.0,44.839,97.19,1.596,40.765,2.015,95.785,107142,102.533,50.53,1.26,120.003,4478.0,166303.0,7672492273609.0,8.324,0.06,8.074,8.229,1
99.919,0.499,458635548619.0,54314709.0,44.093,7.181,56.24100000000001,2506053.0,30.456,2.797,237.355,98.869,79757.0,8.339,28.846,156943.0,148.975,20952983860921.0,73.786,97.368,1.948,37.81,1.969,95.977,108890,123.314,50.559,1.352,123.562,4249.0,193740.0,7013418016731.0,8.484,0.0618,8.712,9.351,1
99.941,0.43,303649731270.0,53572936.0,48.589,6.652,60.746,5093768.0,19.411,3.094,229.992,99.022,71827.0,8.334,20.915,157741.0,136.282,18052965546765.0,72.203,97.602,1.432,42.073,1.873,96.233,100034,125.183,49.033,1.3630000000000002,128.664,4348.0,198614.0,8735347100869.0,8.586,0.0643,8.913,9.114,1
99.959,0.8170000000000001,163650815957.0,59507406.0,53.353,5.982,57.608,39371402.0,11.759,2.801,235.372,99.164,57958.0,8.328,14.111,158385.0,116.499,29481914738664.0,48.518,97.825,0.947,46.659,1.8,96.479,83086,90.165,49.037,1.307,134.114,3458.0,190067.0,9094706513828.0,8.624,0.0671,8.874,8.834,1
99.975,0.41,117098288072.0,29681200.0,59.552,5.654,94.885,26416614.0,14.987,2.365,244.103,99.329,100010.0,8.321,18.518,159496.0,60.875,27921624910729.0,24.329,98.103,1.3019999999999998,53.03,1.745,96.797,87097,64.295,48.404,1.307,142.08,2445.0,184681.0,8740512343785.0,8.634,0.071,8.827,8.78,1
99.99,0.295,157860879016.0,19648358.0,72.687,6.915,30.685,26954499.0,27.122,2.425,278.959,99.587,45815.0,8.346,34.896,160005.0,171.667,27667086857724.0,82.537,98.616,1.183,68.845,1.7009999999999998,97.44,113894,130.618,47.679,1.29,163.561,4044.0,186365.0,8053492716857.0,8.701,0.0818,9.059,9.29,1
99.996,0.158,188879915695.0,22905042.0,81.344,9.62,20.758000000000006,4780518.0,45.695,2.582,339.904,99.752,30792.0,8.357000000000001,61.283,160347.0,183.895,26026202102526.0,125.11,99.033,1.11,87.647,1.67,98.043,112075,193.144,47.935,1.266,195.397,6073.0,193219.0,8861372838837.0,8.626,0.0977,8.62,8.182,0
68.465,0.192,210155398108.0,22870439.0,48.746,7.834,2.908,4692809.0,25.633000000000006,3.087,295.611,79.994,4759.0,8.315,36.419,160400.0,440.311,31436013998035.0,276.38,84.478,1.34,58.497,1.669,86.819,133453,339.149,48.425,1.276,178.5,8125.0,180896.0,11374186667831.0,8.479,0.0892,8.08,7.539,0
24.65,0.37,221687326257.0,25136402.0,-6.9289999999999985,0.335,15.663,3615795.0,-29.69,3.406,160.724,42.81399999999999,29318.0,8.26,-48.56,160726.0,92.127,36854858265789.0,55.199,52.971,1.5630000000000002,-8.561,1.659,60.08,124611,115.115,52.423,1.314,115.0,4028.0,188022.0,10458008745264.0,8.56,0.0575,8.54,9.0,0
18.382,0.237,223475700141.0,26898472.0,-28.15,-5.735,0.416,15799898.0,-52.688,3.149,116.065,35.9,677.8760000000002,8.232000000000001,-102.951,160733.0,52.484,29894183457997.0,33.937,46.358,1.291,-36.218,1.63,53.973,102963,98.599,51.908,1.311,92.446,2789.0,182904.0,5179945926194.0,8.54,0.0462,8.432,8.324,1
25.888,0.495,215520519761.0,21957166.0,-26.603,-7.92,-10.58,38143489.0,-44.854,2.33,127.317,38.954,-17178.0,8.251,-80.064,160542.0,52.191,23254334329829.0,24.279,48.207,0.958,-35.67800000000001,1.581,55.223,82837,70.79899999999998,51.927,1.264,98.435,2395.0,175153.0,4885643766853.0,8.559,0.0492,8.527000000000001,8.623,0
22.478,0.363,197821785115.0,27235647.0,-35.354,-8.509,37.809,4533835.0,-20.131,1.22,110.682,36.71,48059.0,8.286,-23.151,161076.0,-4.965,19185941030728.0,-2.536,46.316,1.38,-50.231,1.513,53.56800000000001,71397,48.534,52.024,1.28,91.849,1393.0,161378.0,5200368715692.0,8.68,0.0459,8.97,9.412,0
19.679,0.675,170379496204.0,32624231.0,-46.743,-8.286,2.268,645505.0,-5.774,0.622,97.261,35.016,3590.0,8.304,-5.337999999999999,161116.0,6.566,21027375414742.0,4.267,44.949,1.785,-76.453,1.4340000000000002,52.398,100248,69.25399999999999,54.059,1.347,87.10799999999998,1672.0,160748.0,5478034254668.0,8.709,0.0436,8.875,8.78,0
13.339,0.514,133193653029.0,34259827.0,-61.595,-8.562999999999999,0.251,36474275.0,-23.764,0.314,70.821,30.797,453.068,8.345,-23.392,161121.0,-42.267,21297182930534.0,-40.135,41.58600000000001,1.165,-120.354,1.376,49.549,100365,54.82100000000001,55.142,1.3230000000000002,75.043,1984.0,172749.0,6028148517948.0,8.637,0.0375,8.505,8.136000000000001,1
21.773000000000003,0.631,101245830091.0,33295216.0,-56.451,-7.697999999999999,-18.091,33746302.0,-15.368,0.246,68.039,32.901,-36179.0,8.374,-14.115,160719.0,-31.394,19884723518410.0,-32.19,42.618,1.876,-100.765,1.328,50.174,105254,70.344,53.895,1.396,77.734,2375.0,168960.0,4906971598608.0,8.602,0.0389,8.463,8.421,1
59.235,0.6779999999999999,157265062272.0,34598331.0,-17.67,-4.0139999999999985,-22.021,74428590.0,8.692,-0.08199999999999999,84.26700000000002,45.151,-40783.0,8.418,7.572,160266.0,-25.429,26689391584743.0,-31.358,48.753,1.148,-20.321,1.305,53.895,82114,91.957,54.205,1.3630000000000002,94.679,11864.0,163137.0,7272821162999.0,8.748,0.0473,9.13,9.796,1
72.99600000000002,0.6,206500680326.0,35315261.0,15.419,0.5670000000000001,32.542,30641110.0,42.18600000000001,-0.104,84.756,52.351000000000006,51950.0,8.541,31.657,160843.0,-26.672,15218572759254.0,-33.389,52.62300000000001,1.594,14.254,1.242,56.29,105015,91.794,54.173,1.394,106.7,3353.0,173271.0,8210138179883.0,8.986,0.0534,9.82,10.511,1
79.66199999999998,0.402,279407205932.0,42783634.0,16.3,3.943,11.970999999999998,32862733.0,47.271,-0.476,78.906,56.648,16829.0,8.632,36.746,161030.0,-30.104,12098714534494.0,-27.143,54.992,1.19,16.045,1.175,57.75899999999999,74501,63.022,55.163,1.367,114.48,2602.0,171139.0,8054474477105.0,9.055,0.0572,9.585,9.351,0
78.965,0.693,335034430251.0,58607634.0,24.437,4.759,-11.792,42069189.0,20.718000000000004,-1.009,73.86,56.506,-16450.0,8.695,19.615,160848.0,14.504,21872052231265.0,9.325,54.922,0.745,22.445,1.155,57.71100000000001,69875,73.62,54.90600000000001,1.284,114.295,2530.0,164017.0,10675097199009.0,8.964,0.0571,8.884,8.182,0
74.935,0.426,373382353283.0,63992559.0,30.338,4.0680000000000005,1.565,2999278.0,6.405,-1.17,78.468,55.839,2265.0,8.788,6.834,160873.0,-34.599000000000004,20132791435402.0,-45.192,54.613,1.204,26.427,1.146,57.50899999999999,91717,85.425,54.886,1.273,113.535,3960.0,142504.0,10214827048188.0,9.042,0.0568,9.148,9.412,1
85.51,0.5770000000000001,394450975028.0,42632758.0,60.949,3.894,0.087,58065893.0,5.502999999999999,-1.106,86.477,60.969,151.631,8.818999999999997,6.3,160875.0,-62.619,12681280231424.0,-120.944,57.091,1.4409999999999998,45.737,1.143,58.927,93177,72.2,54.901,1.296,120.78,3176.0,148185.0,10576494976757.0,9.007,0.0604,8.86,8.571,1
93.486,0.271,398240295486.0,62199198.0,73.41199999999998,4.945,38.973,59767934.0,17.941,-0.782,94.953,69.079,58767.0,8.782,20.505,161527.0,-77.064,22114768348408.0,-261.363,61.475,1.523,57.066,1.144,61.497,102538,77.78699999999998,52.874,1.3259999999999998,134.8,4566.0,177020.0,10912919278209.0,9.011,0.0674,8.874,8.889,1
94.954,0.108,384750314657.0,63267441.0,47.593,5.3820000000000014,7.001,2020183.0,23.082,-0.5760000000000001,94.886,71.513,11491.0,8.744,26.205,161655.0,-20.731,21127766636304.0,-23.865,62.913,1.393,45.06100000000001,1.135,62.356,90770,91.25,53.468,1.335,139.74,3672.0,186548.0,10856164009602.0,8.933,0.0699,8.623,8.372,0
64.814,0.4970000000000001,353981032540.0,60555315.0,24.597,4.02,3.614,17200502.0,10.072,-0.52,67.781,63.494,5497.0,8.658,12.164,161716.0,-7.416,33462643311341.0,-7.312,59.617,0.944,26.244,1.146,60.438,86205,91.286,53.777,1.283,132.945,2893.0,180928.0,8383098716723.0,8.867,0.0665,8.522,8.421,0
44.25899999999999,0.382,305932449136.0,69821797.0,10.339,1.987,-9.241,55744981.0,-6.294,-0.6629999999999999,47.305,56.308,-14982.0,8.722000000000001,-8.484,161550.0,21.233,19465358550956.0,15.033,56.507,1.054,11.836,1.142,58.618,78259,85.83200000000002,51.448,1.252,126.316,2291.0,160121.0,5031769804742.0,8.984,0.0632,9.159,9.796,0
38.056,0.261,240604564445.0,77277385.0,8.531,0.458,-27.565,33760880.0,-11.232,-0.188,43.255,53.872,-46403.0,8.717,-15.695,161034.0,49.549,12072002357227.0,24.048,55.44,0.7390000000000001,9.75,1.118,57.999,118060,72.582,51.59,1.1840000000000002,124.045,1703.0,142223.0,5029776875487.0,8.868,0.062,8.647,8.136000000000001,1
61.359,0.293,157997378467.0,70977061.0,14.996,0.34,-6.239,17647200.0,-1.794,-0.044,49.29,59.708,-9814.0,8.716000000000001,-2.384,160925.0,31.778,20908670557573.0,22.008000000000006,57.896,1.044,17.025,1.11,59.275,86965,91.261,50.473,1.165,130.56,4764.0,138854.0,6237255290029.0,8.783,0.0653,8.462,8.276,1
71.124,0.395,117894175148.0,66976539.0,11.33,0.79,42.43,16476512.0,6.4510000000000005,-0.235,51.0,62.982,54042.0,8.754,8.148,161526.0,38.034,24752848942818.0,20.851,59.342,1.217,13.684,1.111,60.028,76917,75.671,50.739,1.172,134.465,2824.0,150278.0,6939115878796.0,8.888,0.0672,9.063,9.664,0
36.442,0.151,122027010373.0,44187932.0,-7.521,0.03,36.802,9967073.0,0.4970000000000001,-0.421,31.618,50.872,45813.0,8.829,0.617,162035.0,25.241,9529578436631.0,17.756,54.299,1.074,-10.138,1.097,57.278,83615,88.1,51.31399999999999,1.159,124.662,3054.0,166397.0,6889405534458.0,8.962,0.0623,9.3,9.536,0
18.079,0.397,180285137158.0,27433712.0,-20.532,-1.819,9.942,13472140.0,-14.944,-0.598,3.063,38.789,17800.0,8.922,-19.511,162232.0,-22.624,8756073646223.0,-20.804,48.176,1.548,-28.691,1.056,53.74100000000001,81968,71.153,51.809,1.211,111.049,1811.0,182851.0,7161101905521.0,9.186,0.0555,10.023,10.746,0
12.349,0.387,226151456819.0,23747082.0,-22.754,-3.528,14.987,3488040.0,-23.627,-0.722,-14.423,33.151,23772.0,8.999,-31.77,162497.0,-22.445,10363559264371.0,-20.603,44.834,1.3130000000000002,-30.25,0.997,51.713,82857,71.191,51.926,1.225,102.694,1610.0,183179.0,7029632043618.0,9.37,0.0513,10.267,10.511,1
22.671,0.335,259625969355.0,19060362.0,-16.843,-3.8,5.809,4944842.0,-15.74,-1.017,-14.99,36.189,8669.0,8.988999999999997,-19.622,162593.0,-26.284,19376785880231.0,-16.564,45.967,1.139,-21.276,0.942,52.237,69993,46.458,51.68899999999999,1.213,105.04,1047.0,179042.0,6971111899157.0,9.359,0.0525,9.662,9.057,1
52.681,0.355,280708674765.0,6866271.0,-8.53,-2.4290000000000003,-0.585,289758.0,2.174,-1.2919999999999998,-11.814,46.396,-897.4889999999998,8.976,2.414,162583.0,-19.346,23592830093971.0,-14.243,49.944,0.882,-10.581,0.893,54.085,72149,59.378,51.435,1.169,113.464,1435.0,164281.0,6474571797188.0,9.308,0.0567,9.195,8.727,0
51.062,0.318,289399573051.0,7178297.0,-13.446,-1.234,15.164,2053718.0,10.04,-1.271,-15.74,45.929,21477.0,8.971,10.31,162822.0,-24.721,25209698597191.0,-21.118,49.729,1.264,-17.555,0.889,53.968,85210,64.307,50.727,1.182,113.005,1810.0,157851.0,10522149906186.0,9.245,0.0565,8.935,8.675,0
40.39,0.313,285698664212.0,6010577.0,-17.915,-0.787,32.239000000000004,6834944.0,5.079,-0.6759999999999999,-22.315,43.034,41679.0,8.964,5.335,163285.0,-3.035,21473360813433.0,-2.191,48.444,1.103,-24.089,0.901,53.28,109120,70.008,50.737,1.171,110.375,1910.0,162209.0,11843213559658.0,9.174,0.0552,8.753,8.571,0
36.952,0.145,269605948247.0,6056595.0,-12.087,-0.649,-11.935,6613811.0,-3.41,-0.028,-32.995,42.114,-21210.0,8.945,-3.869,163049.0,-2.222,22131125929180.0,-1.7280000000000002,48.047,1.249,-15.067,0.925,53.073,102439,76.058,50.99100000000001,1.182,109.595,1799.0,163525.0,13141611131510.0,9.125,0.0548,8.74,8.727,0
30.996,0.404,241121425158.0,31067826.0,-2.367,-0.6709999999999999,4.841,45258733.0,-4.057,0.16899999999999998,-44.51300000000001,40.592,8728.0,8.965,-4.585,163146.0,-34.273,17886006152980.0,-31.275,47.417,1.585,-2.629,0.943,52.753,81940,59.976000000000006,51.085,1.235,108.42,1135.0,172172.0,11794845152739.0,9.084,0.0542,8.76,8.78,1
51.957,0.28,200245094944.0,51229996.0,7.64,-0.382,6.283,63561325.0,0.149,0.183,-38.073,44.793,11265.0,8.993,0.165,163271.0,-34.302,13406756516262.0,-31.313,48.723,1.476,7.845,0.956,53.279,84341,59.973,50.409,1.268,110.54,1487.0,178705.0,9048388766160.0,8.985,0.0553,8.566,8.372,1
66.215,0.2,146976957604.0,75258562.0,7.104,0.073,23.783,8363447.0,2.653,0.054000000000000006,-2.172,48.713,36611.0,8.956,2.908,163678.0,-46.111,21662015633248.0,-39.578,49.963,1.341,7.462999999999999,0.976,53.771,80919,46.253,50.092,1.277,112.503,1054.0,190052.0,7505740875509.0,8.825,0.0563,8.238999999999999,7.912000000000001,0
56.426,0.132,87707284768.0,62153526.0,-1.521,0.226,10.469,11081147.0,3.06,-0.319,20.869,47.18899999999999,17257.0,8.965,3.318,163870.0,-27.107,27794332517994.0,-19.675,49.46100000000001,1.332,-1.726,1.009,53.544,69607,52.908,49.918,1.285,111.738,958.657,187735.0,5440598623523.0,8.771,0.112,8.405,8.571,1
61.976000000000006,0.009000000000000001,88956718419.0,50398754.0,-0.6759999999999999,0.292,-12.336,26300057.0,1.539,-0.4970000000000001,14.025,48.428,-23742.0,8.953,1.7009999999999998,163606.0,-27.043000000000006,32631802138699.0,-24.68,49.81800000000001,1.331,-0.764,1.06,53.677,82796,66.581,49.846,1.291,112.241,2074.0,180453.0,8640520446979.0,8.673,0.0561,8.341000000000001,8.276,0
26.17,0.132,149386962071.0,44331295.0,-1.5759999999999998,-0.128,27.471,5661700.0,-3.438,-0.541,18.276,40.494,43497.0,8.951,-3.867,164089.0,-24.836,29249938036572.0,-18.794,47.243,1.472,-1.74,1.1,52.558,83723,56.878,50.033,1.315,108.635,1303.0,184214.0,8547795943952.0,8.718,0.0543,8.846,9.351,0
13.246,0.29600000000000004,203512504823.0,12312380.0,-4.58,-0.84,38.073,5074033.0,-6.41,-0.493,20.053,33.324,60087.0,8.999,-7.162000000000001,164757.0,-29.828000000000007,19739780351281.0,-26.278,44.456,1.6909999999999998,-5.019,1.098,51.31100000000001,84759,61.822,50.261,1.365,104.575,1228.0,196153.0,9574605932921.0,8.882,0.0523,9.529,10.213,1
39.857,0.479,245043738458.0,15626437.0,-1.31,-0.862,37.847,4722204.0,-4.669,-0.418,42.58600000000001,40.648,55202.0,9.052,-5.2410000000000005,165370.0,-5.385,13070281084980.0,-3.831,46.486,2.053,-1.42,1.065,52.014,84162,67.321,51.142,1.457,107.0,1259.0,206935.0,10169896284015.0,8.974,0.0535,9.629,9.73,1
63.823,0.565,273980662976.0,20036658.0,-0.043,-0.279,39.275,4987289.0,1.709,-0.44,42.14100000000001,49.893,49046.0,9.069,1.856,165915.0,-4.106,18531025116090.0,-2.923,49.357,1.361,-0.048,1.027,53.025,78453,68.267,50.846,1.444,110.492,1620.0,197632.0,9771503455282.0,8.972000000000003,0.0552,9.287,8.943999999999997,1
74.118,0.836,290323278377.0,20167899.0,0.278,0.394,32.895,14250084.0,7.88,-0.68,19.155,55.299,41453.0,9.065,8.24,166376.0,72.275,9431734877165.0,33.577,51.231,1.054,0.312,0.971,53.69600000000001,68371,80.035,50.86600000000001,1.392,112.815,1618.0,180817.0,10702133554419.0,9.081,0.0564,9.476,9.664,1
74.539,0.251,294071584662.0,37436398.0,1.045,0.6990000000000001,-1.702,20068940.0,5.519,-1.047,5.815,55.51600000000001,-2450.0,9.022,5.905,166348.0,-3.932,30395421093549.0,-2.334,51.307,1.198,1.167,0.931,53.723,64226,57.043,50.72,1.366,112.905,1003.0,160960.0,10446569059652.0,9.125,0.0565,9.353,9.231,1
76.421,0.228,285225581830.0,47888735.0,0.8540000000000001,0.748,12.749,3535363.0,2.451,-1.262,-1.119,56.324,20454.0,9.083,2.708,166576.0,17.843,14067832670201.0,11.475,51.57,1.3330000000000002,0.959,0.866,53.812,71676,75.782,50.832,1.362,113.2,1263.0,163282.0,8848215322845.0,9.423,0.0566,10.258,11.163,1
86.779,0.118,263785269881.0,33426705.0,6.117000000000001,0.88,16.46,7177413.0,2.185,-1.155,0.862,62.017,24582.0,9.128,2.465,166849.0,26.891,1653827320477.0,18.826,53.482,1.22,6.645,0.784,54.456,82573,88.835,50.582,1.3430000000000002,115.28,1439.0,165437.0,7912513988304.0,9.48,0.0576,9.897,9.536,1
90.852,0.092,229750648816.0,20584068.0,11.581,0.999,11.678,4411313.0,3.3480000000000003,-1.055,2.775,65.556,16608.0,9.122,3.78,167033.0,21.032,15929866358758.0,15.997,54.78100000000001,1.267,12.11,0.725,54.895,74802,92.055,51.037,1.3330000000000002,116.686,1669.0,171213.0,8844644787618.0,9.488,0.0583,9.564,9.231,1
94.492,0.054000000000000006,183121718634.0,17779378.0,10.931,1.149,-2.865,10921421.0,4.856,-0.7929999999999999,-1.725,70.191,-4783.0,9.112,5.496,166980.0,50.13399999999999,17486564814946.0,30.068,56.646,1.285,11.696,0.687,55.53,83266,90.044,50.844,1.3259999999999998,118.696,1406.0,164980.0,9749953173755.0,9.363,0.0593,8.92,8.276,1
98.0,0.134,123898479335.0,13999400.0,12.773,1.725,-2.5540000000000003,10144562.0,8.089,-0.453,-7.563,79.601,-4166.0,9.1,9.324,166934.0,66.32600000000001,21063869246101.0,39.778,61.652,1.134,14.113,0.679,57.354,84962,99.751,51.139,1.301,124.605,1707.0,159978.0,12222144107898.0,9.275,0.0623,8.72,8.521,1
98.671,0.141,59068577424.0,14282176.0,13.216,2.161,-6.558,12045598.0,9.46,-0.4270000000000001,-8.597999999999999,82.92299999999999,-10452.0,9.111,11.039,166818.0,63.033,23664063798273.0,29.155,64.015,1.137,14.909,0.6859999999999999,58.288,69624,75.408,48.812,1.279,127.725,1822.0,156684.0,12945302404849.0,9.214,0.0639,8.724,8.727,1
98.859,0.344,63920110792.0,30409076.0,14.034,2.173,-10.96,38186195.0,8.47,-0.5329999999999999,-3.155,83.926,-16410.0,9.125,10.054,166636.0,59.37600000000001,20398598927334.0,31.414,64.783,0.7709999999999999,15.845,0.7140000000000001,58.597,69657,84.322,48.874,1.211,128.75,1216.0,147058.0,15265940456586.0,9.159,0.0644,8.779,8.834,0
91.37,0.33,113710098569.0,29087429.0,13.388,1.8,-14.988,28681528.0,3.01,-0.586,1.614,81.767,-26183.0,9.071,3.751,166345.0,10.089,31830298704169.0,6.7170000000000005,64.214,1.103,15.155,0.768,58.425,73994,73.29899999999998,49.534,1.197,128.355,1611.0,143585.0,15790338756594.0,9.015,0.0642,8.48,8.182,0
52.015,0.4920000000000001,153975045207.0,31784483.0,9.061,1.073,16.298,47858004.0,-1.565,-0.555,1.354,68.14699999999999,23755.0,9.104,-1.999,166609.0,58.935,25196786562631.0,33.521,60.413,1.372,10.445,0.8079999999999999,57.26600000000001,76227,90.398,49.545,1.22,125.725,1559.0,150442.0,10106172791643.0,8.996,0.0629,8.797,9.114,1
59.099,0.22,184714950705.0,32304093.0,8.351,0.609,-7.829,3129489.0,-1.802,-0.396,-3.1630000000000003,69.72399999999999,-13590.0,9.114,-2.32,166458.0,61.573,21617509139888.0,38.066,61.078,1.23,9.745,0.847,57.499,80558,99.887,49.073,1.221,126.43,1857.0,159335.0,8596556897426.0,8.907,0.0632,8.684,8.571,1
67.431,0.261,205929815062.0,28506208.0,7.202000000000001,0.416,-20.504,1082072.0,-0.865,-0.248,-5.369,71.618,-40299.0,9.06,-1.111,166010.0,35.993,24060625603076.0,24.231,61.875,1.053,8.548,0.889,57.776,78228,91.552,49.26,1.199,127.245,1385.0,161913.0,7232276130995.0,8.763,0.0636,8.363999999999999,8.045,0
51.552,0.183,217619638280.0,27860860.0,1.46,0.219,-18.341,1725294.0,0.556,-0.18,1.413,66.71,-33079.0,9.016,0.698,165642.0,53.758,35165600198803.0,36.699,60.529,1.023,1.819,0.948,57.387,75479,104.966,48.607,1.175,126.424,1568.0,154503.0,9646779803965.0,8.66,0.0632,8.297,8.229,1
59.916,0.252,219784420357.0,27772709.0,-0.639,0.14,-20.561,2153701.0,0.378,-0.308,14.282,68.212,-32298.0,8.883,0.478,165283.0,-9.328,45521934990210.0,-7.465,61.06800000000001,0.772,-0.816,1.027,57.56100000000001,67806,72.57,48.63800000000001,1.122,126.909,1135.0,142767.0,12531876693735.0,8.367,0.0647,7.529,6.761,0
24.151,0.218,212424161294.0,5651223.0,-3.584,-0.175,-26.367,4276751.0,-2.444,-0.537,20.879,52.434,-43421.0,8.774,-3.11,164801.0,37.124,56607168510124.0,21.177,56.334,0.976,-4.615,1.143,56.2,65828,78.22,48.668,1.102,124.135,1065.0,131107.0,19450913277713.0,8.166,0.0621,7.3820000000000014,7.2360000000000015,0
10.843,0.269,195538861091.0,5357273.0,-6.25,-0.718,-35.009,6258782.0,-4.8180000000000005,-0.48,14.559,38.275,-68090.0,8.698,-6.09,164044.0,15.281,49728858713424.0,11.58,50.549,1.098,-8.022,1.264,54.37600000000001,79854,87.36200000000002,47.845,1.102,120.333,1676.0,124150.0,22039559332923.0,7.921,0.0602,7.0710000000000015,6.761,0
9.504,0.102,169128519748.0,5705092.0,-4.8039999999999985,-0.999,-33.316,10745555.0,-5.692,-0.326,5.483,36.325,-64807.0,8.632,-7.223,163324.0,9.549,49875774006296.0,8.482999999999999,49.614,1.012,-6.04,1.378,54.066,78631,97.318,47.719,1.09,119.685,1364.0,125792.0,20126409041379.0,7.717,0.0598,6.916,6.761,1
19.007,0.237,282910549394.0,6036417.0,-5.01,-0.947,-26.8,514869.0,-3.254,-0.149,6.275,38.636,-54091.0,8.604,-4.039,162723.0,-10.862,51995088922891.0,-9.999,50.242,1.294,-6.334,1.515,54.237,78667,82.056,48.597,1.117,120.096,1439.0,134618.0,21974490622387.0,7.682,0.06,7.371,7.826,0
14.949000000000002,0.328,1027492465585.0,5165368.0,-6.174,-0.8340000000000001,-11.143,1495995.0,-0.785,-0.098,8.166,36.008,-17988.0,8.583,-0.945,162523.0,-12.519,58206499599134.0,-11.272,49.106,0.907,-7.856,1.66,53.88,73267,78.77199999999998,48.098,1.089,119.388,1649.0,140298.0,21239295444004.0,7.678,0.0597,7.6629999999999985,7.956,0
5.016,0.341,1572869896225.0,5966524.0,-9.025,-1.115,-1.3119999999999998,3166807.0,-3.903,-0.097,4.945,24.157,-2057.0,8.591000000000001,-4.671,162501.0,-1.02,39721774733419.0,-1.018,42.68,0.967,-11.409,1.751,51.70399999999999,73768,98.733,48.088,1.073,115.014,1486.0,148652.0,16849671703678.0,7.808,0.0575,8.304,8.943999999999997,0
2.497,0.086,1982183726343.0,10734428.0,-12.862,-1.635,-33.727,7004600.0,-7.919,-0.438,1.997,17.394000000000002,-62514.0,8.562999999999999,-9.51,161806.0,3.417,48835035306786.0,2.577,37.351,1.012,-16.323,1.814,49.606,58257,77.985,48.455,1.064,110.585,909.799,140354.0,13498070979607.0,7.803,0.0553,8.13,7.956,0
1.394,0.09,2361555632462.0,20006025.0,-14.661,-2.231,-21.41,9924106.0,-11.268,-0.9,-4.165,12.953,-36496.0,8.586,-13.453,161400.0,-14.981,52029006846271.0,-12.633,32.73,0.902,-18.2,1.859,47.512,56600,71.689,49.1,1.043,105.935,1599.0,137194.0,13525039962738.0,7.952000000000001,0.053,8.593,9.057,0
1.1,0.182,2619317032090.0,24940152.0,-13.524,-2.497,-34.048,2716705.0,-9.524,-1.245,-7.505,11.563,-61257.0,8.597999999999999,-10.954,160720.0,9.35,48314138939339.0,6.853,31.061,0.789,-16.273,1.885,46.69,60963,80.152,49.043,1.009,104.06,1124.0,125154.0,12162982329066.0,7.994,0.052000000000000005,8.435,8.276,1
30.394,0.215,2755467925227.0,18262578.0,-10.97,-2.028,-26.503,5410121.0,-3.644,-1.354,-4.638,24.187,-44395.0,8.579,-4.03,160226.0,-9.367,39850509528907.0,-8.468,35.756,1.052,-13.13,1.881,47.93,66609,81.931,48.769,1.015,106.555,1274.0,125246.0,10407937659323.0,7.999,0.0533,8.217,8.0,1
45.026,0.229,2770008311872.0,12557196.0,-10.03,-1.274,-31.911,4082153.0,1.997,-1.3869999999999998,-3.734,31.065,-49767.0,8.54,2.115,159674.0,-12.046,54779877838005.0,-12.033,38.459,0.835,-12.045,1.897,48.67,63763,87.854,49.75,0.991,108.05,1335.0,115987.0,15154156900060.0,7.894,0.054000000000000006,7.655,7.0939999999999985,0
36.516,0.188,2662938192027.0,8817018.0,-10.422,-0.821,-37.4,7054803.0,2.773,-1.305,-1.556,28.811,-64543.0,8.486,2.885,158956.0,16.695999999999998,64058176037324.0,15.286,37.213,0.875,-12.443,1.929,48.147,66341,106.838,49.69600000000001,0.975,106.945,1499.0,112447.0,19933281756492.0,7.8889999999999985,0.0535,7.699,7.742000000000001,0
17.817999999999994,0.059,2434257565690.0,6268035.0,-10.572,-1.001,29.384,8272331.0,-3.472,-0.958,-1.645,21.938,29663.0,8.412,-3.7,159286.0,-7.802,55441833337670.0,-8.19,32.955,0.804,-12.159,1.922,46.243,75762,96.777,49.971,0.952,102.855,1489.0,114945.0,17149010508603.0,7.921,0.0514,7.849,8.0,0
