price3rsiUSD,activeaddresses90var,mediantransactionvalue7rocUSD,sentbyaddress7var,activeaddresses3trx,hashrate14roc,mining_profitability3sma,size90mom,size7rsi,mining_profitability3roc,price30momUSD,confirmationtime3ema,hashrate3mom,mediantransactionvalue90rsiUSD,confirmationtime7wma,sentbyaddress30std,fee_to_rewardUSD,transactionfees14rsiUSD,size14var,hashrate90roc,confirmationtime30ema,transactionfees30rsiUSD,mediantransactionvalue30wmaUSD,difficulty7trx,difficulty14std,hashrate7mom,priceUSD,hashrate3std,hashrate14mom,median_transaction_feeUSD,mediantransactionvalueUSD,sentinusdUSD,category
99.456,82659141,35.164,30129504.0,-1.376,37.126,6932.0,50223.0,42.217,11.668,61.597,7.882999999999999,6431393708788.0,53.99,8.282,12929.0,0.867,56.505,673384639,169.207,8.368,56.924,48.928,2.593,1745325.0,13397517677322.0,94.715,9120893942289.0,17734217715780.0,0.0474,64.987,136779480.0,1
99.811,93587018,39.571,45880948.0,1.849,36.039,7394.0,61367.0,56.87600000000001,20.96,75.291,7.92,3737454649762.0,56.682,8.099,13782.0,1.338,64.35600000000001,689152619,171.197,8.341000000000001,61.462,52.383,2.333,1667845.0,11610334523600.0,107.749,9102326460793.0,16383817402884.0,0.0539,94.955,278422775.0,1
99.902,119931071,63.35,78761044.0,6.045,34.832,8021.0,76185.0,59.76,26.973000000000006,86.649,8.074,5716892007375.0,57.32100000000001,8.042,16082.0,1.596,70.49600000000002,555653079,154.039,8.334,65.48899999999999,56.154,2.064,1542023.0,14571769384665.0,120.003,4382926598167.0,15570142976346.0,0.06,102.533,284039909.0,1
99.919,146568407,105.812,113610711.0,7.371,4.9510000000000005,8540.0,79757.0,69.804,21.568,86.935,8.712,-10229656991704.0,58.997,8.363999999999999,18488.0,1.948,71.958,721463920,144.48,8.399,66.506,61.08600000000001,1.801,1354453.0,1791589943283.0,123.562,5604231281746.0,2607466853785.0,0.0618,123.314,282809750.0,1
99.941,164680970,93.598,131550831.0,5.263,-5.289,9193.0,71827.0,56.043,24.533,89.67399999999998,8.913,-10030142156358.0,59.143,8.573,20202.0,1.432,63.194,660679155,129.366,8.446,61.622,65.935,1.634,1102088.0,-7255263677346.0,128.664,6941518587731.0,-2893323456757.0,0.0643,125.183,264855827.0,1
99.959,167334419,93.822,130868664.0,0.964,18.037,9217.0,57958.0,45.56399999999999,0.809,94.124,8.874,1557847201520.0,55.407,8.683,20243.0,0.947,56.4,522608121,197.729,8.471,57.603,68.313,1.673,809076.0,3720072498166.0,134.114,8304863333104.0,9447687230248.0,0.0671,90.165,178261986.0,1
99.975,174998891,25.896,81653664.0,-0.941,4.06,9428.0,100010.0,58.898,7.226,100.79,8.827,7437559507776.0,52.91,8.761000000000001,20067.0,1.3019999999999998,61.063,446653947,175.56900000000005,8.491,60.369,68.883,1.756,684393.0,8156539106339.0,142.08,9882068371770.0,2446401956702.0,0.071,64.295,154226371.0,1
99.99,206269076,100.99,60182236.0,2.074,21.579,9486.0,45815.0,55.418,1.749,120.4,9.059,11532678823846.0,57.83600000000001,8.957,20552.0,1.183,61.518,459856995,156.27100000000004,8.542,60.64100000000001,73.653,1.81,794634.0,-2153978562288.0,163.561,1246313681552.0,11243539115034.0,0.0818,130.618,249416807.0,1
99.996,234652099,103.405,75409637.0,3.624,29.613000000000003,10963.0,30792.0,50.058,49.628,150.97799999999995,8.62,3283429025417.0,61.66,8.805,22177.0,1.11,65.946,435282312,207.663,8.519,63.338,82.23100000000002,1.809,869206.0,3266046873820.0,195.397,2031418385078.0,14876381397420.0,0.0977,193.144,405474208.0,0
68.465,291393310,230.769,118804397.0,6.377000000000002,53.629,11927.0,4759.0,46.548,30.743,133.379,8.08,7496489193464.0,68.422,8.482999999999999,24551.0,1.34,72.04,435978926,203.899,8.456,67.40100000000001,99.86,1.755,916854.0,9936136292429.0,178.5,5815871392440.0,24507905677094.0,0.0892,339.149,513296957.0,0
24.65,333892691,-6.649,127408252.0,5.7010000000000005,23.197,10916.0,29318.0,60.923,-29.949,70.892,8.54,2538645038635.0,53.72,8.551,25595.0,1.5630000000000002,51.956,526778528,209.109,8.491,54.799,102.362,1.656,941674.0,10614323468051.0,115.0,4482978136383.0,12405913411334.0,0.0575,115.115,275539134.0,0
18.382,349519493,-21.236,127524140.0,1.783,7.817,8586.0,677.8760000000002,45.322,-52.369,49.659,8.432,-1423364049179.0,52.87300000000001,8.463,25757.0,1.291,48.505,548117408,236.868,8.48,52.397,103.623,1.528,945464.0,11872824980999.0,92.446,5415232385745.0,4617561303653.0,0.0462,98.599,163608012.0,1
25.888,352764896,-21.479,116467091.0,-2.882,8.269,6682.0,-17178.0,41.003,-46.401,55.132,8.527000000000001,-7293632513137.0,51.49100000000001,8.477,25353.0,0.958,45.755,626819957,207.729,8.488999999999999,50.474,102.945,1.384,928484.0,1084656577772.0,98.435,2519151534939.0,4804729075937.0,0.0492,70.79899999999998,128174866.0,0
22.478,348988094,-24.513,152007053.0,-6.428,12.984000000000002,6245.0,48059.0,49.974,-18.511,48.253,8.97,-4250107444746.0,50.424,8.697000000000001,25384.0,1.38,48.776,558979276,163.886,8.549,52.226000000000006,100.739,1.233,889543.0,-1073343484471.0,91.849,1691684596535.0,7083195621869.0,0.0459,48.534,75476106.0,0
19.679,362646540,-46.98,159191180.0,-4.165,-5.355,6080.0,3590.0,46.333,-7.776,42.949,8.875,-1693893421292.0,51.37300000000001,8.736,24224.0,1.785,54.569,461722047,179.27900000000002,8.564,55.675,99.822,1.085,825541.0,-1353747264139.0,87.10799999999998,1075021802471.0,-3507725826428.0,0.0436,69.25399999999999,91091605.0,0
13.339,376075002,-71.617,146616205.0,-1.541,10.04,5527.0,453.068,52.234,-25.148000000000003,31.112,8.505,5141784860022.0,50.68899999999999,8.632,23310.0,1.165,43.82,458971350,243.088,8.536,48.397,97.919,0.943,729914.0,2943012412377.0,75.043,5889552443079.0,6209059286197.0,0.0375,54.82100000000001,132473876.0,1
21.773000000000003,393177207,-79.259,84626924.0,0.684,12.249,5269.0,-36179.0,46.823,-13.388,31.474,8.463,6015946771029.0,51.392,8.601,22660.0,1.876,52.702,479780283,222.623,8.529,53.914,96.984,0.89,636383.0,-2553885906906.0,77.734,5533899207148.0,7382250385523.0,0.0389,70.344,133646545.0,1
59.235,395243917,-20.118,49237303.0,-1.334,30.537,4940.0,-40783.0,41.264,-16.827,43.297,9.13,10156784778509.0,52.349,8.882,22346.0,1.148,48.81399999999999,420997028,281.596,8.61,51.261,97.412,1.0659999999999998,793133.0,6264392475735.0,94.679,4065029697104.0,16878715943786.0,0.0473,91.957,553228048.0,1
72.99600000000002,408681050,-6.901,53557721.0,0.239,15.639,5361.0,51950.0,60.31399999999999,25.541,48.948,9.82,-8135858856406.0,52.341,9.314,21968.0,1.594,50.784,498350131,170.41099999999997,8.732999999999999,52.479,97.762,1.285,908847.0,-3769482394850.0,106.7,10103463194196.0,8103342586149.0,0.0534,91.794,199576213.0,1
79.66199999999998,404579949,-10.984000000000002,62972650.0,-2.507,4.748,5988.0,16829.0,46.21,37.588,50.49100000000001,9.585,-2888915113625.0,50.976000000000006,9.377,21683.0,1.19,52.398,501396430,198.795,8.773,53.464,96.184,1.463,1057180.0,1850831492606.0,114.48,10059351959366.0,2935488070378.0,0.0572,63.022,125226051.0,0
78.965,399699859,51.688,59270160.0,-4.83,22.119,6567.0,-16450.0,39.395,35.622,48.555,8.884,4429659349806.0,51.448,9.122,21963.0,0.745,48.397,609471509,234.933,8.735,50.91,95.26,1.565,1157643.0,14944159270288.0,114.295,13995887670698.0,13870815785817.0,0.0571,73.62,111873380.0,0
74.935,404096543,23.351,60602241.0,-2.497,14.468,6522.0,2265.0,45.897,-2.195,49.918,9.148,12594521623766.0,51.968,9.219,21306.0,1.204,52.647,593508348,233.954,8.777999999999999,53.423,95.053,1.592,1222100.0,10518932650208.0,113.535,9803530087111.0,9165185386069.0,0.0568,85.425,186870508.0,1
85.51,406509962,31.702,51636758.0,-0.075,12.03,6578.0,151.631,52.663,2.446,56.01,8.86,8181190101789.0,51.344,9.083,21116.0,1.4409999999999998,53.889,586884163,238.211,8.765,54.16,93.899,1.556,1256107.0,4890236734373.0,120.78,3648497243038.0,7833249146750.0,0.0604,72.2,190348602.0,1
93.486,418818970,10.58,54852862.0,2.504,5.716,6862.0,58767.0,60.118,12.897,65.655,8.874,-2361467630802.0,51.593,9.011,20565.0,1.523,55.381,709199697,249.696,8.773,55.03100000000001,93.036,1.473,1262126.0,6566744868456.0,134.8,1448541822142.0,4012858961550.0,0.0674,77.78699999999998,291210167.0,1
94.954,420030836,-0.768,57544960.0,1.757,8.312000000000001,7688.0,11491.0,51.053,40.866,68.036,8.623,-1150289940853.0,52.187,8.793,20203.0,1.393,56.29600000000001,546470647,231.753,8.747,55.556,92.978,1.36,1240565.0,-788142069154.0,139.74,2336684223240.0,5476250406580.0,0.0699,91.25,228201201.0,0
64.814,420859043,-0.5529999999999999,43519255.0,0.152,24.295,7752.0,5497.0,46.68600000000001,2.722,53.707,8.522,6216348552990.0,52.18899999999999,8.638,19925.0,0.944,49.206,551615069,279.818,8.726,51.497,92.872,1.23,1189926.0,19242444143769.0,132.945,6442667670723.0,15472961748919.0,0.0665,91.286,156235404.0,0
44.25899999999999,417250856,36.19300000000001,51335040.0,-1.859,15.948,7406.0,-14982.0,44.13399999999999,-13.896,40.564,9.159,-1273139055118.0,51.924,8.901,20504.0,1.054,51.557,545989240,220.947,8.795,52.774,92.353,1.095,1106223.0,8182520926964.0,126.316,6731190038565.0,10033352419570.0,0.0632,85.83200000000002,101632294.0,0
38.056,440041848,-1.41,53390017.0,2.84,15.423,7151.0,-46403.0,38.253,-8.971,37.454,8.647,-220308234489.0,51.287,8.734,21141.0,0.7390000000000001,49.035,667431868,216.518,8.753,51.332,90.923,0.961,981029.0,-5438109653450.0,124.045,6869440942885.0,9506049616838.0,0.062,72.582,71330450.0,1
61.359,440507768,6.832000000000002,53157977.0,1.305,27.458,7156.0,-9814.0,46.659,0.213,43.106,8.462,-144428665749.0,52.125,8.603,21033.0,1.044,52.312,682704733,252.767,8.722000000000001,53.063,90.682,0.835,794978.0,6503493854254.0,130.56,6736500898664.0,17022426504462.0,0.0653,91.261,246132989.0,1
71.124,433132044,4.808,58794592.0,-1.69,16.533,7143.0,54042.0,55.951,-0.591,45.415,9.063,6360100736581.0,51.379,8.859,20487.0,1.217,54.722,683323685,249.394,8.783,54.355,89.338,0.877,686714.0,6361431561756.0,134.465,7563936886097.0,11251668296129.0,0.0672,75.671,134413219.0,0
36.442,428660761,13.258,43249508.0,-2.299,10.907,6665.0,45813.0,52.459,-18.433,29.947,9.3,3888969788192.0,51.933,9.045,20200.0,1.074,47.777,688156969,190.519,8.831,50.514,88.744,1.007,698647.0,812327765545.0,124.662,3900855256859.0,7379072634001.0,0.0623,88.1,167913093.0,0
18.079,429260989,-22.025,25425530.0,-2.273,-2.148,6028.0,17800.0,59.503,-26.314,3.3,10.023,-8415142261588.0,51.129,9.51,20352.0,1.548,50.183,738231580,182.249,8.955,51.76,87.006,1.133,849200.0,-761358466481.0,111.049,7107697631335.0,-1549500535635.0,0.0555,71.153,100383752.0,0
12.349,427990879,-22.014,15594081.0,-1.78,17.883,5579.0,23772.0,54.386,-21.079,-17.308,10.267,-8672397671072.0,51.131,9.832,20345.0,1.3130000000000002,47.583,603852541,195.103,9.055,50.317,85.322,1.217,951108.0,-8527314662305.0,102.694,4161540520953.0,10715129481463.0,0.0513,71.191,82759349.0,1
22.671,425670412,-45.874,22483906.0,-3.1260000000000003,15.264,5352.0,8669.0,46.476000000000006,-10.763,-18.521,9.662,-382449548104.0,49.976000000000006,9.715,20666.0,1.139,48.514,603436421,215.177,9.055,50.777,82.11,1.247,1019070.0,1703017272558.0,105.04,3800971535123.0,9885538199522.0,0.0525,46.458,52594931.0,1
52.681,423207076,-18.193,24050460.0,-3.418,-1.531,5655.0,-897.4889999999998,44.825,17.000999999999998,-15.2,9.195,4806614291390.0,50.566,9.542,20786.0,0.882,46.06800000000001,489553848,183.009,9.034,49.462,79.896,1.23,1059639.0,4265564059399.0,113.464,4189584453790.0,-1172545594051.0,0.0567,59.378,71942421.0,0
51.062,423257607,-29.535,19028303.0,-1.008,20.03,5792.0,21477.0,49.01,8.149,-21.109,8.935,16403986534340.0,50.79,9.335,20862.0,1.264,52.023,463477216,227.888,9.011,52.379,78.142,1.1740000000000002,1075917.0,8021100537784.0,113.005,11339284884099.0,14524594392038.0,0.0565,64.307,96534774.0,0
40.39,433680697,-7.484,27715979.0,4.498,15.407,5762.0,41679.0,52.167,-1.5830000000000002,-31.705,8.753,9534134440978.0,51.049,9.088,20768.0,1.103,47.938,460579832,233.231,8.982999999999997,50.23,76.812,1.093,1069016.0,4877050976955.0,110.375,9897224329105.0,11238482538711.0,0.0552,70.008,107023476.0,0
36.952,440436171,-13.668,29958379.0,5.752000000000002,15.171,5460.0,-21210.0,46.051,-14.474,-53.966,8.74,10070974659055.0,51.324,8.919,20457.0,1.249,52.144,322971336,255.233,8.966000000000003,52.333,75.859,0.996,1038472.0,10447568930261.0,109.595,2334009787987.0,11259896695807.0,0.0548,76.058,90740823.0,0
30.996,439093724,-15.708,35373335.0,2.07,16.303,5455.0,8728.0,58.754,-0.274,-86.976,8.76,-4040263418795.0,50.56,8.792,19345.0,1.585,50.924,359133390,236.345,8.954,51.71100000000001,73.986,0.892,982082.0,12395979380577.0,108.42,2026891054893.0,11634620914096.0,0.0542,59.976000000000006,74950425.0,1
51.957,436740820,-15.757,38197629.0,-0.121,5.624,5522.0,11265.0,59.275,3.623,-67.96,8.566,-570115103707.0,50.56,8.634,16397.0,1.476,50.444,401320786,253.443,8.917,51.471,72.4,0.7879999999999999,894975.0,12979333544320.0,110.54,2110220109820.0,4452018882014.0,0.0553,59.973,100688626.0,1
66.215,434064460,-0.439,20959212.0,-1.516,20.018,5713.0,36611.0,59.27,10.657,-2.497,8.238999999999999,2069534742702.0,49.912,8.436,14400.0,1.341,48.293,407520960,246.708,8.852,50.413,70.529,0.687,766751.0,12899553221068.0,112.503,4032110983056.0,14602570493627.0,0.0563,46.253,75441336.0,0
56.426,428795734,-10.896,15116226.0,-3.565,28.59,5632.0,17257.0,54.081,-4.464,19.292,8.405,8484962315835.0,50.225,8.445,14086.0,1.332,48.773,239698758,238.915,8.834,50.627,69.235,0.63,592308.0,16074327405022.0,111.738,6425298960813.0,20339891464420.0,0.112,52.908,62390388.0,1
61.976000000000006,423585176,3.536,13309352.0,-2.423,20.917,5435.0,-23742.0,46.556,-10.24,13.806,8.341000000000001,11931413109300.0,50.863,8.385,14092.0,1.331,51.382,190104015,303.574,8.798,51.784,68.921,0.73,596512.0,8506760119279.0,112.241,6528887944946.0,16527860657063.0,0.0561,66.581,125456476.0,0
26.17,418962654,-18.756,11629762.0,-0.947,14.602,5016.0,43497.0,61.875,-21.19,16.785999999999998,8.846,3337814958577.0,50.399,8.607999999999999,13723.0,1.472,48.067,235865505,266.088,8.833,50.252,67.991,0.866,773012.0,6703233738668.0,108.635,4139410785618.0,11580284715623.0,0.0543,56.878,84787681.0,0
13.246,413425692,-18.718,11851890.0,0.125,8.933,4812.0,60087.0,67.199,-11.763,17.467,9.529,-9748445588005.0,50.631,9.019,13624.0,1.6909999999999998,49.273,342892614,204.177,8.922,50.768,67.361,0.98,902247.0,-3745092842039.0,104.575,11473541845467.0,6702476088223.0,0.0523,61.822,78354482.0,1
39.857,406754076,12.248,10786790.0,0.5,14.905,4747.0,55202.0,57.397,-3.798,31.957,9.629,-14419736193697.0,50.889,9.255,12736.0,2.053,57.488,354170512,198.728,8.974,54.534,67.10300000000001,1.0490000000000002,990038.0,-1872712655623.0,107.0,8930064171880.0,10523266724954.0,0.0535,67.321,77014581.0,1
63.823,397311726,13.83,10638020.0,-0.33,22.015,4934.0,49046.0,45.052,12.008,32.757,9.287,-4702966149453.0,50.934,9.262,12441.0,1.361,50.107,356478883,185.157,8.972999999999997,51.117,66.878,1.069,1046863.0,2570382692922.0,110.492,4509718136678.0,15549716237242.0,0.0552,68.267,93853220.0,1
74.118,387348472,73.036,18493176.0,-2.386,9.288,5140.0,41453.0,42.512,13.478,18.136,9.476,-151260695607.0,51.489,9.428,12810.0,1.054,46.252,332621645,163.02,9.017,49.195,67.418,1.048,1077633.0,-5965888280348.0,112.815,4568832636066.0,6933664940720.0,0.0564,80.035,83989189.0,1
74.539,379370421,7.816,27932657.0,-3.994,19.767,5124.0,-2450.0,33.621,-0.958,6.205,9.353,9189281152164.0,50.364,9.423,12253.0,1.198,51.769,384876519,178.859,9.031,51.784,66.499,0.997,1084567.0,-1168393819295.0,112.905,7132531171195.0,14905933585727.0,0.0565,57.043,47379763.0,1
76.421,371181791,13.818,29640617.0,-3.167,-9.429,4945.0,20454.0,51.552,-10.282,-1.28,10.258,-7352107559514.0,51.242,9.878,12368.0,1.3330000000000002,49.522,363789837,173.205,9.168,50.688,66.86399999999999,0.924,1068130.0,-16713137975892.0,113.2,9790196097998.0,-8206377856612.0,0.0566,75.782,60837821.0,1
86.779,363621203,56.18600000000001,27959080.0,-0.189,-7.066,5086.0,24582.0,48.833,8.17,0.986,9.897,-3348248206882.0,51.842,9.823,12202.0,1.22,49.231,360145357,150.99200000000005,9.192,50.547,68.044,0.8390000000000001,1027201.0,-12651951445807.0,115.28,11118034526796.0,-5948717707139.0,0.0576,88.835,77319212.0,1
90.852,355578998,48.905,21769631.0,0.333,3.467,5179.0,16608.0,43.078,5.608,3.151,9.564,-1871033111026.0,51.989,9.685,12217.0,1.267,52.076,352387546,156.382,9.195,51.839,69.399,0.75,958646.0,6709018657685.0,116.686,9356022666493.0,2963925815646.0,0.0583,92.055,85667561.0,1
94.492,349664944,33.753,26224959.0,1.645,8.957,5542.0,-4783.0,44.774,23.231,-2.084,8.92,11599922246533.0,51.889,9.343,11654.0,1.285,52.101000000000006,370528989,201.811,9.135,51.85,70.61,0.66,855854.0,9306520464339.0,118.696,10686007299476.0,7433807808716.0,0.0593,90.044,84036763.0,1
98.0,342077868,46.118,30220687.0,2.439,13.957,5528.0,-4166.0,43.317,-0.758,-10.195,8.72,17048574294821.0,52.338,9.115,10926.0,1.134,51.21100000000001,386419619,209.921,9.096,51.465,72.40899999999998,0.575,703984.0,9099588998467.0,124.605,5745691353051.0,11669971691389.0,0.0623,99.751,94140778.0,1
98.671,335133825,-5.7810000000000015,32499875.0,-0.036000000000000004,8.542,5660.0,-10452.0,38.811,7.612,-12.015,8.724,6583907498662.0,51.128,8.953,10530.0,1.137,53.512,421484517,218.164,9.072,52.448,72.59,0.5329999999999999,486081.0,13444186851953.0,127.725,4458459276683.0,7478298571606.0,0.0639,75.408,93434849.0,1
98.859,330603949,47.822,35488996.0,-1.6369999999999998,8.829,5502.0,-16410.0,32.62,-8.181000000000001,-4.194,8.779,9128382665378.0,51.543,8.851,10807.0,0.7709999999999999,48.612,523992506,200.755,9.057,50.356,73.38,0.608,505649.0,9245621977553.0,128.75,4158033030434.0,8077228158258.0,0.0644,84.322,49520215.0,0
91.37,326371322,-3.277,36209251.0,-1.459,9.662,5456.0,-26183.0,42.945,-2.475,2.039,8.48,9493290402951.0,51.002,8.601,10823.0,1.103,53.504,556732154,236.781,9.0,52.449,73.47399999999998,0.7090000000000001,674419.0,25944986960932.0,128.355,7966902384209.0,9231848985040.0,0.0642,73.29899999999998,84997756.0,0
52.015,320014904,1.76,32050270.0,-0.588,6.0,5329.0,23755.0,54.253,-6.8039999999999985,1.68,8.797,1312414529869.0,51.79600000000001,8.69,10655.0,1.372,53.92,475462982,180.573,9.008,52.631,74.69800000000002,0.792,784793.0,18104849588705.0,125.725,6952778519531.0,5452898142897.0,0.0629,90.398,88225071.0,1
59.099,315772932,8.508,35272866.0,0.738,23.124,5339.0,-13590.0,49.108,0.595,-4.13,8.684,1074481546805.0,52.23,8.658,10636.0,1.23,53.642,276054554,211.172,8.979,52.519,76.49600000000002,0.841,859570.0,12191136635384.0,126.43,6889169647056.0,18900155293069.0,0.0632,99.887,99811971.0,1
67.431,312764866,1.675,26648069.0,0.97,27.417,5379.0,-40299.0,47.055,2.149,-7.22,8.363999999999999,-1409572364512.0,51.815,8.517999999999999,10387.0,1.053,49.267,164211237,230.995,8.919,50.736,77.738,0.853,907590.0,12935492349887.0,127.245,5784947539340.0,22242012814225.0,0.0636,91.552,79542167.0,0
51.552,302582679,5.229,21550542.0,0.373,27.863000000000003,5327.0,-33079.0,42.146,-2.974,1.761,8.297,13857783424364.0,52.43,8.433,10316.0,1.023,49.15600000000001,156702517,242.092,8.875,50.69,79.811,0.8340000000000001,932994.0,14914058718247.0,126.424,8043525566033.0,24013647716714.0,0.0632,104.966,85240132.0,1
59.916,291399038,-3.764,19451823.0,-1.3219999999999998,42.338,5501.0,-32298.0,32.285,9.781,15.859000000000002,7.529,15489283588734.0,50.846,7.991,10496.0,0.772,46.624,217844745,252.456,8.738,49.653,79.757,0.7909999999999999,937623.0,21096512725456.0,126.909,10424480138724.0,34540699577410.0,0.0647,72.57,60948366.0,0
24.151,285777890,-7.237,17743487.0,-2.498,40.887,5279.0,-43421.0,30.96,-11.963,21.441,7.3820000000000014,23874145235977.0,51.106,7.737999999999999,10994.0,0.976,54.21100000000001,282959990,238.177,8.641,52.647,80.066,0.733,921790.0,27681254920485.0,124.135,14129733183525.0,36926876898038.0,0.0621,78.22,52993274.0,0
10.843,279871426,19.186,16697749.0,-0.385,57.777,5325.0,-68090.0,35.469,2.719,15.293,7.0710000000000015,14180808966517.0,51.527,7.422999999999999,10514.0,1.098,55.68899999999999,264197120,262.413,8.52,53.273,80.94800000000002,0.665,884396.0,19601577281813.0,120.333,9426487440178.0,45546564242745.0,0.0602,87.36200000000002,93272664.0,0
9.504,278450603,7.654,17653591.0,0.969,60.139,5083.0,-64807.0,38.481,-12.376,6.222,6.916,9160453307476.0,51.981,7.159,10242.0,1.012,51.05,238245262,271.075,8.406,51.433,82.385,0.594,822505.0,28944551503063.0,119.685,2389560390368.0,47049401091768.0,0.0598,97.318,78550020.0,1
19.007,276198497,-17.851,14107819.0,1.414,57.2,4791.0,-54091.0,52.563,-17.869,7.091,7.371,11791906947107.0,51.236,7.246,10261.0,1.294,55.282,226312330,329.827,8.369,53.198,82.756,0.698,1063787.0,38398680320787.0,120.096,13410118494245.0,50589816956171.0,0.06,82.056,81273352.0,0
14.949000000000002,270275726,-13.96,13161729.0,0.436,57.456,4331.0,-17988.0,49.42100000000001,-26.497,9.013,7.6629999999999985,18011775326687.0,51.077,7.391,9906.0,0.907,44.852,204495545,309.303,8.342,48.633,82.87700000000002,1.127,2027306.0,39022924973012.0,119.388,14801065856277.0,51958417322899.0,0.0597,78.77199999999998,89470069.0,0
5.016,262777881,-5.938,13258380.0,-0.189,31.399,3862.0,-2057.0,57.284,-27.347,5.42,8.304,-83024613822.0,51.994,7.787000000000001,9722.0,0.967,43.93,196789847,250.889,8.381,48.191,84.26700000000002,1.596,2508282.0,15003743464877.0,115.014,14877995440910.0,29917802183125.0,0.0575,98.733,77533038.0,0
2.497,262115233,7.4620000000000015,23953793.0,-3.009,38.732,3799.0,-62514.0,37.904,-4.746,2.165,8.13,-7200317034899.0,50.989,7.91,10242.0,1.012,49.534,222458609,237.294,8.354,50.524,84.27,1.968,2815801.0,15709079697154.0,110.585,14156102744454.0,36805592422610.0,0.0553,77.985,43627259.0,0
1.394,260326345,-8.349,33672233.0,-4.735,36.242,3567.0,-36496.0,45.411,-18.18,-4.604,8.593,-6747607856569.0,50.68899999999999,8.266,10914.0,0.902,44.633,221690092,249.86,8.399,48.232,83.82700000000001,2.196,3073471.0,8401171880466.0,105.935,8628404146910.0,36082426800952.0,0.053,71.689,71102092.0,0
1.1,259757945,-8.253,34412731.0,-4.255,29.669,3442.0,-61257.0,38.029,-10.053,-8.443,8.435,10661898948623.0,51.081,8.361,11029.0,0.789,43.21100000000001,252579008,367.978,8.391,47.543,83.906,2.285,3236861.0,11484833446983.0,104.06,3700120523275.0,31086410728797.0,0.052000000000000005,80.152,50593222.0,1
30.394,258451692,-15.811,27833664.0,-2.139,36.323,3393.0,-44395.0,41.275,-3.773,-5.182,8.217,-499563462044.0,51.163,8.333,11060.0,1.052,49.578,198150291,288.627,8.366,50.249,84.02600000000002,2.259,3319920.0,6049062927633.0,106.555,4170617817123.0,34993614430697.0,0.0533,81.931,63276333.0,1
45.026,257339217,7.066,25329824.0,-1.082,49.377,3575.0,-49767.0,33.508,17.423,-4.191,7.655,14682284101034.0,51.43899999999999,8.035,11140.0,0.835,49.039,209147460,279.047,8.283999999999999,50.006,84.46600000000002,2.152,3328668.0,11291549034394.0,108.05,16197832307610.0,49690229355181.0,0.054000000000000006,87.854,60179936.0,0
36.516,256299205,35.63,19557439.0,-0.057,49.898,3535.0,-64543.0,35.061,-3.5860000000000003,-1.69,7.699,19081852056562.0,52.312,7.923999999999999,10806.0,0.875,49.346,200487247,264.999,8.249,50.135,86.085,1.992,3263702.0,12554910176858.0,106.945,20434519908539.0,51577835149870.0,0.0535,106.838,64477884.0,0
17.817999999999994,246257426,-1.982,31971783.0,2.2840000000000003,24.482,3439.0,29663.0,51.307,-7.814,-1.72,7.849,5842878220757.0,51.813,7.886,10779.0,0.804,42.395,175768470,234.845,8.232999999999999,46.965,86.947,1.803,3120421.0,11974965762213.0,102.855,15054872849644.0,26978709227090.0,0.0514,96.777,73848367.0,0
11.965,245063182,16.882,34547235.0,-0.901,18.556,3271.0,15643.0,35.619,-13.727,-6.75,8.087,-12653629748875.0,51.535,7.962999999999999,11103.0,0.7609999999999999,47.728,241516217,194.436,8.238999999999999,49.2,87.37200000000001,1.605,2887190.0,5838236320418.0,100.25,16524205045150.0,21547316017572.0,0.0501,91.151,41208445.0,1
13.679,251292333,-20.933000000000003,41697994.0,-4.022,15.476,3252.0,-1124.0,41.65600000000001,-1.775,-10.136,7.935,-8011504021706.0,49.87600000000001,7.891,12031.0,0.675,43.112,266053366,207.598,8.209,47.0,85.521,1.445,2570239.0,11291014011722.0,100.355,8975046657779.0,19692185892188.0,0.0502,56.682,51788945.0,1
24.044,256209548,-18.081,42240951.0,-3.665,27.45,2894.0,10694.0,58.519,-31.511,-11.969,8.933,21344121415690.0,50.298,8.402000000000001,12185.0,1.01,45.382,288268773,248.689,8.32,47.96,84.274,1.669,2946498.0,22657188229279.0,100.846,17058530700116.0,34142021676263.0,0.0504,65.66,58008345.0,1
62.664,255920095,0.774,41960437.0,-1.19,15.032,2685.0,45432.0,60.795,-19.813,-9.243,9.609,6445615485804.0,51.081,8.942,12063.0,1.071,46.62300000000001,324396721,222.407,8.447000000000001,48.483,84.149,1.975,2941083.0,12783415268266.0,103.663,12465992068782.0,18832478195899.0,0.0518,82.565,66315198.0,1
73.145,256075458,-14.259,45566665.0,1.7,-12.486,2615.0,33216.0,64.65,-6.6320000000000014,-8.095,10.099,-25260034317934.0,50.735,9.476,12079.0,1.091,46.217,370915589,131.033,8.585,48.303,83.50200000000002,2.221,3043438.0,-28651304407246.0,105.104,30323124116943.0,-17359755372852.0,0.0526,75.327,60876846.0,1
77.82300000000002,257719638,-39.419,46140990.0,2.613,0.5710000000000001,2804.0,27686.0,63.363,24.349,-9.454,9.725,-15317715027055.0,50.231,9.576,11724.0,1.788,60.37300000000001,417638121,161.754,8.635,54.90600000000001,82.17200000000003,2.355,3346887.0,-11742378854338.0,105.826,20742244767628.0,812531322521.0,0.0529,64.72399999999999,76698237.0,1
