price90varUSD,mining_profitability90trx,top100cap90roc,difficulty90sma,mining_profitability90mom,price30varUSD,fee_to_reward14stdUSD,category
16927.0,-1.027,-8.335,2969864730.0,-303.832,3462.0,0.108,1
17427.0,-1.029,-8.086,3009873496.0,-170.482,3958.0,0.109,1
18040.0,-1.031,-8.404,3049744376.0,-262.883,4391.0,0.11,1
18451.0,-1.033,-9.012,3089615256.0,-228.954,4712.0,0.111,1
18619.0,-1.035,-8.905,3135632567.0,-322.313,4875.0,0.091,1
18248.0,-1.037,-8.863,3187868619.0,-300.697,5008.0,0.081,1
18121.0,-1.039,-8.857000000000003,3240104671.0,-271.851,5218.0,0.091,1
18273.0,-1.042,-8.787,3292340723.0,-274.802,5345.0,0.111,1
18401.0,-1.044,-8.863999999999997,3344576775.0,-292.251,5412.0,0.147,1
18704.0,-1.046,-9.059,3396812828.0,-244.754,5713.0,0.15,1
18720.0,-1.0490000000000002,-9.164,3449048880.0,-292.127,5866.0,0.149,1
18595.0,-1.051,-9.073,3501284932.0,-300.632,5730.0,0.149,1
18744.0,-1.053,-9.074,3550056730.0,-170.90599999999995,5599.0,0.158,1
18681.0,-1.055,-8.828,3598169831.0,-200.702,5227.0,0.157,1
18361.0,-1.058,-9.329,3646282933.0,-225.253,4685.0,0.158,1
17942.0,-1.06,-9.57,3694396034.0,-191.719,4166.0,0.156,1
17675.0,-1.062,-10.136,3744824966.0,-165.076,3705.0,0.152,1
17373.0,-1.065,-10.29,3802483807.0,-219.654,3207.0,0.15,1
16998.0,-1.067,-10.307,3860142648.0,-195.346,2815.0,0.145,1
16321.0,-1.069,-10.333,3917801489.0,-233.617,2505.0,0.149,1
15749.0,-1.072,-10.383,3975460330.0,-183.973,2294.0,0.15,1
15222.0,-1.074,-10.537,4033119172.0,-222.163,2060.0,0.142,1
14754.0,-1.0759999999999998,-9.595,4090778013.0,-187.378,1814.0,0.106,1
14404.0,-1.079,-10.368,4146749296.0,-178.821,1463.0,0.11,1
13980.0,-1.081,-10.425999999999998,4199915904.0,-151.111,1072.0,0.111,1
13365.0,-1.083,-10.556,4253082513.0,-158.414,885.438,0.111,1
12740.0,-1.086,-10.755999999999998,4306249122.0,-178.25,845.923,0.102,1
12455.0,-1.088,-10.619000000000002,4359415730.0,-137.528,828.2260000000001,0.102,1
11972.0,-1.09,-10.925,4413113608.0,-148.64700000000005,837.8530000000002,0.1,1
11522.0,-1.093,-10.975,4477636100.0,-185.75,846.9,0.103,1
10947.0,-1.095,-10.852,4542158592.0,-157.785,840.4860000000001,0.107,1
10267.0,-1.097,-11.517,4606681084.0,-162.52700000000004,843.5239999999999,0.107,1
9590.0,-1.099,-11.584,4671203576.0,-168.91099999999997,836.705,0.108,1
9001.0,-1.102,-11.528,4735726067.0,-146.95600000000005,850.01,0.105,1
8378.0,-1.104,-12.300999999999998,4800248559.0,-163.938,873.36,0.122,1
7652.0,-1.106,-9.96,4861717076.0,-130.842,905.357,0.114,1
7049.0,-1.109,-9.96,4921488939.0,-144.20600000000005,921.539,0.113,1
6765.0,-1.111,-9.679,4981260802.0,-99.942,929.301,0.104,1
6577.0,-1.113,-9.756,5041032665.0,-112.644,931.736,0.108,1
6433.0,-1.115,-9.726,5100804528.0,-79.777,851.42,0.108,1
6339.0,-1.118,-9.381,5160576391.0,-114.155,757.7489999999998,0.109,1
6237.0,-1.12,-9.503,5224333725.0,-96.341,733.895,0.109,1
6199.0,-1.122,-9.626,5293578301.0,-107.359,685.821,0.109,1
6249.0,-1.124,-9.671,5362822877.0,-84.06200000000003,690.696,0.103,1
6310.0,-1.127,-9.662,5432067454.0,-83.89,671.127,0.098,1
6330.0,-1.129,-9.47,5501312030.0,-88.931,558.612,0.101,1
6248.0,-1.131,-9.622,5570556606.0,-96.418,478.69,0.112,1
6169.0,-1.133,-9.803,5634227719.0,-63.99800000000001,448.461,0.122,1
6087.0,-1.135,-10.333,5697825976.0,-79.777,401.104,0.098,1
5985.0,-1.137,-10.191,5761424233.0,-80.453,324.052,0.097,1
5910.0,-1.14,-10.38,5825022490.0,-66.245,303.9890000000001,0.093,0
5880.0,-1.142,-10.366,5888620747.0,-52.76600000000001,361.927,0.091,0
5834.0,-1.144,-10.568,5952219004.0,-74.817,521.597,0.08,0
5706.0,-1.146,-7.459,6024256524.0,-67.815,629.153,0.07400000000000001,0
5693.0,-1.148,-6.94,6105658157.0,-68.17399999999999,993.024,0.075,0
5745.0,-1.15,-5.563,6187059790.0,-45.295,1486.0,0.071,0
5746.0,-1.152,-5.933,6268461422.0,-73.218,1889.0,0.08,0
5734.0,-1.154,-5.74,6349863055.0,-64.40100000000001,2224.0,0.081,0
5733.0,-1.156,-5.567,6427810769.0,-55.784,2501.0,0.086,0
5781.0,-1.158,-5.655,6501588506.0,-36.221,2927.0,0.084,0
5883.0,-1.16,-5.624,6575366243.0,-41.15,3540.0,0.075,0
5982.0,-1.161,-5.3679999999999986,6649143980.0,-50.332,4314.0,0.063,0
5848.0,-1.163,-5.8820000000000014,6722921717.0,-59.21,4890.0,0.068,0
5856.0,-1.165,-6.028,6796699454.0,-55.65,5635.0,0.068,0
5795.0,-1.167,-5.936,6870477191.0,-66.127,6033.0,0.069,0
5822.0,-1.168,0.161,6945681279.0,-51.506,6390.0,0.071,0
5918.0,-1.17,-0.345,7033912703.0,-54.017,6709.0,0.071,0
5983.0,-1.171,0.537,7122144126.0,-59.424,6931.0,0.079,0
6048.0,-1.173,3.909,7210375550.0,-49.131,7090.0,0.078,0
6110.0,-1.175,3.909,7298606973.0,-55.764,7159.0,0.077,0
6150.0,-1.176,3.923,7386838397.0,-62.378,7105.0,0.067,0
6160.0,-1.178,4.105,7470599716.0,-42.75100000000001,6873.0,0.063,0
6131.0,-1.179,4.0939999999999985,7554003427.0,-41.03100000000001,6450.0,0.056,0
6051.0,-1.18,4.172,7637407138.0,-52.102,5928.0,0.056,0
5937.0,-1.182,4.313,7720810849.0,-55.56399999999999,5378.0,0.067,0
5826.0,-1.183,4.292,7804214560.0,-42.928,4789.0,0.076,0
5790.0,-1.185,4.244,7887618272.0,-44.592,4172.0,0.075,0
5754.0,-1.186,4.519,7971021983.0,-52.808,3497.0,0.073,0
5778.0,-1.187,4.533,8070142269.0,-52.31800000000001,2773.0,0.079,0
5816.0,-1.188,4.4860000000000015,8172501848.0,-49.369,2185.0,0.07400000000000001,0
5856.0,-1.19,4.591,8274861428.0,-38.875,1788.0,0.073,0
5892.0,-1.1909999999999998,4.581,8377221008.0,-50.28100000000001,1489.0,0.079,0
5947.0,-1.192,4.56,8479356994.0,-45.569,1287.0,0.085,0
5965.0,-1.193,4.195,8573309433.0,-29.81,1027.0,0.083,0
5975.0,-1.194,2.329,8667261872.0,-36.676,960.736,0.083,0
5999.0,-1.196,2.063,8761214312.0,-37.949,988.881,0.078,0
6034.0,-1.197,1.245,8855166751.0,-27.154,998.325,0.07200000000000001,0
6086.0,-1.198,1.169,8949119190.0,-28.246,971.622,0.071,0
6136.0,-1.199,1.203,9043071629.0,-19.852,910.584,0.071,0
6164.0,-1.2,0.7909999999999999,9158874109.0,-34.213,908.738,0.068,0
6260.0,-1.2009999999999998,0.773,9290114118.0,-27.205,908.966,0.091,0
6413.0,-1.202,1.013,9421354126.0,-33.364000000000004,919.785,0.118,0
6498.0,-1.203,1.279,9552594135.0,-23.046,937.961,0.127,0
6584.0,-1.204,1.099,9683834144.0,-24.564,881.18,0.13,0
6656.0,-1.205,1.294,9808927722.0,-15.739,872.466,0.129,0
6716.0,-1.206,1.037,9927802558.0,-21.035,831.811,0.126,0
6767.0,-1.207,1.029,10046677395.0,-18.732,786.2560000000002,0.121,0
6793.0,-1.208,0.54,10165552231.0,-15.512,741.178,0.121,0
6791.0,-1.209,0.505,10284427068.0,-20.254,683.507,0.122,0
6686.0,-1.21,0.6409999999999999,10403301904.0,-12.723,637.08,0.122,0
6549.0,-1.211,0.754,10522176741.0,-18.847,578.039,0.119,0
6472.0,-1.212,0.711,10641051577.0,-16.111,543.4580000000002,0.113,0
6378.0,-1.213,0.87,10760109660.0,-15.223,557.762,0.109,0
6345.0,-1.213,0.823,10884738448.0,-19.358,569.811,0.107,0
6366.0,-1.214,1.126,11009367236.0,-21.976,537.471,0.105,0
6413.0,-1.215,0.99,11133996023.0,-19.992,473.114,0.09,0
6441.0,-1.216,1.3259999999999998,11256308981.0,-24.924,465.882,0.085,0
6441.0,-1.217,1.361,11371392029.0,-16.16,458.839,0.084,0
6452.0,-1.217,1.261,11486475077.0,-15.796,460.602,0.081,0
6478.0,-1.218,1.297,11601558125.0,-20.154,462.249,0.078,0
6492.0,-1.219,1.295,11716641173.0,-17.962,445.533,0.081,0
6487.0,-1.219,1.0490000000000002,11831724221.0,-14.925,423.131,0.081,0
6471.0,-1.22,0.267,11946807269.0,-17.829,413.325,0.08199999999999999,0
6451.0,-1.221,0.084,12061890317.0,-14.589,387.5630000000001,0.08199999999999999,0
6371.0,-1.221,0.23,12176973366.0,-21.966,355.8769999999999,0.08199999999999999,0
6259.0,-1.222,0.271,12293201710.0,-11.958,284.178,0.084,0
6125.0,-1.222,0.305,12423841698.0,-19.841,221.86,0.078,0
5946.0,-1.223,0.113,12554481686.0,-12.255,197.022,0.078,0
5776.0,-1.223,0.578,12684590404.0,-17.67,219.577,0.07,0
5604.0,-1.224,0.6809999999999999,12803874509.0,-8.541,240.651,0.067,0
5450.0,-1.224,0.523,12923158613.0,-17.069000000000006,306.134,0.054000000000000006,0
5280.0,-1.225,0.873,13042442718.0,-11.557,332.061,0.055,0
5082.0,-1.225,1.3119999999999998,13161726823.0,-9.826,320.305,0.055,0
4863.0,-1.226,1.409,13281010928.0,-11.688,307.358,0.061,0
4627.0,-1.226,1.337,13400295032.0,-10.449000000000002,313.248,0.063,0
4371.0,-1.226,1.347,13519579137.0,-17.713,319.493,0.075,0
4135.0,-1.227,1.609,13638863242.0,-8.547,322.313,0.08199999999999999,0
3912.0,-1.227,1.59,13758147346.0,-11.29,331.42800000000005,0.084,0
3694.0,-1.227,1.6269999999999998,13877431451.0,-12.991,338.7630000000001,0.084,0
3489.0,-1.228,1.592,14005585946.0,-14.059,335.2530000000001,0.083,0
3256.0,-1.228,1.614,14135905655.0,-8.365,338.749,0.091,0
3004.0,-1.228,1.604,14262239894.0,-13.434,332.194,0.092,0
2744.0,-1.228,1.6369999999999998,14383086890.0,-8.934,309.241,0.092,0
2499.0,-1.228,1.632,14503933885.0,-10.839,309.517,0.092,0
2277.0,-1.229,1.646,14624780881.0,-13.67,358.547,0.098,0
2091.0,-1.229,1.769,14745627877.0,-11.223,521.31,0.098,0
1933.0,-1.229,1.85,14866474873.0,-11.782,734.2,0.098,0
1780.0,-1.229,1.989,14987321869.0,-14.463,941.113,0.093,0
1619.0,-1.229,2.027,15108168865.0,-11.521,1094.0,0.311,0
1588.0,-1.229,2.149,15229015861.0,-12.35,1362.0,0.315,0
1627.0,-1.229,2.2840000000000003,15356745812.0,-17.635,1592.0,0.315,0
1665.0,-1.23,2.272,15523315298.0,-18.104,1709.0,0.316,0
1677.0,-1.23,2.9410000000000003,15689884784.0,-19.297,1671.0,0.316,0
1689.0,-1.23,-0.6990000000000001,15848015007.0,-15.267,1641.0,0.316,0
1769.0,-1.23,-0.483,15996781117.0,-17.305,1657.0,0.315,0
1858.0,-1.23,-0.504,16145547227.0,-17.502,1673.0,0.313,0
1946.0,-1.23,-0.467,16294313337.0,-15.444,1691.0,0.322,0
2023.0,-1.23,-0.354,16443079447.0,-17.121,1672.0,0.32299999999999995,0
2083.0,-1.23,-0.301,16591845557.0,-15.243,1652.0,0.325,0
2158.0,-1.231,0.313,16740611667.0,-20.103,1635.0,0.327,0
2229.0,-1.231,0.289,16889377777.0,-18.59,1637.0,0.329,0
2280.0,-1.231,0.735,17038143887.0,-20.465,1637.0,0.335,0
2364.0,-1.231,0.737,17187545451.0,-23.04,1610.0,0.132,0
2423.0,-1.231,0.366,17376133349.0,-22.599,1591.0,0.134,0
2514.0,-1.231,0.21,17564721246.0,-21.268,1581.0,0.136,0
2589.0,-1.231,0.112,17751882793.0,-20.427,1540.0,0.136,0
2638.0,-1.231,0.506,17926017004.0,-18.057,1471.0,0.136,0
2678.0,-1.231,0.328,18100151215.0,-20.893,1378.0,0.13699999999999998,0
2715.0,-1.231,0.375,18274285426.0,-15.38,1258.0,0.13699999999999998,0
2751.0,-1.232,0.335,18448419637.0,-22.222,1079.0,0.181,0
2801.0,-1.232,0.17600000000000002,18622553848.0,-19.798,919.511,0.152,0
2866.0,-1.232,-0.064,18796688059.0,-18.126,728.992,0.161,0
2919.0,-1.232,-0.275,18970822270.0,-19.137,504.735,0.161,0
3005.0,-1.232,-0.294,19144956480.0,-15.592,349.717,0.161,0
3103.0,-1.232,-0.445,19319090691.0,-17.347,256.708,0.159,0
3193.0,-1.232,-0.452,19497352027.0,-15.59,241.37,0.158,0
3267.0,-1.232,-0.417,19698165152.0,-18.006,240.111,0.146,0
3340.0,-1.232,-0.416,19898978276.0,-16.782,242.621,0.146,0
3415.0,-1.232,-0.476,20084074826.0,-12.852,249.26,0.147,0
3513.0,-1.233,-0.687,20265932082.0,-16.151,277.782,0.147,0
3660.0,-1.233,-0.5489999999999999,20447789337.0,-16.2,352.255,0.147,0
3900.0,-1.233,-0.726,20629646593.0,-15.149,557.862,0.15,0
4109.0,-1.233,-0.187,20811503849.0,-13.021,674.721,0.147,0
4347.0,-1.233,0.722,20993361104.0,-17.038,828.7439999999998,0.097,0
4582.0,-1.233,2.459,21175218360.0,-14.962,981.507,0.092,0
4798.0,-1.233,2.032,21357075616.0,-14.601,1078.0,0.079,0
4946.0,-1.233,2.129,21538932871.0,-13.503,1089.0,0.077,0
5128.0,-1.233,2.218,21727344749.0,-16.401,1125.0,0.076,0
5308.0,-1.234,2.32,21962887480.0,-16.713,1139.0,0.588,0
5490.0,-1.234,2.355,22176580171.0,-10.814,1157.0,0.583,0
5657.0,-1.234,2.371,22374835332.0,-12.669,1199.0,0.581,0
5791.0,-1.234,1.929,22573090494.0,-13.757,1284.0,0.58,0
5910.0,-1.234,1.7990000000000002,22771345656.0,-13.223,1375.0,0.581,0
6000.0,-1.235,2.461,22969600817.0,-13.974,1446.0,0.578,0
6113.0,-1.235,2.533,23167855979.0,-15.627,1527.0,0.5760000000000001,0
6260.0,-1.235,2.197,23366111141.0,-12.01,1634.0,0.5720000000000001,0
6460.0,-1.235,2.307,23564366302.0,-13.179,1802.0,0.5670000000000001,0
6779.0,-1.236,3.419,23762621464.0,-14.817,2104.0,0.564,0
7060.0,-1.236,4.2010000000000005,23960876626.0,-13.792,2313.0,0.562,0
7293.0,-1.236,4.379,24159131788.0,-15.072,2429.0,0.561,0
7477.0,-1.236,4.386,24357386949.0,-12.816,2491.0,0.56,0
7541.0,-1.237,4.3260000000000005,24556717513.0,-12.557,2439.0,0.557,0
7568.0,-1.237,4.251,24758578940.0,-13.724,2293.0,0.055,0
7593.0,-1.237,4.669,24954869663.0,-13.841,2159.0,0.059,0
7614.0,-1.238,4.618,25151160386.0,-11.311,2005.0,0.062,0
7576.0,-1.238,4.16,25347451108.0,-14.58,1785.0,0.06,0
7484.0,-1.238,3.983,25543741831.0,-10.427,1540.0,0.07,0
7395.0,-1.238,4.441,25740032554.0,-13.845,1286.0,0.07,0
7297.0,-1.239,4.232,25936323277.0,-13.117,1058.0,0.07,0
7186.0,-1.239,4.192,26132613999.0,-12.911,874.2819999999998,0.07,0
7062.0,-1.239,4.0710000000000015,26328904722.0,-10.597,760.7810000000002,0.08199999999999999,0
6928.0,-1.239,4.799,26525195445.0,-13.604,739.293,0.078,0
6788.0,-1.24,4.548,26721486168.0,-11.579,705.784,0.08,0
6637.0,-1.24,4.643,26917776890.0,-12.182,688.346,0.073,0
6508.0,-1.24,4.934,27114067613.0,-11.405,671.068,0.073,0
6422.0,-1.24,4.901,27316302775.0,-13.222,639.8919999999998,0.069,0
6366.0,-1.241,4.7189999999999985,27507960539.0,-9.744,551.298,0.069,0
6307.0,-1.241,4.586,27699618302.0,-11.098,515.987,0.07,0
6259.0,-1.241,4.242,27891276066.0,-12.544,486.887,0.07,0
6197.0,-1.241,4.231,28082933829.0,-9.852,457.30300000000005,0.07,0
6148.0,-1.241,4.42,28274591592.0,-11.880999999999998,443.724,0.066,0
6105.0,-1.241,4.18,28466249356.0,-9.423,452.867,0.069,0
6016.0,-1.241,3.613,28657907119.0,-11.265999999999998,468.411,0.069,0
5906.0,-1.242,3.758,28849564883.0,-11.155,468.457,0.075,0
5833.0,-1.242,3.519,29041222646.0,-10.36,493.797,0.063,0
5747.0,-1.242,3.5210000000000004,29232880409.0,-10.218,533.534,0.062,0
5648.0,-1.242,3.1830000000000003,29424538173.0,-10.875,559.815,0.066,0
5541.0,-1.242,3.135,29616195936.0,-13.108,534.567,0.065,0
5385.0,-1.242,3.669,29841062634.0,-11.764,506.24300000000005,0.07,0
5179.0,-1.242,3.949,30064050295.0,-10.349,483.767,0.073,0
4967.0,-1.242,3.653,30284872743.0,-11.842,476.847,0.071,0
4739.0,-1.242,3.964,30505695191.0,-10.2,484.887,0.07200000000000001,0
4500.0,-1.242,4.117,30726517639.0,-10.675999999999998,487.25,0.077,0
4283.0,-1.243,4.146,30947340087.0,-9.159,488.851,0.078,0
4109.0,-1.243,3.941,31168162535.0,-8.269,490.399,0.083,0
3992.0,-1.243,3.781,31388984983.0,-9.629,520.148,0.08800000000000001,0
3900.0,-1.242,3.628,31609807431.0,-6.857,617.564,0.08900000000000001,0
3814.0,-1.242,3.972,31830629879.0,-6.888,625.7669999999998,0.076,0
3725.0,-1.242,3.366,32051452326.0,-8.838,626.727,0.076,0
3683.0,-1.242,4.375,32272274774.0,-8.357999999999999,633.681,0.079,0
3634.0,-1.242,4.213,32486214267.0,-5.978,658.434,0.08199999999999999,0
3566.0,-1.242,4.078,32662067865.0,-5.49,646.854,0.08199999999999999,0
3429.0,-1.242,3.621,32844905202.0,-6.1160000000000005,642.101,0.081,0
3317.0,-1.241,3.876,33027742539.0,-5.689,624.711,0.08199999999999999,0
3235.0,-1.241,3.543,33210579875.0,-6.763,609.173,0.083,0
3141.0,-1.241,3.41,33393417212.0,-5.05,607.107,0.08199999999999999,0
3043.0,-1.241,3.324,33576254548.0,-6.27,606.775,0.08199999999999999,0
2918.0,-1.24,3.199,33759091885.0,-7.166,611.309,0.08199999999999999,0
2766.0,-1.24,3.2030000000000003,33941929221.0,-6.5710000000000015,626.0790000000002,0.077,0
2628.0,-1.24,3.027,34124766558.0,-5.85,627.469,0.07200000000000001,0
2493.0,-1.239,2.975,34307603894.0,-5.825,627.503,0.069,0
2365.0,-1.239,3.965,34490441231.0,-6.7,618.769,0.071,0
2261.0,-1.238,4.155,34672643113.0,-5.242000000000001,604.309,0.078,0
2174.0,-1.238,4.397,34815658663.0,-2.596,591.429,0.077,0
2089.0,-1.237,5.2429999999999986,34958674212.0,-4.898,551.123,0.079,0
2005.0,-1.237,5.629,35101624748.0,-4.168,493.009,0.08,0
1907.0,-1.236,5.7879999999999985,35241389629.0,-3.769,436.478,0.1,0
1800.0,-1.236,6.0120000000000005,35381154511.0,-3.594,366.967,0.103,0
1697.0,-1.235,7.888,35520919393.0,-5.063,323.785,0.102,0
1590.0,-1.234,9.572,35660684275.0,-3.816,290.008,0.096,0
1505.0,-1.234,9.679,35800449157.0,-3.482,259.55400000000003,0.096,0
1425.0,-1.233,9.386,35940214039.0,-3.54,225.121,0.097,0
1317.0,-1.232,9.389,36079978921.0,-4.735,220.326,0.097,0
1221.0,-1.231,9.259,36219743803.0,-5.562,241.022,0.097,0
1128.0,-1.23,9.051,36359508685.0,-3.051,257.371,0.098,0
1024.0,-1.229,9.058,36495146442.0,-5.029,263.137,0.097,0
915.587,-1.228,8.783,36608232410.0,-2.9560000000000004,180.728,0.097,0
806.694,-1.228,8.761000000000001,36721318378.0,-3.898,173.66099999999997,0.095,0
710.6669999999998,-1.227,8.691,36834404347.0,-3.937,179.269,0.09,0
641.702,-1.226,8.874,36947490315.0,-3.33,205.057,0.095,0
610.994,-1.225,8.627,37055612820.0,-3.355,231.911,0.096,0
628.4019999999998,-1.224,8.593,37162589911.0,-2.862,306.46,0.099,0
640.243,-1.222,7.6560000000000015,37269567002.0,-2.873,374.839,0.102,0
644.9159999999998,-1.221,7.53,37376544093.0,-2.446,412.94,0.099,0
649.515,-1.22,7.457000000000002,37483521184.0,-3.156,450.281,0.1,0
642.769,-1.219,5.1770000000000005,37590498275.0,-1.34,478.32,0.101,0
605.2090000000002,-1.218,4.966,37697475366.0,-3.259,496.462,0.1,0
590.27,-1.217,6.645,37797897835.0,-2.814,505.427,0.108,0
588.935,-1.215,6.65,37851189450.0,-1.268,514.085,0.126,0
585.2230000000002,-1.214,6.718,37904481065.0,-1.743,526.496,0.145,0
592.431,-1.213,6.83,37957772681.0,-1.42,543.349,0.141,0
609.156,-1.211,6.688,38011064296.0,-1.3019999999999998,562.789,0.14800000000000002,0
624.732,-1.21,6.371,38064355912.0,-2.112,559.005,0.14800000000000002,0
639.299,-1.209,6.492000000000001,38120785986.0,-1.474,553.8,0.147,0
655.3839999999999,-1.207,6.2570000000000014,38187225198.0,-1.561,532.881,0.14,0
671.735,-1.206,6.787000000000001,38253664410.0,-1.538,492.656,0.159,0
689.3430000000002,-1.204,6.442,38320103622.0,-1.3219999999999998,452.311,0.154,0
701.635,-1.203,5.711,38386542834.0,-0.847,433.443,0.155,0
760.945,-1.2009999999999998,5.159,38452982046.0,-1.046,486.961,0.179,0
828.296,-1.2,5.072,38519421258.0,-0.942,522.634,0.183,0
892.443,-1.198,5.09,38585860470.0,-1.6980000000000002,521.194,0.182,0
938.497,-1.197,4.702,38651224281.0,-2.5810000000000004,489.971,0.18,0
983.158,-1.195,4.208,38713873980.0,-1.384,488.891,0.175,0
1033.0,-1.194,3.548,38776523680.0,-1.513,493.981,0.161,0
1085.0,-1.192,3.227,38839173380.0,-1.795,491.022,0.156,0
1139.0,-1.1909999999999998,3.829,38901823080.0,-2.065,495.901,0.152,0
1175.0,-1.189,3.975,38970206391.0,-2.343,506.687,0.327,0
1276.0,-1.187,4.086,39069863947.0,-3.005,603.768,0.329,0
1496.0,-1.186,4.4,39169521503.0,-3.229,908.254,0.32299999999999995,1
1687.0,-1.1840000000000002,4.265,39269179059.0,-2.9810000000000003,1147.0,0.299,1
1848.0,-1.183,4.4430000000000005,39368836615.0,-3.503,1346.0,0.28800000000000003,1
2031.0,-1.182,4.155,39468494171.0,-2.7510000000000003,1599.0,0.277,1
2196.0,-1.18,4.197,39568151727.0,-3.022,1796.0,0.279,1
2335.0,-1.179,4.157,39667809283.0,-3.924,1908.0,0.279,1
2472.0,-1.177,3.828,39767466839.0,-3.006,2000.0,0.273,1
2606.0,-1.176,5.924,39860034659.0,-2.405,2033.0,0.273,1
2702.0,-1.175,6.247000000000001,39948768234.0,-2.6210000000000004,1963.0,0.275,1
2804.0,-1.173,6.29,40037501810.0,-2.495,1892.0,0.275,1
2886.0,-1.172,6.42,40126235385.0,-1.44,1825.0,0.277,0
2943.0,-1.171,6.41,40214968961.0,-2.762,1712.0,0.272,0
2954.0,-1.169,5.022,40303702536.0,-1.263,1616.0,0.092,0
2992.0,-1.168,5.457999999999998,40381166004.0,-1.911,1512.0,0.087,0
3043.0,-1.166,5.324,40439913045.0,-1.609,1405.0,0.11,0
3126.0,-1.165,4.723,40498660085.0,-2.108,1316.0,0.118,0
3211.0,-1.164,5.075,40557407125.0,-1.806,1210.0,0.122,0
3303.0,-1.162,4.739,40616154166.0,-1.139,1083.0,0.13,1
3412.0,-1.161,4.588,40674901206.0,-2.525,958.561,0.138,1
3501.0,-1.159,4.381,40733648246.0,-1.454,850.362,0.14,1
3566.0,-1.158,3.853,40759186353.0,-1.102,815.7189999999998,0.127,1
3645.0,-1.156,3.56,40777733104.0,-1.977,790.905,0.13,1
3726.0,-1.154,3.894,40796279856.0,-1.396,754.36,0.131,1
3809.0,-1.153,3.58,40814826607.0,-1.726,680.3389999999998,0.129,1
3871.0,-1.151,3.342,40833373359.0,-2.07,590.674,0.13,1
3913.0,-1.15,3.394,40851920110.0,-1.804,506.413,0.121,1
3957.0,-1.148,3.325,40883645090.0,-1.4580000000000002,428.735,0.08,1
3954.0,-1.147,3.256,40937553420.0,-3.075,367.727,0.084,1
3856.0,-1.145,3.383,40991461750.0,-3.036,311.134,0.084,1
3828.0,-1.143,2.779,41045370080.0,-3.016,306.789,0.094,1
3795.0,-1.142,3.422,41099278410.0,-1.754,280.074,0.117,1
3741.0,-1.14,2.526,41153186741.0,-2.182,275.858,0.115,0
3652.0,-1.138,2.695,41207095071.0,-2.018,281.153,0.111,0
3609.0,-1.137,2.7430000000000003,41260249760.0,-2.282,252.722,0.109,1
3560.0,-1.135,2.649,41306420712.0,-2.05,233.205,0.111,0
3529.0,-1.133,2.657,41352591663.0,-1.702,221.049,0.107,0
3518.0,-1.131,2.744,41398762614.0,-1.654,204.848,0.104,0
3490.0,-1.13,2.557,41444933566.0,-1.995,194.858,0.085,0
3456.0,-1.128,2.489,41491104517.0,-1.587,197.569,0.071,0
3391.0,-1.126,2.468,41537439484.0,-1.978,197.814,0.076,0
3309.0,-1.124,2.479,41608376661.0,-1.927,197.725,0.077,1
3245.0,-1.122,2.056,41679313839.0,-2.215,192.051,0.08199999999999999,1
3179.0,-1.12,2.199,41750251017.0,-2.022,118.37,0.081,1
3112.0,-1.118,0.705,41821188194.0,-2.039,92.184,0.08,1
3010.0,-1.116,0.608,41892125372.0,-2.337,89.1,0.063,0
2905.0,-1.114,0.546,41963062550.0,-2.126,102.169,0.063,0
2792.0,-1.112,-0.361,42033999727.0,-1.519,112.836,0.064,0
2667.0,-1.11,-0.469,42105001918.0,-2.041,137.611,0.064,0
2544.0,-1.108,-0.8290000000000001,42179189763.0,-1.554,179.13,0.059,0
2429.0,-1.106,-0.369,42253377608.0,-2.211,231.523,0.06,0
2314.0,-1.103,-2.5860000000000003,42327565453.0,-1.926,263.938,0.061,0
2191.0,-1.101,-3.782,42401753298.0,-1.285,290.883,0.068,0
2067.0,-1.099,-4.506,42475941143.0,-1.635,310.033,0.067,0
1953.0,-1.096,-7.08,42551769910.0,-2.275,323.296,0.063,0
1874.0,-1.094,-7.226,42634215295.0,-1.507,353.4890000000001,0.066,0
1806.0,-1.091,-7.261,42716660680.0,-0.583,406.062,0.061,0
1732.0,-1.088,-6.8870000000000005,42799106065.0,-1.877,440.962,0.061,0
1660.0,-1.086,-7.237,42881551451.0,-1.214,458.527,0.061,0
1591.0,-1.083,-6.966,42963996836.0,-1.212,461.251,0.061,0
1515.0,-1.08,-6.9670000000000005,43046442221.0,-1.606,435.184,0.061,0
1441.0,-1.077,-6.937,43128887607.0,-1.108,429.608,0.071,0
1391.0,-1.074,-6.886,43211332992.0,-1.44,451.872,0.073,0
1358.0,-1.071,-6.8660000000000005,43298741840.0,-0.98,470.221,0.076,0
1330.0,-1.068,-6.803,43387296103.0,-0.6940000000000001,445.162,0.075,0
1301.0,-1.065,-6.518,43475850366.0,-1.781,424.619,0.08199999999999999,0
1255.0,-1.062,-6.38,43564404628.0,-1.165,403.166,0.086,0
1209.0,-1.058,-6.488,43652958891.0,-1.013,378.152,0.08900000000000001,0
1156.0,-1.055,-4.04,43741402042.0,-2.147,360.222,0.084,0
1095.0,-1.052,-3.606,43822067357.0,-1.152,342.161,0.092,0
1037.0,-1.048,-5.5,43902732672.0,-1.325,322.848,0.104,0
995.317,-1.045,-5.41,43983397986.0,-1.335,306.863,0.104,1
945.256,-1.042,-5.394,44064063301.0,-1.671,288.534,0.103,0
900.553,-1.038,-5.341,44144728616.0,-1.119,269.903,0.109,0
