mining_profitability90wma,mining_profitability90trx,price90rocUSD,difficulty90std,price90varUSD,difficulty14trx,category
33.012,-1.167,-2.998,4188500861.0,5795.0,1.126,0
32.739000000000004,-1.168,1.415,4209407683.0,5822.0,1.099,0
32.403,-1.17,5.561,4275653324.0,5918.0,1.099,0
32.149,-1.171,3.713,4333708733.0,5983.0,1.112,0
31.82,-1.173,3.583,4383899308.0,6048.0,1.13,0
31.611,-1.175,3.5580000000000003,4426492588.0,6110.0,1.146,0
31.362,-1.176,2.164,4461706158.0,6150.0,1.157,0
31.109,-1.178,0.581,4503456080.0,6160.0,1.161,0
30.896,-1.179,-1.834,4539689642.0,6131.0,1.156,1
30.622,-1.18,-5.625,4569551182.0,6051.0,1.143,1
30.364,-1.182,-8.964,4593164980.0,5937.0,1.123,1
30.109,-1.183,-9.555,4610627031.0,5826.0,1.095,1
29.88,-1.185,-2.846,4622007062.0,5790.0,1.062,1
29.654,-1.186,-2.737,4627349945.0,5754.0,1.024,1
29.351,-1.187,1.957,4686101799.0,5778.0,1.015,1
29.125,-1.188,3.589,4749893412.0,5816.0,1.028,1
28.9,-1.19,4.901,4804123739.0,5856.0,1.052,1
28.651,-1.1909999999999998,4.45,4849113580.0,5892.0,1.077,1
28.377,-1.192,6.256,4885890640.0,5947.0,1.1,1
28.184,-1.193,2.011,4940077423.0,5965.0,1.115,1
27.97,-1.194,1.052,4986600651.0,5975.0,1.123,1
27.741,-1.196,4.734,5025673157.0,5999.0,1.121,1
27.514,-1.197,13.363,5057467628.0,6034.0,1.111,1
27.354,-1.198,16.932000000000002,5082120666.0,6086.0,1.093,1
27.167,-1.199,27.138,5099735839.0,6136.0,1.067,0
26.874,-1.2,30.122,5200203453.0,6164.0,1.0759999999999998,0
26.614,-1.2009999999999998,30.183000000000003,5367919171.0,6260.0,1.131,0
26.391,-1.202,39.233,5518079827.0,6413.0,1.208,0
26.174,-1.203,48.464,5652084767.0,6498.0,1.291,0
25.967,-1.204,44.83600000000001,5771059516.0,6584.0,1.368,0
25.798,-1.205,40.895,5894834818.0,6656.0,1.433,0
25.56,-1.206,37.105,6022571571.0,6716.0,1.481,0
25.346,-1.207,39.371,6138453332.0,6767.0,1.5119999999999998,0
25.157,-1.208,38.81800000000001,6243140273.0,6793.0,1.525,0
24.951,-1.209,38.919,6337187217.0,6791.0,1.5219999999999998,0
24.766,-1.21,52.423,6421061701.0,6686.0,1.505,0
24.558000000000003,-1.211,52.867,6495157819.0,6549.0,1.475,0
24.364,-1.212,46.275,6559806933.0,6472.0,1.4340000000000002,0
24.185,-1.213,51.982,6615958185.0,6378.0,1.386,0
24.004,-1.213,41.212,6683847009.0,6345.0,1.339,0
23.784,-1.214,27.505,6741843983.0,6366.0,1.293,0
23.648000000000003,-1.215,20.046,6790202579.0,6413.0,1.246,0
23.419,-1.216,22.126,6835951838.0,6441.0,1.197,0
23.281,-1.217,27.314,6892534299.0,6441.0,1.147,0
23.125,-1.217,26.716,6941027858.0,6452.0,1.095,0
22.968000000000004,-1.218,24.961,6981601072.0,6478.0,1.042,0
22.771,-1.219,24.699,7014391382.0,6492.0,0.988,0
22.629,-1.219,25.873,7039507549.0,6487.0,0.934,0
22.455,-1.22,27.481,7057031510.0,6471.0,0.8809999999999999,0
22.313,-1.221,26.912,7067019745.0,6451.0,0.828,0
22.139,-1.221,30.804,7069504195.0,6371.0,0.777,0
22.009,-1.222,31.436,7067796157.0,6259.0,0.728,0
21.799,-1.222,31.857,7104602957.0,6125.0,0.701,0
21.626,-1.223,36.739,7131654043.0,5946.0,0.687,0
21.47,-1.223,32.03,7150748981.0,5776.0,0.6809999999999999,0
21.288,-1.224,31.539,7192293252.0,5604.0,0.6779999999999999,0
21.131,-1.224,26.779,7225726529.0,5450.0,0.675,0
20.938,-1.225,28.168000000000006,7251161007.0,5280.0,0.6709999999999999,0
20.781,-1.225,34.492,7268680654.0,5082.0,0.664,0
20.626,-1.226,35.874,7278342624.0,4863.0,0.654,0
20.442,-1.226,35.113,7280178204.0,4627.0,0.6409999999999999,0
20.257,-1.226,37.115,7274193318.0,4371.0,0.625,0
20.106,-1.227,33.821,7260368627.0,4135.0,0.607,0
19.993,-1.227,31.823,7238659212.0,3912.0,0.586,0
19.837,-1.227,31.536,7208993841.0,3694.0,0.563,0
19.681,-1.228,31.368,7196632882.0,3489.0,0.55,0
19.547,-1.228,32.535,7181733289.0,3256.0,0.544,0
19.385,-1.228,34.23,7170856065.0,3004.0,0.542,0
19.24,-1.228,33.527,7168757130.0,2744.0,0.542,0
19.056,-1.228,28.699,7158501860.0,2499.0,0.541,0
18.854,-1.229,23.615,7140055113.0,2277.0,0.5379999999999999,0
18.71,-1.229,16.688,7113353160.0,2091.0,0.532,0
18.514,-1.229,13.396,7078302576.0,1933.0,0.525,0
18.309,-1.229,12.699000000000002,7034778573.0,1780.0,0.514,0
18.14,-1.229,13.344,6982622704.0,1619.0,0.501,0
17.972,-1.229,2.387,6921639841.0,1588.0,0.486,0
17.750999999999994,-1.229,-3.116,6870398587.0,1627.0,0.476,0
17.525,-1.23,-3.539,6957994456.0,1665.0,0.515,0
17.311,-1.23,-1.46,7028729176.0,1677.0,0.581,0
17.092,-1.23,-1.207,7114583400.0,1689.0,0.66,0
16.892,-1.23,-10.041,7216545826.0,1769.0,0.7390000000000001,0
16.667,-1.23,-13.073,7304979090.0,1858.0,0.8140000000000001,0
16.467,-1.23,-12.3,7380369538.0,1946.0,0.878,0
16.299,-1.23,-11.239,7443113508.0,2023.0,0.93,0
16.114,-1.23,-9.157,7493528676.0,2083.0,0.968,0
15.924,-1.231,-14.061,7531862618.0,2158.0,0.993,0
15.741,-1.231,-18.227,7558299156.0,2229.0,1.005,0
15.575,-1.231,-22.005,7572962889.0,2280.0,1.006,0
15.393,-1.231,-23.122,7578165096.0,2364.0,0.997,0
15.153,-1.231,-27.844,7741675569.0,2423.0,1.021,0
14.954,-1.231,-25.618,7883779033.0,2514.0,1.061,0
14.768,-1.231,-27.005,8010768422.0,2589.0,1.106,0
14.564,-1.231,-26.423,8161823483.0,2638.0,1.147,0
14.369000000000002,-1.231,-25.538,8295524855.0,2678.0,1.181,0
14.212,-1.231,-26.253,8412699976.0,2715.0,1.205,0
14.017,-1.232,-25.679,8514031206.0,2751.0,1.217,0
13.826,-1.232,-27.766,8600078609.0,2801.0,1.217,0
13.658,-1.232,-27.401,8671297191.0,2866.0,1.207,0
13.501,-1.232,-22.359,8728049960.0,2919.0,1.188,0
13.356,-1.232,-20.198,8770617734.0,3005.0,1.16,0
13.179,-1.232,-17.861,8799206384.0,3103.0,1.125,0
13.035,-1.232,-15.896,8829145816.0,3193.0,1.088,0
12.857,-1.232,-20.031,8937237050.0,3267.0,1.07,0
12.702,-1.232,-20.448,9026183527.0,3340.0,1.06,0
12.548,-1.232,-23.049,9149113073.0,3415.0,1.054,0
12.39,-1.233,-24.331,9265343439.0,3513.0,1.048,0
12.222,-1.233,-25.795,9366020050.0,3660.0,1.038,0
12.047,-1.233,-31.137,9451639943.0,3900.0,1.024,0
11.888,-1.233,-31.538,9522609262.0,4109.0,1.005,0
11.712,-1.233,-31.953000000000007,9579253635.0,4347.0,0.981,0
11.557,-1.233,-31.656,9621826062.0,4582.0,0.953,0
11.39,-1.233,-28.376,9650512776.0,4798.0,0.921,0
11.244000000000002,-1.233,-24.8,9665437414.0,4946.0,0.8859999999999999,0
11.098,-1.233,-29.574,9689421593.0,5128.0,0.853,0
10.915,-1.234,-32.224000000000004,9902639223.0,5308.0,0.86,0
10.755,-1.234,-32.493,10156231601.0,5490.0,0.888,0
10.581,-1.234,-36.956,10423217426.0,5657.0,0.925,0
10.417,-1.234,-41.871,10668806954.0,5791.0,0.964,0
10.265,-1.234,-41.29,10894447267.0,5910.0,0.999,0
10.106,-1.235,-40.321,11101354864.0,6000.0,1.026,0
9.944,-1.235,-40.668,11290559663.0,6113.0,1.044,0
9.794,-1.235,-41.675,11462938293.0,6260.0,1.052,0
9.64,-1.235,-45.341,11619239659.0,6460.0,1.05,0
9.472,-1.236,-49.604,11760104818.0,6779.0,1.039,1
9.311,-1.236,-48.085,11886082598.0,7060.0,1.021,1
9.142,-1.236,-47.169,11997641971.0,7293.0,0.996,1
8.999,-1.236,-45.002,12095181905.0,7477.0,0.965,1
8.874,-1.237,-41.405,12182624957.0,7541.0,0.93,0
8.738,-1.237,-42.682,12265921950.0,7568.0,0.894,0
8.596,-1.237,-42.924,12349662708.0,7593.0,0.857,1
8.47,-1.238,-41.694,12420437042.0,7614.0,0.8190000000000001,1
8.353,-1.238,-39.025,12478465582.0,7576.0,0.78,1
8.234,-1.238,-34.864000000000004,12523925496.0,7484.0,0.74,1
8.127,-1.238,-36.265,12556953293.0,7395.0,0.701,1
8.017999999999999,-1.239,-37.912,12577646911.0,7297.0,0.6609999999999999,1
7.911,-1.239,-39.423,12586067187.0,7186.0,0.622,1
7.812,-1.239,-38.172,12582238762.0,7062.0,0.584,1
7.702000000000001,-1.239,-37.245,12566150441.0,6928.0,0.546,0
7.604,-1.24,-38.365,12537755029.0,6788.0,0.51,0
7.523,-1.24,-37.922,12496968635.0,6637.0,0.475,0
7.426,-1.24,-37.033,12443669417.0,6508.0,0.442,0
7.331,-1.24,-38.785,12399697582.0,6422.0,0.414,0
7.233,-1.241,-40.174,12396538413.0,6366.0,0.394,1
7.1389999999999985,-1.241,-41.431,12381517174.0,6307.0,0.377,1
7.03,-1.241,-39.988,12354590599.0,6259.0,0.363,1
6.9529999999999985,-1.241,-39.629,12315680598.0,6197.0,0.35100000000000003,1
6.856,-1.241,-38.624,12264673120.0,6148.0,0.34,1
6.778,-1.241,-40.01,12201416447.0,6105.0,0.328,1
6.693,-1.241,-42.838,12125718877.0,6016.0,0.317,1
6.613,-1.242,-42.187,12037345708.0,5906.0,0.305,1
6.523,-1.242,-43.581,11936015394.0,5833.0,0.293,1
6.433,-1.242,-44.647,11821394745.0,5747.0,0.28,1
6.3610000000000015,-1.242,-43.71,11693092933.0,5648.0,0.268,1
6.28,-1.242,-43.918,11550654068.0,5541.0,0.255,1
6.185,-1.242,-42.28100000000001,11482456408.0,5385.0,0.262,1
6.121,-1.242,-42.043,11452640456.0,5179.0,0.285,1
6.045,-1.242,-41.18899999999999,11413408550.0,4967.0,0.318,1
5.978,-1.242,-41.647,11356879660.0,4739.0,0.353,1
5.916,-1.242,-40.086,11282793805.0,4500.0,0.387,1
5.851,-1.243,-35.629,11190802298.0,4283.0,0.418,0
5.785,-1.243,-33.457,11080459182.0,4109.0,0.444,0
5.746,-1.243,-23.902,10951209743.0,3992.0,0.465,0
5.716,-1.242,-15.32,10802375368.0,3900.0,0.48,0
5.675,-1.242,-20.831,10633133682.0,3814.0,0.489,0
5.626,-1.242,-23.312,10442492508.0,3725.0,0.4920000000000001,0
5.5870000000000015,-1.242,-19.314,10229255458.0,3683.0,0.491,0
5.5470000000000015,-1.242,-16.741,10026222712.0,3634.0,0.485,0
5.51,-1.242,-22.414,9968805668.0,3566.0,0.476,0
5.468,-1.242,-27.382,9918709049.0,3429.0,0.468,0
5.426,-1.241,-28.698,9854798629.0,3317.0,0.46,0
5.377999999999999,-1.241,-30.199,9776803512.0,3235.0,0.451,0
5.34,-1.241,-29.319000000000006,9684383401.0,3141.0,0.441,0
5.2970000000000015,-1.241,-28.707,9577120699.0,3043.0,0.429,0
5.265,-1.24,-26.153,9454510245.0,2918.0,0.417,0
5.226,-1.24,-25.57,9315946067.0,2766.0,0.403,0
5.195,-1.24,-27.073,9160704249.0,2628.0,0.387,0
5.169,-1.239,-26.821,8987920651.0,2493.0,0.371,0
5.1370000000000005,-1.239,-26.505,8796561656.0,2365.0,0.354,0
5.118,-1.238,-22.53,8588582076.0,2261.0,0.337,0
5.095,-1.238,-21.187,8529778323.0,2174.0,0.32,0
5.058,-1.237,-20.439,8460902247.0,2089.0,0.302,0
5.045,-1.237,-19.79,8381544347.0,2005.0,0.284,0
5.019,-1.236,-21.317,8284029703.0,1907.0,0.265,0
5.003,-1.236,-22.785,8175801907.0,1800.0,0.245,0
4.988,-1.235,-22.545,8056429218.0,1697.0,0.225,0
4.959,-1.234,-22.171,7925408058.0,1590.0,0.206,0
4.938,-1.234,-20.22,7782150105.0,1505.0,0.187,0
4.935,-1.233,-20.904,7625965765.0,1425.0,0.17,0
4.912,-1.232,-26.881,7456042761.0,1317.0,0.153,0
4.88,-1.231,-26.555,7271417998.0,1221.0,0.13699999999999998,0
4.869,-1.23,-25.502,7070939962.0,1128.0,0.123,0
4.8439999999999985,-1.229,-26.209,6874581860.0,1024.0,0.11,0
4.827,-1.228,-27.096,6766272334.0,915.587,0.098,0
4.81,-1.228,-26.682,6648511063.0,806.694,0.087,0
4.79,-1.227,-25.758000000000006,6520785989.0,710.6669999999998,0.077,0
4.776,-1.226,-26.559,6382498961.0,641.702,0.068,0
4.749,-1.225,-26.309,6224257754.0,610.994,0.058,0
4.723,-1.224,-22.977,6052392482.0,628.4019999999998,0.045,0
4.708,-1.222,-23.823,5867705866.0,640.243,0.033,0
4.685,-1.221,-19.048,5668944940.0,644.9159999999998,0.021,0
4.663,-1.22,-19.07,5454571344.0,649.515,0.009000000000000001,0
4.666,-1.219,-19.484,5222662882.0,642.769,-0.001,0
4.645,-1.218,-22.35,4970765920.0,605.2090000000002,-0.01,0
4.631,-1.217,-19.944000000000006,4738332925.0,590.27,-0.018000000000000002,0
4.61,-1.215,-21.13,4703791698.0,588.935,-0.025,0
4.598,-1.214,-19.506,4666561240.0,585.2230000000002,-0.031,0
4.578,-1.213,-18.463,4626576628.0,592.431,-0.036000000000000004,0
4.567,-1.211,-16.42,4583765790.0,609.156,-0.039,0
4.548,-1.21,-16.96,4538048741.0,624.732,-0.042,0
4.5310000000000015,-1.209,-18.789,4493472533.0,639.299,-0.042,0
4.509,-1.207,-17.203,4463635545.0,655.3839999999999,-0.035,0
4.494,-1.206,-14.07,4429613505.0,671.735,-0.023,0
4.478,-1.204,-9.116,4391309142.0,689.3430000000002,-0.009000000000000001,0
4.456,-1.203,-3.866,4348609295.0,701.635,0.005,0
4.432,-1.2009999999999998,-14.773,4301383065.0,760.945,0.02,0
4.399,-1.2,-17.129,4249479543.0,828.296,0.033,0
4.373,-1.198,-18.576,4192725028.0,892.443,0.046,0
4.343,-1.197,-21.22,4135022366.0,938.497,0.057,0
4.325,-1.195,-20.63,4082519287.0,983.158,0.066,0
4.296,-1.194,-21.034,4025433842.0,1033.0,0.073,0
4.274,-1.192,-22.71,3963568042.0,1085.0,0.079,0
4.252,-1.1909999999999998,-27.871,3896694208.0,1139.0,0.083,0
4.2189999999999985,-1.189,-33.09,3836115436.0,1175.0,0.08900000000000001,0
4.182,-1.187,-39.195,3884344431.0,1276.0,0.112,0
4.134,-1.186,-48.849,3921865456.0,1496.0,0.145,1
4.092,-1.1840000000000002,-45.728,3948983746.0,1687.0,0.182,1
4.045,-1.183,-44.956,3965912703.0,1848.0,0.22,1
4.0,-1.182,-48.352,3972782587.0,2031.0,0.255,1
3.959,-1.18,-46.133,3969645623.0,2196.0,0.287,1
3.914,-1.179,-44.837,3956478009.0,2335.0,0.314,1
3.87,-1.177,-44.974,3933179002.0,2472.0,0.335,1
3.839,-1.176,-41.562,3932459647.0,2606.0,0.35100000000000003,1
3.799,-1.175,-34.692,3939155546.0,2702.0,0.362,1
3.763,-1.173,-34.185,3937850273.0,2804.0,0.368,1
3.734,-1.172,-32.492,3928535854.0,2886.0,0.37,0
3.705,-1.171,-29.559,3911155067.0,2943.0,0.368,0
3.687,-1.169,-20.284,3885599668.0,2954.0,0.363,0
3.67,-1.168,-24.255,3815515404.0,2992.0,0.349,0
3.652,-1.166,-25.181,3704186446.0,3043.0,0.32,0
3.626,-1.165,-31.915,3585558107.0,3126.0,0.282,1
3.593,-1.164,-29.362,3458879432.0,3211.0,0.239,1
3.574,-1.162,-29.731,3323229935.0,3303.0,0.195,1
3.54,-1.161,-33.353,3177460898.0,3412.0,0.151,1
3.518,-1.159,-30.397,3020107381.0,3501.0,0.11,1
3.487,-1.158,-29.722,2998969169.0,3566.0,0.07200000000000001,1
3.465,-1.156,-34.175,2990789948.0,3645.0,0.038,1
3.443,-1.154,-35.512,2982126941.0,3726.0,0.008,1
3.419,-1.153,-35.912,2972975919.0,3809.0,-0.018000000000000002,1
3.391,-1.151,-35.446,2963332362.0,3871.0,-0.04,1
3.362,-1.15,-38.517,2953191443.0,3913.0,-0.059,1
3.34,-1.148,-39.746,2960209103.0,3957.0,-0.067,1
3.307,-1.147,-44.757,3040624973.0,3954.0,-0.057,1
3.282,-1.145,-48.526,3115238941.0,3856.0,-0.036000000000000004,1
3.2460000000000004,-1.143,-44.794,3184458859.0,3828.0,-0.006999999999999999,1
3.229,-1.142,-40.104,3248629545.0,3795.0,0.024,1
3.21,-1.14,-35.959,3308044854.0,3741.0,0.055,1
3.192,-1.138,-36.988,3362956843.0,3652.0,0.085,1
3.1710000000000003,-1.137,-38.451,3415015870.0,3609.0,0.112,1
3.149,-1.135,-36.957,3473696135.0,3560.0,0.136,1
3.134,-1.133,-34.526,3528986006.0,3529.0,0.157,1
3.113,-1.131,-32.356,3581042526.0,3518.0,0.173,1
3.093,-1.13,-31.846,3630004802.0,3490.0,0.18600000000000005,1
3.076,-1.128,-31.908,3675996476.0,3456.0,0.195,1
3.06,-1.126,-35.666,3719643772.0,3391.0,0.201,1
3.0380000000000003,-1.124,-38.39,3863281623.0,3309.0,0.217,1
3.016,-1.122,-35.965,3996734084.0,3245.0,0.237,1
3.002,-1.12,-36.074,4120990792.0,3179.0,0.259,1
2.9810000000000003,-1.118,-36.126,4236860892.0,3112.0,0.28,1
2.965,-1.116,-33.893,4345015381.0,3010.0,0.298,0
2.949,-1.114,-33.119,4446017368.0,2905.0,0.314,0
2.9330000000000003,-1.112,-33.76,4540344211.0,2792.0,0.325,0
2.928,-1.11,-31.163,4628302466.0,2667.0,0.333,0
2.92,-1.108,-27.287,4704854794.0,2544.0,0.338,0
2.908,-1.106,-25.453000000000007,4775573563.0,2429.0,0.339,0
2.901,-1.103,-27.468000000000004,4840714451.0,2314.0,0.336,0
2.8960000000000004,-1.101,-27.229,4900499896.0,2191.0,0.331,0
2.889,-1.099,-27.13,4955123751.0,2067.0,0.324,0
2.885,-1.096,-25.402,5010269776.0,1953.0,0.316,0
2.879,-1.094,-20.062,5083748136.0,1874.0,0.309,0
2.883,-1.091,-15.878,5150903713.0,1806.0,0.304,0
2.878,-1.088,-16.455,5211980917.0,1732.0,0.298,0
2.874,-1.086,-16.115,5267191203.0,1660.0,0.292,0
2.8760000000000003,-1.083,-16.256,5316717344.0,1591.0,0.28600000000000003,0
2.87,-1.08,-18.62,5360716887.0,1515.0,0.278,0
2.87,-1.077,-18.225,5399324942.0,1441.0,0.27,0
2.869,-1.074,-13.232,5432656457.0,1391.0,0.261,0
2.865,-1.071,-10.622,5448023988.0,1358.0,0.251,0
2.867,-1.068,-12.488,5454495510.0,1330.0,0.241,0
2.8560000000000003,-1.065,-17.679000000000006,5455212398.0,1301.0,0.23,0
2.85,-1.062,-19.709,5450176922.0,1255.0,0.219,0
2.8480000000000003,-1.058,-19.934,5439373108.0,1209.0,0.208,0
2.846,-1.055,-20.204,5422464767.0,1156.0,0.196,0
2.841,-1.052,-19.694000000000006,5381002709.0,1095.0,0.181,0
2.84,-1.048,-22.176,5334341667.0,1037.0,0.16399999999999998,0
2.8310000000000004,-1.045,-23.307,5282343868.0,995.317,0.147,0
2.824,-1.042,-22.953000000000007,5224849980.0,945.256,0.129,0
2.82,-1.038,-22.383000000000006,5161676351.0,900.553,0.111,0
2.812,-1.035,-20.343,5092611612.0,858.857,0.095,0
2.8080000000000003,-1.031,-22.137,5017412498.0,817.6560000000002,0.08,0
2.802,-1.028,-21.419,4947957138.0,779.168,0.066,0
2.798,-1.024,-21.561,4907504987.0,738.4989999999998,0.054000000000000006,0
2.789,-1.021,-22.963,4862968375.0,692.925,0.042,0
2.793,-1.017,-21.033,4814233948.0,647.428,0.033,0
2.787,-1.014,-16.477,4761172802.0,615.298,0.024,0
2.785,-1.01,-8.052999999999999,4703638512.0,608.178,0.017,0
2.781,-1.006,-6.276,4707237546.0,602.683,0.022,0
2.772,-1.003,-6.676,4722250252.0,595.298,0.038,0
2.7710000000000004,-0.999,-11.880999999999998,4729125829.0,578.9590000000002,0.059,0
2.763,-0.995,-13.59,4727899777.0,561.729,0.08199999999999999,0
2.755,-0.991,-14.166,4718565781.0,547.4590000000002,0.107,0
2.754,-0.988,-15.109000000000002,4701075547.0,536.377,0.129,1
2.744,-0.984,-13.638,4675337538.0,530.004,0.15,1
2.732,-0.98,-12.282,4663874809.0,525.536,0.16699999999999998,1
2.733,-0.976,-2.998,4725323803.0,527.188,0.182,1
2.72,-0.973,11.362,4782890258.0,508.485,0.193,1
2.7060000000000004,-0.969,7.2189999999999985,4836712807.0,497.541,0.201,1
2.698,-0.965,6.979,4886915154.0,488.503,0.207,1
2.687,-0.962,11.764,4933607811.0,470.425,0.209,1
2.681,-0.958,8.03,4976889564.0,458.334,0.209,1
2.672,-0.954,5.769,5000438951.0,450.371,0.205,1
2.667,-0.951,6.252000000000002,4995856784.0,441.54,0.19,1
2.656,-0.947,5.285,4989960138.0,434.676,0.17,1
2.653,-0.943,1.285,4982744346.0,433.76,0.146,1
2.644,-0.939,2.004,4974203666.0,432.163,0.121,1
2.637,-0.936,-2.338,4964331262.0,433.799,0.096,1
2.638,-0.932,-8.084,4953119170.0,437.838,0.07200000000000001,1
2.6260000000000003,-0.928,-22.225,4940558269.0,433.657,0.05,1
2.6180000000000003,-0.924,-15.397,4901161020.0,438.4380000000001,0.03,1
2.613,-0.92,-10.765,4794205512.0,442.626,0.012,1
2.603,-0.916,-3.139,4680572955.0,445.407,-0.003,1
2.599,-0.913,-0.391,4559764187.0,445.687,-0.017,1
2.597,-0.909,3.144,4431192307.0,443.392,-0.028,0
2.593,-0.905,7.279,4294160061.0,436.466,-0.037000000000000005,0
2.589,-0.901,5.602,4147913898.0,432.783,-0.044,0
2.583,-0.897,1.383,3991582283.0,432.215,-0.05,0
2.584,-0.893,4.552,3823635179.0,428.587,-0.054000000000000006,0
2.584,-0.889,5.471,3642466239.0,423.733,-0.057,0
2.574,-0.885,5.575,3445990725.0,418.134,-0.058,0
2.573,-0.88,6.276,3231417848.0,413.784,-0.059,0
2.569,-0.8759999999999999,7.888,2994860262.0,408.592,-0.058,0
2.567,-0.872,9.244,2830942318.0,401.333,-0.058,0
2.57,-0.868,10.675,2774297232.0,392.23800000000006,-0.056,0
2.565,-0.863,9.479,2714623012.0,384.525,-0.054000000000000006,0
2.5660000000000003,-0.8590000000000001,10.425999999999998,2651715163.0,375.829,-0.052000000000000005,0
2.563,-0.855,2.017,2585337648.0,374.374,-0.05,0
2.557,-0.85,-3.63,2515215786.0,375.63,-0.048,0
2.551,-0.846,-5.318,2441026912.0,376.904,-0.045,0
2.552,-0.841,0.974,2368248664.0,376.287,-0.04,1
2.548,-0.8370000000000001,-1.091,2302038022.0,376.89,-0.03,1
2.539,-0.8320000000000001,-2.734,2229674794.0,378.567,-0.017,1
2.5380000000000003,-0.828,-1.924,2150537985.0,379.804,-0.003,1
2.5340000000000003,-0.823,-3.262,2063848559.0,381.322,0.011,1
2.528,-0.8190000000000001,-2.908,1968609009.0,382.425,0.024,1
2.516,-0.8140000000000001,-0.4970000000000001,1864647021.0,382.61,0.036000000000000004,1
2.523,-0.81,1.582,1866546575.0,381.818,0.047,1
2.516,-0.805,0.233,1867252466.0,381.704,0.056,1
2.516,-0.8,0.154,1866766047.0,381.62,0.063,1
2.511,-0.7959999999999999,0.623,1865086387.0,381.265,0.069,1
2.506,-0.7909999999999999,-5.2429999999999986,1862210254.0,382.349,0.07400000000000001,1
2.504,-0.7859999999999999,-6.26,1858132095.0,383.24300000000005,0.077,1
2.502,-0.782,-6.846,1852843972.0,384.883,0.079,1
2.499,-0.777,-11.501,1841177791.0,384.55,0.078,1
2.49,-0.772,-17.454,1824708602.0,379.345,0.071,1
2.49,-0.768,-19.615,1807865594.0,372.429,0.06,1
2.483,-0.763,-16.405,1790638219.0,369.499,0.047,1
2.479,-0.758,-17.367,1773015274.0,364.944,0.033,1
2.4730000000000003,-0.753,-17.796,1754984841.0,359.897,0.019,1
2.476,-0.7490000000000001,-18.194000000000006,1741002184.0,352.728,0.006,1
2.467,-0.7440000000000001,-20.25,1739208850.0,339.707,-0.006,1
2.467,-0.7390000000000001,-23.072,1737406204.0,313.383,-0.017,1
2.463,-0.7340000000000001,-21.94,1735594214.0,284.719,-0.027000000000000003,1
2.464,-0.7290000000000001,-22.101,1733772852.0,254.695,-0.035,1
2.4530000000000003,-0.725,-21.034,1731942089.0,227.35,-0.042,1
2.454,-0.72,-18.632,1730101894.0,207.054,-0.047,1
2.456,-0.715,-18.691,1728252238.0,185.49400000000003,-0.051,1
2.45,-0.71,-19.69,1741845225.0,155.311,-0.047,1
2.446,-0.705,-18.419,1774759592.0,126.499,-0.034,1
2.44,-0.701,-11.622,1805672257.0,112.129,-0.016,1
2.452,-0.696,-2.4330000000000003,1834684401.0,109.789,0.004,1
2.4530000000000003,-0.691,-4.761,1861884871.0,104.978,0.025,1
2.45,-0.6859999999999999,-4.5939999999999985,1887351996.0,100.614,0.045,1
2.448,-0.6809999999999999,-7.18,1910992059.0,94.082,0.063,1
2.446,-0.6759999999999999,-8.915,1915476813.0,84.141,0.08,1
2.452,-0.6709999999999999,-4.12,1917673537.0,80.722,0.094,1
2.45,-0.6659999999999999,0.138,1917590094.0,80.786,0.105,1
2.451,-0.6609999999999999,-2.31,1915226186.0,79.528,0.114,1
2.451,-0.6559999999999999,-1.974,1910573349.0,78.577,0.121,1
2.451,-0.6509999999999999,-3.399,1903614798.0,76.51,0.126,1
2.449,-0.6459999999999999,0.514,1894325125.0,76.782,0.129,1
2.451,-0.6409999999999999,1.881,1876921789.0,77.943,0.129,1
2.455,-0.635,3.1,1855127762.0,80.128,0.127,1
2.46,-0.63,8.017000000000001,1831132228.0,87.307,0.122,1
2.46,-0.625,4.7639999999999985,1804847383.0,91.943,0.117,1
2.47,-0.62,1.577,1776171593.0,93.631,0.111,1
2.474,-0.614,1.35,1744986990.0,94.978,0.104,1
2.478,-0.609,1.074,1751939155.0,96.178,0.097,1
2.479,-0.604,2.654,1750942631.0,99.883,0.09,1
2.4930000000000003,-0.598,7.461,1749944984.0,110.643,0.083,1
2.494,-0.593,7.723,1748946212.0,119.594,0.076,1
2.505,-0.5870000000000001,10.25,1747946313.0,130.006,0.07,1
2.506,-0.581,13.498,1746945285.0,141.634,0.064,1
2.52,-0.5760000000000001,19.235,1745943126.0,162.326,0.058,0
2.528,-0.57,23.472,1751198426.0,193.18400000000003,0.054000000000000006,0
2.537,-0.564,31.004,1820703456.0,239.496,0.058,0
2.551,-0.5579999999999999,33.513000000000005,1886955803.0,266.953,0.066,0
2.5580000000000003,-0.552,31.457,1950286982.0,289.486,0.077,0
2.569,-0.545,28.129,2010972998.0,313.1670000000001,0.09,0
2.571,-0.539,25.895,2069246594.0,327.208,0.101,0
2.5780000000000003,-0.5329999999999999,24.594,2125306216.0,335.53,0.112,0
2.5810000000000004,-0.527,23.844,2185040750.0,344.051,0.122,0
2.5860000000000003,-0.521,22.799,2230550607.0,349.907,0.13,0
2.594,-0.515,22.186,2272541629.0,356.958,0.136,0
2.592,-0.509,18.383,2311205619.0,368.19,0.14,0
2.602,-0.502,18.003,2346707029.0,377.32,0.142,0
2.602,-0.496,19.629,2379187437.0,385.536,0.14300000000000002,0
2.614,-0.49,23.776,2408769053.0,396.18,0.14300000000000002,0
2.617,-0.484,31.886,2458665208.0,405.851,0.14300000000000002,0
