mining_profitability90trx,activeaddresses90var,mining_profitability90mom,mining_profitability14var,top100cap30trx,median_transaction_feeUSD,mining_profitability,top100cap90roc,category
-0.971,682006326,-703.203,164.054,-0.01,0.0605,82.03,-2.083,1
-0.973,741654575,-590.2090000000002,146.666,-0.011,0.0678,92.501,-1.546,0
-0.975,757756270,-619.887,122.079,-0.013,0.0662,85.625,-1.018,1
-0.977,774897720,-617.837,124.173,-0.014,0.0661,96.408,-1.505,0
-0.978,783169638,-417.979,124.209,-0.016,0.0642,81.271,-7.423999999999999,1
-0.98,769056327,-468.828,101.23,-0.02,0.062,80.342,-7.127999999999999,1
-0.982,773083522,-454.638,97.297,-0.025,0.0627,88.848,-7.945,1
-0.984,804562124,-520.106,92.786,-0.031,0.063,74.49,-11.898,1
-0.986,818390757,-400.541,84.084,-0.039,0.0626,86.072,-12.6,1
-0.987,836375388,-370.594,70.066,-0.048,0.0637,90.213,-12.63,1
-0.989,850325525,-426.509,73.987,-0.057,0.0639,69.744,-12.851,1
-0.991,863079957,-447.583,84.48700000000002,-0.066,0.0633,69.325,-12.504,0
-0.993,861404285,-347.796,70.70100000000002,-0.076,0.0631,77.196,-12.493,0
-0.995,859935528,-385.95,60.979,-0.086,0.0632,80.775,-12.447,0
-0.997,871445851,-308.495,75.517,-0.096,0.0625,67.711,-12.45,0
-0.999,867325000,-229.662,73.6,-0.105,0.0614,70.018,-12.5,0
-1.001,868058208,-273.558,71.191,-0.114,0.0614,77.922,-12.713,0
-1.003,868936291,-241.565,50.149,-0.123,0.0596,73.325,-12.562,1
-1.004,870337087,-213.356,50.238,-0.131,0.0582,73.32600000000002,-12.153,1
-1.006,858825062,-219.261,63.462,-0.139,0.0563,62.29600000000001,-12.009,1
-1.008,859310959,-207.883,50.841,-0.147,0.0564,72.15,-11.879,1
-1.01,863285702,-217.595,55.986,-0.153,0.0564,65.813,-12.046,1
-1.012,854496695,-223.625,70.935,-0.16,0.0578,53.197,-10.838,1
-1.014,840169180,-270.513,53.142,-0.166,0.058,58.742,-10.74,1
-1.016,833095348,-268.10900000000004,60.323,-0.171,0.0543,58.957,-10.427,1
-1.018,815791444,-233.581,88.74799999999998,-0.175,0.0503,47.856,-9.721,1
-1.02,807006000,-281.41200000000003,95.089,-0.179,0.0499,51.685,-9.613,1
-1.022,806394941,-275.526,109.691,-0.182,0.0469,41.739,-9.896,1
-1.024,786686101,-278.612,115.659,-0.184,0.0457,51.047,-9.467,1
-1.027,742073435,-303.832,125.662,-0.18600000000000005,0.0476,45.155,-8.335,1
-1.029,737676734,-170.482,101.529,-0.187,0.0466,52.707,-8.086,1
-1.031,733122829,-262.883,96.21,-0.187,0.0435,42.285,-8.404,1
-1.033,709870916,-228.954,78.533,-0.187,0.0444,44.018,-9.012,1
-1.035,702083254,-322.313,89.619,-0.18600000000000005,0.0452,36.63,-8.905,1
-1.037,703848618,-300.697,65.59100000000001,-0.185,0.0459,38.632,-8.863,1
-1.039,698598161,-271.851,51.928,-0.184,0.0454,37.171,-8.857000000000003,1
-1.042,695077044,-274.802,58.32,-0.182,0.0451,34.871,-8.787,1
-1.044,686128845,-292.251,47.987,-0.181,0.0447,38.678,-8.863999999999997,1
-1.046,672619922,-244.754,40.204,-0.179,0.0408,31.917,-9.059,1
-1.0490000000000002,657786903,-292.127,39.774,-0.17600000000000002,0.0403,36.814,-9.164,1
-1.051,643432178,-300.632,34.771,-0.174,0.0425,34.498000000000005,-9.073,1
-1.053,641268313,-170.90599999999995,37.189,-0.172,0.0416,34.141,-9.074,1
-1.055,629571925,-200.702,27.702,-0.16899999999999998,0.0446,37.973,-8.828,1
-1.058,626289356,-225.253,24.755,-0.16699999999999998,0.0488,38.65,-9.329,1
-1.06,614463810,-191.719,9.746,-0.16399999999999998,0.0517,40.201,-9.57,1
-1.062,598165966,-165.076,8.856,-0.161,0.0505,40.706,-10.136,1
-1.065,558411998,-219.654,5.6720000000000015,-0.159,0.0485,35.81800000000001,-10.29,1
-1.067,526087959,-195.346,6.0779999999999985,-0.156,0.0491,34.435,-10.307,1
-1.069,525612324,-233.617,6.059,-0.153,0.0501,38.56,-10.333,1
-1.072,532964994,-183.973,6.426,-0.151,0.0499,34.316,-10.383,1
-1.074,531699800,-222.163,6.832999999999998,-0.14800000000000002,0.0492,33.61,-10.537,1
-1.0759999999999998,529302124,-187.378,6.5779999999999985,-0.145,0.0487,34.897,-9.595,1
-1.079,520688200,-178.821,6.0379999999999985,-0.142,0.0487,32.911,-10.368,1
-1.081,500494050,-151.111,6.41,-0.139,0.0465,38.655,-10.425999999999998,1
-1.083,491652679,-158.414,8.621,-0.136,0.0456,30.409,-10.556,1
-1.086,491646865,-178.25,8.519,-0.132,0.0451,34.548,-10.755999999999998,1
-1.088,489870249,-137.528,12.07,-0.129,0.0436,28.393,-10.619000000000002,1
-1.09,479641632,-148.64700000000005,11.312,-0.125,0.0443,34.459,-10.925,1
-1.093,475520352,-185.75,17.073,-0.122,0.0444,23.949,-10.975,1
-1.095,473014367,-157.785,13.59,-0.118,0.0454,33.477,-10.852,1
-1.097,466673687,-162.52700000000004,16.492,-0.115,0.0449,26.193,-11.517,1
-1.099,485397005,-168.91099999999997,19.24,-0.111,0.0439,25.963,-11.584,1
-1.102,487954487,-146.95600000000005,17.108,-0.108,0.0435,27.769,-11.528,1
-1.104,494042962,-163.938,18.86,-0.105,0.0432,25.148000000000003,-12.300999999999998,1
-1.106,491742384,-130.842,18.414,-0.102,0.0427,32.203,-9.96,1
-1.109,492065315,-144.20600000000005,19.37,-0.099,0.0435,24.362,-9.96,1
-1.111,491908787,-99.942,18.715,-0.096,0.0441,28.806,-9.679,1
-1.113,486590102,-112.644,12.418,-0.093,0.0444,28.392,-9.756,1
-1.115,480966246,-79.777,12.255,-0.09,0.045,29.304,-9.726,1
-1.118,481415522,-114.155,10.686,-0.087,0.0443,24.482,-9.381,1
-1.12,481454816,-96.341,10.679,-0.084,0.0438,28.153,-9.503,1
-1.122,465652354,-107.359,8.232000000000001,-0.081,0.0437,24.27,-9.626,1
-1.124,466249610,-84.06200000000003,8.046,-0.079,0.0442,24.358,-9.671,1
-1.127,466212725,-83.89,5.185,-0.076,0.0446,26.216,-9.662,1
-1.129,464196544,-88.931,5.182,-0.073,0.0445,26.235,-9.47,1
-1.131,448887831,-96.418,5.567,-0.071,0.0446,24.313,-9.622,1
-1.133,448427185,-63.99800000000001,5.484,-0.068,0.0445,26.472,-9.803,1
-1.135,448678106,-79.777,5.516,-0.065,0.0445,25.001,-10.333,1
-1.137,452478217,-80.453,3.124,-0.063,0.0465,25.752,-10.191,1
-1.14,453584545,-66.245,3.194,-0.06,0.0492,28.475,-10.38,0
-1.142,453761804,-52.76600000000001,3.113,-0.058,0.0509,28.551,-10.366,0
-1.144,451376902,-74.817,3.768,-0.056,0.0529,30.066,-10.568,0
-1.146,474352332,-67.815,3.224,-0.053,0.0519,25.554,-7.459,0
-1.148,455707063,-68.17399999999999,3.222,-0.049,0.056,28.346,-6.94,0
-1.15,439188318,-45.295,3.065,-0.044,0.058,27.2,-5.563,0
-1.152,429305344,-73.218,2.71,-0.04,0.0573,26.066,-5.933,0
-1.154,429135425,-64.40100000000001,2.661,-0.035,0.0572,29.06,-5.74,0
-1.156,421368017,-55.784,2.662,-0.029,0.0567,26.207,-5.567,0
-1.158,423068378,-36.221,3.503,-0.024,0.0593,30.648000000000003,-5.655,0
-1.16,427770052,-41.15,3.031,-0.019,0.062,29.224,-5.624,0
-1.161,381523567,-50.332,3.989,-0.014,0.0644,31.699,-5.3679999999999986,0
-1.163,336695322,-59.21,5.009,-0.009000000000000001,0.0636,33.291,-5.8820000000000014,0
-1.165,328053146,-55.65,4.485,-0.004,0.0664,29.974,-6.028,0
-1.167,319617846,-66.127,4.596,0.001,0.0642,30.281,-5.936,0
-1.168,320553895,-51.506,4.614,0.006,0.0651,29.766,0.161,0
-1.17,320893588,-54.017,5.025,0.011,0.0654,26.326,-0.345,0
-1.171,328779652,-59.424,4.206,0.015,0.0651,29.424,0.537,0
-1.173,310717046,-49.131,5.122999999999998,0.019,0.0653,25.359,3.909,0
-1.175,304438019,-55.764,5.012,0.023,0.0648,30.309,3.909,0
-1.176,291102819,-62.378,4.448,0.026,0.0651,27.835,3.923,0
-1.178,283634867,-42.75100000000001,4.7860000000000005,0.03,0.0643,26.993,4.105,0
-1.179,277049567,-41.03100000000001,4.214,0.033,0.0621,28.294,4.0939999999999985,0
-1.18,273481140,-52.102,5.146,0.036000000000000004,0.0596,25.093000000000004,4.172,0
-1.182,269118682,-55.56399999999999,5.999,0.039,0.0575,25.211,4.313,0
-1.183,264389680,-42.928,6.0710000000000015,0.041,0.0565,24.782,4.292,0
-1.185,259579423,-44.592,4.3039999999999985,0.044,0.0596,25.426,4.244,0
-1.186,263331970,-52.808,4.157,0.046,0.0597,25.114,4.519,0
-1.187,263346100,-52.31800000000001,5.724,0.048,0.0608,21.007,4.533,0
-1.188,258190001,-49.369,5.247999999999998,0.05,0.0603,23.957,4.4860000000000015,0
-1.19,259474989,-38.875,5.706,0.052000000000000005,0.0591,23.422,4.591,0
-1.1909999999999998,257991793,-50.28100000000001,5.66,0.053,0.0589,21.869,4.581,0
-1.192,253813298,-45.569,7.376,0.055,0.0599,20.244,4.56,0
-1.193,253905402,-29.81,5.273,0.056,0.0589,23.387,4.195,0
-1.194,254801293,-36.676,4.711,0.056,0.0586,22.066,2.329,0
-1.196,252655525,-37.949,4.58,0.055,0.0569,21.008000000000006,2.063,0
-1.197,250105556,-27.154,3.349,0.054000000000000006,0.057,20.702,1.245,0
-1.198,245369727,-28.246,3.0580000000000003,0.053,0.0584,23.439,1.169,0
-1.199,251008799,-19.852,2.728,0.051,0.0597,21.887,1.203,0
-1.2,251471580,-34.213,4.596,0.049,0.0595,16.834,0.7909999999999999,0
-1.2009999999999998,252578322,-27.205,4.824,0.046,0.062,17.95,0.773,0
-1.202,255117108,-33.364000000000004,4.165,0.044,0.0649,19.342,1.013,0
-1.203,257844545,-23.046,4.427,0.041,0.0646,19.238,1.279,0
-1.204,256588440,-24.564,3.931,0.039,0.0644,19.454,1.099,0
-1.205,259800030,-15.739,3.399,0.036000000000000004,0.0637,20.891,1.294,0
-1.206,271507617,-21.035,3.831,0.033,0.063,17.597,1.037,0
-1.207,274797064,-18.732,4.059,0.03,0.0633,18.439,1.029,0
-1.208,279354852,-15.512,3.278,0.027000000000000003,0.0627,19.359,0.54,0
-1.209,303142554,-20.254,3.016,0.024,0.0621,18.424,0.505,0
-1.21,303881860,-12.723,2.872,0.021,0.0621,19.194000000000006,0.6409999999999999,0
-1.211,304026860,-18.847,2.892,0.018000000000000002,0.0617,17.967,0.754,0
-1.212,290920562,-16.111,1.588,0.015,0.0622,18.387,0.711,0
-1.213,292368510,-15.223,0.917,0.011,0.0632,18.918,0.87,0
-1.213,294619306,-19.358,0.649,0.008,0.063,18.615,0.823,0
-1.214,283169041,-21.976,0.919,0.005,0.0622,16.674,1.126,0
-1.215,280072874,-19.992,1.043,0.002,0.0621,20.209,0.99,0
-1.216,283277039,-24.924,1.625,0.0,0.0617,15.782,1.3259999999999998,0
-1.217,281348316,-16.16,1.653,-0.003,0.0618,19.657,1.361,0
-1.217,276933733,-15.796,1.246,-0.005,0.0622,18.639,1.261,0
-1.218,289379296,-20.154,1.194,-0.008,0.0626,18.406,1.297,0
-1.219,283225946,-17.962,1.494,-0.01,0.0622,16.354,1.295,0
-1.219,284611479,-14.925,1.4240000000000002,-0.012,0.0619,18.686,1.0490000000000002,0
-1.22,290517037,-17.829,1.519,-0.014,0.062,17.067,0.267,0
-1.221,291398603,-14.589,1.443,-0.016,0.0619,18.322,0.084,0
-1.221,289939141,-21.966,1.579,-0.018000000000000002,0.0608,16.689,0.23,0
-1.222,280630136,-11.958,1.5830000000000002,-0.02,0.06,18.451,0.271,0
-1.222,297803366,-19.841,2.227,-0.022,0.0595,14.706,0.305,0
-1.223,298017720,-12.255,2.322,-0.023,0.0596,16.139,0.113,0
-1.223,299473196,-17.67,2.3080000000000003,-0.025,0.0585,16.789,0.578,0
-1.224,303598755,-8.541,2.023,-0.026,0.0584,15.408,0.6809999999999999,0
-1.224,302929205,-17.069000000000006,1.92,-0.027000000000000003,0.0575,16.409000000000002,0.523,0
-1.225,299009981,-11.557,1.877,-0.028,0.0575,14.636,0.873,0
-1.225,275195209,-9.826,1.673,-0.029,0.0591,16.136,1.3119999999999998,0
-1.226,289531029,-11.688,1.474,-0.029,0.059,16.082,1.409,0
-1.226,287085738,-10.449000000000002,1.705,-0.029,0.0583,14.698,1.337,0
-1.226,289280616,-17.713,1.53,-0.029,0.0586,14.489,1.347,0
-1.227,291325737,-8.547,1.4680000000000002,-0.029,0.0582,15.816,1.609,0
-1.227,294538141,-11.29,1.251,-0.029,0.0581,17.516,1.59,0
-1.227,294788500,-12.991,1.233,-0.028,0.0584,15.401,1.6269999999999998,0
-1.228,286620728,-14.059,0.7490000000000001,-0.027000000000000003,0.0591,15.245,1.592,0
-1.228,298574677,-8.365,0.6859999999999999,-0.027000000000000003,0.0587,16.117,1.614,0
-1.228,299043652,-13.434,0.746,-0.026,0.0588,14.72,1.604,0
-1.228,296615444,-8.934,0.655,-0.025,0.0584,15.336,1.6369999999999998,0
-1.228,297728105,-10.839,0.936,-0.023,0.0568,13.519,1.632,0
-1.229,297061531,-13.67,1.39,-0.022,0.0551,12.546,1.646,0
-1.229,297463479,-11.223,1.371,-0.021,0.0519,15.012,1.769,0
-1.229,294199767,-11.782,1.745,-0.02,0.0506,12.53,1.85,0
-1.229,292981247,-14.463,2.175,-0.018000000000000002,0.0502,12.008,1.989,0
-1.229,292196662,-11.521,2.264,-0.017,0.0504,13.48,2.027,0
-1.229,285651575,-12.35,2.352,-0.015,0.0476,13.403,2.149,0
-1.229,285032411,-17.635,3.0410000000000004,-0.013,0.0477,10.84,2.2840000000000003,0
-1.23,284993445,-18.104,2.926,-0.012,0.0491,10.446,2.272,0
-1.23,284340711,-19.297,3.167,-0.01,0.0521,10.769,2.9410000000000003,0
-1.23,266262057,-15.267,3.408,-0.008,0.0513,10.287,-0.6990000000000001,0
-1.23,271069160,-17.305,2.805,-0.006,0.0504,11.042,-0.483,0
-1.23,277710427,-17.502,2.934,-0.003,0.0504,9.697,-0.504,0
-1.23,276133010,-15.444,2.301,-0.001,0.0503,10.622,-0.467,0
-1.23,272232711,-17.121,2.095,0.001,0.0508,11.94,-0.354,0
-1.23,271862384,-15.243,2.083,0.003,0.0515,10.965,-0.301,0
-1.231,270360676,-20.103,1.258,0.006,0.051,10.545,0.313,0
-1.231,271126944,-18.59,1.171,0.008,0.0507,10.634,0.289,0
-1.231,265648667,-20.465,1.12,0.011,0.0503,11.234000000000002,0.735,0
-1.231,266317161,-23.04,0.73,0.013,0.0489,10.252,0.737,0
-1.231,260809145,-22.599,0.989,0.016,0.0479,7.375,0.366,0
-1.231,260278712,-21.268,1.115,0.019,0.0477,9.013,0.21,0
-1.231,257274759,-20.427,1.181,0.021,0.0475,9.338,0.112,0
-1.231,257282255,-18.057,1.415,0.024,0.0481,8.269,0.506,0
-1.231,251130379,-20.893,1.57,0.026,0.0485,8.531,0.328,0
-1.231,257384937,-15.38,1.481,0.028,0.0481,9.979,0.375,0
-1.232,290914406,-22.222,1.696,0.03,0.0482,8.087,0.335,0
-1.232,288855315,-19.798,1.825,0.032,0.047,8.036,0.17600000000000002,0
-1.232,287977437,-18.126,1.4169999999999998,0.034,0.0466,8.867,-0.064,0
-1.232,308504342,-19.137,1.221,0.035,0.0482,9.157,-0.275,0
-1.232,308542075,-15.592,1.098,0.037000000000000005,0.0476,9.501,-0.294,0
-1.232,309920669,-17.347,1.025,0.038,0.0472,7.864,-0.445,0
-1.232,317663131,-15.59,0.64,0.039,0.0475,9.192,-0.452,0
-1.232,339301600,-18.006,0.5920000000000001,0.039,0.0477,7.42,-0.417,0
-1.232,334386173,-16.782,0.483,0.04,0.0475,8.332,-0.416,0
-1.232,348728704,-12.852,0.4920000000000001,0.04,0.0468,8.155,-0.476,0
-1.233,348800784,-16.151,0.491,0.04,0.0456,7.806,-0.687,0
-1.233,348472450,-16.2,0.6,0.041,0.0439,7.221,-0.5489999999999999,0
-1.233,349375953,-15.149,0.794,0.04,0.0406,6.72,-0.726,0
-1.233,347520684,-13.021,0.6409999999999999,0.04,0.041,7.223,-0.187,0
-1.233,348117483,-17.038,0.848,0.04,0.0401,6.349,0.722,0
-1.233,348708598,-14.962,0.899,0.041,0.04,7.104,2.459,0
-1.233,348204697,-14.601,0.968,0.04,0.0407,6.408,2.032,0
-1.233,347941564,-13.503,0.828,0.04,0.0429,7.199,2.129,0
-1.233,349777021,-16.401,0.564,0.04,0.0411,7.0379999999999985,2.218,0
-1.234,345576718,-16.713,0.877,0.04,0.0405,5.174,2.32,0
-1.234,346480838,-10.814,0.659,0.04,0.0401,6.021,2.355,0
-1.234,372773752,-12.669,0.838,0.039,0.0391,5.2810000000000015,2.371,0
-1.234,367437684,-13.757,0.7609999999999999,0.039,0.0377,5.585,1.929,0
-1.234,374349474,-13.223,0.608,0.039,0.0379,6.015,1.7990000000000002,0
-1.235,380848766,-13.974,0.537,0.038,0.0384,5.48,2.461,0
-1.235,376732748,-15.627,0.545,0.038,0.0378,5.265,2.533,0
-1.235,363403097,-12.01,0.547,0.038,0.0367,5.5870000000000015,2.197,0
-1.235,362371770,-13.179,0.494,0.037000000000000005,0.0346,5.26,2.307,0
-1.236,398332182,-14.817,0.616,0.037000000000000005,0.0316,4.542,3.419,0
-1.236,371498507,-13.792,0.58,0.037000000000000005,0.0322,4.632,4.2010000000000005,0
-1.236,368948823,-15.072,0.688,0.037000000000000005,0.0328,4.121,4.379,0
-1.236,368828494,-12.816,0.474,0.037000000000000005,0.0339,5.151,4.386,0
-1.237,368446826,-12.557,0.282,0.037000000000000005,0.0365,5.83,4.3260000000000005,0
-1.237,367553921,-13.724,0.282,0.037000000000000005,0.0362,5.194,4.251,0
-1.237,364716028,-13.841,0.254,0.038,0.0359,4.774,4.669,0
-1.238,398944139,-11.311,0.255,0.038,0.0363,5.362,4.618,0
-1.238,401785238,-14.58,0.258,0.039,0.0379,5.629,4.16,0
-1.238,405080651,-10.427,0.21,0.04,0.0402,5.355,3.983,0
-1.238,408264049,-13.845,0.233,0.04,0.0394,5.812,4.441,0
-1.239,406563936,-13.117,0.24,0.041,0.0386,5.522,4.232,0
-1.239,393908453,-12.911,0.236,0.041,0.0379,5.495,4.192,0
-1.239,395966898,-10.597,0.257,0.041,0.0385,5.7570000000000014,4.0710000000000015,0
-1.239,415579423,-13.604,0.224,0.041,0.0388,5.082,4.799,0
-1.24,408380310,-11.579,0.195,0.041,0.0382,5.489,4.548,0
-1.24,410210137,-12.182,0.118,0.041,0.0384,6.14,4.643,0
-1.24,408279948,-11.405,0.113,0.041,0.0383,5.284,4.934,0
-1.24,407254912,-13.222,0.107,0.041,0.0367,5.229,4.901,0
-1.241,386440879,-9.744,0.118,0.041,0.0356,4.963,4.7189999999999985,0
-1.241,390081644,-11.098,0.098,0.041,0.0349,5.041,4.586,0
-1.241,392219795,-12.544,0.193,0.041,0.0351,4.245,4.242,0
-1.241,392057147,-9.852,0.191,0.04,0.0353,5.556,4.231,0
-1.241,390663085,-11.880999999999998,0.236,0.04,0.0353,4.5280000000000005,4.42,0
-1.241,388515344,-9.423,0.21600000000000005,0.039,0.0345,5.212999999999999,4.18,0
-1.241,386045126,-11.265999999999998,0.219,0.038,0.0338,4.87,3.613,0
-1.242,366007414,-11.155,0.217,0.037000000000000005,0.0341,4.926,3.758,0
-1.242,368074578,-10.36,0.231,0.037000000000000005,0.0329,4.338,3.519,0
-1.242,421196104,-10.218,0.272,0.036000000000000004,0.0324,4.272,3.5210000000000004,0
-1.242,421166153,-10.875,0.254,0.035,0.0328,4.94,3.1830000000000003,0
-1.242,421289777,-13.108,0.163,0.034,0.0326,4.408,3.135,0
-1.242,419617961,-11.764,0.24,0.033,0.0337,3.637,3.669,0
-1.242,421719480,-10.349,0.223,0.032,0.0342,4.897,3.949,0
-1.242,405971918,-11.842,0.229,0.031,0.0345,4.275,3.653,0
-1.242,412476876,-10.2,0.218,0.03,0.0343,4.519,3.964,0
-1.242,430832036,-10.675999999999998,0.208,0.03,0.035,4.66,4.117,0
-1.243,433558857,-9.159,0.147,0.03,0.0366,4.36,4.146,0
-1.243,433593248,-8.269,0.152,0.029,0.0367,4.277,3.941,0
-1.243,439879708,-9.629,0.171,0.029,0.0395,5.384,3.781,0
-1.242,440151594,-6.857,0.25,0.029,0.0429,5.674,3.628,0
-1.242,444614648,-6.888,0.261,0.029,0.0397,5.12,3.972,0
-1.242,446847938,-8.838,0.254,0.029,0.0387,4.642,3.366,0
-1.242,478332955,-8.357999999999999,0.253,0.029,0.0384,5.045,4.375,0
-1.242,478528343,-5.978,0.25,0.029,0.0397,4.862,4.213,0
-1.242,477791938,-5.49,0.248,0.03,0.0381,4.956,4.078,0
-1.242,477792871,-6.1160000000000005,0.156,0.03,0.0379,4.6530000000000005,3.621,0
-1.241,477567413,-5.689,0.159,0.031,0.0366,4.598,3.876,0
-1.241,459366175,-6.763,0.158,0.032,0.0352,4.279,3.543,0
-1.241,460343284,-5.05,0.155,0.032,0.0357,4.647,3.41,0
-1.241,484395070,-6.27,0.16699999999999998,0.033,0.0359,4.352,3.324,0
-1.24,483960982,-7.166,0.154,0.034,0.0375,4.773,3.199,0
-1.24,484043884,-6.5710000000000015,0.146,0.034,0.0383,4.394,3.2030000000000003,0
-1.24,483573621,-5.85,0.121,0.035,0.0372,4.695,3.027,0
-1.239,472853188,-5.825,0.058,0.035,0.0371,4.808,2.975,0
-1.239,465667350,-6.7,0.046,0.036000000000000004,0.0369,4.534,3.965,0
-1.238,467512816,-5.242000000000001,0.054000000000000006,0.037000000000000005,0.0379,5.009,4.155,0
-1.238,531652376,-2.596,0.045,0.039,0.0378,4.78,4.397,0
-1.237,530756242,-4.898,0.061,0.041,0.038,4.115,5.2429999999999986,0
-1.237,537919991,-4.168,0.075,0.043,0.0381,5.17,5.629,0
-1.236,536141250,-3.769,0.076,0.046,0.0379,4.5,5.7879999999999985,0
-1.236,533093270,-3.594,0.08199999999999999,0.049,0.0374,4.937,6.0120000000000005,0
-1.235,516971170,-5.063,0.076,0.052000000000000005,0.0373,4.916,7.888,0
-1.234,502287411,-3.816,0.08800000000000001,0.057,0.0375,4.271,9.572,0
-1.234,539991782,-3.482,0.08199999999999999,0.062,0.0375,4.555,9.679,0
-1.233,549701817,-3.54,0.11,0.068,0.0369,5.3279999999999985,9.386,0
-1.232,543431592,-4.735,0.109,0.07400000000000001,0.0353,4.422,9.389,0
-1.231,538199935,-5.562,0.149,0.08,0.0349,3.939,9.259,0
-1.23,523781129,-3.051,0.149,0.086,0.0352,4.813,9.051,0
-1.229,498694778,-5.029,0.165,0.091,0.0351,4.162,9.058,0
-1.228,495337056,-2.9560000000000004,0.156,0.096,0.0347,4.464,8.783,0
-1.228,540977498,-3.898,0.155,0.101,0.0348,4.434,8.761000000000001,0
-1.227,552788975,-3.937,0.149,0.106,0.0347,4.218,8.691,0
-1.226,564800142,-3.33,0.122,0.11,0.0335,4.475,8.874,0
-1.225,569606971,-3.355,0.152,0.113,0.0323,3.866,8.627,0
-1.224,564889287,-2.862,0.159,0.116,0.0313,3.858,8.593,0
-1.222,550665401,-2.873,0.139,0.119,0.0312,4.35,7.6560000000000015,0
-1.221,570279543,-2.446,0.154,0.121,0.0325,3.903,7.53,0
-1.22,576595022,-3.156,0.16,0.123,0.0324,3.948,7.457000000000002,0
-1.219,586990232,-1.34,0.126,0.123,0.0328,5.0680000000000005,5.1770000000000005,0
-1.218,589097685,-3.259,0.131,0.122,0.0333,3.94,4.966,0
-1.217,591247515,-2.814,0.124,0.121,0.0329,4.224,6.645,0
-1.215,597864664,-1.268,0.108,0.12,0.0319,3.906,6.65,0
-1.214,589854526,-1.743,0.108,0.118,0.0323,4.2780000000000005,6.718,0
-1.213,580544402,-1.42,0.11,0.116,0.0319,3.861,6.83,0
-1.211,609093726,-1.3019999999999998,0.106,0.114,0.0315,4.283,6.688,0
-1.21,612845923,-2.112,0.11,0.112,0.0315,3.904,6.371,0
-1.209,613201582,-1.474,0.102,0.11,0.0312,4.006,6.492000000000001,0
-1.207,614695810,-1.561,0.109,0.107,0.0313,3.704,6.2570000000000014,0
-1.206,661065974,-1.538,0.105,0.104,0.0316,4.049,6.787000000000001,0
-1.204,644441628,-1.3219999999999998,0.102,0.102,0.0314,3.938,6.442,0
-1.203,637236023,-0.847,0.109,0.099,0.0304,3.695,5.711,0
-1.2009999999999998,635220234,-1.046,0.124,0.095,0.0275,3.5860000000000003,5.159,0
-1.2,638314066,-0.942,0.081,0.092,0.0272,3.18,5.072,0
-1.198,635206518,-1.6980000000000002,0.093,0.08900000000000001,0.0276,3.4530000000000003,5.09,0
-1.197,629872680,-2.5810000000000004,0.106,0.086,0.0287,3.249,4.702,0
-1.195,627130175,-1.384,0.105,0.08199999999999999,0.0288,3.81,4.208,0
-1.194,611173175,-1.513,0.102,0.078,0.0284,3.261,3.548,0
-1.192,635047975,-1.795,0.102,0.07400000000000001,0.028,3.567,3.227,0
-1.1909999999999998,646772530,-2.065,0.075,0.07,0.0273,3.563,3.829,0
-1.189,647062709,-2.343,0.094,0.066,0.0269,3.011,3.975,0
-1.187,660311770,-3.005,0.116,0.062,0.0239,2.807,4.086,0
-1.186,660120268,-3.229,0.205,0.058,0.0198,2.293,4.4,1
-1.1840000000000002,670321836,-2.9810000000000003,0.217,0.054000000000000006,0.0206,2.515,4.265,1
-1.183,656650720,-3.503,0.247,0.05,0.0212,2.254,4.4430000000000005,1
-1.182,688930126,-2.7510000000000003,0.266,0.047,0.0201,2.331,4.155,1
-1.18,695372237,-3.022,0.266,0.043,0.0206,2.466,4.197,1
-1.179,700924000,-3.924,0.3,0.04,0.0212,2.216,4.157,1
-1.177,696699428,-3.006,0.301,0.037000000000000005,0.0211,2.278,3.828,1
-1.176,692272158,-2.405,0.28800000000000003,0.034,0.0215,2.824,5.924,1
-1.175,683377334,-2.6210000000000004,0.219,0.032,0.0232,2.342,6.247000000000001,1
-1.173,683246261,-2.495,0.195,0.03,0.023,2.546,6.29,1
-1.172,684652230,-1.44,0.133,0.029,0.0237,2.805,6.42,0
-1.171,779844800,-2.762,0.065,0.029,0.0249,2.794,6.41,0
-1.169,788452859,-1.263,0.087,0.028,0.0281,3.264,5.022,0
-1.168,788660602,-1.911,0.121,0.027000000000000003,0.0261,3.302,5.457999999999998,0
-1.166,790087733,-1.609,0.142,0.026,0.0253,3.261,5.324,0
-1.165,786307552,-2.108,0.142,0.025,0.0232,2.818,4.723,0
-1.164,772883012,-1.806,0.131,0.024,0.0232,2.533,5.075,0
-1.162,781814856,-1.139,0.131,0.023,0.0228,3.133,4.739,1
-1.161,784428956,-2.525,0.133,0.021,0.0218,2.415,4.588,1
-1.159,782390830,-1.454,0.113,0.02,0.0227,2.954,4.381,1
-1.158,775783089,-1.102,0.098,0.018000000000000002,0.0237,2.5340000000000003,3.853,1
-1.156,775718262,-1.977,0.099,0.016,0.0225,2.92,3.56,1
-1.154,775856619,-1.396,0.08,0.015,0.0222,2.879,3.894,1
-1.153,748967735,-1.726,0.073,0.013,0.022,2.794,3.58,1
-1.151,756673529,-2.07,0.079,0.011,0.0226,2.59,3.342,1
-1.15,803899809,-1.804,0.085,0.009000000000000001,0.0225,2.556,3.394,1
-1.148,797283029,-1.4580000000000002,0.07200000000000001,0.006999999999999999,0.0221,2.818,3.325,1
-1.147,797359411,-3.075,0.069,0.006,0.0218,2.3080000000000003,3.256,1
