hashrate14std,fee_to_reward90trxUSD,hashrate30trx,difficulty14trx,top100cap,price90smaUSD,price90rocUSD,difficulty90var,mining_profitability,price30varUSD,difficulty14var,price30smaUSD,priceUSD,price3emaUSD,top100cap90rsi,price90momUSD,top100cap30rsi,difficulty7trx,price7rocUSD,price7rsiUSD,median_transaction_feeUSD,price14rocUSD,top100cap14mom,top100cap14rsi,top100cap30mom,top100cap30roc,category
6060154833857958.0,-0.489,1.395,1.395,19.187,592.768,-43.965,2.23897220389695e+18,38.655,1072.0,1.69018641857438e+17,469.093,464.777,476.885,40.445,-364.669,38.309,1.227,-4.228,39.42,0.0465,15.235,0.046,49.344,0.157,0.8270000000000001,0
5634576881178371.0,-0.487,1.3869999999999998,1.361,19.179,588.2719999999998,-46.99100000000001,2.27723579227751e+18,30.409,885.438,1.55894325205778e+17,466.203,456.496,466.691,40.386,-404.664,38.111,1.105,-7.02,35.49,0.0456,7.332999999999998,0.035,48.651,0.096,0.505,0
5667367326381559.0,-0.485,1.3769999999999998,1.32,19.182,583.737,-47.508,2.30984600410522e+18,34.548,845.923,1.3523856708001e+17,464.478,450.932,458.812,40.419,-408.11800000000005,38.238,0.98,-10.042,32.917,0.0451,8.43,0.052000000000000005,48.947,-0.05,-0.259,0
5741837297864737.0,-0.483,1.366,1.273,19.215,579.712,-45.392,2.33680283938007e+18,28.393,828.2260000000001,1.07051367480099e+17,462.364,435.888,447.35,40.79,-362.325,39.65,0.858,-12.642,26.791,0.0436,-2.245,0.069,52.219,-0.021,-0.109,0
5789210937537053.0,-0.482,1.35,1.223,19.135,575.465,-46.29600000000001,2.36085816919232e+18,34.459,837.8530000000002,7.22209984625132e+16,461.495,443.354,445.352,40.176,-382.197,37.493,0.754,-9.833,33.912,0.0443,-9.087,0.011,44.712,-0.08800000000000001,-0.46,0
6040909117951902.0,-0.48,1.337,1.21,19.131,571.372,-45.332,2.44499358209737e+18,23.949,846.9,1.04120083499704e+17,461.07,444.261,444.807,40.145,-368.386,37.38800000000001,0.889,-8.69,34.811,0.0444,-14.128,-0.015,44.371,-0.153,-0.795,0
5464482021154345.0,-0.478,1.3230000000000002,1.216,19.153,567.249,-44.995,2.52080269109536e+18,33.477,840.4860000000001,1.2705771866257e+17,460.311,453.541,449.174,40.399,-371.001,38.379,1.084,-6.947,43.915,0.0454,-10.272,0.061,46.809,-0.153,-0.79,0
7502155657176104.0,-0.476,1.315,1.231,19.088,562.9159999999998,-46.507,2.58828549618632e+18,26.193,843.5239999999999,1.74522837554004e+17,459.72,448.574,448.874,39.899,-389.996,36.626,1.251,-3.486,40.393,0.0449,-7.567,0.034,41.132,-0.282,-1.456,0
7409650059452333.0,-0.474,1.304,1.246,19.086,558.514,-47.411,2.64744199737024e+18,25.963,836.705,2.11329341435019e+17,459.871,439.48,444.177,39.883,-396.209,36.572,1.356,-3.727,34.484,0.0439,-10.486,0.032,40.966,-0.231,-1.195,1
7370212317141210.0,-0.472,1.29,1.257,19.094,554.265,-46.809,2.69827219464711e+18,27.769,850.01,2.37477230305616e+17,459.542,434.535,439.356,39.975,-382.399,36.945,1.394,-3.636,31.556,0.0435,-13.313,0.048,41.95,-0.149,-0.775,1
7711098923389446.0,-0.47,1.27,1.261,19.107,549.977,-47.202,2.74077608801694e+18,25.148000000000003,873.36,2.52966504165802e+17,458.8730000000001,431.727,435.541,40.134,-385.965,37.594,1.374,-0.955,29.875,0.0432,-13.476,0.067,43.681,-0.107,-0.5579999999999999,1
8114602265732526.0,-0.468,1.252,1.256,19.113,545.499,-48.532,2.79041881009614e+18,32.203,905.357,2.57797163015553e+17,457.807,427.341,431.441,40.2,-402.957,37.87,1.31,-3.612,27.232,0.0427,-13.09,0.117,44.425,-0.151,-0.7829999999999999,1
1.00528801501697e+16,-0.466,1.239,1.243,19.103,541.442,-45.624,2.84057162166234e+18,24.362,921.539,2.51969206854885e+17,457.179,435.189,433.315,40.122,-365.148,37.571,1.216,-2.042,38.577,0.0435,-10.555,-0.08199999999999999,43.352,-0.16399999999999998,-0.851,1
9918750655703470.0,-0.464,1.227,1.222,19.141,538.251,-39.449,2.88357908198128e+18,28.806,929.301,2.35482635683783e+17,456.823,440.75,437.032,40.57,-287.152,39.459,1.106,-2.82,45.588,0.0441,-9.571,-0.075,48.471,-0.08,-0.418,1
9704326506953490.0,-0.462,1.215,1.193,19.13,535.443,-36.286,2.91944119105295e+18,28.392,931.736,2.08337449502261e+17,456.715,443.871,440.452,40.481,-252.789,39.102,0.989,-1.048,49.37300000000001,0.0444,-4.498,-0.057,47.133,-0.081,-0.424,1
1.03385131295246e+16,-0.459,1.205,1.157,19.134,532.924,-33.519,2.94815794887736e+18,29.304,851.42,1.70533648310313e+17,458.111,449.566,445.009,40.538,-226.662,39.345,0.871,2.295,55.903,0.045,-1.518,-0.045,47.798,-0.032,-0.16699999999999998,0
1.0529396894303e+16,-0.457,1.196,1.117,19.136,530.512,-32.915,2.96972935545452e+18,24.482,757.7489999999998,1.22071232107954e+17,459.418,442.545,443.777,40.557,-217.138,39.428,0.758,1.843,47.155,0.0443,-1.86,-0.046,48.032,-0.006,-0.029,1
1.02178541426906e+16,-0.455,1.185,1.084,19.125,528.03,-33.761,3.00773247780884e+18,28.153,733.895,7.5049537166508e+16,459.845,438.129,440.953,40.461,-223.304,39.025,0.726,1.483,42.298,0.0438,0.514,-0.091,46.399,-0.02,-0.105,1
1.02207341090215e+16,-0.453,1.177,1.072,19.115,525.844,-31.029,3.07399321765905e+18,24.27,685.821,5.36213825064796e+16,460.561,437.341,439.147,40.38,-196.75,38.678,0.82,2.34,41.411,0.0437,-1.356,-0.02,45.006,-0.016,-0.081,1
1.03439731671576e+16,-0.451,1.169,1.071,19.122,524.362,-23.204,3.13066433484898e+18,24.358,690.696,9.12925308058747e+16,460.415,441.538,440.343,40.473,-133.412,39.111,0.936,1.459,48.17100000000001,0.0442,-0.613,-0.008,46.349,-0.024,-0.124,1
1.06042614160658e+16,-0.449,1.162,1.073,19.138,523.232,-18.581,3.17774582937863e+18,26.216,671.127,1.21547030460482e+17,459.019,445.787,443.065,40.666,-101.732,40.003,1.026,1.143,54.38800000000001,0.0446,-1.71,-0.016,49.078,0.014,0.07200000000000001,1
1.19193713257902e+16,-0.447,1.158,1.074,19.151,521.641,-24.348000000000006,3.21523770124801e+18,26.235,558.612,1.44384881470333e+17,456.6,444.766,443.915,40.84,-143.142,40.81,1.072,0.202,52.618,0.0445,-0.8490000000000001,0.063,51.467,0.006,0.029,1
1.30626614430609e+16,-0.445,1.159,1.071,19.147,519.555,-29.609,3.24313995045712e+18,24.313,478.69,1.59806083835396e+17,454.627,446.281,445.098,40.806,-187.719,40.652,1.074,-0.731,55.144,0.0446,1.547,0.061,50.75,0.056,0.29100000000000004,1
1.2275891188752e+16,-0.443,1.158,1.063,19.152,517.5,-29.35,3.29227164640329e+18,26.472,448.461,1.67810637555687e+17,453.294,445.298,445.198,40.871,-184.99,40.962,1.039,0.622,53.005,0.0445,2.477,0.059,51.703,0.098,0.514,1
9326295508388250.0,-0.441,1.156,1.0490000000000002,19.151,515.464,-29.163,3.33367002803663e+18,25.001,401.104,1.68398542631174e+17,451.763,445.022,445.11,40.863,-183.21,40.924,0.978,1.5730000000000002,52.339,0.0445,3.079,0.044,51.518,0.098,0.513,1
9952890326811370.0,-0.439,1.157,1.029,19.144,513.7180000000002,-25.246,3.36697893307007e+18,25.752,324.052,1.61569799061881e+17,450.5630000000001,465.278,455.194,40.797,-157.131,40.596,0.9,6.388,77.024,0.0465,8.877,0.031,49.90600000000001,0.098,0.516,1
1.01897839857925e+16,-0.438,1.157,1.004,19.145,512.548,-17.621,3.39219836150362e+18,28.475,303.9890000000001,1.47324406847799e+17,450.341,492.31,473.752,40.802,-105.303,40.622,0.812,11.499,87.28,0.0492,13.126,0.041,49.997,0.105,0.55,1
9494201122798210.0,-0.436,1.155,0.973,19.152,511.927,-9.897,3.40932831333727e+18,28.551,361.927,1.25662365988979e+17,450.922,509.156,491.454,40.897,-55.925,41.113,0.722,14.215,90.397,0.0509,15.52,0.011,51.695,0.156,0.8190000000000001,1
8865879416609029.0,-0.434,1.151,0.939,19.131,511.381,-8.5,3.41836878857104e+18,30.066,521.597,9.65836764853535e+16,452.343,529.149,510.302,40.704,-49.155,40.114,0.633,18.973,92.83,0.0529,19.212,0.002,46.717,-0.054000000000000006,-0.28300000000000003,1
8875496264123322.0,-0.4320000000000001,1.146,0.925,19.8,510.279,-16.034000000000002,3.47355295683402e+18,25.554,629.153,1.08786570408067e+17,453.408,519.347,514.825,48.705,-99.175,67.166,0.688,16.372,81.081,0.0519,15.522,0.6659999999999999,87.884,0.584,3.0410000000000004,1
8855829878926800.0,-0.431,1.142,0.946,19.795,510.163,-1.826,3.59202315407032e+18,28.346,993.024,2.24208411879375e+17,456.579,559.931,537.378,48.658,-10.414,66.945,0.934,25.743,88.259,0.056,26.525,0.659,87.37,0.608,3.17,1
8035374518331526.0,-0.429,1.14,0.987,19.791,511.057,16.102,3.69724089961833e+18,27.2,1486.0,3.27799154611388e+17,460.705,580.2769999999998,558.827,48.617,80.477,66.745,1.2009999999999998,30.393,90.391,0.058,32.444,0.667,86.89,0.612,3.1910000000000003,1
7893582448342925.0,-0.4270000000000001,1.135,1.033,19.804,511.062,0.068,3.78920619347806e+18,26.066,1889.0,4.33270536017052e+17,464.787,573.388,566.1080000000002,48.75100000000001,0.389,67.053,1.409,23.236,84.34100000000002,0.0573,31.108,0.6890000000000001,87.12100000000002,0.622,3.24,1
7286998183389950.0,-0.425,1.13,1.079,19.809,510.968,-1.445,3.86791903564948e+18,29.06,2224.0,5.12544187202634e+17,469.324,571.987,569.047,48.808,-8.388,67.186,1.5319999999999998,16.184,83.023,0.0572,29.544,0.687,87.22399999999998,0.594,3.09,1
6876121349380084.0,-0.422,1.123,1.117,19.805,510.959,-0.14800000000000002,3.95510139051635e+18,26.207,2501.0,5.65620108168118e+17,473.439,566.816,567.932,48.77,-0.841,66.99,1.5719999999999998,11.325,77.786,0.0567,27.149,0.6679999999999999,86.70200000000001,0.67,3.504,1
7070720140084531.0,-0.42,1.115,1.146,19.781,511.327,5.9129999999999985,4.05411440883379e+18,30.648000000000003,2927.0,5.9249829891344e+17,478.404,593.201,580.566,48.51600000000001,33.118,65.694,1.544,12.105,83.85,0.0593,33.374,0.63,83.20100000000002,0.65,3.398,1
7016653726952795.0,-0.418,1.105,1.163,19.793,511.977,10.422,4.14224111816586e+18,29.224,3540.0,5.93178759438631e+17,483.9380000000001,619.564,600.065,48.644,58.475,66.016,1.466,19.297,87.74799999999998,0.062,38.828,0.645,83.54,0.639,3.338,1
8472907956672328.0,-0.416,1.099,1.169,19.8,512.418,6.561,4.21948151851254e+18,31.699,4314.0,5.67661489743741e+17,490.469,644.487,622.276,48.727,39.681,66.227,1.356,15.101,90.324,0.0644,44.732,0.648,83.76700000000002,0.7120000000000001,3.73,1
1.05615581169185e+16,-0.414,1.096,1.165,19.793,511.954,-6.16,4.28583560987383e+18,33.291,4890.0,5.15946489828671e+17,497.015,635.862,629.069,48.648,-41.744,65.806,1.228,9.579,83.257,0.0636,42.88399999999999,0.6409999999999999,82.54700000000003,0.7070000000000001,3.702,1
1.42697415159817e+16,-0.412,1.1,1.15,19.817,511.981,0.366,4.34130339224972e+18,29.974,5635.0,4.38033759693521e+17,504.67800000000005,664.422,646.746,48.928,2.42,66.541,1.094,15.876,87.14299999999999,0.0664,42.801,0.6729999999999999,83.416,0.723,3.789,0
1.56727558032086e+16,-0.41,1.106,1.126,19.86,511.76,-2.998,4.38588486564022e+18,30.281,6033.0,3.33923299338256e+17,511.671,641.523,644.134,49.407,-19.83,67.773,0.961,12.157,71.597,0.0642,30.309,0.715,84.816,0.752,3.938,1
1.52941427122205e+16,-0.408,1.107,1.099,19.884,511.861,1.415,4.42977825967986e+18,29.766,6390.0,2.07910957009174e+17,519.135,651.2719999999998,647.703,49.678,9.087,68.454,0.8540000000000001,14.9,73.90899999999998,0.0651,27.912,0.732,85.561,0.7709999999999999,4.033,0
1.41361992243274e+16,-0.406,1.106,1.099,19.809,512.244,5.561,4.57030283630828e+18,26.326,6709.0,1.71024258323513e+17,526.433,654.137,650.92,48.86,34.46,64.12,0.945,10.272,74.617,0.0654,23.62,0.6779999999999999,73.557,0.706,3.697,0
1.37381653175675e+16,-0.405,1.103,1.112,19.826,512.503,3.713,4.69525784473891e+18,29.424,6931.0,2.04888728117199e+17,533.434,650.778,650.849,49.044,23.299,64.62100000000001,1.084,5.038,71.946,0.0651,25.307,0.025,74.39399999999998,0.685,3.5780000000000003,0
1.34642714496943e+16,-0.403,1.098,1.13,19.816,512.754,3.583,4.80464328497175e+18,25.359,7090.0,2.80886127300477e+17,540.401,652.884,651.866,48.944,22.582,64.102,1.2009999999999998,1.3030000000000002,72.66199999999998,0.0653,16.601,0.021,73.0,0.687,3.59,0
1.34930425678298e+16,-0.401,1.089,1.146,19.819000000000006,513.001,3.5580000000000003,4.8984591570068e+18,30.309,7159.0,3.3961655387408e+17,547.0219999999998,648.195,650.031,48.971,22.268,64.17699999999999,1.268,1.939,68.14399999999999,0.0648,11.704,0.028,73.137,0.684,3.577,0
1.35308203269595e+16,-0.399,1.084,1.157,19.85,513.155,2.164,4.97670546084408e+18,27.835,7105.0,3.81080007838106e+17,553.9630000000002,650.7669999999998,650.399,49.32899999999999,13.783,65.196,1.281,-2.055,69.363,0.0651,13.495,0.046,74.983,0.7140000000000001,3.729,0
1.33691933592766e+16,-0.397,1.0759999999999998,1.161,19.894,513.196,0.581,5.07027916537059e+18,26.993,6873.0,4.05276489192407e+17,560.776,642.504,646.452,49.839,3.714,66.602,1.247,0.153,60.663,0.0643,12.328,0.084,77.378,0.769,4.021,0
1.2349423528561e+16,-0.395,1.069,1.156,19.902,513.067,-1.834,5.15219551249391e+18,28.294,6450.0,4.12205997937099e+17,566.908,621.319,633.885,49.94,-11.605,66.877,1.179,-4.599,44.112,0.0621,9.616,0.097,77.832,0.787,4.119,0
1.22364291385359e+16,-0.393,1.063,1.143,19.905,512.672,-5.625,5.220199501574e+18,25.093000000000004,5928.0,4.01868534072148e+17,572.055,595.946,614.9159999999998,49.976000000000006,-35.518,66.977,1.089,-8.896,31.937,0.0596,0.463,0.124,78.001,0.7829999999999999,4.095,0
1.175960384133e+16,-0.391,1.06,1.123,19.936,512.043,-8.964,5.27429113261089e+18,25.211,5378.0,3.74264097597522e+17,576.363,575.029,594.9730000000002,50.332,-56.619,67.956,0.986,-11.64,25.238000000000003,0.0575,-7.188,0.14300000000000002,79.638,0.7979999999999999,4.172,1
1.4531252365877e+16,-0.39,1.062,1.095,19.929,511.38,-9.555,5.31447040560456e+18,24.782,4789.0,3.29392688513302e+17,580.381,565.303,580.138,50.254,-59.723,67.509,0.878,-13.414,22.659,0.0565,-12.286,0.129,78.282,0.778,4.064,1
1.70762889643316e+16,-0.388,1.068,1.062,19.919,511.186,-2.846,5.34073732055499e+18,25.426,4172.0,2.67254306819342e+17,585.373,596.048,588.0930000000002,50.124,-17.463,66.759,0.772,-8.045,43.825,0.0596,-6.2620000000000005,0.126,75.986,0.7709999999999999,4.0280000000000005,0
1.8719381489367e+16,-0.387,1.077,1.024,19.911,510.999,-2.737,5.35309187746222e+18,25.114,3497.0,1.87848952515707e+17,590.43,596.985,592.539,50.03,-16.798,66.207,0.6709999999999999,-8.264,44.367,0.0597,-10.15,0.093,74.285,0.758,3.959,0
2.12777295219133e+16,-0.385,1.088,1.015,19.932,511.128,1.957,5.489887518291e+18,21.007,2773.0,2.40804685880852e+17,595.851,607.673,600.106,50.29,11.664,66.982,0.772,-5.421,50.69,0.0608,-5.277,0.07200000000000001,75.882,0.7809999999999999,4.077,0
2.04517706002087e+16,-0.384,1.098,1.028,19.944000000000006,511.361,3.589,5.64037185572296e+18,23.957,2185.0,3.01126644957102e+17,600.446,603.129,601.617,50.427,20.897,67.387,0.966,-2.928,47.985,0.0603,-7.392,0.06,76.696,0.799,4.175,0
2.17366780765753e+16,-0.382,1.11,1.052,19.958,511.667,4.901,5.76990122594368e+18,23.422,1788.0,4.3984873045028e+17,603.735,590.957,596.2869999999998,50.599,27.609,67.896,1.148,-0.8370000000000001,41.12600000000001,0.0591,-9.658,0.14800000000000002,77.712,0.813,4.247,0
2.38160783357076e+16,-0.381,1.127,1.077,19.967,511.946,4.45,5.87847562895317e+18,21.869,1489.0,5.48871507667157e+17,606.4119999999998,589.485,592.886,50.708,25.113000000000003,68.218,1.275,2.514,40.312,0.0589,-9.418,0.141,78.34899999999998,0.815,4.255,1
2.68837898675783e+16,-0.38,1.15,1.1,19.962,512.3380000000002,6.256,5.96798183693139e+18,20.244,1287.0,6.28194976607732e+17,608.737,598.9,595.893,50.65600000000001,35.259,67.892,1.335,5.943,47.986,0.0599,-8.267999999999999,0.146,77.24600000000002,0.831,4.345,0
2.38389983185374e+16,-0.378,1.168,1.115,19.809,512.467,2.011,6.10109123594423e+18,23.387,1027.0,6.77819137271956e+17,611.075,589.476,592.685,48.765,11.622,57.315,1.334,-1.103,41.722,0.0589,-9.059,-0.009000000000000001,49.377,0.009000000000000001,0.046,1
