hashrate14std,fee_to_reward90trxUSD,hashrate30trx,difficulty14trx,top100cap,price90smaUSD,price90rocUSD,difficulty90var,mining_profitability,price30varUSD,difficulty14var,price30smaUSD,priceUSD,price3emaUSD,top100cap90rsi,price90momUSD,top100cap30rsi,difficulty7trx,price7rocUSD,price7rsiUSD,median_transaction_feeUSD,price14rocUSD,top100cap14mom,top100cap14rsi,top100cap30mom,top100cap30roc,category
10376414760999.0,0.55,1.374,1.351,20.183,64.19,600.305,4203715811408.0,7773.0,769.4680000000002,240604564445.0,117.492,124.045,126.8,51.59,106.332,56.022,0.961,8.531,53.872,0.062,35.053000000000004,0.035,50.103,0.32299999999999995,1.625,0
10144839016362.0,0.5429999999999999,1.3630000000000002,1.298,20.057,65.435,604.245,4276570131748.0,7263.0,743.0189999999999,157997378467.0,118.929,130.56,128.68,50.473,112.021,52.838,0.835,14.996,59.708,0.0653,49.88399999999999,-0.328,44.847,0.1,0.501,0
10662886872052.0,0.535,1.3530000000000002,1.269,20.088,66.718,608.659,4416478161259.0,6393.0,719.012,117894175148.0,120.443,134.465,131.572,50.739,115.49,53.512,0.877,11.33,62.982,0.0672,79.184,-0.43,46.342,0.242,1.22,0
10397162169981.0,0.527,1.341,1.259,20.156,67.884,532.224,4566138193669.0,6340.0,696.544,122027010373.0,121.441,124.662,128.11700000000002,51.31399999999999,104.944,54.959,1.007,-7.521,50.872,0.0623,60.37,-0.233,49.542,0.194,0.971,0
10460884445442.0,0.52,1.325,1.258,20.215,68.893,449.258,4703324940710.0,5352.0,693.883,180285137158.0,121.551,111.049,119.583,51.809,90.831,56.19,1.133,-20.532,38.789,0.0555,17.29,-0.212,52.22,0.191,0.956,0
7802845241076.0,0.513,1.305,1.258,20.229,69.812,412.829,4828038402382.0,5046.0,705.323,226151456819.0,120.974,102.694,111.139,51.926,82.669,56.479,1.217,-22.754,33.151,0.0513,-3.754,-0.195,52.854,0.242,1.212,1
6079989265328.0,0.506,1.284,1.256,20.203,70.757,424.6880000000001,4940278578686.0,5658.0,713.182,259625969355.0,120.357,105.04,108.089,51.68899999999999,85.02,55.765,1.247,-16.843,36.189,0.0525,-8.246,-0.343,51.477,0.213,1.0659999999999998,1
5983190413378.0,0.498,1.263,1.249,20.175,71.794,464.06,5040045469621.0,6262.0,712.21,280708674765.0,119.85,113.464,110.776,51.435,93.348,54.993,1.23,-8.53,46.396,0.0567,-0.727,-0.345,49.971,0.342,1.725,0
8814037303289.0,0.491,1.247,1.235,20.096,72.82600000000002,461.834,5137023472602.0,5457.0,706.495,289399573051.0,119.147,113.005,111.89,50.727,92.891,52.871,1.1740000000000002,-13.446,45.929,0.0565,-0.467,-0.422,45.915,0.263,1.3259999999999998,0
9818848542920.0,0.484,1.235,1.214,20.097,73.825,439.085,5232294401290.0,5568.0,690.4119999999998,285698664212.0,118.09,110.375,111.133,50.737,89.9,52.898,1.093,-17.915,43.034,0.0552,-8.615,-0.423,45.983,0.331,1.6740000000000002,0
10875069008113.0,0.476,1.224,1.186,20.126,74.807,416.517,5316145264416.0,5355.0,620.663,269605948247.0,116.291,109.595,110.364,50.99100000000001,88.376,53.604,0.996,-12.087,42.114,0.0548,-18.698,-0.184,47.793,0.4370000000000001,2.222,0
10847649238468.0,0.47,1.214,1.153,20.137,75.767,392.975,5388576061981.0,5442.0,405.733,241121425158.0,113.392,108.42,109.392,51.085,86.427,53.86600000000001,0.892,-2.367,40.592,0.0542,-22.413,-0.245,48.474,0.423,2.145,0
11255416901385.0,0.463,1.204,1.114,20.063,76.742,384.918,5449586793985.0,5770.0,259.572,200245094944.0,111.126,110.54,109.966,50.409,87.744,51.765,0.7879999999999999,7.64,44.793,0.0553,-16.852999999999998,-0.35700000000000004,44.165,0.301,1.5219999999999998,0
11876775703063.0,0.457,1.196,1.071,20.028,77.734,383.653,5499177460428.0,5926.0,259.128,146976957604.0,111.043,112.503,111.234,50.092,89.241,50.798,0.687,7.104,48.713,0.0563,-10.936,-0.138,42.257,-0.161,-0.799,1
12607694765462.0,0.451,1.1909999999999998,1.031,20.009,78.712,371.367,5555966504632.0,5199.0,247.201,87707284768.0,111.686,111.738,111.486,49.918,88.03200000000002,50.262,0.63,-1.521,47.18899999999999,0.112,-9.922,-0.174,41.2,-0.126,-0.628,1
14745369923495.0,0.445,1.189,1.016,20.001,79.691,365.605,5683226128875.0,5179.0,241.146,88956718419.0,112.146,112.241,111.863,49.846,88.134,50.038,0.73,-0.6759999999999999,48.428,0.0561,-14.031,-0.055,40.749,-0.136,-0.6779999999999999,1
15404465872104.0,0.439,1.188,1.015,20.022,80.62899999999998,347.952,5795029835465.0,4670.0,227.512,149386962071.0,112.706,108.635,110.249,50.033,84.383,50.62300000000001,0.866,-1.5759999999999998,40.494,0.0543,-19.209,-0.066,42.489,-0.127,-0.631,1
14852116649998.0,0.434,1.182,1.019,20.046,81.51100000000002,315.574,5891377624403.0,4587.0,207.533,203512504823.0,113.288,104.575,107.412,50.261,79.411,51.337,0.98,-4.58,33.324,0.0523,-16.113,-0.11,44.612,-0.339,-1.663,1
13247475697830.0,0.43,1.172,1.023,20.142,82.40700000000002,305.8640000000001,5972269495688.0,4982.0,158.959,245043738458.0,114.353,107.0,107.206,51.142,80.63600000000002,54.026,1.0490000000000002,-1.31,40.648,0.0535,-3.646,-0.073,52.06100000000001,-0.376,-1.833,1
11100119803771.0,0.426,1.161,1.025,20.111,83.34,316.266,6037705449320.0,5231.0,113.564,273980662976.0,115.445,110.492,108.849,50.846,83.948,53.041,1.069,-0.043,49.893,0.0552,7.593,-0.118,49.721,-0.278,-1.364,1
9775393105161.0,0.421,1.146,1.021,20.113,84.29799999999999,325.003,6087685485299.0,5206.0,99.055,290323278377.0,116.05,112.815,110.832,50.86600000000001,86.27,53.103,1.048,0.278,55.299,0.0564,7.402,-0.09,49.893,-0.314,-1.537,1
8359512720221.0,0.417,1.133,1.012,20.098,85.258,325.655,6151478207977.0,4934.0,96.427,294071584662.0,116.257,112.905,111.868,50.72,86.38,52.604,0.997,1.045,55.51600000000001,0.0565,-0.4920000000000001,-0.077,48.661,-0.326,-1.596,1
9208430061390.0,0.412,1.114,0.997,20.11,86.208,308.758,6202114660158.0,4693.0,96.632,285225581830.0,116.214,113.2,112.534,50.832,85.506,52.963,0.924,0.8540000000000001,56.324,0.0566,0.173,0.014,49.71100000000001,-0.4370000000000001,-2.126,1
9987676000619.0,0.408,1.092,0.976,20.084,87.167,298.335,6238727655248.0,5631.0,96.537,263785269881.0,116.247,115.28,113.907,50.582,86.339,52.084,0.8390000000000001,6.117000000000001,62.017,0.0576,4.444,-0.013,47.462,-0.436,-2.125,1
10110566596977.0,0.403,1.071,0.95,20.132,88.139,298.53,6261317193246.0,5211.0,96.287,229750648816.0,116.352,116.686,115.296,51.037,87.406,53.57,0.75,11.581,65.556,0.0583,6.47,0.006,51.835,-0.386,-1.883,1
10285572344926.0,0.399,1.052,0.92,20.112,89.132,305.7290000000001,6269883274153.0,5784.0,95.812,183121718634.0,116.283,118.696,116.996,50.844,89.441,52.878,0.66,10.931,70.191,0.0593,9.478,-0.025,50.007,-0.408,-1.986,1
11183758827335.0,0.394,1.036,0.8859999999999999,20.143,90.195,329.53,6264425897968.0,5588.0,86.575,123898479335.0,115.943,124.605,120.8,51.139,95.595,53.852,0.575,12.773,79.601,0.0623,12.724,0.08,52.837,-0.16699999999999998,-0.8240000000000001,1
11932008607218.0,0.389,1.023,0.855,19.901,91.294,343.935,6266845828596.0,5608.0,72.165,59068577424.0,115.542,127.725,124.262,48.812,98.953,46.11,0.5329999999999999,13.216,82.92299999999999,0.0639,13.53,-0.127,35.732,-0.481,-2.359,0
13342759011451.0,0.384,1.013,0.8420000000000001,19.908,92.405,347.056,6318752595334.0,5311.0,67.865,63920110792.0,115.402,128.75,126.506,48.874,99.95,46.322,0.608,14.034,83.926,0.0644,15.225,-0.101,36.321,-0.512,-2.508,0
15491796508717.0,0.378,1.008,0.84,19.976,93.507,340.462,6352809780071.0,5450.0,69.483,113710098569.0,115.47,128.355,127.431,49.534,99.214,48.541,0.7090000000000001,13.388,81.767,0.0642,14.357,-0.025,42.355,-0.191,-0.946,0
15954970605664.0,0.373,1.003,0.841,19.977,94.572,321.21,6369017382807.0,5226.0,70.53399999999998,153975045207.0,115.526,125.725,126.578,49.545,95.876,48.577,0.792,9.061,68.14699999999999,0.0629,15.732,-0.045,42.451,-0.207,-1.024,0
16414042938810.0,0.368,1.0,0.8420000000000001,19.927,95.629,303.086,6367375403541.0,5342.0,66.944,184714950705.0,115.389,126.43,126.504,49.073,95.064,47.06100000000001,0.841,8.351,69.72399999999999,0.0632,20.899,-0.119,39.308,-0.129,-0.645,0
16784715462854.0,0.362,0.998,0.841,19.946,96.673,282.851,6366377419091.0,5567.0,59.442,205929815062.0,115.148,127.245,126.874,49.26,94.008,47.706,0.853,7.202000000000001,71.618,0.0636,18.92,-0.196,41.103,-0.142,-0.705,0
18812635858434.0,0.35700000000000004,1.0,0.836,19.878,97.71,281.737,6395258410585.0,5071.0,60.659,217619638280.0,115.207,126.424,126.649,48.607,93.305,45.625,0.8340000000000001,1.46,66.71,0.0632,14.419,-0.233,36.856,-0.278,-1.381,0
20725730206659.0,0.35100000000000003,1.007,0.8270000000000001,19.881,98.759,290.993,6409172842506.0,5865.0,64.368,219784420357.0,115.735,126.909,126.779,48.63800000000001,94.45,45.735,0.7909999999999999,-0.639,68.212,0.0647,12.493,-0.232,37.17,-0.335,-1.655,0
25806566022388.0,0.344,1.022,0.813,19.884,99.768,272.185,6408120714852.0,4901.0,60.54,212424161294.0,116.45,124.135,125.457,48.668,90.782,45.841,0.733,-3.584,52.434,0.0621,9.946,-0.214,37.486,-0.34600000000000003,-1.7080000000000002,0
26348500973855.0,0.338,1.04,0.795,19.797,100.698,228.541,6392102027625.0,5209.0,56.44300000000001,195538861091.0,116.96,120.333,122.895,47.845,83.706,43.227,0.665,-6.25,38.275,0.0602,6.3020000000000005,-0.312,32.299,-0.406,-2.008,0
25272232957635.0,0.332,1.062,0.773,19.784,101.595,206.963,6361116780823.0,5139.0,56.24,169128519748.0,117.167,119.685,121.29,47.719,80.695,42.837,0.594,-4.8039999999999985,36.325,0.0598,3.821,-0.3,31.573,-0.391,-1.938,0
28712838343149.0,0.326,1.091,0.7759999999999999,19.869,102.485,200.318,6438715473404.0,4025.0,55.893,282910549394.0,117.404,120.096,120.693,48.597,80.10600000000002,46.069,0.698,-5.01,38.636,0.06,2.922,-0.262,40.778,-0.227,-1.128,0
31397510413360.0,0.319,1.125,0.8390000000000001,19.817,103.352,189.145,6773409257296.0,3829.0,54.287,1027492465585.0,117.704,119.388,120.04,48.098,78.098,44.479,1.127,-6.174,36.008,0.0597,0.583,-0.295,37.461,-0.28,-1.394,0
30385477559398.0,0.313,1.156,0.934,19.816,104.151,166.48,7076921022618.0,3733.0,52.303,1572869896225.0,117.885,115.014,117.527,48.088,71.85300000000002,44.449,1.596,-9.025,24.157,0.0575,-7.697,-0.327,37.398,-0.31,-1.541,0
29381655111502.0,0.306,1.185,1.041,19.852,104.886,148.964,7349250769370.0,3834.0,51.088,1982183726343.0,117.957,110.585,114.056,48.455,66.167,45.805,1.968,-12.862,17.394000000000002,0.0553,-13.419,-0.05,41.15600000000001,-0.285,-1.4169999999999998,0
28927412060096.0,0.3,1.215,1.146,19.914,105.562,134.785,7590398497552.0,3133.0,54.048,2361555632462.0,117.803,105.935,109.996,49.1,60.815,48.125,2.196,-14.661,12.953,0.053,-17.72,0.006999999999999999,47.199,-0.149,-0.742,0
28629645801318.0,0.293,1.242,1.24,19.909,106.228,135.92,7800364207164.0,3358.0,59.32899999999999,2619317032090.0,117.522,104.06,107.028,49.043,59.951,47.929,2.285,-13.524,11.563,0.052000000000000005,-18.928,-0.067,46.724,-0.12,-0.598,0
24970541368365.0,0.28600000000000003,1.266,1.318,19.881,106.936,149.042,7979147898205.0,3690.0,62.19300000000001,2755467925227.0,117.349,106.555,106.791,48.769,63.769,46.987,2.259,-10.97,24.187,0.0533,-15.248,-0.096,44.42100000000001,-0.128,-0.64,0
24284811747555.0,0.279,1.293,1.3769999999999998,19.976,107.656,149.52100000000004,8159408765588.0,3678.0,64.186,2770008311872.0,117.209,108.05,107.421,49.75,64.747,50.47,2.152,-10.03,31.065,0.054000000000000006,-14.538,0.049,53.037,-0.025,-0.125,0
23589258884094.0,0.272,1.3219999999999998,1.416,19.971,108.36,145.309,8329634192341.0,3238.0,65.244,2662938192027.0,117.153,106.945,107.183,49.69600000000001,63.349,50.28,1.992,-10.422,28.811,0.0535,-15.953,0.025,52.55,-0.05,-0.252,0
20284665434845.0,0.265,1.346,1.436,19.998,109.012,132.922,8471283260415.0,3401.0,66.782,2434257565690.0,117.096,102.855,105.019,49.971,58.69600000000001,51.24,1.803,-10.572,21.938,0.0514,-18.642,0.12,54.812,-0.048,-0.241,1
17716193549756.0,0.257,1.364,1.439,20.004,109.638,128.201,8584355969811.0,3173.0,72.793,2083966432862.0,116.871,100.25,102.634,50.032,56.319,51.453,1.605,-9.346,18.635,0.0501,-21.006,0.123,55.31800000000001,-0.138,-0.6859999999999999,1
17965333817062.0,0.249,1.381,1.433,20.032,110.239,116.939,8713395365933.0,3180.0,80.415,1651532045962.0,116.533,100.355,101.495,50.328,54.095,52.495,1.445,-5.267,19.207,0.0502,-19.157,0.149,57.78,-0.079,-0.39,1
