price90smaUSD,mining_profitability90trx,top100cap30trx,mining_profitability,top100cap90mom,difficulty90var,hashrate30var,top100cap90roc,top100cap90rsi,fee_to_rewardUSD,price30smaUSD,price3wmaUSD,top100cap,price7emaUSD,category
100.985,-0.2,0.046,1272.0,0.422,50461392016643.0,1.2585347452626e+27,2.091,54.695,0.62,85.211,95.497,20.597,93.698,1
100.78,-0.209,0.046,1351.0,0.493,53288548508943.0,1.3497844437617e+27,2.4530000000000003,54.606,0.7020000000000001,85.929,94.982,20.589,93.911,1
100.614,-0.219,0.046,1283.0,0.431,55931460628160.0,1.6352370925433e+27,2.143,53.878,0.588,86.911,95.142,20.528,94.298,1
100.473,-0.229,0.046,1365.0,0.431,58390128374294.0,1.8414349882621998e+27,2.143,54.178,0.873,87.816,96.024,20.558000000000003,94.947,1
100.351,-0.238,0.046,1299.0,0.458,60664551747346.0,2.0433459655455e+27,2.273,54.551,0.6759999999999999,88.61,96.902,20.595,95.557,1
100.188,-0.248,0.046,1388.0,0.556,62754730747315.0,2.2545625533264e+27,2.772,54.797,0.952,89.39200000000002,96.578,20.619,95.651,1
99.985,-0.257,0.046,1178.0,0.555,64660665374201.0,2.6350529958153996e+27,2.7710000000000004,54.359,0.8959999999999999,89.99799999999998,95.298,20.583,95.283,1
99.781,-0.266,0.046,1341.0,0.507,66436616984128.0,2.9113577459636e+27,2.535,53.555,0.564,90.394,94.072,20.516,94.807,1
99.567,-0.276,0.045,1268.0,0.634,68240065929446.0,3.3306638919948e+27,3.168,54.753,0.608,90.662,93.342,20.635,94.365,1
99.405,-0.285,0.045,1234.0,0.8490000000000001,69873952236512.0,3.6108703464932e+27,4.2410000000000005,56.983,0.47,90.858,93.571,20.871,94.271,1
99.298,-0.294,0.046,1132.0,0.907,72234483855036.0,3.7641704493019997e+27,4.524,57.719,0.648,91.084,94.305,20.953000000000007,94.438,1
99.179,-0.303,0.046,946.112,0.737,80010046138103.0,4.174621504893e+27,3.659,56.83600000000001,1.045,91.318,95.457,20.879,94.901,1
99.028,-0.312,0.046,989.582,0.682,87397956916368.0,4.4231851849089e+27,3.389,55.824,1.472,91.552,96.396,20.792,95.414,1
98.847,-0.32,0.047,954.078,0.599,94398216189833.0,4.6126550714632005e+27,2.978,54.90600000000001,1.108,91.811,96.637,20.712,95.696,1
98.668,-0.329,0.047,994.908,0.466,101010823958500.0,5.0731234380773e+27,2.317,53.272,0.607,92.155,96.737,20.564,95.971,1
98.488,-0.338,0.047,986.18,0.449,107235780222360.0,5.5041499258826e+27,2.231,53.218,0.942,92.591,96.818,20.559,96.209,1
98.296,-0.34700000000000003,0.046,946.13,0.487,113073084981420.0,5.762457007277401e+27,2.423,53.335,1.09,93.062,97.438,20.571,96.656,1
98.122,-0.355,0.045,1040.0,0.306,118522738235680.0,5.9502597298712e+27,1.52,51.911,0.716,93.636,99.369,20.438,97.767,1
97.971,-0.364,0.044,1026.0,0.272,123584739985143.0,6.5140447512317e+27,1.3530000000000002,51.352,0.654,94.336,102.588,20.385,99.603,1
97.779,-0.3720000000000001,0.043,1139.0,0.246,128259090229800.0,6.856211595566099e+27,1.223,51.403,0.715,95.071,105.532,20.39,101.525,1
97.539,-0.38,0.041,967.278,0.343,132633797107370.0,7.1748079045675e+27,1.722,49.907,0.6890000000000001,95.728,106.339,20.244,102.672,1
97.284,-0.389,0.039,918.683,0.327,140003306840810.0,7.3005726985009e+27,1.643,49.815,0.605,96.325,106.153,20.235,103.454,1
97.054,-0.397,0.036000000000000004,791.645,0.276,154078866858110.0,7.2765370846809e+27,1.381,49.988,0.7979999999999999,96.941,106.782,20.252,104.506,1
96.865,-0.405,0.034,863.041,0.239,167445142746040.0,7.2497314164977e+27,1.197,49.624,0.977,97.614,107.867,20.216,105.553,1
96.703,-0.413,0.031,870.538,0.236,180102134504620.0,7.4326533816981e+27,1.1840000000000002,49.09,0.937,98.398,110.112,20.163,107.133,1
96.57,-0.421,0.028,975.111,0.242,192049842133820.0,7.2732197320863e+27,1.216,49.357,5.551,99.199,113.047,20.189,109.17,1
96.452,-0.429,0.024,882.6110000000001,0.151,203288265633660.0,7.983323851572199e+27,0.762,47.774,0.5710000000000001,99.957,114.965,20.029,110.824,1
96.357,-0.4370000000000001,0.021,945.862,0.145,213817405004142.0,8.861457951558802e+27,0.727,47.738,0.852,100.702,116.982,20.025,112.705,1
96.334,-0.444,0.017,1007.0,0.118,223637260245250.0,9.888750780713e+27,0.596,47.512,0.56,101.575,119.779,20.002,115.045,1
96.382,-0.452,0.013,919.016,0.142,232747831357000.0,1.1671659861076e+28,0.716,46.902,0.452,102.547,122.739,19.939,117.446,1
96.447,-0.46,0.009000000000000001,938.406,0.119,241149118339390.0,1.2927048724346999e+28,0.601,46.556,0.878,103.554,124.689,19.903,119.482,1
96.5,-0.467,0.005,961.409,0.024,249424067509810.0,1.2629063127605e+28,0.123,46.469,0.642,104.564,125.069,19.894,120.827,1
