size3mom,price3rsiUSD,mining_profitability3roc,activeaddresses30mom,size30rsi,hashrate14mom,mediantransactionvalue7rsiUSD,mining_profitability7std,median_transaction_fee3trxUSD,mediantransactionvalue14rocUSD,size30trx,price7varUSD,mediantransactionvalue14rsiUSD,size30std,sentinusdUSD,priceUSD,sentbyaddress30var,hashrate3std,hashrate90roc,hashrate7trx,price7momUSD,top100cap,confirmationtime3ema,mediantransactionvalue14smaUSD,confirmationtime30ema,mediantransactionvalueUSD,median_transaction_fee7rocUSD,difficulty14var,category
-17668.0,42.39100000000001,-3.195,-51152,48.1,3475666317216874.0,36.026,82.369,-0.635,-25.885,-0.146,444.096,43.278,44337.0,286260098.0,836.905,60554117,2314555834901300.0,418.193,2.084,-62.57100000000001,21.24,8.49,216.099,8.147,171.801,-6.956,3.21572786601144e+16,1
-16946.0,49.64,-0.922,-44633,47.957,3697031952338388.0,37.448,41.582,-0.398,-35.128,-0.157,117.239,43.68,44601.0,463268983.0,842.293,60922926,1059957779971600.0,458.871,1.809,-51.585,21.243,8.505,209.352,8.171,174.438,-5.771,3.30842437371822e+16,1
-5629.0,80.118,32.265,51738,51.133,2657482046071024.0,56.46100000000001,42.38399999999999,0.441,-27.247,-0.16399999999999998,340.122,50.105,45051.0,647277993.0,886.057,71065369,1387908005787629.0,409.534,1.6269999999999998,48.642,21.241,7.945,203.498,8.12,218.827,5.809,3.26062124194104e+16,0
75440.0,54.227,-14.555,35655,53.636,3323855424638884.0,45.365,45.714,0.539,-22.089,-0.161,357.096,46.191,49202.0,512210047.0,863.039,87358886,771270323819640.0,460.653,1.545,18.709,21.246,8.31,199.686,8.156,188.209,2.216,3.07231847068017e+16,0
29234.0,44.337,11.312,528,50.055,2790362005725320.0,49.432,43.549,0.271,-6.372000000000001,-0.157,351.487,47.734,49233.0,403027771.0,852.448,94598859,469674702673840.0,457.382,1.444,-5.358,21.233,7.905,198.719,8.113,198.95,-0.625,2.74351605993539e+16,0
1181.0,32.226,-18.335,19801,51.015,3421551611897188.0,53.699,44.879,-0.153,-2.147,-0.151,369.64,49.39100000000001,49690.0,413913413.0,837.8969999999998,95800991,573516571400540.0,442.326,1.402,-16.211,21.222,8.02,198.39,8.115,210.348,-1.898,2.27421400970665e+16,0
-49058.0,17.538,-3.003,12392,49.957,3755837191324289.5,61.74,42.645,-0.802,12.349,-0.145,503.914,52.831,49599.0,581534153.0,808.1569999999998,97324359,1698756605731002.0,350.0680000000001,1.508,-14.554,21.438,7.82,200.232,8.083,234.68,-1.769,1.9416147305534e+16,1
-5599.0,44.63399999999999,-25.807,4325,49.613,3692290077110110.5,45.611,51.145,-0.748,-7.482,-0.139,531.571,46.847,49599.0,366899920.0,829.446,98045271,1266552444740100.0,435.356,1.6269999999999998,-7.459,21.42,8.273,199.122,8.124,192.21400000000003,-0.8909999999999999,2.33285661588572e+16,1
-7439.0,68.074,-15.05,-827,50.499,3549634739747916.0,52.62,58.133,-0.068,21.447,-0.133,557.226,49.81800000000001,49122.0,322163397.0,861.16,98123590,663083466021870.0,390.871,1.629,18.866,21.443,8.874,201.806,8.212,212.825,2.24,2.11063608242529e+16,0
16468.0,65.315,0.503,54611,51.201,311160832407320.0,55.487,41.81100000000001,0.331,7.334,-0.124,355.3119999999999,51.08,49491.0,715015359.0,859.05,99158767,580307435734380.0,455.197,1.578,-27.007,21.494,8.575,202.888,8.216000000000001,221.655,-3.048,2.71714370714624e+16,0
49599.0,23.723000000000006,-12.565,28977,53.284,4205591473262596.0,57.849,53.359,-0.451,5.702000000000001,-0.11,525.712,52.109,52291.0,496747269.0,798.2130000000002,100868141,1044913854326600.0,423.639,1.584,-64.82600000000001,21.498,8.963,203.769,8.289,228.663,-7.511,3.23826819265454e+16,1
14476.0,46.63,-3.028,-11390,51.423,2185847491746648.0,48.574,36.883,-0.529,0.83,-0.094,481.717,48.705,52890.0,378914060.0,825.551,101413882,1169946313485300.0,330.142,1.4469999999999998,-26.897,21.482,9.218,203.891,8.365,207.044,-3.155,3.59259754224246e+16,0
-12847.0,38.454,-1.456,32636,50.029,21191281060656.0,47.244,32.637,-0.608,1.871,-0.079,512.5740000000002,48.195,52012.0,412905762.0,812.648,102883894,1361423053734900.0,344.842,1.242,-25.25,21.489,8.7,204.158,8.353,203.793,-3.013,3.78013175590968e+16,1
-48272.0,50.464,15.273,51823,49.487,4641865804514098.0,58.951,29.468000000000004,-0.394,19.549,-0.068,453.74,52.935,45859.0,322174443.0,824.5419999999998,90320390,2589091527067600.0,377.497,1.289,16.385,21.485,8.263,206.878,8.318999999999999,232.84,2.027,3.80087083365637e+16,1
-40913.0,63.176,3.0660000000000003,-2731,48.25899999999999,6754197159687768.0,40.793,29.515,0.012,6.457000000000002,-0.061,462.262,45.265,44083.0,360761137.0,838.57,90836992,3310840058466300.0,446.906,1.515,9.124,21.573,7.941,207.67,8.274,182.895,1.1,3.65481477548257e+16,0
-16016.0,58.548,-7.07,-7608,48.83,4458054928691420.0,38.124,29.508000000000006,0.194,-0.7290000000000001,-0.057,325.061,43.93,43308.0,392713170.0,835.689,89353072,1045681863742900.0,418.2,1.6469999999999998,-25.471,21.587,7.841,207.579,8.24,173.167,-2.958,3.34196358138829e+16,0
13285.0,34.131,-8.646,55912,50.644,5293540934419418.0,35.8,26.278,-0.05,-24.648000000000003,-0.052000000000000005,165.639,42.774,43145.0,381604284.0,816.934,90084803,1085914072908400.0,476.192,1.801,-42.11600000000001,21.582,7.899,203.727,8.222000000000001,164.891,-4.9030000000000005,2.86231725137352e+16,1
69522.0,35.753,0.194,32976,53.713,2187293967958532.0,44.402,19.949,-0.208,-2.825,-0.041,81.191,46.097,46824.0,633516691.0,817.692,110799652,2088301375218492.0,346.223,1.6740000000000002,19.478,21.787,8.135,203.347,8.231,182.893,2.44,2.21587578543816e+16,1
62400.0,60.224,-16.333,-22039,53.69600000000001,5411913770588270.0,46.879,27.531,-0.06,-5.372000000000001,-0.023,85.351,47.084,48802.0,632793494.0,830.298,111870017,2534202510294500.0,428.084,1.675,4.747,21.227,8.353,202.584,8.253,188.263,0.575,2.08790381030861e+16,0
29184.0,25.542,-3.524,20912,52.745,4929948192172902.0,50.479,23.146,-0.394,-6.9289999999999985,-0.003,148.046,48.504,50611.0,509981148.0,800.337,125248199,2748960421861200.0,514.828,1.715,-12.311,21.216,8.133,201.543,8.231,195.773,-1.515,2.19716972847165e+16,0
24025.0,8.27,-31.91,18059,55.375,3901569309745976.0,69.206,41.835,-1.675,8.036,0.024,1261.0,57.869,56350.0,623765242.0,727.9010000000002,142318556,440357729276700.0,532.344,1.759,-96.64,21.192,8.712,202.89,8.3,253.538,-11.72,2.49966870484234e+16,0
-34086.0,5.752999999999999,-13.499,14183,50.547,4454128909317052.0,41.674,44.52,-2.744,-13.098,0.048,2554.0,44.746,54947.0,400808198.0,696.6610000000002,143667692,711343594499330.0,451.417,1.81,-141.909,21.198,8.312000000000001,201.091,8.275,167.03900000000004,-16.923,3.21916215272417e+16,0
489.108,4.431,-35.29,1746,52.293,4069525641289296.0,39.362,52.242,-3.295,-26.657,0.073,3557.0,43.405,54862.0,341508757.0,676.2289999999998,143321865,883588461943980.0,345.833,1.733,-159.461,21.196,9.373,197.039,8.414,156.092,-19.081,3.75212026226606e+16,0
-34530.0,3.463,7.681,41416,52.301,1004976590235970.0,56.077,49.904,-3.4210000000000003,-0.541,0.098,4322.0,52.434,53843.0,533392466.0,659.682,141856369,3302159408483400.0,279.76,1.359,-157.252,21.117,9.302,196.953,8.467,220.456,-19.249,4.09854303346811e+16,1
12476.0,6.6960000000000015,-11.728,37874,51.374,3262999004012740.0,47.79,39.041,-3.016,-18.766,0.121,4027.0,47.988,49925.0,471727213.0,661.433,130613092,2878211347548890.0,350.721,1.166,-156.259,21.133000000000006,9.041,193.888,8.487,185.752,-19.11,4.25843046633073e+16,0
40391.0,3.752,20.672,62932,55.129,4321286539289436.0,42.00899999999999,33.874,-2.859,-23.665,0.15,2658.0,44.728,54717.0,399891707.0,634.091,125696702,2901378075431019.0,390.376,1.03,-196.207,21.151,8.566,190.388,8.461,158.048,-23.631,4.2317825608534e+16,0
7091.0,1.546,-21.796,32471,52.434,6569940935015440.0,47.697,24.173,-3.553,-11.972,0.17800000000000002,2015.0,47.678,55511.0,397327943.0,574.95,122323867,1895895460894300.0,464.194,1.091,-225.387,21.17,8.328,188.646,8.437000000000001,179.395,-28.162,4.01859931703644e+16,0
25410.0,1.098,-11.558,44310,52.938,3936643505997188.0,49.541,26.385,-4.165,-20.026,0.207,2581.0,48.621,55987.0,433298119.0,547.519,128496563,2113016698306870.0,387.804,1.215,-180.382,21.184,7.933,185.315,8.379,186.211,-24.781,3.61888073487985e+16,1
-70769.0,39.734,-12.507,18001,49.494,2883346620316468.0,40.675,22.38,-3.245,-17.938,0.228,2138.0,44.08600000000001,54904.0,609608387.0,587.908,120541252,211290281463760.0,362.701,1.329,-108.752,21.155,7.817,182.972,8.336,150.086,-15.611,3.03262681438392e+16,1
-72198.0,63.885,11.355,-1657,47.037,5672593645114624.0,38.177,20.655,-1.228,-19.867,0.238,1681.0,42.74100000000001,57389.0,378482247.0,633.999,121174619,1680495199524600.0,402.477,1.526,-42.229,21.186,7.601,180.514,8.274,138.763,-6.245,2.25983755554816e+16,0
-7993.0,60.935,-17.834,73812,52.098,5947177212775352.0,39.676,24.684,0.038,-13.463,0.249,1405.0,43.386,55496.0,309962032.0,630.288,99844400,2640524021083500.0,482.371,1.805,-29.394,21.234,8.446,178.929,8.34,142.692,-4.456,3.26638627829053e+16,0
45451.0,58.683,-9.02,49293,52.679,5856479306359896.0,38.474,23.936,0.523,-24.352,0.262,1052.0,42.813,53413.0,305990834.0,628.232,80399591,2168216588633860.0,392.707,1.841,-33.201,21.358,8.64,175.747,8.372,138.355,-5.02,3.43354307661527e+16,0
60264.0,50.723,-12.031,-1569,51.24,7928154832829917.0,47.339,17.549,0.479,-15.539,0.274,972.714,46.445,53358.0,277793285.0,622.409,101609867,3984398245838535.0,526.174,2.089,-11.683,21.317,7.92,173.658,8.296,159.009,-1.842,4.31072612929505e+16,0
9747.0,27.175,4.698,21323,52.64,6338062505937552.0,56.471,19.825,-0.171,-5.612,0.28800000000000003,849.992,50.658,53790.0,322858391.0,597.613,127689573,4103484666594400.0,472.906,2.239,22.664,21.362,8.027999999999999,172.873,8.286,184.785,3.942,5.23639566343137e+16,0
29928.0,14.2,-22.392,25734,54.532,4508780565193420.0,70.604,25.783,-1.209,-2.9560000000000004,0.307,590.043,58.928,56938.0,284778547.0,565.081,154560238,2355206007367430.0,409.976,2.178,17.562,21.367,8.751,172.338,8.362,246.044,3.208,5.89855963688612e+16,1
-20818.0,33.546,-1.245,5672,49.553,2344198957048732.0,47.99100000000001,23.681,-1.375,1.68,0.319,660.202,48.124,56955.0,225313471.0,578.305,152903169,2557845142612000.0,390.914,1.896,-9.604,21.392,8.375,172.53799999999995,8.339,169.845,-1.634,6.29721804965878e+16,1
-15997.0,67.241,-1.426,20283,51.22,6449066617671704.0,49.518,17.119,-0.345,12.762,0.33,574.519,48.94,56081.0,250071043.0,618.523,158614793,2470280441920000.0,427.764,1.743,-15.477,21.396,8.472999999999999,173.96099999999996,8.354,176.013,-2.441,6.43237090175017e+16,0
-29561.0,35.185,18.697,88168,52.209,9685779802360980.0,56.416,16.403,-0.632,-7.231,0.342,594.731,52.647,55272.0,442509494.0,570.345,187857263,3057583925616400.0,433.584,1.662,-59.94300000000001,21.272,8.006,172.822,8.301,204.514,-9.51,6.30401819315999e+16,0
96675.0,17.187,-30.88,83640,55.56800000000001,6018930657149696.0,66.755,22.523000000000003,-2.351,40.032,0.362,1476.0,58.913,61289.0,552167081.0,499.8,242646772,395475096346720.0,475.667,1.5659999999999998,-128.43200000000002,20.957,8.475,178.134,8.343,260.112,-20.443,5.91215992388823e+16,1
22524.0,53.894,6.335,30906,52.252,5119802719825708.0,55.308,20.606,-1.592,38.27,0.381,1161.0,53.239,61612.0,389647479.0,572.999,272681567,1416718945019046.0,393.009,1.375,-49.41,21.053,8.151,182.454,8.31,218.533,-7.939,5.25679609393531e+16,1
-18098.0,56.789,-3.169,26668,50.633,5602766924144956.0,43.161,20.522,-0.514,-10.789,0.395,1070.0,46.46,61539.0,323059870.0,580.375,278212624,2158351823897800.0,402.025,1.319,-17.238,21.015,7.905,181.072,8.267999999999999,160.041,-2.885,4.33792670330051e+16,0
-45012.0,48.855,13.1,55262,52.378,7612222070620200.0,50.224,20.333,-0.141,3.341,0.41,1068.0,50.239,62147.0,323646271.0,567.6569999999998,271488519,3931991086087100.0,457.632,1.4340000000000002,2.576,20.973000000000006,7.93,181.516,8.248,192.43400000000003,0.456,4.1209200794581e+16,0
28218.0,43.434,-32.649,29994,53.82100000000001,6329022691404132.0,44.851000000000006,23.434,-0.195,10.382,0.428,1064.0,47.27,63534.0,451462206.0,560.0830000000002,274882969,1771183006321971.0,339.718,1.5019999999999998,-18.222,20.967,8.965,182.629,8.361,165.668,-3.151,5.77926336860754e+16,1
31409.0,44.659,-24.703000000000007,10451,52.355,2332032876076744.0,40.209,24.939,-0.229,1.545,0.446,623.811,44.642,62074.0,305910230.0,561.09,272641271,2862732434722200.0,349.035,1.378,-57.433,20.972,9.625,182.782,8.485,140.908,-9.286,5.98209778058076e+16,1
95767.0,77.03399999999998,0.047,102375,57.438,246248300734756.0,57.448,22.38,0.7509999999999999,56.966,0.475,881.8530000000002,53.902,71055.0,640674979.0,604.807,316565693,2459534967223359.0,335.349,1.141,34.461,20.923,9.678,188.588,8.565,223.978,6.042000000000002,7.91475523320177e+16,1
96111.0,90.669,38.332,97000,58.661,2901290751922576.0,57.976000000000006,22.452,2.862,64.128,0.518,1500.0,54.21,82905.0,681487601.0,677.6060000000001,372825530,547954151589980.0,320.225,0.879,177.80599999999995,21.029,9.671,194.926,8.636000000000001,227.079,35.576,9.37854865742131e+16,0
44207.0,76.13600000000002,21.671,29645,53.918,876418888088848.0,46.739,18.803,3.27,10.404000000000002,0.5589999999999999,2057.0,48.422,83497.0,443077398.0,662.002,388010161,2689499261698646.0,404.254,0.799,89.00299999999999,21.088,9.451,196.108,8.674,175.55200000000005,15.533,1.03619311844809e+17,0
-87329.0,75.382,17.527,26607,51.67100000000001,1757798525781188.0,43.545,19.923,2.803,-14.043,0.594,2361.0,46.681,83590.0,404282856.0,661.3530000000002,399500083,2486238289780300.0,344.63,0.764,80.97800000000002,21.113000000000003,8.887,194.254,8.652000000000001,158.835,13.953,1.086490281438e+17,0
-108311.0,52.399,-12.14,24207,51.886,6398409563846276.0,40.955,19.935,1.722,-40.834,0.622,2065.0,45.289,83744.0,1543193777.0,642.185,399000262,2749901037377807.0,363.952,0.918,74.529,19.852,8.781,187.078,8.652999999999999,145.575,13.129,1.08874635471196e+17,0
-72376.0,34.09,-6.169,7968,49.705,7604001398025688.0,51.265,15.842,0.463,9.51,0.64,1409.0,50.166,83708.0,967436436.0,619.677,398653919,2776937054437700.0,397.693,1.083,59.594,19.878,8.676,188.231,8.648,185.998,10.64,1.04296133826994e+17,1
-45301.0,44.224,-7.842,8153,49.069,3788335440325860.0,46.5,11.348,-0.085,-5.879,0.647,590.681,47.855,84343.0,588217802.0,627.479,398345827,1004262723503600.0,355.355,1.163,66.39,19.72,8.36,187.492,8.609,165.665,11.832,9.49135232111923e+16,1
29135.0,48.518,-8.344,59878,53.348,3351109584577384.0,45.084,14.036,-0.208,-21.876,0.6559999999999999,398.192,47.177,84410.0,948716946.0,630.3009999999998,387451767,764241492492520.0,326.173,1.172,25.495,19.071,9.012,184.297,8.677,159.774,4.215,8.07268036237865e+16,0
40317.0,41.152,7.1320000000000014,61625,51.81100000000001,2782385196251328.0,41.707,12.917,-0.277,-43.734,0.662,255.596,45.593,84198.0,613989530.0,625.927,346425469,962040817425020.0,305.648,1.077,-51.679,19.073,8.792,176.171,8.67,146.355,-7.627000000000002,6.17359750647849e+16,1
39790.0,62.652,1.537,32111,51.136,5609907828761236.0,44.09,13.487,-0.052000000000000005,-30.034,0.665,163.657,46.536,83724.0,663144006.0,636.984,340250129,1312749379820800.0,325.643,1.022,-25.018,19.1,8.352,171.483,8.621,152.899,-3.779,3.79410375341875e+16,1
-21358.0,65.721,-6.371,38866,52.076,7952909635323533.0,39.516,13.929,0.14,-14.388,0.667,55.106,44.519,82916.0,481003508.0,638.79,327865104,5601491548370092.0,386.401,1.239,-22.562,19.109,8.62,169.838,8.639,137.014,-3.412,2.16177996136509e+16,0
54444.0,46.934,-19.458,-22786,54.642,-960285608873420.0,31.289,16.37,0.098,-46.737,0.674,37.654,40.419,86348.0,390580925.0,632.924,308636810,5714520447639721.0,271.45,1.154,-9.261,19.12,9.724,163.414,8.78,102.496,-1.442,2.14729158988329e+16,0
-53465.0,42.409,-14.429,-17100,48.131,3573517015066976.0,30.487,16.465,0.006999999999999999,-40.386,0.669,18.899,39.99,88147.0,364208937.0,631.464,326176891,5508970459566582.0,288.36,1.116,11.788,19.108,9.226,158.635,8.776,98.761,1.902,3.02843161036943e+16,1
-89330.0,43.438,15.816,-36690,47.227,5534989931199784.0,26.861,14.696,-0.042,-41.88800000000001,0.652,15.664,38.025,91672.0,240687496.0,631.648,359688774,3025382605394378.0,300.855,1.067,4.169,19.112,8.823,154.41899999999995,8.754,81.884,0.664,3.71693373163971e+16,0
-94316.0,22.089,-2.3280000000000003,39028,49.549,9867922050850180.0,40.969,16.361,-0.187,-50.464,0.631,22.502,43.2,89763.0,340142253.0,625.026,349589306,3398992962849200.0,309.346,1.194,-5.275,19.109,8.884,146.345,8.766,110.95,-0.8370000000000001,4.21279795369493e+16,0
-10604.0,9.68,-9.297,15332,47.77,4652793469385468.0,45.149,15.257,-0.476,-46.807,0.602,62.29600000000001,44.879,86234.0,1607065906.0,613.511,330611481,4386789795656259.0,247.043,1.089,-12.416,19.107,9.373,138.753,8.837,120.79,-1.984,4.51602427653468e+16,1
55386.0,11.44,-3.532,-15148,50.201,1350575707111792.0,38.49800000000001,9.646,-0.5760000000000001,-42.918,0.574,82.244,42.078,86053.0,677264803.0,613.783,317763521,5136910535439500.0,218.341,0.868,-23.201,19.05,9.187,133.372,8.847000000000003,100.208,-3.642,4.62661270015775e+16,0
5115.0,3.927,8.292,8621,49.886,6309437757856360.0,46.569,9.221,-0.888,-25.521,0.545,159.005,45.309,86297.0,404215945.0,596.009,315854030,4013433483696449.5,283.368,0.84,-42.782,19.068,8.661,130.476,8.801,118.3,-6.697,4.54456322456637e+16,0
58734.0,2.227,4.724,12319,50.789,4137059367999252.0,40.599,8.521,-1.243,-30.672,0.518,295.512,42.838,85454.0,348610707.0,582.231,316346803,4727742671099720.0,328.1330000000001,0.927,-50.69300000000001,19.087,8.202,127.287,8.732999999999999,100.925,-8.009,4.26987584975893e+16,0
20155.0,1.178,-20.053,-11361,51.245,6107809343826728.0,38.941,11.509,-1.668,-48.399,0.495,511.739,42.133,85322.0,235451637.0,563.3480000000002,326449410,2070485230657100.0,304.027,1.106,-68.117,19.082,8.336,120.857,8.716000000000001,95.977,-10.787,3.80255057573581e+16,1
-71740.0,4.824,-1.6030000000000002,-29184,46.303,1.02449118742131e+16,33.028,9.183,-1.6780000000000002,-53.284,0.461,527.798,39.504,91668.0,188961359.0,564.372,350983005,4086655052393000.0,321.368,1.432,-67.277,19.092,7.532999999999999,114.552,8.588,77.393,-10.651,3.14258740249702e+16,0
-16926.0,4.64,-10.247,36849,49.984,8706669647661997.0,45.975,9.651,-1.445,-35.825,0.429,445.747,44.545,89966.0,381279219.0,563.641,346519388,2732089444281100.0,302.522,1.659,-61.385,19.092,7.596,110.463,8.527999999999999,102.534,-9.821,2.31117708010394e+16,1
3503.0,54.771,-14.607,4047,51.377,1.21395750778232e+16,56.076,15.643,-0.8140000000000001,-12.424,0.402,313.725,49.194,89451.0,314459642.0,577.854,347350928,2012520359499248.0,334.987,1.89,-35.657,19.012,8.384,109.164,8.568999999999999,128.171,-5.812,5.39904236727665e+16,1
98824.0,58.728,-18.584,-45739,51.236,7125587284221428.0,51.73,14.621,-0.303,-22.63,0.379,128.566,47.541,89341.0,300354702.0,579.582,333260721,2876646996674105.0,293.187,1.889,-34.201,19.03,8.72,106.693,8.601,118.297,-5.572,7.03914555912028e+16,0
21560.0,15.606,-10.417,-26023,50.983,2746289519963592.0,54.74,13.682,-0.813,-8.36,0.36,157.47299999999996,48.901,87947.0,428079401.0,543.197,304619270,2984247364457600.0,276.425,1.791,-52.812,19.083,8.522,105.875,8.583,125.559,-8.861,9.59524233883935e+16,0
-26468.0,7.007999999999999,-10.04,-18374,50.0,1.53393365410347e+16,45.82899999999999,14.793,-1.989,3.564,0.34,603.396,45.505,88166.0,414702237.0,502.664,292930163,5818097567077812.0,364.444,1.894,-79.567,19.232,8.399,106.136,8.562999999999999,106.149,-13.666,1.16243772079018e+17,0
-70757.0,6.561,-12.012,-39226,47.619,8528770499966931.0,39.329,15.634,-2.531,-9.622,0.315,977.857,42.725,90583.0,198649142.0,499.324,309983238,4800023904155009.0,358.781,1.874,-64.024,19.236,8.314,105.457,8.542,89.258,-11.365,1.30693201085362e+17,0
-6411.0,3.535,-29.204,-29659,50.687,5958918074638444.0,41.88,14.749,-3.124,14.478,0.293,1617.0,43.707,90594.0,282812374.0,469.42800000000005,337147058,5179857569729619.0,279.73,1.655,-94.944,19.223,9.3,106.304,8.654,93.739,-16.823,1.39300710407414e+17,0
-10589.0,2.7460000000000004,6.667999999999998,-11479,49.528,3125123489685864.0,50.658,11.178,-3.389,-0.867,0.27,2096.0,47.242,90589.0,344163372.0,457.005,335318927,2398730750764800.0,281.749,1.404,-106.636,19.284,8.65,106.235,8.612,109.988,-18.919,1.42066300045189e+17,1
45040.0,36.023,-12.634,20169,49.968,1.31554836478888e+16,60.85,12.025,-2.634,10.931,0.249,1635.0,52.034,90759.0,329349375.0,476.297,332571892,5033491198591983.0,298.606,1.355,-101.556,19.306,8.535,107.178,8.6,133.994,-17.575,1.38989969998676e+17,0
-36205.0,28.468000000000004,26.276,-57500,48.845,1.20772808248646e+16,52.934,10.357,-2.0340000000000003,18.85,0.226,757.437,49.056,83927.0,344256039.0,466.322,293285963,4024100386013999.0,271.763,1.31,-113.26,19.37,7.922999999999999,108.527,8.516,119.097,-19.542,1.30071720267887e+17,0
-34276.0,14.31,-17.165,-63880,47.771,1.65190213148574e+16,47.49100000000001,8.391,-2.307,-8.835,0.2,477.307,46.875,71377.0,338713285.0,434.951,236363771,7776964007787058.0,400.77,1.605,-108.246,19.317,7.491,107.781,8.422,107.848,-19.928,1.15311550852809e+17,1
-19961.0,30.025,-2.519,-23973,49.03,1.23147008833571e+16,50.118,8.721,-2.0540000000000003,11.753,0.173,387.288,47.969,68266.0,294012920.0,444.394,216875940,7361405015459453.0,356.29,1.828,-58.27,19.243,7.438,108.628,8.355,112.786,-11.592,9.47094617534587e+16,1
-4187.0,42.457,-30.502,-41831,48.71100000000001,1.42757759759204e+16,37.114,10.274,-1.41,-13.376,0.147,183.645,42.333,68351.0,330099995.0,451.812,202497041,3193701913699140.0,346.814,2.082,-47.512,19.215,7.9289999999999985,107.711,8.36,83.139,-9.515,9.69902409059492e+16,1
37248.0,54.688,-8.637,2679,49.857,3070557285892880.0,36.618,11.005999999999998,-0.652,5.711,0.122,160.768,42.095,67428.0,202592758.0,459.325,194402381,6430548919690876.0,239.351,1.969,-10.103,19.264,8.732999999999999,108.027,8.436,81.812,-2.152,1.44658670920888e+17,0
45642.0,44.655,-15.554,-12257,51.573,5919646960994880.0,45.264,10.454,-0.316,-7.103,0.104,160.768,45.445,68042.0,209025231.0,454.031,189875719,6888996414016673.0,252.085,1.743,-2.974,19.267,9.135,107.506,8.507,95.252,-0.6509999999999999,1.59382164655424e+17,0
100622.0,39.302,-4.801,-8140,54.118,763502988816464.0,53.64,11.33,-0.235,-13.781,0.097,87.337,49.05,72674.0,204086959.0,451.41,189605847,2227354489419832.0,228.572,1.382,-24.887,19.221,9.94,106.245,8.651,110.508,-5.225,2.09968896694972e+17,0
31374.0,30.348000000000006,0.118,-28906,51.334,7393065176301728.0,47.976000000000006,5.959,-0.316,-15.113,0.094,52.544,46.846,70100.0,267069623.0,447.11,195513722,2823346345056251.0,251.003,1.121,-19.211,19.211,9.442,104.968,8.67,100.42,-4.12,2.47918183623107e+17,0
10714.0,7.3439999999999985,-14.136,-7834,51.889,9708125693121860.0,58.402,6.93,-1.4240000000000002,-3.674,0.094,252.864,51.61,70286.0,329722403.0,407.703,200614206,5003472460060350.0,246.531,1.027,-27.247,19.166,9.366,104.638,8.71,120.946,-6.2639999999999985,2.73230025439822e+17,0
-68942.0,6.521,5.57,-33953,50.174,620741550624904.0,51.14,4.371,-2.079,2.197,0.093,467.793,48.752,69940.0,313706384.0,403.328,185825646,2916505435196373.0,222.747,0.885,-41.067,19.141,8.943999999999997,104.805,8.698,108.481,-9.241,2.85904422145122e+17,1
-73778.0,49.326,-10.808,-61487,47.342,7373617057488080.0,39.95,4.5539999999999985,-1.491,-5.433,0.086,458.643,43.718,70765.0,169323558.0,425.31,185184996,3080571166718500.0,259.495,0.847,-26.502,19.145,8.943999999999997,104.459,8.714,84.40799999999999,-5.8660000000000005,2.8594137373902e+17,0
-92074.0,38.096,6.97,-19642,46.949,1.75861450024966e+16,34.553000000000004,4.187,-1.114,-25.665,0.07200000000000001,393.537,40.933,65282.0,167560034.0,415.876,188945252,8886626986659646.0,229.821,1.095,-43.449,19.131,8.322000000000001,102.74,8.648,69.681,-9.459,2.73340880221495e+17,1
-7608.0,70.335,3.148,36351,49.952,1.64380630975353e+16,56.006,4.408,0.065,4.783,0.059,344.065,51.275,64567.0,273439145.0,445.898,192903296,6810313270096831.0,295.145,1.39,-8.132,19.146,7.892,103.116,8.572000000000001,115.249,-1.791,2.48102941592556e+17,1
71575.0,85.785,12.035,58439,51.304,1.23955079325028e+16,58.722,4.8439999999999985,1.976,-8.138,0.05,746.584,52.807,63033.0,324802430.0,487.666,182798329,653753965536010.0,283.944,1.655,36.256,19.124,7.902,102.337,8.529,123.089,8.032,2.10227557852209e+17,1
108724.0,90.86,17.748,-4469,52.826,7647893978602216.0,61.119,5.394,3.574,8.986,0.049,1629.0,54.135,66061.0,413786525.0,517.354,184026445,5588672870752832.0,200.551,1.622,70.244,19.146,8.479,103.101,8.562999999999999,129.799,15.711,1.5971472900046e+17,0
7583.0,74.81,7.198,14729,50.215,51415760676336.0,47.882,4.772,3.45,-5.037,0.048,1804.0,48.175,64198.0,402350546.0,505.461,166686347,5409065112676206.0,245.222,1.491,97.758,19.092,8.5,102.713,8.56,102.416,23.978,1.03002892607934e+17,0
-36061.0,51.62,-7.3279999999999985,-15807,49.249,5007631754527848.0,50.31100000000001,4.9110000000000005,2.186,-4.498,0.045,1364.0,49.337,64369.0,367240433.0,485.296,165260051,2474790994248787.0,280.363,1.372,81.96799999999998,19.054,8.75,102.351,8.589,107.713,20.323,7.68820566390784e+16,1
-77747.0,57.21,-14.341,-25693,48.597,3985602481425072.0,40.719,4.932,1.318,1.953,0.038,1072.0,44.665,65010.0,221115433.0,490.961,170716588,3451817288130800.0,266.106,1.3330000000000002,65.65100000000001,19.054,8.902999999999997,102.467,8.619,84.76299999999998,15.436,8.96042708108001e+16,1
-54120.0,67.469,-5.271,-25612,47.341,1.29834476019716e+16,42.464,4.165,1.037,7.43,0.026,440.799,45.424,66961.0,204273914.0,501.271,176860137,3030987408737500.0,264.259,1.344,85.395,19.046,8.497,102.901,8.585,87.891,20.534,1.21668603003855e+17,0
