activeaddresses30trx,mining_profitability90trx,priceUSD,price30varUSD,price30stdUSD,mining_profitability90sma,sentinusd90varUSD,top100cap14trx,top100cap90wma,price90rocUSD,hashrate14std,price30momUSD,difficulty90std,price90momUSD,top100cap30roc,mining_profitability3wma,difficulty7trx,top100cap30rsi,top100cap,price7momUSD,price7rsiUSD,top100cap14roc,price3trxUSD,top100cap14mom,mediantransactionvalueUSD,category
0.537,-0.978,642.185,3622.0,120.359,234.454,6.07730392349146e+16,-0.063,21.212,-10.896,3988060535502700.0,-188.113,1804262639.0,-78.53,-6.479,87.042,1.858,26.883000000000006,19.852,74.529,57.478,-7.089,1.722,-1.515,145.575,0
0.546,-0.98,619.677,2502.0,100.037,229.245,6.14320573599713e+16,-0.084,21.181,-15.523,3806025543514104.0,-180.66,1820769553.0,-113.871,-6.308,83.33,1.703,27.546,19.878,59.594,50.153,-7.0779999999999985,0.463,-1.514,185.998,1
0.55,-0.982,627.479,2064.0,90.872,224.193,5.86928493010159e+16,-0.11,21.146,-26.725,3913006978634957.0,-100.422,1834529235.0,-228.854,-6.947,84.75,1.5319999999999998,26.059,19.72,66.39,52.596,-7.835,-0.085,-1.676,165.665,1
0.555,-0.984,630.3009999999998,1826.0,85.463,218.414,6.00033870355282e+16,-0.145,21.097,-31.251,3988359624311520.0,-66.359,1847878045.0,-286.517,-10.033,80.251,1.356,21.211,19.071,25.495,53.556,-10.345,-0.208,-2.201,159.774,0
0.5589999999999999,-0.986,625.927,1680.0,81.98200000000001,213.96400000000003,5.783666033872e+16,-0.185,21.05,-29.489,3861435402085400.0,-50.301,1862872939.0,-261.77,-10.014,82.67399999999998,1.185,21.264,19.073,-51.679,51.664,-8.988999999999997,-0.277,-1.884,146.355,0
0.563,-0.987,636.984,1617.0,80.42,209.846,5.73625103723982e+16,-0.224,21.003,-25.379,3536266095743214.0,-22.698,1875523777.0,-216.637,-9.55,86.212,1.024,21.909,19.1,-25.018,56.226000000000006,-9.275,-0.052000000000000005,-1.953,152.899,0
0.565,-0.989,638.79,1550.0,78.733,205.107,5.66381425513721e+16,-0.261,20.958,-26.587,4921668393837124.0,-22.642,1902746668.0,-231.343,-9.576,79.288,1.051,22.129,19.109,-22.562,57.0,-9.07,0.14,-1.906,137.014,0
0.5660000000000001,-0.991,632.924,1548.0,78.67699999999998,200.134,5.68514465113359e+16,-0.294,20.913,-25.955,4919536111743316.0,-1.167,1928238514.0,-221.859,-9.604,72.946,1.145,22.392,19.12,-9.261,53.423,-8.837,0.098,-1.853,102.496,0
0.557,-0.993,631.464,1536.0,78.392,196.27,5.69140805974621e+16,-0.32299999999999995,20.869,-24.331,5128571779190848.0,56.515,1950572341.0,-203.046,-9.738,73.33,1.229,22.308000000000003,19.108,11.788,52.467,-8.863,0.006999999999999999,-1.858,98.761,0
0.54,-0.995,631.648,1430.0,75.633,191.981,4.44317290371823e+16,-0.34600000000000003,20.825,-18.436,4945655364252278.0,84.12899999999998,1969855565.0,-142.768,-9.784,77.673,1.275,22.395,19.112,4.169,52.591,-8.871,-0.042,-1.86,81.884,0
0.524,-0.997,625.026,1420.0,75.365,188.554,4.13196163765108e+16,-0.364,20.782,-7.129,5195251052655672.0,37.118,1986177041.0,-47.975,-9.669,73.646,1.274,22.376,19.109,-5.275,47.371,-8.67,-0.187,-1.814,110.95,0
0.501,-0.999,613.511,1402.0,74.895,186.002,5.07911188918712e+16,-0.378,20.74,10.638,4460061497427360.0,-20.488000000000003,1999609295.0,58.989,-9.81,71.042,1.233,22.362,19.107,-12.416,39.431,-9.14,-0.476,-1.922,120.79,0
0.477,-1.001,613.783,1389.0,74.547,182.962,4.99142559434482e+16,-0.387,20.697,-0.358,4311683487567600.0,-16.506,2010210245.0,-2.205,-10.286,73.585,1.161,21.881,19.05,-23.201,39.709,-9.667,-0.5760000000000001,-2.039,100.208,0
0.453,-1.003,596.009,1383.0,74.389,180.278,4.98896454314088e+16,-0.392,20.655,-10.176,4322513918209500.0,-32.223,2018024511.0,-67.52,-10.724,74.306,1.069,22.423,19.068,-42.782,29.402,-9.687,-0.888,-2.045,118.3,0
0.431,-1.004,582.231,1399.0,74.811,177.908,5.00883478124562e+16,-0.393,20.614,-5.2189999999999985,4764423721268036.0,-40.177,2028462009.0,-32.06,-10.459,74.092,0.966,23.012,19.087,-50.69300000000001,23.813,-3.852,-1.243,-0.765,100.925,0
0.41,-1.006,563.3480000000002,1460.0,76.41,175.47099999999998,5.08306995755675e+16,-0.39,20.574,-11.258,5415926313963662.0,-34.266,2039947382.0,-71.471,-10.674,67.811,0.8590000000000001,22.961,19.082,-68.117,18.261,-4.006,-1.668,-0.7959999999999999,95.977,0
0.384,-1.008,564.372,1462.0,76.462,173.162,5.18713072492079e+16,-0.385,20.535,-13.185,6671269358892448.0,-0.7090000000000001,2049099376.0,-85.713,-10.646,69.061,0.755,23.289,19.092,-67.277,19.449,-3.1830000000000003,-1.6780000000000002,-0.628,77.393,0
0.364,-1.01,563.641,1496.0,77.355,170.74400000000003,5.19541554504501e+16,-0.376,20.496,-15.966,7073688361317242.0,-14.664,2056658376.0,-107.086,-10.752,67.339,0.6629999999999999,23.289,19.092,-61.385,19.217,0.109,-1.445,0.021,102.534,0
0.343,-1.012,577.854,1515.0,77.844,168.259,5.22376700713443e+16,-0.366,20.456,-13.804,7585156142461218.0,-40.669,2092952787.0,-92.54,-11.144,60.56100000000001,0.861,22.482,19.012,-35.657,36.456,-0.32299999999999995,-0.8140000000000001,-0.062,128.171,0
0.322,-1.014,579.582,1497.0,77.373,165.253,5.26119998482439e+16,-0.355,20.417,-20.654,7443053834803912.0,9.236,2125229865.0,-150.86700000000005,-10.539,58.072,1.129,23.105,19.03,-34.201,38.323,-0.369,-0.303,-0.07,118.297,0
0.303,-1.016,543.197,1253.0,70.809,162.274,5.2618227915451e+16,-0.342,20.38,-27.868,7642576973598685.0,43.397,2153670242.0,-209.858,-8.943,57.925,1.361,24.934,19.083,-52.812,22.258000000000006,-0.13699999999999998,-0.813,-0.026,125.559,0
0.287,-1.018,502.664,1569.0,79.218,159.679,5.26494138934728e+16,-0.326,20.347,-31.9,8100023129252483.0,-70.335,2178424191.0,-235.461,-8.649,53.371,1.514,29.782,19.232,-79.567,14.408,0.588,-1.989,0.112,106.149,0
0.267,-1.02,499.324,1908.0,87.35600000000002,156.55200000000005,5.34581691489292e+16,-0.308,20.314,-31.577,8074245954317736.0,-81.051,2199616175.0,-230.435,-8.465,51.621,1.58,29.919,19.236,-64.024,13.936,0.67,-2.531,0.128,89.258,0
0.247,-1.022,469.42800000000005,2438.0,98.761,153.491,5.3782841162468e+16,-0.28800000000000003,20.282,-38.292,7597751236781997.0,-98.229,2217348325.0,-291.291,-8.342,46.074,1.5730000000000002,29.737,19.223,-94.944,10.380999999999998,0.584,-3.124,0.112,93.739,0
0.228,-1.024,457.005,3041.0,110.29,150.395,5.38435386441835e+16,-0.268,20.251,-39.599,7575821493437350.0,-103.078,2231703114.0,-299.6090000000001,-8.024,48.051,1.509,31.719,19.284,-106.636,9.238,0.916,-3.389,0.175,109.988,0
0.212,-1.027,476.297,3462.0,117.67,147.019,5.40184531794366e+16,-0.247,20.221,-38.235,7083358761624332.0,-84.792,2242745393.0,-294.847,-7.9460000000000015,46.55,1.4069999999999998,32.412,19.306,-101.556,24.328000000000007,1.037,-2.634,0.198,133.994,0
0.197,-1.029,466.322,3958.0,125.83,145.125,5.41890742602418e+16,-0.225,20.193,-40.198,5520734092503453.0,-138.485,2258148164.0,-313.452,-7.422999999999999,49.913,1.283,34.475,19.37,-113.26,22.11,1.681,-2.0340000000000003,0.32,119.097,0
0.183,-1.031,434.951,4391.0,132.528,142.204,5.38159782845989e+16,-0.203,20.165,-45.195,7550737570161010.0,-242.655,2271026221.0,-358.67800000000005,-8.144,46.237,1.149,33.598,19.317,-108.246,16.569000000000006,1.306,-2.307,0.249,107.848,0
0.17,-1.033,444.394,4712.0,137.292,139.66,5.41615711321162e+16,-0.184,20.135,-46.75899999999999,7842732929044718.0,-217.608,2281045718.0,-390.295,-8.751,44.88800000000001,1.014,32.412,19.243,-58.27,23.318,0.816,-2.0540000000000003,0.156,112.786,0
0.156,-1.035,451.812,4875.0,139.642,136.079,5.31269333146068e+16,-0.166,20.105,-48.522,8924097329692994.0,-209.54,2311238617.0,-425.8730000000001,-8.991,40.035,1.0659999999999998,31.965,19.215,-47.512,28.61,0.6970000000000001,-1.41,0.133,83.139,0
0.14400000000000002,-1.037,459.325,5008.0,141.539,132.738,5.14841973621342e+16,-0.15,20.076,-52.239,8859433845998259.0,-182.86,2365508358.0,-502.392,-2.963,38.862,1.349,33.607,19.264,-10.103,33.993,0.9,-0.652,0.172,81.812,0
0.13,-1.039,454.031,5218.0,144.477,129.717,5.08784325414861e+16,-0.135,20.048,-50.369,8642123285226499.0,-165.646,2414043661.0,-460.779,-3.073,37.56800000000001,1.652,33.721,19.267,-2.974,32.009,0.918,-0.316,0.175,95.252,0
0.117,-1.042,451.41,5345.0,146.21200000000005,126.664,5.11486995515181e+16,-0.122,20.02,-46.788,8603896350463206.0,-176.06900000000005,2457184356.0,-396.921,-2.529,36.265,1.879,32.922,19.221,-24.887,30.965,1.1,-0.235,0.209,110.508,1
0.106,-1.044,447.11,5412.0,147.127,123.417,5.14915447845779e+16,-0.11,19.992,-47.389,8120974964374270.0,-183.191,2495210268.0,-402.73,0.7340000000000001,37.158,2.001,32.751,19.211,-19.211,29.146,0.953,-0.316,0.181,100.42,1
0.097,-1.046,407.703,5713.0,151.164,120.697,5.16356341386238e+16,-0.1,19.963,-51.82100000000001,7857220884684106.0,-218.224,2528352184.0,-438.517,0.488,34.663000000000004,2.021,31.97,19.166,-27.247,17.901,0.4370000000000001,-1.4240000000000002,0.083,120.946,1
0.08900000000000001,-1.0490000000000002,403.328,5866.0,153.175,117.451,5.17517100690169e+16,-0.092,19.934,-55.16,7861141992021246.0,-233.656,2556800032.0,-496.148,0.21600000000000005,35.492,1.961,31.538,19.141,-41.067,17.048,-0.471,-2.079,-0.091,108.481,1
0.075,-1.051,425.31,5730.0,151.394,114.111,5.24960194809725e+16,-0.085,19.906,-52.42,7808629033656462.0,-213.481,2580709051.0,-468.568,0.18600000000000005,34.84,1.844,31.664,19.145,-26.502,35.143,-0.477,-1.491,-0.092,84.40799999999999,1
0.063,-1.053,415.876,5599.0,149.654,112.212,5.33201080674376e+16,-0.08,19.878,-50.338,8513295667827165.0,-217.048,2610721230.0,-421.539,0.057,34.706,1.692,31.406,19.131,-43.449,31.683000000000003,-0.482,-1.114,-0.093,69.681,1
0.054000000000000006,-1.055,445.898,5227.0,144.602,109.982,5.3262830846088e+16,-0.075,19.85,-47.18899999999999,8660749681414094.0,-185.566,2638622854.0,-398.431,0.198,36.116,1.5219999999999998,32.035,19.146,-8.132,49.972,-0.7170000000000001,0.065,-0.138,115.249,1
0.05,-1.058,487.666,4685.0,136.894,107.479,5.33418716286995e+16,-0.071,19.823,-43.15,9458683429321480.0,-143.982,2662757373.0,-370.14,0.064,37.673,1.349,31.605,19.124,36.256,65.126,-0.942,1.976,-0.182,123.089,1
0.048,-1.06,517.354,4166.0,129.096,105.349,5.32967623786442e+16,-0.067,19.797,-39.428,8842612235835243.0,-107.672,2683226439.0,-336.754,0.19,39.312,1.179,32.518,19.146,70.244,72.127,-1.159,3.574,-0.225,129.799,0
0.044,-1.062,505.461,3705.0,121.73,103.515,5.32092177318909e+16,-0.064,19.77,-38.561,8846355983794773.0,-108.05,2708609156.0,-317.249,-0.08199999999999999,40.195,1.0759999999999998,31.441,19.092,97.758,65.94,-1.165,3.45,-0.225,102.416,0
0.036000000000000004,-1.065,485.296,3207.0,113.254,101.074,5.30178153808192e+16,-0.062,19.742,-42.01300000000001,9055224089829770.0,-128.487,2760106516.0,-351.61,0.024,38.177,1.1740000000000002,30.709,19.054,81.96799999999998,56.374,-0.98,2.186,-0.189,107.713,0
0.025,-1.067,490.961,2815.0,106.108,98.904,5.35022468470143e+16,-0.06,19.715,-41.71100000000001,9543632109559940.0,-105.048,2805925171.0,-351.333,-0.07400000000000001,35.941,1.3159999999999998,30.699,19.054,65.65100000000001,58.354,-0.8370000000000001,1.318,-0.161,84.76299999999998,0
0.014,-1.069,501.271,2505.0,100.106,96.308,5.35281668663698e+16,-0.059,19.689,-43.427,9551531879943280.0,-80.961,2846339371.0,-384.786,-0.21600000000000005,36.728,1.4269999999999998,30.539,19.046,85.395,62.015,-1.131,1.037,-0.218,87.891,0
0.0,-1.072,498.97,2294.0,95.798,94.264,5.34998259531696e+16,-0.058,19.663,-42.185,1.03792106274899e+16,-64.378,2881576519.0,-364.069,-0.219,35.75,1.482,30.415,19.04,53.072,60.628,-1.179,0.777,-0.227,83.943,0
-0.009000000000000001,-1.074,491.704,2060.0,90.779,91.795,5.34947963941523e+16,-0.058,19.636,-42.319,9041262535402390.0,-72.668,2911824567.0,-360.744,-0.502,34.67,1.4780000000000002,29.5,18.996,4.038,56.011,-1.17,0.3670000000000001,-0.225,88.09299999999998,0
-0.02,-1.0759999999999998,486.543,1814.0,85.186,89.713,5.36080704039063e+16,-0.056,19.614,-41.933,8256515665629630.0,-77.098,2937237657.0,-351.3540000000001,0.491,34.371,1.425,37.838,19.186,-30.811,52.68600000000001,-0.133,-0.032,-0.026,63.8,0
-0.028,-1.079,487.399,1463.0,76.50399999999998,87.727,5.38156942105603e+16,-0.052000000000000005,19.594,-39.69,7768398613287874.0,-90.455,2963143762.0,-320.758,1.073,33.69,1.337,39.027,19.216,-18.062,53.223,0.258,-0.204,0.049,83.931,0
-0.034,-1.081,464.777,1072.0,65.469,86.04799999999999,5.40976444684267e+16,-0.048,19.573,-43.965,6060154833857958.0,-114.805,2992639105.0,-364.669,0.8270000000000001,36.114,1.227,38.309,19.187,-20.519,39.42,0.239,-0.812,0.046,73.07,0
-0.043,-1.083,456.496,885.438,59.51300000000001,84.287,5.47942169932197e+16,-0.043,19.553,-46.99100000000001,5634576881178371.0,-86.70100000000002,3018102578.0,-404.664,0.505,33.575,1.105,38.111,19.179,-34.465,35.49,0.181,-1.29,0.035,77.477,0
-0.051,-1.086,450.932,845.923,58.17,82.307,5.46572733663588e+16,-0.038,19.533,-47.508,5667367326381559.0,-51.732,3039635507.0,-408.11800000000005,-0.259,33.853,0.98,38.238,19.182,-50.338,32.917,0.27,-1.508,0.052000000000000005,65.825,0
-0.057,-1.088,435.888,828.2260000000001,57.558,80.779,5.48610956481385e+16,-0.032,19.514,-45.392,5741837297864737.0,-63.43600000000001,3057320944.0,-362.325,-0.109,30.781,0.858,39.65,19.215,-63.082,26.791,0.362,-1.804,0.069,88.369,0
-0.062,-1.09,443.354,837.8530000000002,57.89100000000001,79.127,5.51477496892103e+16,-0.028,19.495,-46.29600000000001,5789210937537053.0,-26.074,3073016869.0,-382.197,-0.46,32.452,0.754,37.493,19.135,-48.35,33.912,0.058,-1.554,0.011,80.982,0
-0.066,-1.093,444.261,846.9,58.203,77.063,5.55562749777592e+16,-0.025,19.476,-45.332,6040909117951902.0,-12.743,3127295050.0,-368.386,-0.795,28.193,0.889,37.38800000000001,19.131,-42.282,34.811,-0.077,-1.142,-0.015,96.06,0
-0.071,-1.095,453.541,840.4860000000001,57.982,75.31,5.59469006001087e+16,-0.022,19.457,-44.995,5464482021154345.0,-22.757,3175407181.0,-371.001,-0.79,30.465,1.084,38.379,19.153,-33.858000000000004,43.915,0.322,-0.515,0.061,81.51899999999998,0
-0.079,-1.097,448.574,843.5239999999999,58.087,73.50399999999998,5.60774781850915e+16,-0.02,19.438,-46.507,7502155657176104.0,-17.748,3217629871.0,-389.996,-1.456,28.247,1.251,36.626,19.088,-16.203,40.393,0.177,-0.244,0.034,71.922,0
-0.093,-1.099,439.48,836.705,57.852,71.627,5.63710577572062e+16,-0.018000000000000002,19.42,-47.411,7409650059452333.0,4.53,3254192371.0,-396.209,-1.195,27.292,1.356,36.572,19.086,-17.016,34.484,0.16899999999999998,-0.376,0.032,59.135,1
-0.106,-1.102,434.535,850.01,58.31,69.995,5.68858039153268e+16,-0.018000000000000002,19.402,-46.809,7370212317141210.0,-9.859,3285283668.0,-382.399,-0.775,26.904,1.394,36.945,19.094,-16.397000000000002,31.556,0.252,-0.585,0.048,61.051,1
-0.119,-1.104,431.727,873.36,59.105,68.173,5.64307904466447e+16,-0.017,19.386,-47.202,7711098923389446.0,-20.085,3311057890.0,-385.965,-0.5579999999999999,26.157,1.374,37.594,19.107,-4.1610000000000005,29.875,0.354,-0.708,0.067,72.65899999999998,1
-0.128,-1.106,427.341,905.357,60.178,66.719,5.59001660610767e+16,-0.017,19.37,-48.532,8114602265732526.0,-31.984,3340909343.0,-402.957,-0.7829999999999999,29.112,1.31,37.87,19.113,-16.012999999999998,27.232,0.616,-0.7959999999999999,0.117,74.42399999999998,1
-0.136,-1.109,435.189,921.539,60.714,65.117,5.57463396511811e+16,-0.016,19.354,-45.624,1.00528801501697e+16,-18.841,3370799087.0,-365.148,-0.851,27.107,1.216,37.571,19.103,-9.072,38.577,-0.429,-0.516,-0.08199999999999999,82.079,1
-0.141,-1.111,440.75,929.301,60.969,64.006,5.55422985605803e+16,-0.015,19.34,-39.449,9918750655703470.0,-10.661,3396220889.0,-287.152,-0.418,27.891,1.106,39.459,19.141,-12.791,45.588,-0.391,-0.104,-0.075,73.486,1
-0.145,-1.113,443.871,931.736,61.049,62.755,5.58205373031857e+16,-0.014,19.326,-36.286,9704326506953490.0,-3.239,3417274464.0,-252.789,-0.424,27.858,0.989,39.102,19.13,-4.702,49.37300000000001,-0.299,0.221,-0.057,78.10300000000002,1
-0.152,-1.115,449.566,851.42,58.358,61.868,5.58852447381373e+16,-0.013,19.312,-33.519,1.03385131295246e+16,41.863,3434040156.0,-226.662,-0.16699999999999998,28.917,0.871,39.345,19.134,10.086,55.903,-0.234,0.508,-0.045,61.765,0
-0.157,-1.118,442.545,757.7489999999998,55.054,60.6,5.60528578354261e+16,-0.012,19.299,-32.915,1.0529396894303e+16,39.217,3446580540.0,-217.138,-0.029,26.741,0.758,39.428,19.136,8.01,47.155,-0.242,0.38,-0.046,55.039,1
-0.161,-1.12,438.129,733.895,54.181,59.53,5.61976378310137e+16,-0.011,19.287,-33.761,1.02178541426906e+16,12.819,3468563090.0,-223.304,-0.105,27.121,0.726,39.025,19.125,6.402,42.298,-0.473,0.093,-0.091,71.054,1
-0.166,-1.122,437.341,685.821,52.37600000000001,58.337,5.62813756817102e+16,-0.01,19.274,-31.029,1.02207341090215e+16,21.465,3506561403.0,-196.75,-0.081,25.6,0.82,38.678,19.115,10.0,41.411,-0.104,-0.104,-0.02,76.029,1
-0.16899999999999998,-1.124,441.538,690.696,52.562,57.403,5.63231374613968e+16,-0.009000000000000001,19.263,-23.204,1.03439731671576e+16,-4.36,3538736687.0,-133.412,-0.124,24.961,0.936,39.111,19.122,6.349,48.17100000000001,-0.044,-0.06,-0.008,74.131,1
-0.168,-1.127,445.787,671.127,51.812,56.471,5.62941336846683e+16,-0.008,19.252,-18.581,1.06042614160658e+16,-41.879,3565246600.0,-101.732,0.07200000000000001,25.273000000000003,1.026,40.003,19.138,5.038,54.38800000000001,-0.08199999999999999,0.121,-0.016,63.165,1
-0.168,-1.129,444.766,558.612,47.27,55.482,5.57886263482296e+16,-0.006999999999999999,19.242,-24.348000000000006,1.19193713257902e+16,-72.589,3586216782.0,-143.142,0.029,25.916,1.072,40.81,19.151,0.894,52.618,0.331,0.184,0.063,79.002,1
-0.16899999999999998,-1.131,446.281,478.69,43.758,54.411,5.60807021076207e+16,-0.006,19.232,-29.609,1.30626614430609e+16,-59.18,3601743994.0,-187.719,0.29100000000000004,25.271,1.074,40.652,19.147,-3.285,55.144,0.322,0.22,0.061,69.196,1
-0.166,-1.133,445.298,448.461,42.354,53.7,5.67520331313716e+16,-0.005,19.223,-29.35,1.2275891188752e+16,-39.99800000000001,3628923613.0,-184.99,0.514,25.713,1.039,40.962,19.152,2.753,53.005,0.306,0.18,0.059,67.876,1
-0.159,-1.135,445.022,401.104,40.055,52.81399999999999,5.69224920547109e+16,-0.004,19.214,-29.163,9326295508388250.0,-45.93899999999999,3651668127.0,-183.21,0.513,25.377,0.978,40.924,19.151,6.893,52.339,0.231,0.119,0.044,92.427,1
-0.147,-1.137,465.278,324.052,36.003,51.92,5.78760543430335e+16,-0.002,19.206,-25.246,9952890326811370.0,-35.993,3669865901.0,-157.131,0.516,25.622,0.9,40.596,19.144,27.936,77.024,0.16399999999999998,0.642,0.031,109.502,1
-0.13699999999999998,-1.14,492.31,303.9890000000001,34.871,51.184,5.78544024644917e+16,-0.001,19.198,-17.621,1.01897839857925e+16,-6.66,3683584320.0,-105.303,0.55,26.988000000000003,0.812,40.622,19.145,50.772,87.28,0.217,1.646,0.041,113.513,1
-0.128,-1.142,509.156,361.927,38.049,50.597,5.77639763559516e+16,-0.001,19.191,-9.897,9494201122798210.0,17.452,3692873306.0,-55.925,0.8190000000000001,28.059,0.722,41.113,19.152,63.369,90.397,0.058,2.436,0.011,108.972,1
-0.118,-1.144,529.149,521.597,45.677,49.76600000000001,5.83180560622804e+16,0.0,19.184,-8.5,8865879416609029.0,42.606,3697766238.0,-49.155,-0.28300000000000003,29.295,0.633,40.114,19.131,84.384,92.83,0.008,2.995,0.002,123.206,1
-0.114,-1.146,519.347,629.153,50.166,49.01300000000001,5.82028630407832e+16,0.009000000000000001,19.193,-16.034000000000002,8875496264123322.0,31.948,3727494041.0,-99.175,3.0410000000000004,27.557,0.688,67.166,19.8,73.067,81.081,3.479,2.5660000000000003,0.6659999999999999,97.066,1
-0.107,-1.148,559.931,993.024,63.025,48.255,5.82350837537862e+16,0.022,19.201,-1.826,8855829878926800.0,95.154,3790526694.0,-10.414,3.17,27.702,0.934,66.945,19.795,114.633,88.259,3.446,2.94,0.659,108.389,1
-0.099,-1.15,580.2769999999998,1486.0,77.098,47.752,5.79467534316487e+16,0.038,19.21,16.102,8035374518331526.0,123.781,3845642157.0,80.477,3.1910000000000003,27.308000000000003,1.2009999999999998,66.745,19.791,135.255,90.391,3.486,3.307,0.667,120.383,1
-0.08800000000000001,-1.152,573.388,1889.0,86.935,46.938,5.82022818961647e+16,0.054000000000000006,19.22,0.068,7893582448342925.0,122.456,3893176694.0,0.389,3.24,26.824,1.409,67.053,19.804,108.11,84.34100000000002,3.603,2.858,0.6890000000000001,125.148,1
-0.076,-1.154,571.987,2224.0,94.32,46.223,5.82706503153826e+16,0.07,19.23,-1.445,7286998183389950.0,136.099,3933405159.0,-8.388,3.09,27.752,1.5319999999999998,67.186,19.809,79.67699999999998,83.023,3.591,2.137,0.687,111.966,1
-0.064,-1.156,566.816,2501.0,100.03,45.603,5.82333450989594e+16,0.085,19.24,-0.14800000000000002,6876121349380084.0,123.462,3977487343.0,-0.841,3.504,27.135,1.5719999999999998,66.99,19.805,57.66,77.786,3.49,1.362,0.6679999999999999,113.45,1
-0.055,-1.158,593.201,2927.0,108.195,45.2,5.84712672553304e+16,0.098,19.25,5.9129999999999985,7070720140084531.0,148.94,4026966307.0,33.118,3.398,28.903,1.544,65.694,19.781,64.05199999999999,83.85,3.289,1.394,0.63,145.138,1
-0.051,-1.16,619.564,3540.0,118.988,44.743,5.84104091463021e+16,0.109,19.26,10.422,7016653726952795.0,166.024,4070499290.0,58.475,3.338,29.196,1.466,66.016,19.793,100.217,87.74799999999998,3.37,1.907,0.645,121.259,1
-0.042,-1.161,644.487,4314.0,131.368,44.184,5.77730898879768e+16,0.117,19.271,6.561,8472907956672328.0,195.913,4108275316.0,39.681,3.73,30.699,1.356,66.227,19.8,84.556,90.324,3.382,2.499,0.648,152.532,1
-0.033,-1.163,635.862,4890.0,139.85,43.526,5.72866071041287e+16,0.124,19.282,-6.16,1.05615581169185e+16,196.382,4140451961.0,-41.744,3.702,32.082,1.228,65.806,19.793,55.58600000000001,83.257,3.3480000000000003,2.269,0.6409999999999999,148.137,1
-0.021,-1.165,664.422,5635.0,150.131,42.908,5.77023287908031e+16,0.129,19.294,0.366,1.42697415159817e+16,229.887,4167158933.0,2.42,3.789,31.367,1.094,66.541,19.817,91.034,87.14299999999999,3.516,2.356,0.6729999999999999,162.645,0
-0.011,-1.167,641.523,6033.0,155.342,42.173,5.84580920662802e+16,0.133,19.307,-2.998,1.56727558032086e+16,209.796,4188500861.0,-19.83,3.938,30.68,0.961,67.773,19.86,69.536,71.597,3.735,1.654,0.715,156.124,1
0.001,-1.168,651.2719999999998,6390.0,159.87,41.601000000000006,4.40918386016174e+16,0.135,19.321,1.415,1.52941427122205e+16,223.931,4209407683.0,9.087,4.033,29.972,0.8540000000000001,68.454,19.884,84.456,73.90899999999998,3.823,1.203,0.732,135.918,0
0.013,-1.17,654.137,6709.0,163.817,41.00100000000001,4.11875931065065e+16,0.136,19.333,5.561,1.41361992243274e+16,218.947,4275653324.0,34.46,3.697,28.131,0.945,64.12,19.809,60.93600000000001,74.617,3.545,0.913,0.6779999999999999,131.756,0
0.018000000000000002,-1.171,650.778,6931.0,166.50099999999995,40.34,4.06808118470969e+16,0.136,19.346,3.713,1.37381653175675e+16,210.029,4333708733.0,23.299,3.5780000000000003,28.448,1.084,64.62100000000001,19.826,31.214,71.946,0.128,0.608,0.025,127.787,0
0.023,-1.173,652.884,7090.0,168.408,39.794,3.71452177193902e+16,0.133,19.358,3.583,1.34642714496943e+16,209.012,4383899308.0,22.582,3.59,26.875,1.2009999999999998,64.102,19.816,8.397,72.66199999999998,0.107,0.419,0.021,129.174,0
0.028,-1.175,648.195,7159.0,169.21900000000005,39.175,3.66231477473021e+16,0.13,19.37,3.5580000000000003,1.34930425678298e+16,198.629,4426492588.0,22.268,3.577,28.511,1.268,64.17699999999999,19.819000000000006,12.332,68.14399999999999,0.139,0.196,0.028,141.846,0
0.033,-1.176,650.7669999999998,7105.0,168.588,38.482,3.56228745606186e+16,0.127,19.383,2.164,1.35308203269595e+16,208.223,4461706158.0,13.783,3.729,28.247,1.281,65.196,19.85,-13.654000000000002,69.363,0.231,0.105,0.046,134.328,0
0.039,-1.178,642.504,6873.0,165.80900000000003,38.007,3.54665780278071e+16,0.123,19.396,0.581,1.33691933592766e+16,204.376,4503456080.0,3.714,4.021,27.826,1.247,66.602,19.894,0.981,60.663,0.4270000000000001,-0.095,0.084,149.904,0
0.044,-1.179,621.319,6450.0,160.622,37.551,3.65271988526223e+16,0.12,19.41,-1.834,1.2349423528561e+16,183.978,4539689642.0,-11.605,4.119,27.784,1.179,66.877,19.902,-29.953000000000007,44.112,0.49,-0.606,0.097,148.226,0
0.05,-1.18,595.946,5928.0,153.981,36.972,3.65963751947545e+16,0.116,19.423,-5.625,1.22364291385359e+16,154.408,4569551182.0,-35.518,4.095,26.477,1.089,66.977,19.905,-58.191,31.937,0.629,-1.321,0.124,116.131,0
0.051,-1.182,575.029,5378.0,146.667,36.355,3.65493592554767e+16,0.113,19.437,-8.964,1.175960384133e+16,129.24200000000002,4593164980.0,-56.619,4.172,25.686,0.986,67.956,19.936,-75.749,25.238000000000003,0.7240000000000001,-1.967,0.14300000000000002,94.236,1
0.054000000000000006,-1.183,565.303,4789.0,138.398,35.878,3.66831483334586e+16,0.11,19.451,-9.555,1.4531252365877e+16,120.537,4610627031.0,-59.723,4.064,24.977,0.878,67.509,19.929,-87.581,22.659,0.653,-2.26,0.129,74.613,1
0.057,-1.185,596.048,4172.0,129.187,35.382,1.93677673665165e+16,0.106,19.464,-2.846,1.70762889643316e+16,149.767,4622007062.0,-17.463,4.0280000000000005,25.176,0.772,66.759,19.919,-52.147,43.825,0.636,-1.473,0.126,98.576,0
