mining_profitability90trx,price30varUSD,activeaddresses30trx,sentinusd90stdUSD,top100cap14trx,mining_profitability90ema,difficulty14wma,transactionfees7trxUSD,top100cap30mom,top100cap90mom,mining_profitability7std,price3rsiUSD,top100cap14roc,category
-1.127,671.127,-0.168,474527696,-0.008,82.0,8355108696.0,-0.8959999999999999,0.014,-2.047,3.991,72.059,-0.08199999999999999,1
-1.129,558.612,-0.168,472392321,-0.006999999999999999,80.774,8441006729.0,-0.952,0.006,-2.003,3.664,63.985,0.331,1
-1.131,478.69,-0.16899999999999998,473627289,-0.006,79.533,8518785295.0,-0.97,0.056,-2.0380000000000003,2.759,71.172,0.322,1
-1.133,448.461,-0.166,476453704,-0.005,78.367,8588444392.0,-0.953,0.098,-2.082,2.719,59.598,0.306,1
-1.135,401.104,-0.159,477168700,-0.004,77.194,8649984021.0,-0.884,0.098,-2.207,1.866,55.774,0.231,1
-1.137,324.052,-0.147,481148852,-0.002,76.064,8703404181.0,-0.6409999999999999,0.098,-2.172,1.694,94.51,0.16399999999999998,1
-1.14,303.9890000000001,-0.13699999999999998,481058842,-0.001,75.018,8748704873.0,-0.266,0.105,-2.217,2.4290000000000003,98.006,0.217,1
-1.142,361.927,-0.128,480682749,-0.001,73.99600000000002,8785886097.0,0.057,0.156,-2.215,2.995,98.75,0.058,1
-1.144,521.597,-0.118,482982633,0.0,73.031,8814947853.0,0.38,-0.054000000000000006,-2.261,3.929,99.249,0.008,1
-1.146,629.153,-0.114,482505391,0.009000000000000001,71.987,8937161291.0,0.983,0.584,-1.596,3.529,76.72800000000002,3.479,1
-1.148,993.024,-0.107,482638928,0.022,71.028,9156390967.0,1.362,0.608,-1.476,3.574,90.341,3.446,1
-1.15,1486.0,-0.099,481442638,0.038,70.065,9352241138.0,1.747,0.612,-1.166,3.022,93.291,3.486,1
-1.152,1889.0,-0.08800000000000001,482502982,0.054000000000000006,69.098,9528127922.0,1.9,0.622,-1.249,2.9130000000000003,80.76100000000002,3.603,1
-1.154,2224.0,-0.076,482786289,0.07,68.218,9688754669.0,2.055,0.594,-1.206,3.023,77.583,3.591,1
-1.156,2501.0,-0.064,482631723,0.085,67.295,9834121380.0,2.027,0.67,-1.167,3.148,63.7,3.49,1
-1.158,2927.0,-0.055,483616655,0.098,66.48899999999999,9964228055.0,1.929,0.65,-1.186,3.432,84.68,3.289,1
-1.16,3540.0,-0.051,483364910,0.109,65.67,10079074693.0,1.937,0.639,-1.18,3.141,91.791,3.37,1
-1.161,4314.0,-0.042,480720667,0.117,64.92399999999999,10178661295.0,2.13,0.7120000000000001,-1.123,4.0360000000000005,95.049,3.382,1
-1.163,4890.0,-0.033,478692415,0.124,64.22800000000001,10262987860.0,2.158,0.7070000000000001,-1.237,4.981,78.811,3.3480000000000003,1
-1.165,5635.0,-0.021,480426181,0.129,63.476000000000006,10332054388.0,2.275,0.723,-1.271,4.141,88.538,3.516,0
-1.167,6033.0,-0.011,483562166,0.133,62.746,10385860881.0,2.212,0.752,-1.253,4.067,57.044,3.735,1
-1.168,6390.0,0.001,419961134,0.135,62.021,10441523544.0,2.074,0.7709999999999999,0.032,2.56,64.99600000000001,3.823,0
-1.17,6709.0,0.013,405894534,0.136,61.237,10637031614.0,1.793,0.706,-0.069,3.994,67.63600000000001,3.545,0
-1.171,6931.0,0.018000000000000002,403389697,0.136,60.538,10804890774.0,1.45,0.685,0.106,3.972,59.715,0.128,0
-1.173,7090.0,0.023,385461893,0.133,59.764,10952334676.0,1.229,0.687,0.745,4.893,63.71100000000001,0.107,0
-1.175,7159.0,0.028,382743505,0.13,59.117,11087389705.0,1.081,0.684,0.746,3.79,47.853,0.139,0
-1.176,7105.0,0.033,377480461,0.127,58.429,11210055860.0,0.962,0.7140000000000001,0.7490000000000001,3.698,56.719,0.231,0
-1.178,6873.0,0.039,376651446,0.123,57.739,11320333140.0,0.797,0.769,0.784,3.488,31.178,0.4270000000000001,0
-1.179,6450.0,0.044,382241802,0.12,57.091,11418221546.0,0.75,0.787,0.7829999999999999,3.204,11.413,0.49,0
-1.18,5928.0,0.05,382603582,0.116,56.38800000000001,11503721079.0,0.502,0.7829999999999999,0.797,3.615,5.336,0.629,0
-1.182,5378.0,0.051,382357734,0.113,55.703,11576831737.0,0.085,0.7979999999999999,0.8240000000000001,3.613,3.218,0.7240000000000001,1
-1.183,4789.0,0.054000000000000006,383056906,0.11,55.023,11637553521.0,-0.305,0.778,0.82,3.783,2.52,0.653,1
-1.185,4172.0,0.057,278336253,0.106,54.37300000000001,11685886431.0,-0.5579999999999999,0.7709999999999999,0.8109999999999999,2.672,51.93899999999999,0.636,0
-1.186,3497.0,0.062,269839172,0.102,53.73,11721830467.0,-0.738,0.758,0.861,2.405,53.028,0.471,0
-1.187,2773.0,0.066,269569857,0.098,53.011,11933984527.0,-0.569,0.7809999999999999,0.8640000000000001,3.934,66.14699999999999,0.365,0
-1.188,2185.0,0.067,270148239,0.094,52.372,12159149891.0,-0.399,0.799,0.856,2.883,56.146,0.3,0
-1.19,1788.0,0.065,269173668,0.091,51.736,12356901080.0,-0.28600000000000003,0.813,0.8759999999999999,2.881,34.928000000000004,0.748,0
-1.1909999999999998,1489.0,0.061,267626014,0.087,51.07899999999999,12538404381.0,-0.274,0.815,0.875,3.1060000000000003,32.687,0.711,1
-1.192,1287.0,0.06,267637322,0.084,50.402,12703659795.0,-0.275,0.831,0.871,3.726,58.334,0.736,0
-1.193,1027.0,0.058,267571017,0.078,49.808,12852667321.0,-0.239,0.009000000000000001,0.7979999999999999,3.2060000000000004,37.107,-0.048,1
-1.194,960.736,0.057,269547333,0.068,49.198,12985426960.0,-0.341,-0.322,0.443,2.543,30.42,-1.897,1
-1.196,988.881,0.057,269397939,0.055,48.57899999999999,13101938711.0,-0.349,-0.315,0.394,2.543,13.864,-2.096,1
-1.197,998.325,0.055,269303425,0.04,47.966,13202202574.0,-0.526,-0.332,0.24,2.327,17.570999999999998,-2.164,1
-1.198,971.622,0.053,267839325,0.024,47.427,13286218550.0,-0.6659999999999999,-0.348,0.225,2.334,58.38800000000001,-2.231,1
-1.199,910.584,0.048,269308039,0.009000000000000001,46.86600000000001,13353986638.0,-0.725,-0.35100000000000003,0.231,2.334,75.308,-2.415,1
-1.2,908.738,0.043,270900143,-0.005,46.206,13667707327.0,-0.6729999999999999,-0.344,0.152,4.157,68.36399999999999,-2.472,1
-1.2009999999999998,908.966,0.042,271388849,-0.018000000000000002,45.585,14131701868.0,-0.581,-0.338,0.149,4.3580000000000005,87.96600000000002,-2.3280000000000003,1
-1.202,919.785,0.043,275544771,-0.028,45.008,14547487747.0,-0.219,-0.234,0.196,4.2330000000000005,94.184,-1.73,0
-1.203,937.961,0.046,280533812,-0.035,44.441,14915064965.0,0.218,-0.229,0.247,4.213,86.125,-1.848,0
-1.204,881.18,0.047,280346599,-0.042,43.892,15247904872.0,0.452,-0.363,0.211,4.17,80.005,-2.4530000000000003,0
-1.205,872.466,0.044,281246705,-0.048,43.387,15548784004.0,0.495,-0.397,0.249,3.128,58.902,-2.478,0
-1.206,831.811,0.035,280133162,-0.053,42.82,15817702363.0,0.391,-0.42,0.2,2.542,42.618,-2.519,1
-1.207,786.2560000000002,0.029,279631970,-0.057,42.284,16054659947.0,0.343,-0.344,0.198,2.048,51.543,-2.49,0
-1.208,741.178,0.027000000000000003,278187579,-0.061,41.78,16259656758.0,0.272,-0.501,0.104,1.87,34.986,-2.446,0
-1.209,683.507,0.033,278910847,-0.066,41.267,16432692795.0,0.2,-0.508,0.097,1.936,24.426,-0.847,0
-1.21,637.08,0.04,279228832,-0.071,40.782,16573768058.0,0.096,-0.53,0.123,1.934,26.305,-0.962,0
-1.211,578.039,0.046,279228093,-0.075,40.28,16682882547.0,0.004,-0.564,0.14400000000000002,2.0340000000000003,16.59,-0.954,1
-1.212,543.4580000000002,0.051,277246149,-0.079,39.799,16760036262.0,0.043,-0.613,0.136,1.156,48.892,-0.927,1
-1.213,557.762,0.052000000000000005,274779618,-0.08199999999999999,39.34,16807428166.0,-0.034,-0.605,0.166,0.925,74.91199999999998,-0.81,0
-1.213,569.811,0.055,274504387,-0.084,38.885,16889550679.0,-0.001,-0.602,0.158,0.908,63.277,-0.685,0
-1.214,537.471,0.057,274583096,-0.085,38.397,16953509066.0,0.12,-0.597,0.215,1.523,35.832,-0.594,0
-1.215,473.114,0.056,274301036,-0.084,37.997,17012535496.0,0.127,-0.594,0.19,2.027,33.769,-1.181,0
-1.216,465.882,0.05,274123335,-0.083,37.509,17066629967.0,0.244,-0.574,0.253,2.714,23.454,-1.12,1
-1.217,458.839,0.044,274485308,-0.081,37.116,17115792480.0,0.257,-0.597,0.259,2.924,28.266,-0.723,0
-1.217,460.602,0.035,273194773,-0.079,36.71,17160023034.0,0.31,-0.638,0.24,2.932,58.585,-0.8690000000000001,0
-1.218,462.249,0.022,273612928,-0.077,36.308,17199321631.0,0.266,-0.6509999999999999,0.247,2.898,74.635,-0.8759999999999999,0
-1.219,445.533,0.011,276236030,-0.075,35.869,17233688269.0,0.163,-0.6709999999999999,0.247,3.169,47.543,-0.919,0
-1.219,423.131,-0.002,276272731,-0.073,35.492,17263122950.0,-0.026,-0.7709999999999999,0.199,3.011,33.287,-0.67,0
-1.22,413.325,-0.017,277274570,-0.07200000000000001,35.087,17287625672.0,-0.131,-0.726,0.051,2.619,43.542,-0.369,0
-1.221,387.5630000000001,-0.031,276498575,-0.071,34.718,17307196436.0,-0.278,-0.578,0.016,2.041,33.701,-0.298,0
-1.221,355.8769999999999,-0.045,275802381,-0.069,34.322,17321835241.0,-0.469,-0.242,0.044,1.846,10.731,-0.28300000000000003,0
-1.222,284.178,-0.057,272793004,-0.068,33.973,17345285643.0,-0.61,-0.245,0.052000000000000005,1.797,6.082000000000002,-0.258,0
-1.222,221.86,-0.073,271250430,-0.066,33.55,17535762128.0,-0.818,-0.231,0.059,2.645,4.214,-0.29100000000000004,0
-1.223,197.022,-0.086,273615558,-0.064,33.167,17708129203.0,-0.868,-0.224,0.022,2.687,14.688,-0.345,0
-1.223,219.577,-0.097,273096187,-0.061,32.806999999999995,17867161758.0,-0.956,-0.209,0.111,2.378,6.6389999999999985,-0.485,1
-1.224,240.651,-0.109,271892392,-0.059,32.425,18012859793.0,-0.96,-0.17600000000000002,0.13,2.579,6.1720000000000015,-0.383,0
-1.224,306.134,-0.119,271060682,-0.056,32.073,18145223309.0,-0.953,-0.202,0.1,2.185,3.074,-0.473,1
-1.225,332.061,-0.128,271680965,-0.052000000000000005,31.69,18264252305.0,-0.976,-0.312,0.16699999999999998,2.468,3.0580000000000003,-0.306,1
-1.225,320.305,-0.136,271135930,-0.048,31.348000000000006,18369946781.0,-0.992,-0.228,0.25,1.56,66.943,0.219,0
-1.226,307.358,-0.147,270095728,-0.043,31.012,18462306737.0,-1.019,-0.092,0.269,1.314,64.391,0.362,0
-1.226,313.248,-0.156,270527287,-0.038,30.654,18541332173.0,-1.0,-0.1,0.255,1.556,39.567,0.396,1
-1.226,319.493,-0.16399999999999998,271080302,-0.032,30.298,18607023090.0,-0.906,-0.093,0.257,1.4980000000000002,50.226000000000006,0.913,0
-1.227,322.313,-0.16699999999999998,271079905,-0.026,29.98,18659379487.0,-0.765,-0.055,0.307,1.525,36.942,0.903,0
-1.227,331.42800000000005,-0.165,267262182,-0.019,29.706,18698401364.0,-0.64,0.12,0.304,2.03,32.072,1.108,0
-1.227,338.7630000000001,-0.162,264711353,-0.013,29.392,18724088721.0,-0.586,0.133,0.311,1.882,51.853,1.09,0
-1.228,335.2530000000001,-0.16,266350459,-0.006,29.081,18842886247.0,-0.482,0.15,0.305,1.877,76.343,1.08,0
-1.228,338.749,-0.161,266003785,0.0,28.796,18967710306.0,-0.47,0.159,0.309,1.882,52.302,1.06,0
-1.228,332.194,-0.159,266575645,0.005,28.487,19083075276.0,-0.333,0.15,0.307,1.876,59.68899999999999,1.01,0
-1.228,309.241,-0.154,266398287,0.009000000000000001,28.198,19188981156.0,-0.244,0.131,0.313,1.668,37.075,0.948,0
-1.228,309.517,-0.146,266749645,0.013,27.875,19285427947.0,-0.222,0.131,0.312,2.27,11.73,0.899,0
-1.229,358.547,-0.13699999999999998,266844206,0.016,27.538,19372415648.0,-0.263,0.113,0.315,2.298,5.527,1.035,0
-1.229,521.31,-0.125,266622613,0.019,27.263,19449944260.0,-0.489,0.155,0.339,2.245,2.229,1.222,1
-1.229,734.2,-0.114,265191920,0.022,26.939,19518013783.0,-0.701,0.157,0.354,2.604,1.638,0.8540000000000001,1
-1.229,941.113,-0.104,260691049,0.026,26.611,19576624217.0,-0.648,0.22,0.381,2.51,1.45,0.88,1
-1.229,1094.0,-0.091,260395859,0.029,26.322,19625775561.0,3.138,0.246,0.388,2.358,10.781,0.914,1
-1.229,1362.0,-0.078,251948087,0.032,26.038,19665467815.0,3.802,0.263,0.411,1.82,4.221,0.956,1
-1.229,1592.0,-0.066,252257119,0.035,25.704,19778296446.0,3.112,0.295,0.4370000000000001,2.428,6.021,0.883,1
-1.23,1709.0,-0.055,252623809,0.038,25.369,20341840726.0,1.963,0.392,0.435,2.9560000000000004,44.03,0.7290000000000001,1
-1.23,1671.0,-0.044,244578540,0.043,25.048,20856735211.0,0.8340000000000001,0.457,0.563,2.351,75.634,1.301,0
-1.23,1641.0,-0.034,359803422,0.046,24.724,21322979900.0,-0.108,0.43,-0.138,2.5380000000000003,61.322,1.146,0
-1.23,1657.0,-0.03,359096445,0.051,24.423,21748177987.0,-0.937,0.468,-0.096,2.541,46.5,1.311,0
-1.23,1673.0,-0.022,360035529,0.054000000000000006,24.099,22134185368.0,-1.516,0.46,-0.1,2.182,47.937,1.338,0
-1.23,1691.0,-0.016,358896702,0.058,23.803,22481002043.0,-1.318,0.471,-0.092,0.8220000000000001,44.063,1.459,0
-1.23,1672.0,-0.01,376149594,0.061,23.542,22788628012.0,-1.359,0.502,-0.07,1.288,59.37600000000001,1.567,0
-1.23,1652.0,-0.003,384347841,0.064,23.266,23057063276.0,-1.4980000000000002,0.5,-0.06,1.284,74.789,1.507,0
-1.231,1635.0,0.003,382333929,0.068,22.986,23286307834.0,-1.68,0.5820000000000001,0.062,1.293,53.257,1.811,0
-1.231,1637.0,0.006,382561208,0.071,22.715,23476361686.0,-1.839,0.596,0.057,1.247,42.075,1.786,0
-1.231,1637.0,0.005,382027866,0.076,22.463,23627224833.0,-1.974,0.691,0.146,1.277,30.113000000000003,2.111,0
-1.231,1610.0,0.008,379326423,0.081,22.194000000000006,23746522723.0,-2.05,0.602,0.146,1.039,12.124,2.041,0
-1.231,1591.0,0.011,376057946,0.085,21.868,24296321231.0,-2.081,0.527,0.07200000000000001,2.6860000000000004,7.53,1.709,0
-1.231,1581.0,0.013,371005562,0.08800000000000001,21.586,24772796074.0,-2.015,0.539,0.042,2.516,6.631,1.632,0
-1.231,1540.0,0.014,367455999,0.09,21.317,25181846926.0,-1.946,0.536,0.022,2.416,5.808,1.63,1
-1.231,1471.0,0.012,361624736,0.091,21.03,25556764818.0,-1.814,0.499,0.1,2.522,41.784,1.096,0
-1.231,1378.0,0.011,362077076,0.091,20.755,25897549749.0,-1.601,0.446,0.065,2.381,55.861,1.164,0
-1.231,1258.0,0.006,362491394,0.091,20.518,26204201720.0,-1.463,0.45,0.07400000000000001,1.856,41.617,0.97,0
-1.232,1079.0,0.011,363491899,0.08900000000000001,20.245,26476720730.0,0.254,0.446,0.066,1.599,43.451,0.984,0
-1.232,919.511,0.016,363883622,0.087,19.977,26715106779.0,0.816,0.44,0.035,1.342,14.047,0.878,1
-1.232,728.992,0.021,364325493,0.084,19.733,26919359868.0,0.866,0.45,-0.013,1.33,10.685,0.7190000000000001,1
-1.232,504.735,0.033,357586531,0.08,19.5,27089479996.0,0.764,0.42,-0.055,1.288,65.40899999999999,0.516,0
-1.232,349.717,0.04,357452939,0.076,19.281,27225467163.0,0.389,0.413,-0.059,1.338,46.95399999999999,0.02,0
-1.232,256.708,0.043,357915964,0.071,19.03,27327321370.0,-0.03,0.395,-0.08900000000000001,1.508,39.056,-0.013,0
-1.232,241.37,0.041,359334090,0.067,18.813,27444568114.0,-0.399,0.349,-0.09,1.226,50.914,-0.5329999999999999,0
-1.232,240.111,0.046,359733344,0.062,18.563,27794765827.0,-0.594,0.334,-0.083,1.472,55.92,-0.516,0
-1.232,242.621,0.05,360287879,0.057,18.338,28088507614.0,-0.7759999999999999,0.295,-0.083,1.4240000000000002,45.862,-0.311,0
-1.232,249.26,0.059,361099466,0.052000000000000005,18.114,28359381761.0,-0.857,0.298,-0.095,1.44,21.51,-0.322,0
-1.233,277.782,0.067,360885876,0.047,17.887999999999995,28607388268.0,-1.006,0.251,-0.13699999999999998,1.4069999999999998,9.667,-0.5,0
-1.233,352.255,0.07400000000000001,360882469,0.042,17.653,28832527134.0,-1.144,0.266,-0.11,1.208,4.1789999999999985,-0.309,0
-1.233,557.862,0.077,360844931,0.038,17.413,29034798361.0,-1.395,0.235,-0.145,1.509,1.6369999999999998,-0.34700000000000003,0
-1.233,674.721,0.076,360849614,0.035,17.189,29214201947.0,-1.558,0.231,-0.037000000000000005,1.0590000000000002,11.738,0.172,0
-1.233,828.7439999999998,0.075,360683693,0.033,16.951,29370737893.0,-1.713,0.29100000000000004,0.14300000000000002,1.359,8.789,0.338,0
-1.233,981.507,0.076,358801407,0.033,16.734,29504406198.0,-1.793,0.252,0.479,1.131,8.485,0.339,0
-1.233,1078.0,0.078,358769947,0.031,16.507,29615206864.0,-1.74,0.181,0.396,0.959,36.51300000000001,-0.043,0
-1.233,1089.0,0.078,359064606,0.03,16.303,29703139889.0,-1.539,0.175,0.415,0.7240000000000001,72.898,0.194,0
-1.233,1125.0,0.079,359104249,0.029,16.099,29846860739.0,-1.308,0.154,0.4320000000000001,0.6859999999999999,42.688,0.232,0
-1.234,1139.0,0.078,358822309,0.028,15.859000000000002,30527665943.0,3.1860000000000004,0.16,0.451,1.376,34.421,0.29600000000000004,0
-1.234,1157.0,0.07400000000000001,358868541,0.027000000000000003,15.643,31139587385.0,4.28,0.051,0.458,1.3430000000000002,30.381,0.278,0
-1.234,1199.0,0.079,359090974,0.026,15.415,31686162600.0,3.735,0.066,0.461,1.584,18.929,0.407,0
-1.234,1284.0,0.081,354676276,0.025,15.199000000000002,32186721694.0,2.467,-0.002,0.377,1.508,10.974,0.584,0
-1.234,1375.0,0.087,349151445,0.024,14.997,32641264665.0,1.114,-0.022,0.35200000000000004,1.4880000000000002,17.54,0.396,0
-1.235,1446.0,0.095,348758131,0.024,14.788,33049791515.0,0.003,0.043,0.479,1.18,37.735,0.64,0
-1.235,1527.0,0.099,348938718,0.024,14.579,33412302243.0,-0.924,0.055,0.493,0.65,25.638,0.544,0
-1.235,1634.0,0.1,348960669,0.023,14.380999999999998,33728796849.0,-1.631,-0.015,0.428,0.575,14.415,0.35100000000000003,0
-1.235,1802.0,0.096,349120139,0.022,14.181,33999275333.0,-2.012,0.005,0.449,0.502,6.125,-0.053,1
-1.236,2104.0,0.102,349127700,0.022,13.969,34223737695.0,-2.356,0.095,0.6609999999999999,0.8370000000000001,2.77,0.165,1
-1.236,2313.0,0.105,349086957,0.024,13.764,34402183935.0,-2.6860000000000004,0.228,0.8109999999999999,0.966,17.727,0.838,1
-1.236,2429.0,0.108,349096949,0.027000000000000003,13.552,34534614053.0,-2.87,0.249,0.845,1.022,31.613000000000003,1.317,1
-1.236,2491.0,0.11,349083689,0.031,13.367,34621028050.0,-2.96,0.247,0.846,0.954,53.353,1.234,1
-1.237,2439.0,0.109,349160987,0.035,13.201,34674330749.0,-2.804,0.234,0.8340000000000001,1.131,78.04899999999998,1.116,1
-1.237,2293.0,0.109,349333150,0.038,13.025,34718883123.0,-2.584,0.27,0.82,1.048,72.925,1.062,1
-1.237,2159.0,0.103,349875903,0.043,12.844,34760187344.0,-2.3480000000000003,0.358,0.901,1.024,64.733,1.56,1
-1.238,2005.0,0.106,350887910,0.047,12.68,34798243411.0,-1.975,0.385,0.893,1.025,70.209,1.587,1
-1.238,1785.0,0.11,350732838,0.05,12.525,34833051324.0,-1.545,0.3,0.804,1.052,86.40899999999998,0.982,1
-1.238,1540.0,0.116,350613448,0.052000000000000005,12.367,34864611084.0,-1.083,0.28,0.7709999999999999,0.633,93.771,1.002,0
-1.238,1286.0,0.122,352416937,0.054000000000000006,12.223,34892922691.0,-0.677,0.343,0.858,0.693,72.797,1.195,0
-1.239,1058.0,0.123,353032359,0.054000000000000006,12.076,34917986145.0,-0.416,0.273,0.8170000000000001,0.619,55.815,0.774,0
-1.239,874.2819999999998,0.123,352363111,0.054000000000000006,11.931,34939801445.0,-0.236,0.295,0.809,0.604,42.382,1.058,0
-1.239,760.7810000000002,0.118,351648854,0.052000000000000005,11.795,34958368592.0,-0.184,0.223,0.785,0.333,54.922,0.789,0
-1.239,739.293,0.12,352629635,0.05,11.648,34973687586.0,-0.069,0.295,0.921,0.462,63.356,0.6559999999999999,0
-1.24,705.784,0.121,352364583,0.048,11.513,34985758426.0,-0.069,0.187,0.875,0.453,43.294,-0.036000000000000004,0
-1.24,688.346,0.123,352627872,0.046,11.394,34994581113.0,-0.08199999999999999,0.172,0.893,0.613,49.928,-0.046,0
-1.24,671.068,0.125,352650050,0.044,11.26,35000155646.0,-0.112,0.228,0.949,0.627,44.46100000000001,0.241,0
-1.24,639.8919999999998,0.125,353162817,0.043,11.128,35087558854.0,-0.203,0.302,0.943,0.664,14.192,0.293,0
-1.241,551.298,0.123,352395493,0.041,10.992,35212569703.0,-0.349,0.263,0.908,0.762,8.055,0.157,0
-1.241,515.987,0.122,350946180,0.039,10.861,35328217140.0,-0.565,0.226,0.882,0.746,5.874,-0.423,0
-1.241,486.887,0.124,350904401,0.037000000000000005,10.716,35434501165.0,-0.715,0.156,0.816,1.061,17.04,-0.843,0
-1.241,457.30300000000005,0.127,351181448,0.033,10.602,35531421779.0,-0.7759999999999999,0.182,0.815,1.072,26.082,-0.314,0
-1.241,443.724,0.129,350880516,0.03,10.469,35618978981.0,-0.86,0.188,0.851,0.84,26.971,-0.055,0
-1.241,452.867,0.13,350702931,0.027000000000000003,10.353,35697172770.0,-0.957,0.116,0.805,0.8270000000000001,11.802,-0.555,0
-1.241,468.411,0.13,350905243,0.023,10.233,35766003149.0,-1.086,0.119,0.6990000000000001,0.8,6.779,-0.376,1
-1.242,468.457,0.13,351517194,0.02,10.116,35825470115.0,-1.1740000000000002,0.157,0.728,0.799,29.121,-0.055,1
-1.242,493.797,0.124,351674550,0.016,9.989,35875573669.0,-0.995,0.08800000000000001,0.6809999999999999,0.8809999999999999,12.845999999999998,-0.136,1
-1.242,533.534,0.13,352518871,0.013,9.864,35916313812.0,-0.882,0.161,0.682,0.871,9.686,-0.319,1
-1.242,559.815,0.134,352482320,0.009000000000000001,9.755,35947690543.0,-0.61,0.114,0.618,0.65,28.864,-0.415,1
-1.242,534.567,0.138,352592305,0.006999999999999999,9.638,35969703862.0,-0.573,0.069,0.61,0.6759999999999999,24.436,-0.349,1
-1.242,506.24300000000005,0.139,352386235,0.005,9.506,36380860980.0,-0.631,0.035,0.713,0.8759999999999999,67.094,-0.129,1
-1.242,483.767,0.142,351777448,0.006,9.405,36838086140.0,-0.659,0.073,0.768,0.883,76.528,0.163,1
-1.242,476.847,0.145,351144405,0.006,9.292,37257567413.0,-0.5820000000000001,0.024,0.71,0.813,80.702,0.032,1
-1.242,484.887,0.142,351395934,0.008,9.187,37642591297.0,-0.581,0.087,0.77,0.816,68.54899999999999,0.409,1
-1.242,487.25,0.145,352334673,0.01,9.088,37993157790.0,0.021,0.11,0.8,0.82,83.054,0.8270000000000001,1
-1.243,488.851,0.147,351681789,0.013,8.984,38309266893.0,0.28,0.035,0.8059999999999999,0.728,93.585,0.816,1
-1.243,490.399,0.14800000000000002,351509639,0.016,8.88,38590918605.0,0.407,-0.013,0.767,0.733,93.906,0.5710000000000001,1
-1.243,520.148,0.151,352201244,0.018000000000000002,8.802999999999997,38838112928.0,0.598,0.087,0.737,0.747,98.186,0.835,0
-1.242,617.564,0.153,361313188,0.021,8.735,39050849859.0,0.883,0.094,0.7070000000000001,1.046,99.195,0.8690000000000001,0
-1.242,625.7669999999998,0.156,361517201,0.023,8.655,39229129401.0,0.982,0.138,0.7759999999999999,1.0,55.872,1.088,0
-1.242,626.727,0.154,361255103,0.025,8.567,39372951552.0,0.934,0.087,0.6579999999999999,0.98,45.799,0.764,0
-1.242,633.681,0.159,359992327,0.029,8.49,39482316312.0,0.807,0.31,0.856,0.969,43.081,1.789,0
-1.242,658.434,0.163,359984933,0.033,8.41,39557223683.0,0.902,0.335,0.825,0.858,61.118,1.89,0
-1.242,646.854,0.165,360093337,0.037000000000000005,8.334,39606717352.0,0.762,0.269,0.799,0.632,38.217,1.651,1
-1.242,642.101,0.165,359778015,0.041,8.253,39704912507.0,0.578,0.295,0.713,0.65,35.25,1.255,0
-1.241,624.711,0.165,232741210,0.046,8.173,39790483034.0,0.287,0.299,0.762,0.391,21.761,1.075,1
-1.241,609.173,0.163,234932247,0.049,8.087,39869421522.0,-0.003,0.218,0.698,0.479,13.282,1.203,1
-1.241,607.107,0.157,234165128,0.051,8.012,39941727971.0,-0.299,0.189,0.6709999999999999,0.478,27.891,0.7979999999999999,1
-1.241,606.775,0.158,231876207,0.052000000000000005,7.931,40007402382.0,-0.476,0.218,0.655,0.455,34.511,0.687,1
-1.24,611.309,0.157,192784449,0.053,7.862,40066444753.0,-0.519,0.251,0.631,0.4320000000000001,69.464,0.644,1
-1.24,626.0790000000002,0.155,169153397,0.053,7.785,40118855086.0,-0.568,0.316,0.632,0.343,78.282,0.787,0
-1.24,627.469,0.152,169552223,0.053,7.718,40164633380.0,-0.635,0.3670000000000001,0.601,0.353,49.019,1.071,1
-1.239,627.503,0.14800000000000002,170335292,0.053,7.654,40203779635.0,-0.706,0.336,0.59,0.402,46.68600000000001,1.144,1
-1.239,618.769,0.145,175689463,0.057,7.585,40236293851.0,-0.821,0.677,0.7909999999999999,0.332,42.753,2.104,1
-1.238,604.309,0.138,176218685,0.063,7.528,40262176028.0,-0.848,0.732,0.828,0.44,69.689,2.82,0
-1.238,591.429,0.142,176649752,0.07,7.468,40281426167.0,-0.7140000000000001,0.674,0.8740000000000001,0.37,65.42399999999999,1.73,0
-1.237,551.123,0.146,181626660,0.079,7.394,40294044267.0,-0.598,0.901,1.043,0.551,71.02,2.637,0
-1.237,493.009,0.152,187112294,0.08900000000000001,7.345,40299250168.0,-0.489,0.974,1.121,0.632,76.346,3.145,0
-1.236,436.478,0.159,189207082,0.101,7.282999999999999,40260297886.0,-0.458,1.034,1.152,0.653,53.316,3.209,0
-1.236,366.967,0.16399999999999998,189712498,0.113,7.231,40224131890.0,-0.337,1.032,1.196,0.67,29.896,3.244,0
-1.235,323.785,0.16899999999999998,188714988,0.128,7.18,40190752181.0,-0.349,1.306,1.569,0.6629999999999999,25.34,5.207000000000002,0
-1.234,290.008,0.16899999999999998,187534440,0.14800000000000002,7.117000000000001,40160158758.0,-0.387,1.582,1.903,0.713,45.529,7.001,0
-1.234,259.55400000000003,0.17600000000000002,186952508,0.17,7.06,40132351621.0,-0.336,1.654,1.925,0.711,46.47,7.082000000000002,0
-1.233,225.121,0.185,196196385,0.191,7.022,40107330771.0,0.022,1.545,1.866,0.708,16.519000000000002,6.757999999999999,0
-1.232,220.326,0.191,196212299,0.21,6.965,40085096206.0,0.024,1.484,1.864,0.684,4.614,6.541,0
-1.231,241.022,0.196,197323292,0.226,6.898,40065647928.0,-0.126,1.444,1.838,0.868,3.754,6.07,0
-1.23,257.371,0.199,196326472,0.237,6.853,40048985936.0,-0.289,1.4240000000000002,1.796,0.846,20.462,5.8870000000000005,0
