mining_profitability90trx,price30varUSD,activeaddresses30trx,sentinusd90stdUSD,top100cap14trx,mining_profitability90ema,difficulty14wma,transactionfees7trxUSD,top100cap30mom,top100cap90mom,mining_profitability7std,price3rsiUSD,top100cap14roc,category
-0.767,110.52,0.226,66876753,0.048,982.165,229555807.0,2.73,0.329,-0.657,83.344,99.92,0.275,1
-0.773,157.781,0.238,69047062,0.047,967.504,236735494.0,2.57,0.227,-0.705,71.046,99.955,-0.222,1
-0.778,245.874,0.257,73715064,0.044,954.062,243168039.0,2.655,0.308,-0.81,63.951,99.981,-0.634,1
-0.784,366.337,0.282,77303047,0.04,941.072,248853440.0,3.5410000000000004,0.269,-0.815,75.926,99.988,-0.407,1
-0.789,454.733,0.313,79599332,0.034,928.077,253791698.0,4.291,0.264,-0.831,58.352,76.914,-0.618,1
-0.794,489.786,0.343,111824256,0.041,914.829,257982814.0,4.779,1.345,0.2,53.962,39.251,4.174,1
-0.799,528.323,0.363,111420337,0.055,899.059,275506506.0,4.596,1.361,0.241,106.905,47.601000000000006,4.336,1
-0.805,574.309,0.3720000000000001,111210178,0.07400000000000001,884.562,293623980.0,5.756,1.3259999999999998,0.151,117.975,60.348,4.275,1
-0.81,641.3580000000002,0.378,111254843,0.094,870.263,309821001.0,5.226,1.31,0.095,127.868,75.861,4.362,1
-0.815,715.2360000000001,0.381,120495523,0.113,856.534,324097570.0,4.367,1.265,-0.025,120.946,81.585,4.434,1
-0.82,785.7410000000001,0.387,120699014,0.132,843.6469999999998,336453686.0,3.301,1.2990000000000002,0.08800000000000001,99.778,84.26299999999998,4.88,1
-0.825,845.6060000000001,0.394,120761471,0.149,830.815,347181090.0,2.0540000000000003,1.285,0.097,72.783,84.486,5.0539999999999985,1
-0.83,877.1360000000002,0.398,120485591,0.16399999999999998,818.477,356735185.0,1.567,1.133,0.21,47.07899999999999,87.911,4.723,1
-0.835,885.335,0.397,119905556,0.177,805.83,365115970.0,1.026,0.917,0.197,27.233,90.465,4.456,1
-0.84,908.998,0.393,119788092,0.187,793.72,372323445.0,1.878,0.984,0.306,25.365,93.816,4.7860000000000005,1
-0.845,958.842,0.393,121317323,0.2,782.278,378357610.0,3.252,1.445,0.752,22.466,97.941,7.762,1
-0.85,1058.0,0.402,124982519,0.21600000000000005,771.159,386069063.0,4.115,1.5530000000000002,0.787,21.958,99.197,8.575,1
-0.855,1214.0,0.423,126925372,0.231,759.7189999999998,405553121.0,9.442,1.611,0.8109999999999999,22.959,99.573,8.835,1
-0.8590000000000001,1489.0,0.452,134290675,0.246,748.548,422721003.0,13.714,1.635,0.87,23.941,99.794,9.21,1
-0.8640000000000001,1889.0,0.488,139977382,0.259,738.5219999999998,437572709.0,15.281,1.682,0.937,32.881,99.88,3.67,1
-0.8690000000000001,2546.0,0.528,143953813,0.269,730.2410000000001,450108238.0,13.425,1.6769999999999998,0.8079999999999999,72.53,99.939,3.377,1
-0.873,2757.0,0.5660000000000001,145478565,0.277,720.9739999999998,461333286.0,10.069,1.599,0.593,71.593,53.7,3.474,1
-0.878,3063.0,0.601,147265055,0.281,711.922,471415468.0,7.584,1.551,0.478,71.822,65.861,3.4330000000000003,1
-0.882,3484.0,0.634,156036973,0.28300000000000003,703.8919999999998,480354783.0,4.519,1.519,0.5329999999999999,79.029,75.666,3.346,1
-0.8859999999999999,4129.0,0.6659999999999999,170997937,0.28,695.4860000000001,488151232.0,1.784,1.495,0.557,66.863,84.95200000000001,2.8710000000000004,1
-0.8909999999999999,5022.0,0.701,184230207,0.275,689.438,494804816.0,-0.414,1.5219999999999998,0.649,80.914,90.383,2.8360000000000003,1
-0.895,5894.0,0.731,266911528,0.268,683.273,500315532.0,-2.197,1.54,0.764,85.06,91.865,2.502,1
-0.899,6690.0,0.753,284380100,0.258,677.4110000000002,504683383.0,-3.523,1.577,0.7909999999999999,95.939,92.874,2.713,1
-0.902,7781.0,0.769,294562961,0.248,671.513,512147204.0,-4.334,1.504,0.802,89.758,96.411,2.5860000000000003,1
-0.906,10288.0,0.797,362372097,0.237,666.059,527066940.0,-4.548,1.476,0.937,75.623,98.833,0.307,1
-0.91,13495.0,0.848,440246842,0.226,662.926,539905211.0,-4.303,1.548,1.046,108.646,99.239,0.229,1
-0.913,14494.0,0.903,460379604,0.215,657.3710000000002,550865631.0,-4.0939999999999985,1.644,1.029,76.873,47.47,-0.055,1
-0.917,17097.0,0.966,516281672,0.203,653.5269999999998,560887450.0,-3.467,1.655,1.104,84.221,70.245,-0.491,1
-0.92,21012.0,1.028,593669876,0.2,652.283,569970671.0,-2.792,2.391,1.847,133.847,79.73899999999998,2.93,1
-0.923,25916.0,1.082,622284154,0.197,651.289,578115292.0,-2.076,2.121,1.513,157.866,85.552,1.5,1
-0.926,29071.0,1.121,645159992,0.195,649.8240000000002,585321313.0,-1.497,1.06,1.538,152.086,68.743,1.352,1
-0.928,32106.0,1.152,665780229,0.191,648.601,591588736.0,-1.084,0.958,1.537,137.436,73.234,1.256,1
-0.931,36342.0,1.187,907769935,0.187,647.549,596917558.0,-0.455,0.892,1.446,141.828,84.89,1.04,1
-0.933,42573.0,1.23,1066274030,0.18,650.939,601307781.0,0.504,0.833,1.524,175.99900000000005,91.791,0.954,1
-0.935,49146.0,1.277,1223198668,0.173,653.9540000000002,604759405.0,1.485,0.909,1.6030000000000002,179.69099999999997,93.748,1.25,1
-0.937,56079.0,1.324,1305739693,0.163,655.679,610593221.0,2.224,0.71,1.461,180.41,95.501,0.633,0
-0.938,64092.0,1.361,1345531946,0.151,659.3989999999999,624987193.0,2.67,0.604,1.4369999999999998,198.614,97.24,0.123,0
-0.939,66331.0,1.39,1358948289,0.13699999999999998,659.217,637509942.0,2.557,0.5920000000000001,1.496,180.43,45.81,0.12,0
-0.94,67523.0,1.415,1370074286,0.123,657.6610000000002,648464240.0,2.321,0.569,1.461,182.647,46.532,-0.096,0
-0.941,69334.0,1.4340000000000002,1377014736,0.109,660.465,658485913.0,2.052,0.534,1.413,162.67700000000005,66.016,-0.29,0
-0.942,71510.0,1.4509999999999998,1389469024,0.096,660.954,667574962.0,1.864,0.05,1.525,157.625,76.182,-0.273,0
-0.943,71471.0,1.464,1405293619,0.08199999999999999,661.933,675731385.0,1.6869999999999998,-0.076,1.475,148.102,54.65600000000001,-0.2,0
-0.943,69088.0,1.47,1408091437,0.07,663.0830000000002,682955184.0,1.359,0.005,1.631,147.072,32.292,-2.925,0
-0.943,64413.0,1.465,1427690378,0.06,659.482,689246359.0,1.995,-0.009000000000000001,1.6369999999999998,172.793,12.394,-1.474,1
-0.944,59964.0,1.442,1427705226,0.051,657.057,694604908.0,1.463,-0.049,1.75,189.976,17.404,-1.609,1
-0.944,56859.0,1.415,1428978475,0.044,654.561,699030833.0,0.865,-0.021,1.756,200.138,54.636,-1.285,0
-0.944,52702.0,1.384,1427082594,0.039,653.243,711594457.0,0.374,0.183,2.03,161.868,65.971,0.054000000000000006,0
-0.944,47989.0,1.35,1427167399,0.04,649.581,740299596.0,-0.049,0.392,2.241,171.312,55.886,1.254,0
-0.943,42917.0,1.308,1424725063,0.043,645.432,766158371.0,-0.498,0.449,2.313,157.764,44.06399999999999,1.078,0
-0.943,38251.0,1.263,1422059641,0.049,642.154,789170782.0,-0.831,0.578,2.39,84.73899999999998,51.518,2.164,0
-0.943,33796.0,1.218,1418056365,0.055,639.401,809574029.0,-1.196,0.491,2.338,83.325,43.445,2.225,0
-0.943,29100.0,1.171,1414985951,0.061,634.689,828063537.0,-1.585,0.509,2.386,102.542,33.152,2.046,0
-0.942,24201.0,1.13,1428295957,0.066,630.997,844639307.0,-1.967,0.479,2.378,99.411,16.145,2.22,0
-0.942,20550.0,1.091,1428233892,0.07,625.3969999999998,859301337.0,-2.428,0.454,2.405,87.973,7.024,2.145,0
-0.942,20479.0,1.058,1428473174,0.07400000000000001,618.239,872049629.0,-3.0010000000000003,0.462,2.283,139.386,3.53,2.236,1
-0.941,20284.0,1.025,1425147935,0.076,612.376,882884181.0,-3.405,0.394,2.271,148.314,30.454,2.436,1
-0.941,17579.0,0.992,1420281365,0.077,605.8380000000002,891804995.0,-3.497,0.389,2.26,148.569,47.465,1.734,1
-0.941,17367.0,0.952,1415401553,0.077,598.823,920030952.0,-3.605,0.38,2.343,124.207,34.395,1.3230000000000002,1
-0.941,17816.0,0.907,1411474277,0.07400000000000001,591.851,959951631.0,-3.66,-0.395,2.264,121.925,44.032,1.318,1
-0.941,18557.0,0.8640000000000001,1407803196,0.07,584.997,995362645.0,-3.583,-0.099,2.285,69.384,51.913,1.139,1
-0.94,18836.0,0.818,1403382444,0.066,578.369,1026263993.0,-3.4130000000000003,-0.047,2.358,48.183,62.595,0.277,1
-0.94,19256.0,0.7709999999999999,1398699315,0.057,571.742,1053303555.0,-3.145,-0.378,1.941,50.768,62.26,-2.293,1
-0.94,19481.0,0.722,1394392853,0.045,566.4119999999998,1077747191.0,-2.46,-0.315,1.903,37.69,84.573,-2.479,1
-0.94,19379.0,0.672,1389725037,0.032,561.1519999999998,1099594899.0,-1.768,-0.248,1.895,42.361,88.434,-2.841,1
-0.94,18976.0,0.619,1385017688,0.019,555.004,1118846681.0,-1.114,-0.325,1.849,43.1,70.86399999999998,-2.512,1
-0.94,18008.0,0.569,1380142022,0.005,550.127,1135502535.0,-0.302,-0.181,1.828,49.118,60.723,-2.5380000000000003,1
-0.94,15724.0,0.524,1375739777,-0.006,545.009,1149562462.0,0.024,-0.042,1.848,46.63,78.111,-2.263,1
-0.94,15145.0,0.478,1372620759,-0.017,540.276,1161026463.0,0.179,-0.098,1.626,44.496,71.789,-2.4090000000000003,1
-0.94,14479.0,0.428,1368601265,-0.03,536.072,1169894537.0,0.212,-0.293,1.192,38.789,80.267,-3.553,1
-0.94,12953.0,0.382,1363456153,-0.042,529.196,1206186476.0,0.45,-0.294,1.224,79.727,84.434,-3.437,1
-0.94,10487.0,0.341,1357090255,-0.053,524.2719999999998,1239392851.0,0.573,-0.27,1.225,78.3,89.682,-3.293,1
-0.94,8857.0,0.3,1350979441,-0.063,518.749,1267740840.0,0.7759999999999999,-0.156,1.321,79.995,95.871,-2.664,1
-0.94,8487.0,0.263,1345102286,-0.07200000000000001,515.237,1292746078.0,1.071,-0.343,1.274,87.04,97.874,-2.735,1
-0.94,9847.0,0.238,1339766330,-0.078,511.371,1315488857.0,3.247,-0.307,1.319,89.70700000000002,99.122,-2.439,0
-0.94,10580.0,0.215,1333969637,-0.083,506.923,1335969176.0,3.953,-0.264,1.368,88.432,66.453,-2.613,0
-0.94,10534.0,0.196,1327595279,-0.087,502.588,1354187037.0,3.609,-0.349,1.306,82.134,39.075,-1.173,1
-0.939,10006.0,0.177,1322119099,-0.09,498.815,1370142438.0,2.7910000000000004,-0.5670000000000001,1.215,51.495,39.918,-1.125,1
-0.939,9720.0,0.157,1316415109,-0.093,493.93300000000005,1383835381.0,1.987,-0.747,1.195,58.886,38.025,-1.073,0
-0.939,10066.0,0.13699999999999998,1311778210,-0.094,490.307,1395265864.0,1.304,-0.789,1.18,48.803,69.715,-1.081,0
-0.939,10251.0,0.115,1307828258,-0.094,486.896,1404433888.0,0.848,-0.872,1.2009999999999998,40.647,64.514,-1.067,0
-0.939,10157.0,0.098,1303077545,-0.094,480.702,1452910506.0,0.382,-0.812,1.2009999999999998,85.39200000000002,30.305,-1.382,1
-0.939,10206.0,0.08199999999999999,1297197647,-0.094,475.383,1504059659.0,0.348,-0.836,1.212,94.539,36.492,-1.412,1
-0.939,10484.0,0.066,1291462396,-0.093,470.735,1549412395.0,0.476,-0.737,1.319,94.328,49.576,0.14400000000000002,0
-0.939,10399.0,0.051,1286049369,-0.08900000000000001,465.486,1588968714.0,0.381,-0.655,1.3030000000000002,90.82,45.7,0.462,0
-0.939,8800.0,0.037000000000000005,1282836060,-0.084,459.778,1624872888.0,0.239,-0.5920000000000001,1.346,100.283,22.901,0.7390000000000001,0
-0.939,7919.0,0.018000000000000002,1279515681,-0.077,455.288,1657243104.0,0.112,-0.584,1.358,82.369,42.39100000000001,0.431,0
-0.939,7443.0,-0.004,1275123800,-0.07,450.332,1686079362.0,-0.035,-0.564,1.469,41.582,49.64,0.713,1
-0.939,6533.0,-0.014,1270215083,-0.062,446.416,1711381662.0,-0.062,-0.487,1.548,42.38399999999999,80.118,0.49,0
-0.939,5624.0,-0.018000000000000002,1265919962,-0.055,441.403,1733150005.0,-0.25,-0.44,1.556,45.714,54.227,0.504,0
-0.939,4752.0,-0.019,1262408955,-0.047,437.323,1751384390.0,-0.431,-0.4320000000000001,1.589,43.549,44.337,0.763,0
-0.939,3997.0,-0.017,1263115749,-0.041,432.596,1766084818.0,-0.35100000000000003,-0.485,0.528,44.879,32.226,0.675,0
-0.939,3190.0,-0.015,1256269391,-0.032,427.742,1797501986.0,-0.413,0.116,0.696,42.645,17.538,1.722,1
-0.939,2852.0,-0.016,1250932335,-0.023,422.512,1857594809.0,-0.565,0.101,0.677,51.145,44.63399999999999,1.65,1
-0.939,2654.0,-0.018000000000000002,1246960147,-0.014,417.376,1910303189.0,-0.6759999999999999,0.139,0.723,58.133,68.074,1.841,0
-0.939,2334.0,-0.015,1243361231,-0.004,412.88,1955627127.0,-0.815,0.191,0.7759999999999999,41.81100000000001,65.315,2.16,0
-0.94,1980.0,-0.008,1237410717,0.005,407.452,1996535983.0,-0.993,0.21600000000000005,0.745,53.359,23.723000000000006,2.372,1
-0.94,1761.0,-0.002,1232722808,0.014,402.521,2033594354.0,-1.054,0.147,0.71,36.883,46.63,1.851,1
-0.94,1533.0,0.006,1227313206,0.022,398.284,2066802240.0,-1.089,0.189,0.682,32.637,38.454,1.5,0
-0.94,1356.0,0.014,1223337236,0.028,393.734,2096159641.0,-0.942,0.423,0.6990000000000001,29.468000000000004,50.464,1.127,0
-0.941,1198.0,0.019,1218468053,0.035,389.228,2121666557.0,-0.898,0.498,0.738,29.515,63.176,1.5659999999999998,0
-0.941,1096.0,0.022,1215104601,0.041,384.956,2143322988.0,-0.914,0.4970000000000001,0.277,29.508000000000006,58.548,1.616,0
-0.941,1126.0,0.031,1212922975,0.047,380.336,2161128935.0,-0.94,0.433,0.2,26.278,34.131,1.605,0
-0.942,1137.0,0.044,1207377990,0.054000000000000006,376.133,2175084396.0,-1.001,0.695,0.35700000000000004,19.949,35.753,2.549,0
-0.942,707.502,0.057,1203783943,0.055,371.449,2221837079.0,-1.026,0.09,-0.226,27.531,60.224,-0.029,0
-0.943,595.846,0.071,1200997775,0.053,366.99,2282481422.0,-1.005,0.077,-0.236,23.146,25.542,-0.026,0
-0.943,1005.0,0.087,1196819541,0.047,361.754,2335203312.0,-1.0659999999999998,0.119,-0.251,41.835,8.27,-1.151,0
-0.944,1630.0,0.101,1193714069,0.04,356.903,2381449228.0,-1.367,0.118,-0.266,44.52,5.752999999999999,-1.039,0
-0.945,2399.0,0.108,1191591450,0.032,351.457,2423623177.0,-1.751,0.12,-0.235,52.242,4.431,-1.152,0
-0.945,3081.0,0.119,1189394356,0.022,346.779,2461725158.0,-2.077,0.044,-0.295,49.904,3.463,-1.756,0
-0.946,3650.0,0.129,1189322327,0.013,341.894,2495755172.0,-2.315,0.078,-0.21600000000000005,39.041,6.6960000000000015,-1.699,0
-0.947,4617.0,0.15,1190209004,0.004,337.273,2525713218.0,-2.132,0.111,-0.21,33.874,3.752,-1.541,0
-0.948,6226.0,0.17,1192300876,-0.004,332.24300000000005,2551599297.0,-2.164,0.17,-0.158,24.173,1.546,-1.487,1
-0.949,8024.0,0.191,1194271040,-0.01,327.361,2573413408.0,-2.216,0.093,-0.166,26.385,1.098,-1.398,1
-0.95,9071.0,0.207,1193491257,-0.016,322.697,2591155552.0,-2.298,-0.017,-0.218,22.38,39.734,-1.938,0
-0.951,9625.0,0.21600000000000005,1194399251,-0.021,318.258,2604825728.0,-2.298,-0.059,-0.189,20.655,63.885,-1.857,0
-0.952,10068.0,0.227,1192708284,-0.024,313.252,2681305498.0,-0.999,-0.006,-0.196,24.684,60.935,-1.611,0
-0.953,10404.0,0.236,1196926072,-0.025,308.67,2749810315.0,-0.498,0.115,-0.06,23.936,58.683,-1.969,0
-0.954,10344.0,0.247,1196192256,-0.024,304.22,2809403462.0,-0.42,0.076,-0.031,17.549,50.723,0.422,0
-0.955,10551.0,0.261,1186342307,-0.022,299.616,2862702633.0,-0.5720000000000001,0.116,-0.7190000000000001,19.825,27.175,0.6859999999999999,0
-0.956,11011.0,0.275,1187739896,-0.018000000000000002,294.818,2911162102.0,-0.912,0.133,-0.398,25.783,14.2,0.825,1
-0.958,11281.0,0.285,1190787697,-0.015,290.644,2954781869.0,-1.182,0.17,-0.362,23.681,33.546,0.916,0
-0.959,11317.0,0.293,1193318789,-0.01,286.308,2993561933.0,-1.34,-0.043,-0.305,17.119,67.241,0.944,0
-0.96,11469.0,0.31,1072863850,-0.006999999999999999,282.137,3027502296.0,-1.4780000000000002,-0.149,-0.363,16.403,35.185,0.733,1
-0.962,11900.0,0.331,960168320,-0.009000000000000001,277.529,3056602956.0,-1.649,-0.486,-0.596,22.523000000000003,17.187,-0.8320000000000001,1
-0.963,11358.0,0.354,799643558,-0.012,273.612,3080863915.0,-1.722,-0.441,-0.575,20.606,53.894,-0.463,1
-0.965,11211.0,0.376,692184630,-0.017,269.653,3100285171.0,-1.699,-0.483,-0.447,20.522,56.789,-0.73,1
-0.967,10775.0,0.398,633420847,-0.023,265.528,3156313761.0,-1.443,-0.509,-0.403,20.333,48.855,-0.998,1
-0.968,10378.0,0.417,612874212,-0.029,261.16200000000003,3254581860.0,-1.3530000000000002,-0.523,-0.4320000000000001,23.434,43.434,-0.888,1
-0.97,9698.0,0.429,596470523,-0.035,256.969,3341475489.0,-1.3769999999999998,-0.513,-0.382,24.939,44.659,-1.009,1
-0.971,8517.0,0.45,583350601,-0.041,253.124,3416994649.0,-1.175,-0.649,-0.445,22.38,77.03399999999998,-1.463,1
-0.973,7280.0,0.476,557150352,-0.046,249.594,3485916593.0,-0.7490000000000001,-0.557,-0.33,22.452,90.669,-1.54,0
-0.975,6192.0,0.5,518274671,-0.048,245.99,3548303769.0,-0.38,-0.493,-0.217,18.803,76.13600000000002,-1.071,0
-0.977,5039.0,0.521,507648543,-0.049,242.703,3604156177.0,-0.005,-0.674,-0.32299999999999995,19.923,75.382,-1.166,0
-0.978,3622.0,0.537,493043768,-0.063,239.155,3653473817.0,0.132,-1.375,-1.592,19.935,52.399,-7.089,0
-0.98,2502.0,0.546,495709824,-0.084,235.664,3696256689.0,0.001,-1.338,-1.526,15.842,34.09,-7.0779999999999985,1
-0.982,2064.0,0.55,484532143,-0.11,232.438,3732504794.0,-0.066,-1.472,-1.702,11.348,44.224,-7.835,1
-0.984,1826.0,0.555,489911776,-0.145,228.966,3762218131.0,0.162,-2.127,-2.575,14.036,48.518,-10.345,0
-0.986,1680.0,0.5589999999999999,480985074,-0.185,225.826,3785396699.0,0.239,-2.123,-2.75,12.917,41.152,-8.988999999999997,0
-0.987,1617.0,0.563,479009438,-0.224,222.845,3802040500.0,0.388,-2.017,-2.761,13.487,62.652,-9.275,0
-0.989,1550.0,0.565,475975388,-0.261,219.48,3865790783.0,0.422,-2.024,-2.818,13.929,65.721,-9.07,0
-0.991,1548.0,0.5660000000000001,476870827,-0.294,216.18,3923466080.0,0.319,-2.031,-2.732,16.37,46.934,-8.837,0
-0.993,1536.0,0.557,477133443,-0.32299999999999995,213.126,3973429072.0,0.071,-2.061,-2.728,16.465,42.409,-8.863,0
-0.995,1430.0,0.54,421576703,-0.34600000000000003,210.217,4019254026.0,0.018000000000000002,-2.073,-2.717,14.696,43.438,-8.871,0
-0.997,1420.0,0.524,406544543,-0.364,207.085,4060940939.0,-0.055,-2.045,-2.717,16.361,22.089,-8.67,0
-0.999,1402.0,0.501,450737702,-0.378,204.072,4098489814.0,-0.279,-2.0780000000000003,-2.73,15.257,9.68,-9.14,0
-1.001,1389.0,0.477,446829972,-0.387,201.3,4131900650.0,-0.509,-2.184,-2.775,9.646,11.44,-9.667,0
-1.003,1383.0,0.453,446719802,-0.392,198.487,4161173446.0,-0.66,-2.29,-2.739,9.221,3.927,-9.687,0
-1.004,1399.0,0.431,447608525,-0.393,195.736,4186308203.0,-0.725,-2.23,-2.64,8.521,2.227,-3.852,0
-1.006,1460.0,0.41,450913294,-0.39,192.804,4207304920.0,-0.335,-2.28,-2.604,11.509,1.178,-4.006,0
-1.008,1462.0,0.384,455505465,-0.385,190.152,4224163599.0,-0.304,-2.275,-2.574,9.183,4.824,-3.1830000000000003,0
-1.01,1496.0,0.364,455869084,-0.376,187.419,4239567368.0,-0.498,-2.3,-2.615,9.651,4.64,0.109,0
-1.012,1515.0,0.343,457111234,-0.366,184.469,4348844005.0,-0.578,-2.384,-2.311,15.643,54.771,-0.32299999999999995,0
-1.014,1497.0,0.322,458746116,-0.355,181.706,4446776482.0,-0.44,-2.242,-2.29,14.621,58.728,-0.369,0
-1.016,1253.0,0.303,458773268,-0.342,179.00799999999995,4533364799.0,-0.535,-1.874,-2.221,13.682,15.606,-0.13699999999999998,0
-1.018,1569.0,0.287,458909202,-0.326,176.12599999999995,4612440474.0,-0.861,-1.821,-2.071,14.793,7.007999999999999,0.588,0
-1.02,1908.0,0.267,462420454,-0.308,173.391,4684310029.0,-1.235,-1.779,-2.046,15.634,6.561,0.67,0
-1.022,2438.0,0.247,463822557,-0.28800000000000003,170.497,4748973463.0,-1.587,-1.75,-2.111,14.749,3.535,0.584,0
-1.024,3041.0,0.228,464084211,-0.268,167.872,4806430776.0,-1.875,-1.682,-2.016,11.178,2.7460000000000004,0.916,0
-1.027,3462.0,0.212,464837405,-0.247,165.175,4856681968.0,-2.037,-1.666,-1.756,12.025,36.023,1.037,0
-1.029,3958.0,0.197,465570937,-0.225,162.703,4899727040.0,-2.082,-1.5530000000000002,-1.704,10.357,28.468000000000004,1.681,0
-1.031,4391.0,0.183,463965422,-0.203,160.05700000000004,4935565991.0,-2.112,-1.713,-1.7719999999999998,8.391,14.31,1.306,0
-1.033,4712.0,0.17,465452774,-0.184,157.506,4964198822.0,-2.044,-1.845,-1.906,8.721,30.025,0.816,0
-1.035,4875.0,0.156,460985611,-0.166,154.85,5059382699.0,-1.929,-1.898,-1.878,10.274,42.457,0.6970000000000001,0
-1.037,5008.0,0.14400000000000002,453802589,-0.15,152.295,5216716986.0,-1.712,-0.588,-1.873,11.005999999999998,54.688,0.9,0
-1.039,5218.0,0.13,451124961,-0.135,149.765,5356246433.0,-1.412,-0.611,-1.872,10.454,44.655,0.918,0
-1.042,5345.0,0.117,452321565,-0.122,147.24,5478162692.0,-1.094,-0.499,-1.852,11.33,39.302,1.1,1
-1.044,5412.0,0.106,453834969,-0.11,144.85399999999996,5589480233.0,-0.152,0.14,-1.868,5.959,30.348000000000006,0.953,1
-1.046,5713.0,0.097,454469511,-0.1,142.372,5690199054.0,0.078,0.093,-1.909,6.93,7.3439999999999985,0.4370000000000001,1
-1.0490000000000002,5866.0,0.08900000000000001,454980044,-0.092,140.05200000000002,5780319156.0,-0.046,0.041,-1.931,4.371,6.521,-0.471,1
-1.051,5730.0,0.075,458240197,-0.085,137.732,5859840540.0,-0.3720000000000001,0.036000000000000004,-1.91,4.5539999999999985,49.326,-0.477,1
-1.053,5599.0,0.063,461822945,-0.08,135.455,5928763204.0,-0.6829999999999999,0.011,-1.909,4.187,38.096,-0.482,1
-1.055,5227.0,0.054000000000000006,461574830,-0.075,133.313,5987087149.0,-0.715,0.038,-1.854,4.408,70.335,-0.7170000000000001,1
-1.058,4685.0,0.05,461917186,-0.071,131.232,6034812375.0,-0.4,0.012,-1.968,4.8439999999999985,85.785,-0.942,1
-1.06,4166.0,0.048,461721831,-0.067,129.232,6071938882.0,-0.023,0.036000000000000004,-2.026,5.394,90.86,-1.159,0
-1.062,3705.0,0.044,461342466,-0.064,127.286,6126256634.0,0.461,-0.016,-2.153,4.772,74.81,-1.165,0
-1.065,3207.0,0.036000000000000004,460511956,-0.062,125.276,6254749580.0,0.6970000000000001,0.005,-2.186,4.9110000000000005,51.62,-0.98,0
-1.067,2815.0,0.025,462611054,-0.06,123.279,6364461745.0,0.974,-0.014,-2.19,4.932,57.21,-0.8370000000000001,0
-1.069,2505.0,0.014,462723100,-0.059,121.417,6460661497.0,1.132,-0.041,-2.195,4.165,67.469,-1.131,0
-1.072,2294.0,0.0,462600588,-0.058,119.503,6548679187.0,1.132,-0.042,-2.206,4.921,62.457,-1.179,0
-1.074,2060.0,-0.009000000000000001,462578843,-0.058,117.615,6628514815.0,0.88,-0.096,-2.237,5.494,46.197,-1.17,0
-1.0759999999999998,1814.0,-0.02,463068334,-0.056,115.797,6700168380.0,0.545,0.094,-2.036,4.836,36.166,-0.133,0
-1.079,1463.0,-0.028,463964198,-0.052000000000000005,113.976,6763639882.0,0.28800000000000003,0.204,-2.2230000000000003,3.415,39.438,0.258,0
-1.081,1072.0,-0.034,465178007,-0.048,112.32,6818929322.0,-0.097,0.157,-2.233,4.297,13.008,0.239,0
-1.083,885.438,-0.043,468163292,-0.043,110.52,6866036699.0,-0.586,0.096,-2.264,5.529,9.509,0.181,0
-1.086,845.923,-0.051,467577901,-0.038,108.85,6904962014.0,-0.722,-0.05,-2.312,4.589,7.481,0.27,0
-1.088,828.2260000000001,-0.057,468448911,-0.032,107.082,6935705267.0,-0.898,-0.021,-2.283,6.1160000000000005,4.011,0.362,0
-1.09,837.8530000000002,-0.062,469671160,-0.028,105.486,6964641690.0,-1.0590000000000002,-0.08800000000000001,-2.347,6.165,28.646,0.058,0
-1.093,846.9,-0.066,471407573,-0.025,103.694,7114836042.0,-1.106,-0.153,-2.358,8.879,31.836,-0.077,0
-1.095,840.4860000000001,-0.071,473061944,-0.022,102.151,7247114717.0,-1.207,-0.153,-2.331,8.924,59.562,0.322,0
-1.097,843.5239999999999,-0.079,473613675,-0.02,100.481,7363462713.0,-1.198,-0.282,-2.485,7.791,44.899,0.177,0
-1.099,836.705,-0.093,474851799,-0.018000000000000002,98.843,7470077095.0,-1.212,-0.231,-2.501,8.327,26.788,0.16899999999999998,1
-1.102,850.01,-0.106,477014901,-0.018000000000000002,97.281,7566957863.0,-1.225,-0.149,-2.488,7.298999999999999,20.156,0.252,1
-1.104,873.36,-0.119,475103317,-0.017,95.696,7654105016.0,-1.167,-0.107,-2.68,7.694,16.646,0.354,1
-1.106,905.357,-0.128,472864319,-0.017,94.301,7731518556.0,-1.122,-0.151,-2.114,6.738,11.822,0.616,1
-1.109,921.539,-0.136,472213255,-0.016,92.763,7799198481.0,-1.05,-0.16399999999999998,-2.113,6.607,50.401,-0.429,1
-1.111,929.301,-0.141,471348273,-0.015,91.358,7857144792.0,-0.919,-0.08,-2.051,4.942,66.143,-0.391,1
-1.113,931.736,-0.145,472527406,-0.014,89.97399999999998,7905357489.0,-0.464,-0.081,-2.068,4.924,73.283,-0.299,1
-1.115,851.42,-0.152,472801204,-0.013,88.641,7943836572.0,-0.34600000000000003,-0.032,-2.061,4.875,83.06,-0.234,0
-1.118,757.7489999999998,-0.157,473509695,-0.012,87.23,7972582041.0,-0.3670000000000001,-0.006,-1.981,5.47,49.536,-0.242,1
-1.12,733.895,-0.161,474120819,-0.011,85.932,8039419544.0,-0.433,-0.02,-2.008,5.115,35.875,-0.473,1
-1.122,685.821,-0.166,474473922,-0.01,84.57700000000001,8158954223.0,-0.5720000000000001,-0.016,-2.036,4.301,33.411,-0.104,1
-1.124,690.696,-0.16899999999999998,474649923,-0.009000000000000001,83.25299999999999,8261091194.0,-0.743,-0.024,-2.047,4.302,57.01600000000001,-0.044,1
