mining_profitability90wma,price90emaUSD,price90smaUSD,price90stdUSD,difficulty14sma,mining_profitability30sma,mining_profitability90trx,median_transaction_fee90rocUSD,median_transaction_feeUSD,difficulty90var,difficulty14trx,price30varUSD,price90momUSD,price30wmaUSD,price3wmaUSD,fee_to_reward30stdUSD,price7smaUSD,mining_profitability,transactionfees90rsiUSD,category
441.43,525.753,449.166,619.877,1017065382.0,513.111,-0.94,19.38,0.073,8.40683461845927e+16,2.208,19481.0,608.075,749.328,700.477,0.274,662.0419999999998,329.254,50.662,1
439.61300000000006,530.749,456.164,619.22,1036534834.0,497.287,-0.94,22.249,0.0753,8.71070306019124e+16,2.241,19379.0,629.854,745.434,731.743,0.254,674.831,327.066,50.422,1
436.821,535.307,462.995,617.945,1056004287.0,480.398,-0.94,19.705,0.0738,8.98826931285087e+16,2.249,18976.0,614.8009999999998,740.8739999999998,741.822,0.23,692.5219999999998,281.436,50.48,1
435.194,539.58,469.737,616.1990000000002,1075473739.0,467.086,-0.94,18.612,0.073,9.23953337643814e+16,2.234,18008.0,606.7090000000002,736.197,736.43,0.214,706.085,333.098,50.925,1
433.24,544.441,476.818,614.762,1094943191.0,450.164,-0.94,23.32,0.0761,9.46449525095308e+16,2.198,15724.0,637.346,734.059,746.633,0.213,721.89,317.265,50.163,1
431.585,549.104,483.972,612.631,1114412644.0,439.448,-0.94,34.179,0.0757,9.66315493639567e+16,2.145,15145.0,643.837,732.283,753.5060000000002,0.217,734.159,329.658,50.32,1
430.374,553.984,491.335,610.327,1133882096.0,431.467,-0.94,42.14100000000001,0.0771,9.83551243276594e+16,2.077,14479.0,662.64,731.7860000000002,764.563,0.215,748.552,348.987,50.282,1
426.402,558.946,498.698,608.073,1169433580.0,412.733,-0.94,33.259,0.078,1.03244547968055e+17,2.0580000000000003,12953.0,662.742,732.1619999999998,773.0369999999998,0.215,755.5980000000002,223.189,50.749,1
424.27,564.104,506.191,605.803,1205871475.0,400.148,-0.94,33.036,0.0794,1.07961211848375e+17,2.066,10487.0,674.318,733.872,785.263,0.208,761.395,305.1670000000001,50.468,1
421.466,570.0509999999998,514.139,604.062,1230942113.0,385.73,-0.94,39.852,0.0835,1.12443514967498e+17,2.082,8857.0,715.322,738.7539999999998,811.85,0.195,775.19,272.972,50.75100000000001,0
420.5630000000001,576.812,522.553,602.985,1247910555.0,373.886,-0.94,45.789,0.0878,1.16802574452119e+17,2.095,8487.0,757.28,746.7460000000002,849.3439999999998,0.195,796.322,358.9430000000001,50.94300000000001,0
419.218,585.2719999999998,531.888,603.879,1264878998.0,368.556,-0.94,58.158,0.0962,1.20788564060472e+17,2.0980000000000003,9847.0,840.1030000000002,760.243,912.535,0.157,825.0360000000002,339.329,54.243,0
417.204,592.514,540.687,602.862,1281847441.0,360.551,-0.94,48.88,0.0915,1.24401483792558e+17,2.087,10580.0,791.9169999999998,770.195,924.258,0.154,847.635,309.022,51.051,0
415.208,598.137,548.74,599.712,1298815884.0,352.75699999999995,-0.94,37.378,0.0848,1.27641333648378e+17,2.062,10534.0,724.828,775.4680000000002,889.388,0.153,858.6619999999998,309.6740000000001,50.578,0
413.689,603.668,556.807,596.154,1315784327.0,343.968,-0.939,37.257,0.085,1.3050811362793e+17,2.022,10006.0,726.008,780.8560000000001,860.165,0.154,868.672,330.9290000000001,50.415,0
410.977,608.999,564.83,592.068,1332752770.0,336.97,-0.939,36.324,0.0846,1.33001823731216e+17,1.97,9720.0,722.072,786.154,847.779,0.15,876.185,276.671,50.59,0
409.436,615.383,573.415,588.813,1349721213.0,332.575,-0.939,41.849,0.0899,1.35122463958235e+17,1.908,10066.0,772.654,794.9780000000002,873.451,0.152,885.44,328.941,50.613,0
408.031,621.504,581.901,585.015,1366689655.0,327.204,-0.939,37.397,0.0894,1.36870034308986e+17,1.836,10251.0,763.7610000000002,803.342,887.801,0.154,887.753,335.13,50.789,0
403.774,626.249,589.7090000000002,579.6669999999998,1405928305.0,316.809,-0.939,24.302,0.0837,1.43872214806768e+17,1.824,10157.0,702.676,808.0110000000002,866.579,0.153,869.9960000000002,205.048,50.45399999999999,0
400.296,631.0419999999998,597.577,574.0269999999998,1449401430.0,310.598,-0.939,23.971,0.0844,1.51969957793231e+17,1.855,10206.0,708.1160000000001,813.165,850.283,0.156,859.927,238.674,51.21,0
397.382,636.026,605.567,568.246,1492874556.0,303.837,-0.939,23.688,0.0858,1.60048738362384e+17,1.905,10484.0,719.102,819.166,849.915,0.157,861.2810000000002,263.902,51.175,0
393.759,640.819,613.46,562.067,1520265650.0,299.028,-0.939,98.092,0.0854,1.67555686084735e+17,1.955,10399.0,710.385,824.75,853.711,0.157,861.89,231.919,50.61,0
389.579,644.817,620.891,555.2090000000002,1546770332.0,295.898,-0.939,6.925,0.0823,1.74490800960284e+17,1.997,8800.0,668.825,827.919,839.0260000000002,0.158,858.5319999999998,205.781,50.68600000000001,0
386.514,649.039,628.442,548.227,1573275015.0,292.697,-0.939,6.3889999999999985,0.0837,1.80854082989032e+17,2.023,7919.0,679.576,831.426,835.041,0.158,849.5930000000002,255.472,50.72,0
382.891,653.286,635.97,541.115,1599779697.0,289.86,-0.939,2.214,0.0842,1.86645532170977e+17,2.031,7443.0,677.4830000000002,834.806,837.2330000000002,0.157,842.2239999999998,229.781,50.62,0
380.222,658.4019999999998,643.811,534.894,1626284380.0,289.377,-0.939,-1.722,0.0886,1.9186514850612e+17,2.021,6533.0,705.7410000000001,840.6260000000002,863.2769999999998,0.157,849.173,272.177,50.853,0
376.388,662.8989999999999,651.274,528.137,1652789062.0,287.268,-0.939,-9.831,0.0863,1.96512931994462e+17,1.994,5624.0,671.613,844.375,867.2539999999998,0.158,851.846,218.289,50.361,0
373.414,667.065,658.683,520.452,1679293745.0,286.459,-0.939,330.845,0.0852,2.00588882636002e+17,1.952,4752.0,666.8430000000002,846.951,861.58,0.158,851.08,255.773,50.46,0
369.726,670.82,666.11,511.312,1705798427.0,284.422,-0.939,363.8130000000001,0.0838,2.0409300043074e+17,1.896,3997.0,668.428,848.153,846.938,0.159,848.7639999999999,222.274,50.95,0
365.832,673.8380000000002,673.168,501.328,1743151699.0,282.252,-0.939,367.224,0.0808,2.11591625533055e+17,1.857,3190.0,635.187,847.076,825.452,0.159,846.685,211.733,50.394,0
361.451,677.258,680.4010000000002,491.25,1798535018.0,277.60200000000003,-0.939,364.862,0.0829,2.24871996544212e+17,1.866,2852.0,651.0169999999998,847.077,823.758,0.159,845.62,189.766,50.297,0
357.0619999999999,681.3,687.88,481.437,1853918338.0,272.994,-0.939,357.962,0.0861,2.37349770711375e+17,1.897,2654.0,673.118,848.91,841.755,0.158,848.315,188.823,50.402,0
353.211,685.206,695.279,471.153,1887031451.0,270.706,-0.939,344.796,0.0859,2.49024948034545e+17,1.934,2334.0,665.9169999999998,850.3760000000002,854.819,0.158,844.457,212.797,50.243,0
348.338,687.69,701.975,459.542,1915910088.0,265.134,-0.94,308.148,0.0798,2.59897528513721e+17,1.965,1980.0,602.643,847.6560000000002,828.9830000000002,0.159,835.196,165.921,50.109,0
343.867,690.72,708.9730000000002,447.517,1944788725.0,260.66200000000003,-0.94,110.89,0.0826,2.69967512148904e+17,1.984,1761.0,629.821,846.552,822.0219999999998,0.158,831.3530000000002,183.105,50.32100000000001,0
340.0,693.4,715.804,434.686,1973667362.0,256.663,-0.94,310.698,0.0813,2.79234898940094e+17,1.987,1533.0,614.778,844.477,814.543,0.155,827.7460000000002,209.699,50.209,0
335.74300000000005,696.2819999999998,722.748,421.239,2002545999.0,251.406,-0.94,313.097,0.0825,2.87699688887291e+17,1.974,1356.0,624.941,843.049,820.745,0.146,830.087,191.262,50.541,0
331.44199999999995,699.409,729.815,407.2,2031424636.0,250.257,-0.941,313.986,0.0839,2.95361881990494e+17,1.946,1198.0,636.01,842.4110000000002,829.573,0.146,831.39,188.72,50.151,0
327.2920000000001,702.404,736.725,392.791,2060303273.0,246.58,-0.941,290.863,0.0836,3.02221478249704e+17,1.903,1096.0,621.883,841.46,834.791,0.15,827.752,194.874,50.104,0
322.719,704.922,743.2310000000001,378.223,2089181910.0,243.305,-0.941,253.035,0.0817,3.08634558803512e+17,1.849,1126.0,585.531,839.21,826.7919999999998,0.15,821.735,174.726,50.107,0
318.486,707.4,749.557,363.664,2118060547.0,237.643,-0.942,229.337,0.0818,3.15816957117213e+17,1.785,1137.0,569.408,837.046,820.439,0.15,824.518,189.086,50.003,0
313.696,710.1010000000001,755.738,349.769,2166571885.0,231.767,-0.942,203.001,0.083,3.29271441644842e+17,1.75,707.502,556.273,835.824,823.8689999999998,0.095,825.196,163.04399999999995,50.063,0
309.0490000000001,712.084,761.318,336.147,2225990278.0,227.085,-0.943,168.46599999999995,0.08,3.46296073623669e+17,1.7519999999999998,595.846,502.222,832.952,813.216,0.094,823.437,168.56799999999996,50.088,0
303.557,712.432,765.684,323.867,2274560082.0,221.054,-0.943,117.295,0.0728,3.62220926954875e+17,1.768,1005.0,392.918,825.653,769.113,0.099,809.632,128.748,49.841,0
298.392,712.085,770.182,308.2920000000001,2305099838.0,214.725,-0.944,138.671,0.0697,3.77046001638462e+17,1.788,1630.0,404.768,816.5980000000002,724.3539999999998,0.097,789.3589999999998,141.035,49.35,0
292.565,711.297,774.206,293.467,2335639594.0,209.138,-0.945,115.352,0.0676,3.9077129767443e+17,1.802,2399.0,362.218,806.554,691.6510000000002,0.096,766.579,109.08,49.268,0
287.437,710.163,777.796,279.543,2366179350.0,202.795,-0.945,95.967,0.066,4.03396815062779e+17,1.805,3081.0,323.052,795.808,671.3610000000001,0.091,744.1139999999998,138.637,49.317,0
282.0490000000001,709.092,781.045,266.97900000000004,2396719106.0,195.774,-0.946,79.234,0.0661,4.14922553803507e+17,1.797,3650.0,292.4,785.69,663.315,0.085,721.7919999999998,124.494,49.302,0
276.866,707.443,783.635,256.498,2427258862.0,193.326,-0.947,58.13,0.0634,4.25348513896617e+17,1.775,4617.0,233.098,774.308,647.47,0.086,693.762,131.629,49.979,0
271.243,704.5319999999998,785.448,248.127,2457798618.0,188.985,-0.948,39.634,0.0575,4.34674695342107e+17,1.742,6226.0,163.195,759.548,609.077,0.081,661.564,108.42,49.147,1
265.731,701.081,786.883,241.009,2488338374.0,183.858,-0.949,30.878,0.0548,4.42901098139978e+17,1.6969999999999998,8024.0,129.175,743.5980000000002,571.091,0.08,635.795,110.106,49.245,1
260.404,698.5930000000002,788.3789999999998,234.284,2518878130.0,179.96599999999995,-0.95,29.709,0.0588,4.50662795000407e+17,1.643,9071.0,134.657,730.921,572.285,0.081,620.259,115.166,49.137,1
255.272,697.174,789.307,231.148,2549417886.0,177.13099999999997,-0.951,15.168,0.0634,4.58651596795538e+17,1.582,9625.0,83.499,721.789,604.222,0.083,614.226,120.731,49.247,0
249.549,695.704,789.623,230.2,2615787049.0,171.63099999999997,-0.952,4.7189999999999985,0.063,4.81236944412068e+17,1.571,10068.0,28.401,712.825,624.462,0.134,610.0269999999998,90.469,51.53100000000001,0
244.246,694.221,791.107,224.219,2682624571.0,167.46400000000003,-0.953,27.001,0.0628,5.02498740524762e+17,1.587,10404.0,133.564,704.171,629.878,0.132,605.284,104.778,49.348,0
239.048,692.643,791.3610000000001,223.401,2729829392.0,161.93200000000004,-0.954,3.813,0.0622,5.2219242401989e+17,1.614,10344.0,22.864,695.6030000000002,625.663,0.133,603.615,106.205,49.351000000000006,0
233.69,690.554,790.5,225.771,2766127158.0,157.813,-0.955,-11.48,0.0598,5.40317994897452e+17,1.64,10551.0,-77.503,686.002,610.982,0.131,606.8530000000002,94.72,49.279,0
228.161,687.796,788.571,230.427,2802424924.0,151.998,-0.956,-28.234,0.0565,5.56875453157447e+17,1.659,11011.0,-173.558,674.872,585.48,0.132,609.362,81.316,49.06800000000001,0
223.277,685.39,787.191,233.93400000000003,2838722690.0,148.085,-0.958,-17.684,0.0578,5.71864798799877e+17,1.6669999999999998,11281.0,-124.241,665.2139999999998,577.115,0.132,607.99,104.883,49.23,0
218.258,683.92,786.029,236.223,2875020456.0,144.139,-0.959,-14.462,0.0619,5.8528603182474e+17,1.663,11317.0,-104.573,658.709,596.21,0.132,605.779,93.369,49.28100000000001,0
213.43,681.424,783.5139999999999,240.497,2911318221.0,141.031,-0.96,-28.407,0.057,5.97139152232037e+17,1.646,11469.0,-226.299,649.504,587.731,0.132,597.215,96.52,49.158,1
208.197,677.432,779.164,246.626,2947615987.0,137.153,-0.962,-43.925,0.05,6.07424160021767e+17,1.617,11900.0,-391.4980000000001,636.304,543.102,0.138,578.868,72.495,49.021,1
203.732,675.137,775.1469999999998,248.145,2983913753.0,133.37,-0.963,-38.686,0.0573,6.1614105519393e+17,1.577,11358.0,-361.54,628.604,548.1569999999998,0.138,571.809,99.284,49.14,0
199.306,673.054,770.688,247.562,3020211519.0,130.954,-0.965,-40.879,0.058,6.23917357786862e+17,1.529,11211.0,-401.292,621.995,564.487,0.13699999999999998,569.347,93.461,49.174,0
194.784,670.738,765.304,243.882,3078713054.0,127.584,-0.967,-46.055,0.0568,6.42327829095662e+17,1.5019999999999998,10775.0,-484.626,615.034,572.786,0.138,569.715,81.992,49.467,0
190.112,668.306,761.3539999999998,245.529,3164021579.0,122.823,-0.968,-38.827,0.056,6.7398645836934e+17,1.52,10378.0,-355.4890000000001,608.139,565.989,0.138,567.112,66.869,49.04600000000001,0
185.659,665.95,757.3889999999999,246.80900000000003,3249330103.0,118.793,-0.97,-38.872,0.0561,7.03259501137949e+17,1.56,9698.0,-356.80800000000005,601.852,561.8480000000002,0.138,558.9069999999998,70.374,48.967,0
181.58900000000003,664.6060000000001,753.169,244.096,3298809220.0,115.237,-0.971,-38.577,0.0605,7.30146957401487e+17,1.606,8517.0,-379.848,598.952,582.78,0.14300000000000002,563.83,82.03,49.399,0
177.921,664.8919999999998,749.178,237.061,3347819979.0,111.825,-0.973,-34.643,0.0678,7.54648827159956e+17,1.6469999999999998,7280.0,-359.172,601.251,633.92,0.145,589.231,92.501,49.625,0
174.245,664.828,745.5219999999998,232.127,3396830738.0,108.855,-0.975,-33.2,0.0662,7.76765110413354e+17,1.6769999999999998,6192.0,-329.023,602.884,657.671,0.14300000000000002,601.945,85.625,49.458,0
170.958,664.752,742.69,229.93400000000003,3445841497.0,105.765,-0.977,-27.821,0.0661,7.9649580716168e+17,1.694,5039.0,-254.913,604.808,664.278,0.14300000000000002,613.514,96.408,49.594,0
167.49,664.2560000000002,741.817,230.856,3494852256.0,103.039,-0.978,-10.896,0.0642,8.13840917404938e+17,1.696,3622.0,-78.53,605.831,651.877,0.14300000000000002,624.161,81.271,49.29600000000001,0
164.10299999999995,663.2760000000002,740.552,232.267,3543863015.0,100.099,-0.98,-15.523,0.062,8.28800441143125e+17,1.683,2502.0,-113.871,605.807,634.126,0.145,632.674,80.342,49.059,0
161.017,662.4889999999998,738.0089999999999,232.152,3592873774.0,98.769,-0.982,-26.725,0.0627,8.41374378376243e+17,1.656,2064.0,-228.854,606.675,627.33,0.146,642.158,88.848,49.327,0
157.727,661.7819999999998,734.826,230.105,3641884533.0,96.55,-0.984,-31.251,0.063,8.53663317713863e+17,1.618,1826.0,-286.517,607.941,627.59,0.147,645.8,74.49,49.768,0
154.81799999999996,660.9939999999998,731.9169999999998,228.917,3690895291.0,95.783,-0.986,-29.489,0.0626,8.67573896503686e+17,1.569,1680.0,-261.77,609.068,627.644,0.147,638.418,86.072,49.367,0
152.09799999999996,660.466,729.51,228.303,3739906050.0,94.169,-0.987,-25.379,0.0637,8.7939735988828e+17,1.513,1617.0,-216.637,611.016,632.185,0.147,634.844,90.213,49.631,0
149.019,659.99,726.94,227.118,3817653193.0,92.344,-0.989,-26.587,0.0639,9.05111220338338e+17,1.481,1550.0,-231.343,613.129,636.044,0.147,631.621,69.744,49.432,0
146.035,659.395,724.4739999999998,226.329,3875495477.0,90.268,-0.991,-25.955,0.0633,9.29525941906319e+17,1.464,1548.0,-221.859,614.913,635.556,0.14800000000000002,630.298,69.325,49.3,0
143.333,658.7810000000002,722.2180000000002,225.944,3906530771.0,89.227,-0.993,-24.331,0.0631,9.51183113985519e+17,1.452,1536.0,-203.046,616.604,633.172,0.151,631.982,77.196,49.127,0
140.795,658.185,720.632,226.46,3937566066.0,88.249,-0.995,-18.436,0.0632,9.70082736575943e+17,1.44,1430.0,-142.768,618.187,631.8,0.152,632.577,80.775,49.519,0
138.063,657.456,720.0989999999998,227.131,3968601360.0,86.667,-0.997,-7.129,0.0625,9.86224809677588e+17,1.4240000000000002,1420.0,-47.975,619.161,628.306,0.15,631.8240000000002,67.711,49.328,0
135.458,656.49,720.7539999999998,225.551,3999636654.0,84.977,-0.999,10.638,0.0614,9.99609333290456e+17,1.402,1402.0,58.989,619.312,620.372,0.147,630.05,70.018,49.049,0
133.083,655.551,720.73,225.597,4030671949.0,84.55799999999998,-1.001,-0.358,0.0614,1.01023630741454e+18,1.374,1389.0,-2.205,619.525,615.566,0.112,626.735,77.922,49.087,0
130.673,654.243,719.98,226.799,4061707243.0,83.51,-1.003,-10.176,0.0596,1.01810573204985e+18,1.339,1383.0,-67.52,618.627,604.85,0.112,620.624,73.325,49.161,0
128.32299999999998,652.66,719.623,227.561,4092742537.0,82.414,-1.004,-5.2189999999999985,0.0582,1.02866453097285e+18,1.2990000000000002,1399.0,-32.06,616.909,592.082,0.111,613.382,73.32600000000002,49.199,0
125.782,650.697,718.829,229.232,4123777832.0,81.333,-1.006,-11.258,0.0563,1.04034633027731e+18,1.253,1460.0,-71.471,614.059,575.086,0.114,603.651,62.29600000000001,49.932,0
123.511,648.8,717.877,231.071,4154813126.0,81.028,-1.008,-13.185,0.0564,1.04970206288879e+18,1.203,1462.0,-85.713,611.349,567.007,0.123,594.04,72.15,49.034,0
121.152,646.928,716.687,233.124,4187285812.0,79.725,-1.01,-15.966,0.0564,1.0574609186061e+18,1.151,1496.0,-107.086,608.5930000000002,563.836,0.123,585.271,65.813,48.908,0
118.568,645.41,715.659,234.742,4272367011.0,78.38600000000002,-1.012,-21.64,0.0578,1.09511284235816e+18,1.145,1515.0,-92.54,606.786,570.869,0.122,580.177,53.197,49.231,0
116.161,643.9630000000002,713.9830000000002,236.444,4357448210.0,77.127,-1.014,-20.654,0.058,1.12915049526024e+18,1.165,1497.0,-150.86700000000005,605.178,576.349,0.123,575.2909999999998,58.742,49.50100000000001,0
113.825,641.749,711.6510000000002,238.982,4413793026.0,76.676,-1.016,-27.868,0.0543,1.15957387731234e+18,1.196,1253.0,-209.858,601.202,561.101,0.118,567.746,58.957,48.94600000000001,0
111.31,638.692,709.035,242.889,4467838931.0,74.962,-1.018,-31.9,0.0503,1.18638298851446e+18,1.228,1569.0,-235.461,594.518,528.995,0.119,556.38,47.856,48.677,0
108.937,635.629,706.4739999999998,246.788,4521884836.0,73.569,-1.02,-31.577,0.0499,1.20957782886661e+18,1.257,1908.0,-230.435,587.77,507.749,0.126,547.2330000000002,51.685,48.665,0
106.413,631.976,703.238,251.454,4575930741.0,72.227,-1.022,-38.292,0.0469,1.22915839836878e+18,1.276,2438.0,-291.291,579.268,484.93300000000005,0.125,533.67,41.739,48.619,0
104.162,628.131,699.909,256.423,4629976646.0,71.7,-1.024,-39.599,0.0457,1.24512469702098e+18,1.286,3041.0,-299.6090000000001,570.175,468.199,0.127,518.436,51.047,48.595,0
101.849,624.794,696.633,260.205,4684022551.0,70.859,-1.027,-38.235,0.0476,1.2574767248232e+18,1.285,3462.0,-294.847,562.549,468.722,0.127,503.92800000000005,45.155,48.661,0
99.776,621.311,693.15,264.024,4738068456.0,69.882,-1.029,-40.198,0.0466,1.2748082823002e+18,1.273,3958.0,-313.452,554.461,468.094,0.119,487.7480000000001,52.707,48.683,0
97.516,617.215,689.164,268.625,4792114360.0,68.208,-1.031,-45.195,0.0435,1.28939002445197e+18,1.252,4391.0,-358.67800000000005,544.6469999999998,452.299,0.109,472.284,42.285,48.562,1
95.358,613.4169999999998,684.828,271.672,4846160265.0,66.821,-1.033,-46.75899999999999,0.0444,1.30079239247052e+18,1.223,4712.0,-390.295,535.964,444.901,0.108,463.96,44.018,48.67,0
93.094,609.865,680.096,272.903,4939718939.0,64.828,-1.035,-48.522,0.0452,1.33545598631576e+18,1.217,4875.0,-425.8730000000001,528.2280000000002,446.529,0.109,457.173,36.63,48.644,0
90.952,606.556,674.5139999999999,270.172,5073255237.0,63.407,-1.037,-52.239,0.0459,1.39890744788521e+18,1.255,5008.0,-502.392,521.428,454.332,0.11,455.729,38.632,48.765,0
88.851,603.2040000000002,669.3939999999999,269.225,5205354143.0,61.968,-1.039,-50.369,0.0454,1.45690169916539e+18,1.3130000000000002,5218.0,-460.779,514.678,455.426,0.112,455.305,37.171,48.839,0
86.76700000000002,599.868,664.9839999999998,270.358,5284844536.0,60.169,-1.042,-46.788,0.0451,1.50943874015628e+18,1.376,5345.0,-396.921,508.116,453.603,0.119,451.749,34.871,48.846,0
84.833,596.511,660.5089999999999,271.301,5364334929.0,58.975,-1.044,-47.389,0.0447,1.55651857085788e+18,1.435,5412.0,-402.73,501.656,449.697,0.13,449.005,38.678,49.918,0
82.822,592.361,655.637,273.527,5443825322.0,57.17,-1.046,-51.82100000000001,0.0408,1.5981411912702e+18,1.482,5713.0,-438.517,493.047,428.1230000000001,0.13,445.112,31.917,48.585,1
80.979,588.207,650.124,273.646,5523315715.0,55.39,-1.0490000000000002,-55.16,0.0403,1.63430660139325e+18,1.515,5866.0,-496.148,484.624,412.083,0.129,439.246,36.814,48.57,1
79.155,584.626,644.918,272.725,5602806108.0,54.215,-1.051,-52.42,0.0425,1.665014801227e+18,1.5319999999999998,5730.0,-468.568,478.1230000000001,415.048,0.133,435.46,34.498000000000005,48.453,1
77.398,580.918,640.234,273.818,5682296500.0,53.042,-1.053,-50.338,0.0416,1.70396633490256e+18,1.533,5599.0,-421.539,471.472,416.929,0.132,429.253,34.141,48.53100000000001,1
75.766,577.95,635.807,273.358,5761786893.0,51.735,-1.055,-47.18899999999999,0.0446,1.74058264143597e+18,1.521,5227.0,-398.431,467.225,432.46,0.131,428.091,37.973,48.897,0
74.199,575.966,631.694,271.002,5841277286.0,50.331,-1.058,-43.15,0.0488,1.77256920689089e+18,1.495,4685.0,-370.14,466.071,461.779,0.132,433.27,38.65,49.24800000000001,0
72.72,574.678,627.952,267.897,5920767679.0,49.414,-1.06,-39.428,0.0517,1.79992603126735e+18,1.459,4166.0,-336.754,467.142,495.549,0.133,443.305,40.201,49.174,0
71.29899999999998,573.156,624.427,265.895,6015145552.0,48.437,-1.062,-38.561,0.0505,1.83414088993329e+18,1.423,3705.0,-317.249,467.67800000000005,506.46,0.133,457.271,40.706,49.408,0
69.811,571.225,620.521,263.615,6156001414.0,47.033,-1.065,-42.01300000000001,0.0485,1.90454699532259e+18,1.416,3207.0,-351.61,467.145,497.36,0.133,468.98,35.81800000000001,49.07100000000001,0
68.347,569.461,616.617,260.753,6257344507.0,45.737,-1.067,-41.71100000000001,0.0491,1.96830401679908e+18,1.4240000000000002,2815.0,-351.333,467.254,491.489,0.133,478.359,34.435,49.40600000000001,0
67.02,567.9630000000002,612.342,255.506,6318709975.0,44.578,-1.069,-43.427,0.0501,2.02541195436276e+18,1.435,2505.0,-384.786,468.254,495.171,0.135,490.55800000000005,38.56,49.283,0
65.658,566.446,608.2959999999998,250.99,6380075444.0,43.645,-1.072,-42.185,0.0499,2.07587080801363e+18,1.443,2294.0,-364.069,469.28,498.402,0.13,498.14,34.316,49.175,0
64.325,564.804,604.288,246.752,6441440913.0,42.361,-1.074,-42.319,0.0492,2.1196805777517e+18,1.444,2060.0,-360.744,469.975,495.72,0.128,498.717,33.61,48.88,1
63.074,563.0840000000002,600.384,242.933,6502806381.0,41.33,-1.0759999999999998,-41.933,0.0487,2.15684126357695e+18,1.4369999999999998,1814.0,-351.3540000000001,470.49300000000005,490.334,0.128,494.315,34.897,48.86600000000001,1
61.826,561.42,596.82,240.03,6564171850.0,40.654,-1.079,-39.69,0.0487,2.19505523896354e+18,1.421,1463.0,-320.758,471.233,487.831,0.129,491.735,32.911,48.992,1
60.74800000000001,559.2959999999998,592.768,236.471,6625537319.0,39.984,-1.081,-43.965,0.0465,2.23897220389695e+18,1.395,1072.0,-364.669,470.708,475.945,0.128,488.80300000000005,38.655,48.636,1
59.525,557.0369999999998,588.2719999999998,231.217,6686902787.0,39.033,-1.083,-46.99100000000001,0.0456,2.27723579227751e+18,1.361,885.438,-404.664,469.895,464.407,0.132,483.88,30.409,48.435,1
58.432,554.705,583.737,225.74,6748268256.0,38.589,-1.086,-47.508,0.0451,2.30984600410522e+18,1.32,845.923,-408.11800000000005,468.91,455.094,0.133,476.689,34.548,49.042,1
57.247,552.094,579.712,223.206,6809633724.0,37.813,-1.088,-45.392,0.0436,2.33680283938007e+18,1.273,828.2260000000001,-362.325,467.065,444.338,0.129,467.677,28.393,48.64100000000001,1
56.229,549.7040000000002,575.465,218.836,6874414496.0,37.57,-1.09,-46.29600000000001,0.0443,2.36085816919232e+18,1.223,837.8530000000002,-382.197,465.839,442.128,0.129,460.77,34.459,48.63,1
55.01600000000001,547.386,571.372,214.679,7008782071.0,36.667,-1.093,-45.332,0.0444,2.44499358209737e+18,1.21,846.9,-368.386,464.727,442.5630000000001,0.13,454.73,23.949,48.762,1
54.058,545.3240000000002,567.249,209.254,7128262165.0,36.278,-1.095,-44.995,0.0454,2.52080269109536e+18,1.216,840.4860000000001,-371.001,464.241,448.75,0.132,449.893,33.477,48.536,1
52.978,543.197,562.9159999999998,202.649,7201264271.0,35.394,-1.097,-46.507,0.0449,2.58828549618632e+18,1.231,843.5239999999999,-389.996,463.484,449.511,0.131,447.578,26.193,48.729,1
51.934,540.918,558.514,195.855,7274266377.0,34.85,-1.099,-47.411,0.0439,2.64744199737024e+18,1.246,836.705,-396.209,462.17800000000005,444.855,0.13,445.147,25.963,48.575,1
50.97,538.58,554.265,189.742,7347268484.0,34.308,-1.102,-46.809,0.0435,2.69827219464711e+18,1.257,850.01,-382.399,460.544,438.523,0.131,442.805,27.769,48.56,1
49.984,536.231,549.977,183.062,7420270590.0,33.925,-1.104,-47.202,0.0432,2.74077608801694e+18,1.261,873.36,-385.965,458.749,433.955,0.135,442.21,25.148000000000003,48.658,1
49.19300000000001,533.8380000000002,545.499,174.95,7493272696.0,33.711,-1.106,-48.532,0.0427,2.79041881009614e+18,1.256,905.357,-402.957,456.715,430.002,0.134,439.923,32.203,48.565,1
48.26300000000001,531.67,541.442,167.917,7566274802.0,33.284,-1.109,-45.624,0.0435,2.84057162166234e+18,1.243,921.539,-365.148,455.256,431.996,0.133,438.627,24.362,48.608,1
47.464,529.672,538.251,164.502,7639276908.0,33.082,-1.111,-39.449,0.0441,2.88357908198128e+18,1.222,929.301,-287.152,454.196,436.661,0.126,436.799,28.806,48.687,1
46.682,527.786,535.443,162.203,7712279015.0,32.739000000000004,-1.113,-36.286,0.0444,2.91944119105295e+18,1.193,931.736,-252.789,453.36,441.384,0.108,436.128,28.392,49.244,1
45.947,526.067,532.924,160.41,7785281121.0,32.652,-1.115,-33.519,0.045,2.94815794887736e+18,1.157,851.42,-226.662,452.899,446.198,0.111,437.569,29.304,48.518,1
45.125,524.231,530.512,159.239,7858283227.0,32.241,-1.118,-32.915,0.0443,2.96972935545452e+18,1.117,757.7489999999998,-217.138,451.895,445.106,0.112,438.713,24.482,48.555,1
44.412,522.339,528.03,157.955,7956906216.0,32.029,-1.12,-33.761,0.0438,3.00773247780884e+18,1.084,733.895,-223.304,450.521,441.507,0.108,439.627,28.153,48.566,1
43.637,520.471,525.844,157.469,8087389032.0,31.7,-1.122,-31.029,0.0437,3.07399321765905e+18,1.072,685.821,-196.75,449.069,438.471,0.103,441.056,24.27,48.442,1
