difficulty90sma,fee_to_reward14stdUSD,mining_profitability90mom,mining_profitability90trx,price30varUSD,price90varUSD,priceUSD,top100cap90roc,category
5851391.0,0.499,1683.0,0.498,713.182,1909.0,105.04,4.109,0
5930364.0,0.47,3132.0,0.501,712.21,1900.0,113.464,4.058,0
6007704.0,0.47200000000000003,2261.0,0.504,706.495,1888.0,113.005,3.552,0
6083269.0,0.451,2584.0,0.507,690.4119999999999,1872.0,110.375,3.7119999999999997,0
6158833.0,0.408,1918.0,0.509,620.663,1855.0,109.595,3.7689999999999997,0
6234398.0,0.452,2034.0,0.51,405.733,1835.0,108.42,3.931,0
6309963.0,0.46399999999999997,2281.0,0.511,259.572,1816.0,110.54,3.8,0
6385528.0,0.46299999999999997,2177.0,0.511,259.128,1798.0,112.50299999999999,3.548,0
6463591.0,0.384,1665.0,0.511,247.201,1777.0,111.738,3.362,0
6551499.0,0.36700000000000005,1591.0,0.51,241.146,1756.0,112.241,2.94,0
6639408.0,0.379,439.60699999999997,0.509,227.512,1730.0,108.635,3.0180000000000002,0
6727317.0,0.408,1012.0,0.507,207.533,1701.0,104.575,3.227,0
6815226.0,0.5429999999999999,582.264,0.504,158.959,1674.0,107.0,3.915,0
6903135.0,0.542,1037.0,0.502,113.564,1647.0,110.492,3.7569999999999997,0
6991043.0,0.555,1143.0,0.499,99.055,1620.0,112.815,4.802,0
7074909.0,0.496,1601.0,0.495,96.427,1591.0,112.905,4.743,0
7158645.0,0.49200000000000005,833.778,0.491,96.632,1562.0,113.2,4.735,0
7242381.0,0.475,1105.0,0.48700000000000004,96.537,1534.0,115.28,3.807,0
7326117.0,0.473,1433.0,0.483,96.287,1506.0,116.686,4.058,0
7409853.0,0.467,1582.0,0.479,95.81200000000001,1477.0,118.696,3.639,0
7493589.0,0.48100000000000004,1674.0,0.474,86.575,1449.0,124.605,4.044,0
7580253.0,0.495,1808.0,0.47,72.165,1422.0,127.725,3.404,0
7674724.0,0.5770000000000001,815.627,0.465,67.865,1393.0,128.75,3.588,0
7769195.0,0.5870000000000001,1510.0,0.46,69.483,1361.0,128.355,3.783,0
7863666.0,0.58,984.6039999999999,0.455,70.53399999999999,1327.0,125.725,3.855,0
7958138.0,0.535,1210.0,0.45,66.944,1293.0,126.43,3.533,0
8050460.0,0.305,1451.0,0.445,59.442,1259.0,127.245,3.7089999999999996,0
8136966.0,0.297,1291.0,0.44,60.659,1223.0,126.42399999999999,3.161,0
8223472.0,0.355,1855.0,0.435,64.368,1184.0,126.90899999999999,2.758,0
8309978.0,0.36200000000000004,885.383,0.429,60.54,1143.0,124.135,2.5180000000000002,0
8396484.0,0.342,1445.0,0.424,56.443000000000005,1102.0,120.333,2.411,1
8482990.0,0.33799999999999997,482.219,0.418,56.24,1063.0,119.685,2.033,1
8584089.0,0.34299999999999997,-996.03,0.413,55.893,1024.0,120.096,2.479,1
8708953.0,0.337,-975.461,0.406,54.287,985.028,119.38799999999999,1.599,1
8833817.0,0.33799999999999997,-1440.0,0.4,52.303000000000004,945.645,115.014,1.5419999999999998,1
