difficulty14sma,difficulty14trx,difficulty14wma,difficulty3ema,difficulty7ema,difficulty7wma,difficulty90var,fee_to_reward30stdUSD,median_transaction_fee90rocUSD,median_transaction_feeUSD,mining_profitability,mining_profitability30ema,mining_profitability30sma,mining_profitability90trx,mining_profitability90wma,price14emaUSD,price30varUSD,price30wmaUSD,price3smaUSD,price3wmaUSD,price7smaUSD,price90emaUSD,price90momUSD,price90smaUSD,price90stdUSD,priceUSD,transactionfees90rsiUSD,category
5956136.0,1.93,6368099.0,6690038.0,6526779.0,6695826.0,1168545930405.0,1.147,606.456,0.0474,7220.0,5603.0,5449.0,0.091,4650.0,75.294,343.51800000000003,66.298,90.406,91.616,84.929,39.444,81.308,32.485,41.348,94.715,55.785,1
6088148.0,1.9480000000000002,6466725.0,6692932.0,6569041.0,6695826.0,1243754847226.0,1.145,716.2180000000001,0.0539,7990.0,5757.0,5582.0,0.10400000000000001,4740.0,79.62100000000001,405.594,69.605,97.171,100.288,90.07799999999999,40.945,94.54799999999999,33.536,44.05,107.749,58.315,1
6220161.0,1.943,6547748.0,6694379.0,6600737.0,6695826.0,1315553871298.0,1.151,808.284,0.06,8852.0,5957.0,5743.0,0.11699999999999999,4847.0,85.006,499.42199999999997,73.541,107.48899999999999,111.70299999999999,95.902,42.681999999999995,106.79,34.722,47.42100000000001,120.00299999999999,60.746,0
6352174.0,1.9169999999999998,6611170.0,6695103.0,6624509.0,6695826.0,1383943002621.0,1.173,834.762,0.0618,8777.0,6139.0,5910.0,0.132,4951.0,90.146,596.59,77.521,117.104,119.74,101.303,44.46,110.34299999999999,35.948,50.724,123.56200000000001,61.387,0
6506275.0,1.8880000000000001,6698222.0,6850081.0,6719647.0,6773134.0,1468006625051.0,0.672,876.762,0.0643,9950.0,6385.0,6087.0,0.147,5079.0,95.28200000000001,701.54,81.643,124.07600000000001,125.52,107.314,46.31100000000001,115.491,37.231,54.086999999999996,128.664,58.864,0
6708086.0,1.885,6853785.0,7261540.0,6957985.0,7006384.0,1595799220682.0,0.6709999999999999,922.051,0.0671,8923.0,6548.0,6217.0,0.163,5183.0,100.46,812.71,85.92299999999999,128.78,130.53799999999998,113.979,48.24,120.991,38.576,57.528,134.114,56.7,0
6857511.0,1.89,6982440.0,7467270.0,7136739.0,7204734.0,1718152888140.0,0.672,979.512,0.071,9411.0,6733.0,6370.0,0.179,5295.0,106.009,941.058,90.515,134.952,137.188,121.555,50.303000000000004,128.918,40.008,61.227,142.08,58.303000000000004,0
6927309.0,1.8940000000000001,7091172.0,7570135.0,7270804.0,7368185.0,1838692472962.0,0.672,1120.0,0.0818,10124.0,6952.0,6535.0,0.196,5422.0,113.68299999999999,1159.0,96.27600000000001,146.585,151.49200000000002,131.39,52.792,150.154,41.677,66.21600000000001,163.561,58.463,0
6997107.0,1.891,7190598.0,7621567.0,7371353.0,7496738.0,1957321566010.0,0.672,1337.0,0.0977,13352.0,7365.0,6805.0,0.215,5618.0,124.57799999999999,1552.0,103.83200000000001,167.012,175.898,143.911,55.926,181.794,43.696000000000005,73.372,195.39700000000002,60.06100000000001,0
7066905.0,1.8769999999999998,7280717.0,7647284.0,7446765.0,7590391.0,2071119322547.0,0.6729999999999999,1198.0,0.0892,12305.0,7683.0,7054.0,0.235,5788.0,131.767,1786.0,109.97399999999999,179.15200000000002,181.642,152.268,58.62,164.748,45.527,78.344,178.5,62.619,0
7136703.0,1.851,7361530.0,7660142.0,7503324.0,7649145.0,2180085742573.0,0.631,722.163,0.0575,7092.0,7645.0,7116.0,0.254,5840.0,129.532,1742.0,111.73100000000001,162.965,149.566,151.045,59.858999999999995,101.012,46.648999999999994,79.392,115.0,55.42,0
7206501.0,1.814,7433036.0,7666571.0,7545743.0,7673000.0,2284220826087.0,0.63,561.246,0.0462,6360.0,7562.0,7160.0,0.273,5876.0,124.587,1664.0,111.881,128.648,114.306,145.871,60.575,78.465,47.521,79.661,92.446,53.934,1
7276299.0,1.767,7495236.0,7669785.0,7577557.0,7673000.0,2383524573089.0,0.636,607.072,0.0492,6595.0,7500.0,7215.0,0.29100000000000004,5915.0,121.1,1584.0,112.311,101.96,99.199,140.774,61.407,84.51299999999999,48.46,80.046,98.435,52.733000000000004,1
7346097.0,1.71,7548129.0,7671393.0,7601418.0,7673000.0,2477996983579.0,0.63,556.932,0.0459,5779.0,7389.0,7258.0,0.307,5936.0,117.2,1498.0,112.197,94.243,94.14399999999999,133.59799999999998,62.076,77.867,49.325,80.219,91.84899999999999,53.739,1
7415895.0,1.646,7591716.0,7672196.0,7619313.0,7673000.0,2567638057558.0,0.64,523.689,0.0436,5865.0,7291.0,7296.0,0.32299999999999995,5958.0,113.18700000000001,1411.0,111.67399999999999,92.464,90.57600000000001,122.676,62.626999999999995,73.141,50.138000000000005,80.252,87.10799999999999,55.763999999999996,1
7485694.0,1.5759999999999998,7625997.0,7672598.0,7632735.0,7673000.0,2652447795025.0,0.598,428.524,0.0375,4937.0,7139.0,7295.0,0.33799999999999997,5958.0,108.101,1333.0,110.28,84.666,81.865,105.48299999999999,62.898999999999994,60.843999999999994,50.81399999999999,80.054,75.043,51.2,1
7581583.0,1.516,7699674.0,7855437.0,7734120.0,7764319.0,2758250272700.0,0.616,423.267,0.0389,5006.0,7001.0,7308.0,0.35100000000000003,5959.0,104.052,1257.0,108.993,79.961,78.399,91.088,63.225,62.878,51.513000000000005,79.884,77.734,54.531000000000006,1
7744331.0,1.496,7885369.0,8414867.0,8044164.0,8076597.0,2936841391024.0,0.617,518.736,0.0473,4878.0,6864.0,7308.0,0.363,5957.0,102.803,1181.0,108.73100000000001,82.485,85.758,88.185,63.917,79.377,52.395,80.018,94.679,52.825,1
7884991.0,1.4969999999999999,8049365.0,8694581.0,8276697.0,8342401.0,3107340479299.0,0.589,597.4540000000001,0.0534,6198.0,6821.0,7286.0,0.375,5983.0,103.322,1120.0,109.15100000000001,93.038,97.865,90.221,64.857,91.40100000000001,53.41,80.428,106.7,53.565,1
7977940.0,1.505,8194605.0,8834439.0,8451097.0,8561730.0,3269747537528.0,0.573,646.552,0.0572,6887.0,6825.0,7293.0,0.386,6024.0,104.81,1075.0,109.969,105.286,108.586,92.51299999999999,65.94800000000001,99.145,54.512,81.02600000000001,114.48,54.16,0
8070890.0,1.514,8327453.0,8904367.0,8581897.0,8734584.0,3424062565708.0,0.607,622.331,0.0571,6616.0,6812.0,7281.0,0.397,6057.0,106.075,1028.0,110.665,111.825,113.09100000000001,95.72,67.01,98.471,55.606,81.564,114.295,52.566,1
8163840.0,1.517,8447907.0,8939332.0,8679996.0,8860963.0,3570285563842.0,0.595,582.217,0.0568,6062.0,6764.0,7262.0,0.40700000000000003,6077.0,107.069,970.5,111.208,114.103,113.945,99.495,68.033,96.89200000000001,56.683,82.035,113.535,54.059,1
8256789.0,1.5119999999999998,8555968.0,8956814.0,8753571.0,8940867.0,3705865399816.0,0.5720000000000001,609.5319999999999,0.0604,7056.0,6782.0,7326.0,0.41600000000000004,6118.0,108.897,914.725,112.11200000000001,116.20299999999999,117.28399999999999,106.029,69.192,103.757,57.836000000000006,82.68700000000001,120.78,54.498000000000005,0
8349739.0,1.4969999999999999,8651635.0,8965555.0,8808753.0,8974296.0,3823245990120.0,0.575,695.867,0.0674,7469.0,6827.0,7414.0,0.426,6167.0,112.351,880.7289999999999,113.79899999999999,123.038,126.58200000000001,114.181,70.634,117.86200000000001,59.145,83.781,134.8,55.013999999999996,0
8442689.0,1.473,8734910.0,8969925.0,8850138.0,8974296.0,3931721326432.0,0.5720000000000001,730.5989999999999,0.0699,8539.0,6937.0,7517.0,0.435,6239.0,116.00299999999999,852.3989999999999,115.664,131.773,134.933,120.618,72.153,122.916,60.511,84.975,139.74,55.321000000000005,0
8535639.0,1.44,8805791.0,8972111.0,8881178.0,8974296.0,4031291408750.0,0.564,674.4639999999999,0.0665,7248.0,6957.0,7566.0,0.444,6281.0,118.262,824.092,116.944,135.828,135.519,124.368,73.48899999999999,115.77799999999999,61.797,85.81299999999999,132.945,52.934,0
8628588.0,1.399,8864278.0,8973203.0,8904457.0,8974296.0,4121956237076.0,0.5720000000000001,630.826,0.0632,6431.0,6923.0,7532.0,0.45299999999999996,6304.0,119.336,798.309,117.681,133.0,130.763,126.05799999999999,74.65,109.03200000000001,63.00899999999999,86.34200000000001,126.316,53.658,1
8721538.0,1.351,8910373.0,8973750.0,8921917.0,8974296.0,4203715811408.0,0.606,600.305,0.062,7773.0,6978.0,7576.0,0.461,6355.0,119.964,769.4680000000001,118.185,127.76799999999999,126.285,127.45100000000001,75.736,106.33200000000001,64.19,86.74,124.045,52.81,1
8814488.0,1.298,8944074.0,8974023.0,8935012.0,8974296.0,4276570131748.0,0.609,604.245,0.0653,7263.0,6996.0,7598.0,0.469,6394.0,121.376,743.0189999999999,119.02799999999999,126.97399999999999,127.681,129.884,76.94,112.021,65.435,87.29700000000001,130.56,53.773,0
8970303.0,1.2690000000000001,9082731.0,9414219.0,9164862.0,9194326.0,4416478161259.0,0.605,608.659,0.0672,6393.0,6958.0,7578.0,0.47600000000000003,6413.0,123.12200000000001,719.012,120.03,129.69,131.42600000000002,131.839,78.205,115.49,66.718,87.92,134.465,54.495,0
9115876.0,1.2590000000000001,9230196.0,9745256.0,9392720.0,9438392.0,4566138193669.0,0.59,532.224,0.0623,6340.0,6918.0,7549.0,0.483,6430.0,123.32700000000001,696.544,120.302,129.895,128.912,130.39,79.226,104.944,67.884,88.179,124.662,52.29,1
9194590.0,1.258,9358252.0,9910774.0,9563613.0,9643101.0,4703324940710.0,0.598,449.25800000000004,0.0555,5352.0,6817.0,7461.0,0.488,6425.0,121.69,693.883,119.632,123.39200000000001,119.48899999999999,126.292,79.925,90.831,68.893,88.053,111.04899999999999,52.97,1
9273304.0,1.258,9475812.0,9993534.0,9691783.0,9808454.0,4828038402382.0,0.5870000000000001,412.829,0.0513,5046.0,6702.0,7334.0,0.493,6412.0,119.15700000000001,705.323,118.415,112.802,109.14,121.97,80.426,82.669,69.812,87.719,102.694,52.141999999999996,1
9352018.0,1.256,9582877.0,10034913.0,9787911.0,9934449.0,4940278578686.0,0.534,424.68800000000005,0.0525,5658.0,6635.0,7230.0,0.498,6413.0,117.275,713.182,117.387,106.26100000000001,105.259,118.931,80.967,85.02,70.757,87.384,105.04,52.386,1
9430732.0,1.249,9679447.0,10055603.0,9860006.0,10021087.0,5040045469621.0,0.546,464.06,0.0567,6262.0,6611.0,7107.0,0.501,6426.0,116.76700000000001,712.21,116.94200000000001,107.066,108.861,117.419,81.681,93.348,71.794,87.171,113.464,51.648,1
9509446.0,1.235,9765522.0,10065948.0,9914078.0,10068369.0,5137023472602.0,0.536,461.834,0.0565,5457.0,6536.0,6992.0,0.504,6421.0,116.265,706.495,116.501,110.50299999999999,111.83,114.911,82.369,92.891,72.82600000000001,86.898,113.005,53.174,1
9588160.0,1.214,9841102.0,10071120.0,9954632.0,10076293.0,5232294401290.0,0.5379999999999999,439.085,0.0552,5568.0,6474.0,6864.0,0.507,6418.0,115.48,690.4119999999999,115.935,112.281,111.766,111.47,82.985,89.9,73.825,86.53399999999999,110.375,51.985,1
9666874.0,1.186,9906186.0,10073707.0,9985047.0,10076293.0,5316145264416.0,0.537,416.517,0.0548,5355.0,6402.0,6705.0,0.509,6409.0,114.695,620.663,115.387,110.991,110.42299999999999,109.31700000000001,83.57,88.376,74.807,86.12899999999999,109.595,53.086999999999996,1
9745588.0,1.153,9960775.0,10075000.0,10007858.0,10076293.0,5388576061981.0,0.5489999999999999,392.975,0.0542,5442.0,6340.0,6441.0,0.51,6402.0,113.85799999999999,405.733,114.87899999999999,109.463,109.137,108.94200000000001,84.116,86.427,75.767,85.678,108.42,52.75,1
9824302.0,1.114,10004869.0,10075646.0,10024967.0,10076293.0,5449586793985.0,0.5529999999999999,384.918,0.0553,5770.0,6303.0,6223.0,0.511,6402.0,113.416,259.572,114.695,109.51799999999999,109.675,110.06200000000001,84.696,87.744,76.742,85.24,110.54,52.622,0
9903016.0,1.071,10038468.0,10075970.0,10037798.0,10076293.0,5499177460428.0,0.5429999999999999,383.653,0.0563,5926.0,6279.0,6184.0,0.511,6404.0,113.294,259.128,114.78399999999999,110.48700000000001,111.16799999999999,111.12799999999999,85.30799999999999,89.241,77.734,84.804,112.50299999999999,52.063,0
9997790.0,1.031,10091550.0,10188550.0,10103632.0,10132502.0,5555966504632.0,0.544,842.7339999999999,0.11199999999999999,5199.0,6209.0,6146.0,0.511,6390.0,113.086,247.201,114.82799999999999,111.59299999999999,111.79299999999999,110.882,85.88799999999999,88.03200000000001,78.712,84.318,111.738,52.168,0
10155859.0,1.016,10250145.0,10687904.0,10374538.0,10402214.0,5683226128875.0,0.5329999999999999,365.605,0.0561,5179.0,6143.0,6098.0,0.51,6375.0,112.97399999999999,241.146,114.86399999999999,112.16,112.117,110.773,86.46799999999999,88.134,79.691,83.804,112.241,52.729,0
10251062.0,1.015,10387665.0,10937581.0,10577718.0,10632248.0,5795029835465.0,0.536,347.952,0.0543,4670.0,6048.0,6061.0,0.509,6349.0,112.395,227.512,114.63799999999999,110.87100000000001,110.354,110.524,86.955,84.383,80.62899999999999,83.18799999999999,108.635,51.95399999999999,0
10330417.0,1.0190000000000001,10512491.0,11062419.0,10730103.0,10822604.0,5891377624403.0,0.525,315.574,0.0523,4587.0,5953.0,6019.0,0.507,6320.0,111.353,207.533,114.113,108.484,107.206,109.807,87.34200000000001,79.411,81.51100000000001,82.49799999999999,104.575,52.196999999999996,0
10409771.0,1.023,10626737.0,11124838.0,10844391.0,10973283.0,5972269495688.0,0.594,305.86400000000003,0.0535,4982.0,5891.0,6020.0,0.504,6300.0,110.772,158.959,113.70700000000001,106.73700000000001,106.464,109.604,87.774,80.63600000000001,82.40700000000001,81.832,107.0,54.016000000000005,0
10489126.0,1.025,10730402.0,11156048.0,10930108.0,11084285.0,6037705449320.0,0.555,316.26599999999996,0.0552,5231.0,5848.0,6028.0,0.502,6286.0,110.735,113.564,113.458,107.355,108.34200000000001,109.59700000000001,88.273,83.948,83.34,81.17399999999999,110.492,52.316,0
10568480.0,1.021,10823486.0,11171653.0,10994395.0,11155610.0,6087685485299.0,0.5589999999999999,325.003,0.0564,5206.0,5807.0,6039.0,0.499,6270.0,111.012,99.055,113.289,110.102,111.071,109.64200000000001,88.81299999999999,86.27,84.29799999999999,80.50399999999999,112.815,51.331,0
10647835.0,1.012,10905989.0,11179455.0,11042611.0,11187257.0,6151478207977.0,0.547,325.655,0.0565,4934.0,5751.0,5997.0,0.495,6248.0,111.265,96.427,113.086,112.07,112.473,109.809,89.34200000000001,86.38,85.258,79.782,112.905,52.577,0
10727190.0,0.997,10977912.0,11183356.0,11078773.0,11187257.0,6202114660158.0,0.547,308.758,0.0566,4693.0,5682.0,5924.0,0.491,6221.0,111.523,96.632,112.88799999999999,112.973,113.037,109.946,89.867,85.506,86.208,79.051,113.2,52.025,0
10806544.0,0.976,11039255.0,11185307.0,11105894.0,11187257.0,6238727655248.0,0.511,298.335,0.0576,5631.0,5679.0,5891.0,0.48700000000000004,6214.0,112.024,96.537,112.82799999999999,113.795,114.191,110.895,90.425,86.339,87.167,78.34,115.28,51.95399999999999,0
10885899.0,0.95,11090017.0,11186282.0,11126235.0,11187257.0,6261317193246.0,0.51,298.53,0.0583,5211.0,5649.0,5862.0,0.483,6198.0,112.645,96.287,112.85600000000001,115.055,115.63600000000001,112.625,91.00200000000001,87.406,88.139,77.609,116.686,52.559,0
10965253.0,0.92,11130198.0,11186770.0,11141490.0,11187257.0,6269883274153.0,0.507,305.72900000000004,0.0593,5784.0,5658.0,5820.0,0.479,6193.0,113.45200000000001,95.81200000000001,113.008,116.887,117.456,114.296,91.611,89.441,89.132,76.854,118.696,52.56399999999999,0
11044608.0,0.8859999999999999,11159798.0,11187014.0,11152932.0,11187257.0,6264425897968.0,0.502,329.53,0.0623,5588.0,5653.0,5757.0,0.474,6184.0,114.939,86.575,113.545,119.995,121.315,116.31200000000001,92.336,95.595,90.195,76.14,124.605,52.38399999999999,0
11142784.0,0.855,11213951.0,11318884.0,11227388.0,11253132.0,6266845828596.0,0.502,343.935,0.0639,5608.0,5650.0,5660.0,0.47,6176.0,116.64399999999999,72.165,114.305,123.675,125.18,118.44200000000001,93.11399999999999,98.95299999999999,91.294,75.415,127.725,52.824,0
11275090.0,0.8420000000000001,11348701.0,11736148.0,11458894.0,11485260.0,6318752595334.0,0.52,347.056,0.0644,5311.0,5628.0,5595.0,0.465,6160.0,118.258,67.865,115.15700000000001,127.02600000000001,127.71700000000001,120.706,93.897,99.95,92.405,74.641,128.75,51.861999999999995,0
11344101.0,0.84,11465811.0,11944780.0,11632523.0,11682882.0,6352809780071.0,0.518,340.462,0.0642,5450.0,5617.0,5562.0,0.46,6147.0,119.604,69.483,115.992,128.276,128.382,122.87100000000001,94.654,99.214,93.507,73.797,128.355,52.79,0
11413112.0,0.841,11573719.0,12049096.0,11762745.0,11845999.0,6369017382807.0,0.48200000000000004,321.21,0.0629,5226.0,5592.0,5477.0,0.455,6128.0,120.42,70.53399999999999,116.654,127.61,127.10600000000001,124.363,95.337,95.876,94.572,72.852,125.725,52.871,0
11482123.0,0.8420000000000001,11672426.0,12101254.0,11860412.0,11974610.0,6367375403541.0,0.474,303.086,0.0632,5342.0,5575.0,5413.0,0.45,6112.0,121.22200000000001,66.944,117.35799999999999,126.837,126.516,125.755,96.021,95.064,95.62899999999999,71.907,126.43,52.821000000000005,0
11551134.0,0.841,11761931.0,12127333.0,11933662.0,12068716.0,6366377419091.0,0.48100000000000004,282.851,0.0636,5567.0,5575.0,5386.0,0.445,6101.0,122.025,59.442,118.12200000000001,126.46600000000001,126.72,126.976,96.70700000000001,94.008,96.67299999999999,70.976,127.245,52.038000000000004,0
11620145.0,0.836,11842235.0,12140372.0,11988599.0,12128317.0,6395258410585.0,0.484,281.737,0.0632,5071.0,5542.0,5344.0,0.44,6078.0,122.611,60.659,118.85,126.699,126.698,127.236,97.36,93.305,97.71,69.95100000000001,126.42399999999999,52.018,0
11689156.0,0.8270000000000001,11913337.0,12146892.0,12029802.0,12153412.0,6409172842506.0,0.506,298.813,0.0647,5865.0,5563.0,5361.0,0.435,6073.0,123.184,64.368,119.605,126.859,126.803,127.119,98.009,94.45,98.759,68.829,126.90899999999999,51.568000000000005,0
11758167.0,0.813,11975238.0,12150152.0,12060705.0,12153412.0,6408120714852.0,0.515,86.09299999999999,0.0621,4901.0,5520.0,5356.0,0.429,6046.0,123.311,60.54,120.147,125.822,125.441,126.46,98.584,90.78200000000001,99.76799999999999,67.615,124.135,52.801,0
11827178.0,0.795,12027937.0,12151782.0,12083881.0,12153412.0,6392102027625.0,0.516,228.541,0.0602,5209.0,5500.0,5341.0,0.424,6025.0,122.914,56.443000000000005,120.397,123.792,122.696,125.314,99.06200000000001,83.706,100.698,66.407,120.333,53.06399999999999,0
11896189.0,0.773,12071435.0,12152597.0,12101264.0,12153412.0,6361116780823.0,0.507,206.963,0.0598,5139.0,5477.0,5303.0,0.418,6003.0,122.48299999999999,56.24,120.573,121.384,120.64299999999999,124.45100000000001,99.515,80.695,101.595,65.219,119.685,52.293,0
12059010.0,0.7759999999999999,12280844.0,12809677.0,12442637.0,12481748.0,6438715473404.0,0.507,200.31799999999998,0.06,4025.0,5383.0,5256.0,0.413,5956.0,122.165,55.893,120.762,120.038,119.99799999999999,123.546,99.96700000000001,80.10600000000001,102.485,64.007,120.096,53.022,0
12374608.0,0.8390000000000001,12753727.0,14207655.0,13233386.0,13297898.0,6773409257296.0,0.519,189.145,0.0597,3829.0,5283.0,5198.0,0.406,5905.0,121.795,54.287,120.89,119.723,119.67299999999999,122.42399999999999,100.39399999999999,78.098,103.352,62.77,119.38799999999999,51.052,0
12690207.0,0.934,13184530.0,14906644.0,13826448.0,13990754.0,7076921022618.0,0.528,166.48,0.0575,3733.0,5183.0,5144.0,0.4,5852.0,120.891,52.303000000000004,120.71600000000001,118.166,117.319,120.794,100.715,71.85300000000001,104.15100000000001,61.503,115.014,50.855,0
12986984.0,1.041,13573254.0,15256138.0,14271244.0,14560317.0,7349250769370.0,0.516,24.482,0.0553,3834.0,5096.0,5090.0,0.39299999999999996,5801.0,119.51700000000001,51.088,120.24600000000001,114.99600000000001,113.52799999999999,118.462,100.932,66.167,104.88600000000001,60.196999999999996,110.585,51.8,0
13233571.0,1.146,13922407.0,15430885.0,14604841.0,15006587.0,7590398497552.0,0.518,17.393,0.053,3133.0,4969.0,5002.0,0.385,5736.0,117.706,54.048,119.47,110.51100000000001,108.99799999999999,115.86200000000001,101.042,60.815,105.56200000000001,58.849,105.935,50.793,0
13480158.0,1.24,14238682.0,15518259.0,14855039.0,15329562.0,7800364207164.0,0.534,135.92,0.052000000000000005,3358.0,4865.0,4917.0,0.37799999999999995,5676.0,115.88600000000001,59.32899999999999,118.583,106.86,105.772,113.537,101.10799999999999,59.951,106.228,57.39,104.06,50.486000000000004,0
13726745.0,1.318,14522078.0,15561946.0,15042687.0,15529244.0,7979147898205.0,0.532,149.042,0.0533,3690.0,4790.0,4866.0,0.37,5623.0,114.64200000000001,62.193000000000005,117.876,105.516,105.62,111.662,101.228,63.769,106.936,55.792,106.555,51.574,0
13973333.0,1.3769999999999998,14772597.0,15583789.0,15183424.0,15605633.0,8159408765588.0,0.541,149.52100000000002,0.054000000000000006,3678.0,4718.0,4816.0,0.361,5571.0,113.76299999999999,64.186,117.27600000000001,106.221,106.887,109.941,101.37799999999999,64.747,107.656,54.137,108.05,51.47,0
14219920.0,1.416,14990237.0,15594711.0,15288976.0,15605633.0,8329634192341.0,0.535,123.008,0.0535,3238.0,4622.0,4769.0,0.353,5509.0,112.854,65.244,116.61399999999999,107.18299999999999,107.24799999999999,108.163,101.5,63.349,108.36,52.406000000000006,106.945,51.521,0
