activeaddresses30mom,confirmationtime30ema,confirmationtime3ema,confirmationtime90ema,difficulty14var,hashrate14mom,hashrate14trx,hashrate30roc,hashrate3std,hashrate7trx,hashrate90roc,median_transaction_fee3trxUSD,median_transaction_fee7rocUSD,mediantransactionvalue14rocUSD,mediantransactionvalue14rsiUSD,mediantransactionvalue14smaUSD,mediantransactionvalue7rsiUSD,mediantransactionvalueUSD,mining_profitability3roc,mining_profitability7std,price3rsiUSD,price7momUSD,price7varUSD,priceUSD,sentbyaddress30var,sentinusdUSD,size30rsi,size30std,size30trx,size3mom,top100cap,category
-13087,9.981,10.078,9.978,2.99083029232222e+17,-2723142326683008.0,0.135,-0.757,3.59993583124065e+16,0.114,9.856,-0.019,-0.087,50.881,56.326,80.36,58.345,97.448,6.471,0.266,71.441,-0.20600000000000002,2.571,237.015,174069059,309022908.0,50.785,91203.0,-0.023,-38177.0,20.691,1
-27386,10.167,11.467,10.041,3.12870186748477e+17,7319009871806848.0,0.114,-3.5869999999999997,4.08337880970411e+16,-0.033,-0.46,0.268,1.298,59.043,51.091,82.50200000000001,48.251000000000005,80.779,-18.884,0.37200000000000005,85.303,3.075,5.025,240.003,192551326,228849381.0,51.50899999999999,89322.0,-0.024,43241.0,20.642,0
35712,10.147,10.665,10.038,3.12829755202208e+17,-5674228409765888.0,0.066,1.976,3.46139203446457e+16,-0.3,-11.084000000000001,0.376,1.2830000000000001,-34.8,42.894,80.635,34.829,48.95399999999999,18.855,0.48,82.303,3.0380000000000003,6.957999999999999,239.85299999999998,193414033,174347661.0,50.269,81201.0,-0.025,64537.0,20.633000000000003,0
-22506,10.152000000000001,10.439,10.041,2.98961734592889e+17,2.04210109237784e+16,0.044000000000000004,3.748,4.99109724357516e+16,-0.304,16.94,0.295,1.0659999999999998,-31.386999999999997,49.202,78.288,47.153999999999996,71.82600000000001,-2.233,0.486,57.38,2.517,7.575,238.622,192797709,225318774.0,51.21,78945.0,-0.023,13596.0,20.625999999999998,0
-5573,10.142000000000001,10.219,10.041,2.71266124920521e+17,-4.8098871724529e+16,0.018000000000000002,-8.228,4.9328800698498e+16,-0.332,-2.09,0.128,1.886,-21.611,51.086999999999996,76.72800000000001,50.681000000000004,79.237,24.570999999999998,0.473,39.279,4.393,5.287000000000001,237.372,192919971,240674965.0,50.963,79315.0,-0.019,-14480.0,20.635,1
13452,10.161,10.327,10.049,2.2974292618589e+17,-2.30405803590548e+16,-0.002,4.82,2.61063427648799e+16,-0.312,-3.7030000000000003,0.022000000000000002,1.795,2.124,51.015,76.845,50.542,78.976,-17.164,0.46799999999999997,40.868,4.187,2.5810000000000004,237.44299999999998,193811389,275304455.0,51.644,79420.0,-0.013000000000000001,39027.0,20.62,0
-3083,10.209,10.618,10.068,1.74392138389258e+17,-3.31777566649094e+16,-0.027000000000000003,-7.182,1.23944104119909e+16,-0.337,-8.142999999999999,-0.038,0.9179999999999999,14.319,50.903,77.548,50.308,78.596,3.177,0.469,36.42,2.158,1.3969999999999998,237.222,195425369,241079574.0,52.192,82089.0,-0.004,27138.0,20.615,0
39075,10.154,9.984,10.052,1.05213761529315e+17,-3055749740728640.0,-0.027000000000000003,13.414000000000001,3.2498311391067e+16,-0.19399999999999998,8.342,-0.075,-0.053,-14.85,43.768,76.895,36.689,52.43899999999999,-3.573,0.467,29.219,-0.126,1.442,236.889,200306017,256880871.0,50.971000000000004,74209.0,0.006,3144.0,20.605999999999998,0
74413,10.182,10.286,10.064,2.22077956065853e+16,-1.19563478620938e+16,-0.045,1.714,4.34794994203737e+16,-0.228,-6.917000000000001,-0.21899999999999997,-2.392,-39.109,38.459,75.587,28.465999999999998,28.517,5.26,0.35100000000000003,8.756,-5.74,2.521,234.263,227940461,213585303.0,53.111999999999995,78888.0,0.019,42157.0,20.599,0
74402,10.152000000000001,10.008,10.057,4891163753971712.0,-2.77474107871102e+16,-0.051,3.387,4.21789695573738e+16,-0.175,5.417000000000001,-0.382,-3.15,64.15899999999999,51.786,77.796,53.945,79.132,3.353,0.165,4.9030000000000005,-7.555,4.173,232.298,217463986,217963246.0,49.248999999999995,76282.0,0.028999999999999998,-73198.0,20.621,0
24975,10.201,10.459000000000001,10.075,9.98965867766088e+16,-6574376345963456.0,-0.054000000000000006,-1.508,2.93304178332058e+16,-0.12,-7.107,-0.6829999999999999,-4.744,65.52199999999999,57.894,80.92399999999999,63.403999999999996,110.615,-12.020999999999999,0.23600000000000002,1.83,-11.32,12.357999999999999,227.30200000000002,275280447,344806308.0,54.422,89588.0,0.046,108830.0,20.649,0
47315,10.163,10.029,10.065,1.79766592568558e+17,-1.17795869479642e+16,-0.064,-3.213,1.80547349369145e+16,-0.139,-8.472000000000001,-0.934,-5.541,-8.892999999999999,56.818000000000005,80.183,61.363,106.245,1.6219999999999999,0.23,1.159,-13.152000000000001,23.436999999999998,224.22099999999998,291669002,322624383.0,52.16,90173.0,0.065,-11223.0,20.625999999999998,1
28796,10.161,10.085,10.067,2.4450118113008e+17,2.27033666049029e+16,-0.061,9.033999999999999,2.09209244937322e+16,-0.069,18.227999999999998,-0.84,-4.768,-18.691,51.957,78.774,52.201,85.82,-8.155,0.256,26.23,-11.32,24.129,226.123,322041318,311709185.0,52.26,92562.0,0.084,92144.0,20.581,0
7103,10.164,10.149,10.07,2.94100352459866e+17,-4.36462700111887e+16,-0.065,-2.061,2.30150944796278e+16,-0.077,-2.397,-0.6809999999999999,-4.958,-25.34,50.151,76.887,48.872,77.833,9.876,0.255,23.166999999999998,-11.76,20.789,225.46200000000002,332012958,281138790.0,50.838,92637.0,0.102,-98455.0,20.565,0
358,10.182,10.292,10.078,3.28564106559488e+17,-2211084247603392.0,-0.065,-4.178999999999999,1.89425224802875e+16,-0.06,4.47,-0.5529999999999999,-5.167000000000001,6.689,55.592,77.35300000000001,58.882,103.96600000000001,-11.695,0.267,19.058,-12.241,13.323,224.648,332151668,326503142.0,50.45,91170.0,0.11599999999999999,-46951.0,20.557,1
10819,10.047,9.191,10.033999999999999,3.47892443427897e+17,4.2414442883422e+16,-0.046,-0.253,3.02152839969677e+16,0.077,4.229,-0.396,-3.889,25.018,54.857,78.796,57.388000000000005,100.988,20.133,0.354,30.515,-9.11,6.558,225.153,332031973,241538065.0,45.906000000000006,101230.0,0.12,-184361.0,20.545,0
-23881,10.022,9.427999999999999,10.026,3.52085363066143e+17,8.96340715081395e+16,0.002,12.780999999999999,4.03888362085516e+16,0.35600000000000004,12.338,-0.281,-3.199,31.546,46.691,79.899,42.083999999999996,64.398,-11.216,0.39799999999999996,27.229,-7.432,0.9209999999999999,224.86599999999999,328241416,222535590.0,48.364,102808.0,0.11800000000000001,-76477.0,20.552,1
14097,9.967,9.3,10.007,3.41142865473438e+17,-1.57233913971668e+16,0.036000000000000004,9.418,3.67969593821378e+16,0.44,4.15,-0.128,-0.557,7.983,49.597,80.309,47.913000000000004,77.56,12.967,0.38799999999999996,56.136,-1.2670000000000001,0.428,226.03599999999997,306660795,256124759.0,48.927,103137.0,0.114,-49632.0,20.59,1
-9928,9.94,9.418,9.997,3.15064950650044e+17,3.90922556471117e+16,0.075,20.19,3.6718799515713e+16,0.527,-4.046,0.159,2.343,45.31100000000001,56.833999999999996,82.87299999999999,60.992,115.141,-14.251,0.371,84.06200000000001,5.254,2.314,229.47400000000002,294414175,293959292.0,50.567,103080.0,0.111,132124.0,20.609,0
76451,9.847999999999999,8.969,9.965,2.73851618595963e+17,3.15135563492331e+16,0.11699999999999999,9.077,2.36296800339749e+16,0.607,14.056,0.287,1.3840000000000001,34.493,54.821000000000005,84.819,57.025,106.21700000000001,21.503,0.38299999999999995,79.206,3.13,3.654,229.253,345289141,302116772.0,52.907,107481.0,0.113,134333.0,20.62,1
7833,9.901,9.818,9.98,2.17502869311455e+17,5.66292117530711e+16,0.166,1.183,1.15596355405654e+16,0.7070000000000001,17.382,0.325,1.9240000000000002,28.05,53.545,86.39399999999999,54.443999999999996,100.64200000000001,-20.901,0.48,82.87899999999999,4.338,4.78,229.8,357357394,292522865.0,51.787,109029.0,0.11699999999999999,86933.0,20.633000000000003,1
44936,9.916,9.979,9.982999999999999,1.46018702795997e+17,-4.60420174889292e+16,0.174,-12.13,5.54134346513943e+16,0.506,-2.376,0.33399999999999996,2.635,76.70100000000001,51.69,89.26700000000001,50.618,92.65899999999999,9.168,0.484,87.52600000000001,5.92,5.038,230.56900000000002,366058402,316216784.0,52.453,109860.0,0.125,59590.0,20.627,1
39147,9.861,9.517999999999999,9.963,5.93991190493266e+16,3.86736548342845e+16,0.17600000000000002,-1.62,5.17232478035999e+16,0.355,8.599,0.307,2.522,178.475,48.677,92.902,44.553999999999995,79.41199999999999,-0.289,0.44,89.053,5.678999999999999,4.564,230.832,360106543,244618171.0,48.825,107342.0,0.128,-115339.0,20.642,1
48805,9.852,9.624,9.958,1.56172770825208e+17,3.45134938047598e+16,0.195,3.918,5.19859226818038e+16,0.374,15.187999999999999,0.39899999999999997,3.865,-18.292,45.495,91.868,38.553000000000004,64.657,11.232999999999999,0.40700000000000003,96.226,8.691,4.3180000000000005,233.55700000000002,356321876,307433332.0,49.922,106090.0,0.13,-52185.0,20.645,1
44325,9.862,9.812000000000001,9.959,4.16526638746436e+17,1.97518917472824e+16,0.21,10.715,2.49171862963621e+16,0.36200000000000004,13.19,0.521,4.243,-17.722,51.583,90.46799999999999,52.02,91.012,-8.433,0.392,97.839,9.591000000000001,4.905,235.62599999999998,401350844,351733900.0,53.361000000000004,111065.0,0.13699999999999998,33724.0,20.633000000000003,1
15551,10.013,11.008,10.008,6.31760632601903e+17,-5963556303070336.0,0.192,-14.595,5.14703388694548e+16,0.154,-2.6860000000000004,0.8540000000000001,5.377999999999999,-4.794,53.724,90.104,56.317,101.152,-14.251,0.408,99.259,12.341,17.112000000000002,241.81599999999997,356800464,456262060.0,55.18899999999999,116619.0,0.153,198628.0,20.664,1
72042,9.955,10.061,9.988999999999999,8.0187475239161e+17,-2.61523333877403e+16,0.157,-6.388999999999999,3.63077663588274e+16,-0.08199999999999999,-4.6339999999999995,1.419,9.427999999999999,47.06399999999999,58.598,92.98899999999999,65.282,126.211,34.686,0.611,99.697,21.614,50.778999999999996,250.86700000000002,402855767,474174468.0,52.981,118455.0,0.171,104231.0,20.663,0
15318,9.908,9.646,9.972000000000001,9.26868998114509e+17,5.66542541359014e+16,0.153,13.829,5.88503430198768e+16,-0.032,19.284000000000002,1.401,8.052,41.18899999999999,54.567,95.279,56.476000000000006,109.89200000000001,7.256,0.513,79.706,18.504,59.121,248.304,405802671,364091487.0,52.056999999999995,119722.0,0.18899999999999997,-28514.0,20.656,0
20299,9.901,9.721,9.968,1.00674336977191e+18,4.42939757214852e+16,0.168,16.824,5.60515264640265e+16,0.131,15.823,1.095,7.3229999999999995,-20.117,48.641000000000005,93.785,44.864,83.052,6.316,0.519,72.462,16.884,54.339,247.452,406658140,457493745.0,53.051,121979.0,0.21,-57867.0,20.81,0
30396,9.956,10.234,9.985,1.04149786736302e+18,-2.23373458147761e+16,0.16699999999999998,-7.9079999999999995,4.0076086106121e+16,0.128,8.16,0.541,5.272,-25.47,47.04600000000001,91.948,41.945,75.267,-21.984,0.514,42.32,12.169,36.395,243.00099999999998,398313753,268473283.0,50.448,115633.0,0.226,-71046.0,20.849,1
36433,10.062000000000001,10.923,10.021,1.03113249088812e+18,-7.50960452281411e+16,0.135,-8.055,5.75174546531373e+16,-0.067,-8.95,0.18899999999999997,4.21,-2.69,44.501000000000005,91.824,37.356,62.666000000000004,-5.098,0.494,45.299,9.832,21.857,243.39,401303175,239297941.0,51.093,115234.0,0.24,-24566.0,20.849,1
12154,10.02,10.167,10.008,9.75647240346403e+17,-3735036659386944.0,0.10300000000000001,5.808,2.546643483323e+16,-0.196,-10.235,0.13,4.246,10.460999999999999,49.836000000000006,92.404,49.196000000000005,85.67299999999999,16.364,0.52,62.199,10.005,9.175,245.632,341713778,273545765.0,55.071999999999996,126362.0,0.261,73329.0,20.816,0
5552,10.038,10.227,10.014,8.75042115739976e+17,-1.22680667582207e+16,0.08199999999999999,18.394000000000002,3.41171397803935e+16,-0.21,-7.189,0.08800000000000001,1.3219999999999998,-37.903,46.848,89.286,43.312,71.499,1.41,0.474,55.143,3.197,6.805,245.012,337255880,283286536.0,52.751999999999995,127519.0,0.282,81431.0,20.828000000000003,0
9848,9.986,9.729,9.996,7.2931711706674e+17,3041916911987328.0,0.081,3.7889999999999997,2.7190253735925e+16,-0.08800000000000001,6.393,-0.033,-3.051,-33.763000000000005,46.605,86.725,42.83,70.355,5.816,0.258,36.898,-7.654,3.852,243.21400000000003,325621651,279411243.0,48.498000000000005,129479.0,0.294,-74287.0,20.828000000000003,0
-31314,9.953,9.601,9.985,5.38472244326171e+17,-9105815971491520.0,0.09300000000000001,13.09,1.65876123800602e+16,0.066,-2.9019999999999997,-0.136,-2.333,-31.993000000000002,46.174,84.425,41.92,68.443,-10.402000000000001,0.256,30.909000000000002,-5.792999999999999,2.73,242.511,359888412,231723003.0,47.716,133273.0,0.297,-230409.0,20.831999999999997,1
29971,9.914,9.476,9.971,3.02507497521414e+17,6.13402587411911e+16,0.11599999999999999,11.662,6099248926502450.0,0.24,5.401,-0.157,-1.9080000000000001,-13.312000000000001,49.31100000000001,83.544,49.674,80.325,2.13,0.243,35.799,-4.721,1.229,242.731,365088911,368698274.0,49.544,133740.0,0.29600000000000004,-104745.0,20.831999999999997,1
49014,9.994,10.319,9.997,2.14228766498488e+16,-1.76397016916762e+16,0.115,2.95,3.9485103669335e+16,0.193,-3.406,0.05,1.3940000000000001,-22.008000000000003,44.946000000000005,82.296,40.025,61.935,-6.327000000000001,0.244,76.804,3.388,2.015,246.389,359540307,311104424.0,51.608999999999995,134365.0,0.297,99843.0,20.845,1
-19726,10.008,10.265999999999998,10.002,2701524768653312.0,-3.88238871436792e+16,0.10300000000000001,-5.779,3.90536340617239e+16,0.095,4.438,0.34700000000000003,2.609,6.1370000000000005,46.791000000000004,82.579,44.592,68.625,3.6310000000000002,0.23600000000000002,87.64399999999999,6.35,5.617000000000001,249.74,372195032,204043211.0,49.391000000000005,134674.0,0.293,53908.0,20.862,1
-41297,10.026,10.276,10.008,7695900863365120.0,-2.80662081439114e+16,0.079,6.0360000000000005,9005261709876131.0,-0.055999999999999994,-3.34,0.624,2.96,27.916,57.7,84.39399999999999,66.108,116.419,8.009,0.179,92.565,7.272,13.335999999999999,252.903,371972958,335395520.0,51.593999999999994,134907.0,0.292,70236.0,20.81,1
14385,10.02,10.103,10.006,1.18299140628152e+16,3.24855310035842e+16,0.061,1.426,1.60712899976161e+16,-0.11800000000000001,9.226,1.172,7.195,110.831,70.774,92.40100000000001,82.329,213.26,14.181,0.21600000000000003,97.381,17.629,46.058,262.642,399650571,437080308.0,54.65,142303.0,0.299,113026.0,20.799,0
-2979,10.062000000000001,10.385,10.021,1.51035643675279e+16,3.41225669515263e+16,0.051,5.308,2.25289722608422e+16,-0.102,5.246,1.1909999999999998,6.925,-32.021,49.213,89.515,47.453,85.796,-4.579,0.225,77.404,16.840999999999998,54.919,260.055,395522104,336275245.0,55.589,153800.0,0.315,221734.0,20.816999999999997,0
5467,10.016,9.868,10.006,1.75168517785518e+16,-4.84099311028576e+16,0.032,3.196,1.91980413954604e+16,-0.154,-6.935,0.86,6.209,23.961,55.048,91.396,56.047,136.22299999999998,10.925,0.364,59.736000000000004,15.057,46.178999999999995,257.569,425149875,343719226.0,50.83,153883.0,0.32799999999999996,-10178.0,20.836,0
15542,9.947000000000001,9.406,9.982999999999999,1.90697762937897e+16,8403293922696576.0,0.046,11.714,4.63966102568254e+16,0.024,12.443,0.473,5.507999999999999,21.068,50.617,92.645,49.382,100.54899999999999,-3.0460000000000003,0.34700000000000003,49.69,13.37,28.279,256.101,427632554,317947971.0,49.53,154226.0,0.335,-168169.0,20.78,1
15392,9.916,9.44,9.972000000000001,1.97623379153388e+16,2.58557976589821e+16,0.064,12.020999999999999,4.62323771609768e+16,0.161,2.4530000000000003,0.295,4.607,-13.904000000000002,46.571999999999996,91.898,43.354,64.80199999999999,8.808,0.285,60.748999999999995,11.350999999999999,15.945,257.741,434286040,236795017.0,48.373999999999995,156094.0,0.33399999999999996,-246385.0,20.788,1
35081,9.931000000000001,9.79,9.975,1.95945366416261e+16,5.90830541612473e+16,0.087,9.738999999999999,2.13118366601098e+16,0.282,9.146,0.525,5.914,151.391,56.323,98.67399999999999,58.635,157.536,-14.699000000000002,0.295,83.37700000000001,14.77,13.377,264.51,432682622,300494197.0,49.926,155629.0,0.331,-34717.0,20.78,1
50163,9.802999999999999,8.873,9.931000000000001,1.85663724737004e+16,5.51686581338348e+16,0.127,8.607000000000001,2.43037353961345e+16,0.47,13.86,14.059000000000001,114.098,61.102,54.086000000000006,102.413,54.993,138.02100000000002,18.666,0.439,91.47200000000001,19.037,25.741999999999997,271.941,515576972,405054831.0,51.743,142810.0,0.32899999999999996,77494.0,20.833000000000002,0
47997,9.863999999999999,9.81,9.949,1.66778454099886e+16,5919752032400000.0,0.152,-7.108,2.85278627982887e+16,0.498,13.275,17.916,103.81700000000001,87.821,53.647,106.898,54.24100000000001,134.29,-6.1160000000000005,0.465,64.357,5.013,30.443,267.655,516115828,328201871.0,58.023999999999994,173848.0,0.34600000000000003,380928.0,20.845,1
63748,9.805,9.377,9.927,1.39289554515395e+16,-7612461350970240.0,0.17,6.291,3.04038798009317e+16,0.46799999999999997,8.385,15.065,106.54299999999999,114.25299999999999,55.36600000000001,112.64,57.246,150.737,18.096,0.45399999999999996,67.42399999999999,8.507,34.032,268.562,530754492,338481934.0,57.086999999999996,192046.0,0.375,294932.0,20.843000000000004,1
47322,9.871,10.102,9.947000000000001,1.03197025999258e+16,-1.29383397808881e+16,0.17800000000000002,-2.299,5890234673813066.0,0.381,7.84,2.496,4.819,40.224000000000004,48.869,114.60700000000001,45.611000000000004,95.97399999999999,-19.355,0.45399999999999996,72.895,12.413,32.077,269.981,551555376,354683133.0,57.257,210235.0,0.413,236975.0,20.816,1
-17004,9.837,9.726,9.934,5850086852526080.0,-3.23357955560342e+16,0.16899999999999998,-6.372000000000001,1.59385647906729e+16,0.225,-3.111,-3.972,9.827,-21.627,45.408,113.366,39.905,62.953,25.343000000000004,0.536,90.976,25.168000000000003,44.114,281.268,564773079,513622076.0,54.313,216177.0,0.452,-124568.0,20.851,1
43970,9.83,9.728,9.929,4403891601408000.0,4.61181597684552e+16,0.172,-0.215,2.76429529660447e+16,0.20600000000000002,11.808,-6.121,13.054,-24.767,43.756,112.27,37.215,46.596000000000004,-4.146,0.53,95.243,33.645,76.334,291.38599999999997,569054336,370297385.0,56.658,231530.0,0.498,9332.0,20.835,1
23076,9.884,10.197000000000001,9.945,1.85799619061481e+17,1.19653693313014e+16,0.165,11.432,2.8596865206428e+16,0.133,9.049,-5.7010000000000005,15.033,-81.241,40.484,108.288,32.022,12.873,15.95,0.48,97.501,39.764,166.50799999999998,304.274,567513690,379809427.0,57.333,248905.0,0.55,32127.0,20.785,0
7114,9.874,9.964,9.941,3.3888389885277e+17,1.42644990666573e+16,0.146,-1.486,2.87933675920196e+16,0.012,-10.089,-4.845,-45.746,-65.141,44.177,102.87100000000001,40.042,40.582,0.363,0.488,61.684,21.822,178.963,293.763,545488516,391738872.0,55.596000000000004,251281.0,0.602,73482.0,20.826999999999998,0
-9970,9.882,9.982000000000001,9.942,4.63361520298361e+17,2.11680526023325e+16,0.138,-2.166,2.22527474639133e+16,0.004,17.297,-2.128,-36.96,-53.36,51.119,94.743,53.611000000000004,99.464,-1.46,0.397,52.117,22.607,146.219,290.26099999999997,537550401,370201546.0,55.54,254071.0,0.653,-30476.0,20.807,0
-54040,9.852,9.697000000000001,9.93,5.59232483399303e+17,9758330784645060.0,0.134,2.275,2.32310961252606e+16,0.025,10.924000000000001,-1.995,-45.961000000000006,6.962000000000001,50.24,95.169,51.823,91.77,3.3930000000000002,0.402,52.104,21.695,97.98,290.258,541000662,363487458.0,53.961999999999996,256872.0,0.698,-114060.0,20.808000000000003,0
-6976,9.91,10.222000000000001,9.948,6.26496788154548e+17,2.71022019017912e+16,0.128,13.485999999999999,8236939348127142.0,0.031,14.88,-2.3680000000000003,4.5489999999999995,-25.883000000000003,51.318000000000005,92.65100000000001,53.963,100.965,-16.965,0.35100000000000003,29.0,12.28,50.623999999999995,282.262,565478105,391068762.0,54.873000000000005,262031.0,0.742,-18562.0,20.886,0
-67005,9.902000000000001,10.009,9.945,6.65154434567242e+17,-3.71341079052427e+16,0.11699999999999999,9.302999999999999,1.09255016153124e+16,-0.004,7.558,-2.5639999999999996,-1.454,-33.171,47.269,90.26899999999999,45.333,67.196,2.16,0.308,20.381,-4.091,63.458,277.177,600265340,326646867.0,54.181999999999995,264746.0,0.78,-39405.0,20.930999999999997,1
-10527,9.887,9.837,9.939,6.75205422634762e+17,2.24834309576689e+16,0.124,1.4609999999999999,2.97674700395304e+16,0.098,11.557,-2.336,-4.777,-66.665,42.405,87.18299999999999,36.211,21.601999999999997,-11.540999999999999,0.345,22.346999999999998,-13.92,81.321,277.466,681630241,246481424.0,53.511,264957.0,0.812,-8142.0,20.919,0
15144,9.86,9.655,9.927999999999999,6.5664975235711e+17,3664765049395392.0,0.135,-1.851,2.86268683529057e+16,0.183,8.692,-1.9969999999999999,-9.675,-88.366,42.07,77.23899999999999,35.611,18.328,6.124,0.34700000000000003,16.707,-29.44,49.913000000000004,274.834,716041032,197428492.0,53.053000000000004,265326.0,0.838,-59452.0,20.903000000000002,1
8088,9.82,9.443,9.913,6.09487423735333e+17,-1.90996752846024e+16,0.147,10.101,1.25525363215386e+16,0.244,-1.5190000000000001,-1.514,-6.007000000000001,-50.927,48.657,72.219,50.157,67.73100000000001,0.172,0.251,29.673000000000002,-17.647000000000002,37.396,276.116,698007730,275565827.0,47.351000000000006,265405.0,0.847,-237573.0,20.906,1
-20790,9.918,10.390999999999998,9.943999999999999,5.33718436768907e+17,-5624388327534016.0,0.145,13.071,1.98617229555794e+16,0.192,3.176,-0.9570000000000001,-17.456,-59.239,47.138999999999996,66.536,46.906000000000006,54.738,-6.581,0.33,51.283,-11.710999999999999,23.858,278.551,664301548,293229912.0,50.019,262440.0,0.846,-119188.0,20.91,0
-209934,9.881,9.871,9.931000000000001,4.29342791457833e+17,-1.00109722057133e+16,0.134,4.5360000000000005,1.9510963156106e+16,0.1,6.64,-0.636,-4.724,-57.534,48.376999999999995,60.342,49.625,64.012,8.027999999999999,0.321,37.175,-13.712,4.8260000000000005,276.546,648701849,289410526.0,48.126000000000005,265515.0,0.8340000000000001,-176825.0,0.0,1
-270073,9.907,10.078,9.939,2.9636048780211e+17,2.00922712543016e+16,0.132,6.635,2.19634507166815e+16,0.102,28.743000000000002,-0.402,-1.8419999999999999,9.509,53.566,60.994,60.17,105.1,-10.797,0.33399999999999996,43.223,-5.1979999999999995,1.159,277.064,658706909,312203374.0,46.571000000000005,272008.0,0.81,-37661.0,0.0,1
-229199,9.818,9.299,9.908,1.34771525801738e+17,4.26469140877985e+16,0.14300000000000002,4.171,2.78999880352904e+16,0.185,12.171,0.008,2.003,59.22,52.888000000000005,63.656000000000006,58.478,100.234,23.127,0.39799999999999996,78.0,5.551,5.496,282.72900000000004,664283786,344958941.0,45.946999999999996,272857.0,0.774,-159176.0,0.0,1
-203345,9.788,9.325,9.896,1.86822073605161e+16,2.93670166337334e+16,0.174,10.017999999999999,2.53254483955316e+16,0.37,14.183,0.496,4.0,36.485,47.965,64.87100000000001,46.898999999999994,63.596000000000004,-9.337,0.392,88.698,11.097999999999999,20.105,288.564,660729601,219380218.0,45.405,273282.0,0.728,-108382.0,20.909000000000002,1
-256306,9.801,9.663,9.898,1.07992059576582e+17,1.93015774587306e+16,0.193,-1.3780000000000001,2.9282154636063e+16,0.413,15.431,0.784,5.805,494.475,49.743,69.418,50.902,76.529,9.274,0.392,91.156,15.954,31.37,290.788,681043566,172289576.0,47.74,272103.0,0.679,32403.0,20.906,1
-273447,9.793,9.663,9.892999999999999,1.82560521394848e+17,4.11187122531411e+16,0.212,15.825,2.94603665859519e+16,0.44,10.677999999999999,0.823,5.506,145.111,52.824,73.624,57.53,99.471,-8.467,0.387,91.794,15.202,36.372,291.318,683358457,290081728.0,50.465,270716.0,0.633,155811.0,20.943,1
16770,9.844,10.126,9.908,2.42387592814789e+17,7995683181572928.0,0.225,11.109000000000002,1.12348614840952e+16,0.42100000000000004,18.73,0.8290000000000001,5.577999999999999,-0.39399999999999996,52.763000000000005,73.596,57.373000000000005,99.073,-3.036,0.33799999999999997,94.758,15.536,43.287,294.087,658018881,350544734.0,51.591,264341.0,0.593,219761.0,20.959,0
24280,9.82,9.8,9.899,2.87473273836929e+17,-7116276267280512.0,0.22,8.7,2.222115096533e+16,0.299,17.237000000000002,5.949,49.74100000000001,20.049,54.331,74.91,60.843,110.169,9.619,0.366,57.693999999999996,14.257,30.193,290.80400000000003,680284115,319975925.0,57.81,278631.0,0.5720000000000001,406453.0,20.96,0
-34264,9.885,10.312999999999999,9.919,3.17817564462318e+17,5205437281423360.0,0.20800000000000002,4.584,1.6264340481877e+16,0.17600000000000002,9.669,4.078,15.593,7.4639999999999995,54.041000000000004,75.449,59.986000000000004,108.501,-6.372000000000001,0.34299999999999997,37.333,10.687999999999999,11.065999999999999,287.751,660746990,294946511.0,56.041000000000004,286857.0,0.563,244996.0,20.927,0
3110,9.862,9.925,9.911,3.33420464687808e+17,5200268926968128.0,0.18600000000000003,0.451,6882923487384959.0,0.037000000000000005,4.188,1.22,6.968999999999999,42.667,51.783,77.49600000000001,53.351000000000006,95.867,13.757,0.315,24.324,1.939,7.811,284.668,659878997,288934988.0,55.457,292463.0,0.563,181629.0,20.933000000000003,0
-9435,9.826,9.607999999999999,9.897,3.34281974516023e+17,2.44514867545153e+16,0.19399999999999998,23.12,4.76577120616115e+16,0.136,22.973000000000003,-1.266,-2.628,147.89,45.001000000000005,79.778,37.249,53.549,-14.107000000000001,0.332,14.967,-7.585,17.340999999999998,280.98,630496213,219635191.0,54.718999999999994,292695.0,0.568,-110380.0,20.93,0
-7292,9.807,9.572000000000001,9.889,3.20402093945389e+17,2.68451293369297e+16,0.212,2.843,4.66458559663876e+16,0.272,25.269000000000002,-2.375,-3.6010000000000004,162.515,44.2,81.906,35.637,48.114,-0.23600000000000002,0.353,13.561,-10.470999999999998,24.304000000000002,280.317,649274293,180286651.0,47.25,292862.0,0.561,-348919.0,20.933000000000003,1
-3977,9.766,9.372,9.873,2.91780822976954e+17,-437902347857792.0,0.218,2.315,3.22881954354307e+16,0.284,12.252,-2.416,-2.9960000000000004,7.454,48.663999999999994,82.26700000000001,47.633,72.779,-1.337,0.375,41.736999999999995,-8.727,23.191999999999997,282.591,640333688,289689678.0,47.903,287170.0,0.545,-301124.0,20.948,1
-11902,9.818999999999999,9.98,9.889,2.48418161611244e+17,4.48458767827211e+16,0.231,7.245,2.46132771497113e+16,0.33799999999999997,12.770999999999999,1.56,25.368000000000002,136.025,57.115,87.585,65.027,129.195,-8.207,0.44799999999999995,52.0,-10.501,12.087,283.586,645123131,332340266.0,55.238,288195.0,0.541,67736.0,20.826,0
-7182,9.884,10.404000000000002,9.91,1.90314109847732e+17,-4.15288689907267e+16,0.193,-20.301,7.22965510537648e+16,0.045,-13.661,2.3890000000000002,-19.461,92.48899999999999,56.062,91.814,62.461999999999996,123.21600000000001,14.179,0.42100000000000004,41.147,-8.211,5.2860000000000005,282.593,565421327,347586782.0,55.302,292219.0,0.546,372785.0,20.768,0
