activeaddresses30mom,confirmationtime30ema,confirmationtime3ema,confirmationtime90ema,difficulty14var,hashrate14mom,hashrate14trx,hashrate30roc,hashrate3std,hashrate7trx,hashrate90roc,median_transaction_fee3trxUSD,median_transaction_fee7rocUSD,mediantransactionvalue14rocUSD,mediantransactionvalue14rsiUSD,mediantransactionvalue14smaUSD,mediantransactionvalue7rsiUSD,mediantransactionvalueUSD,mining_profitability3roc,mining_profitability7std,price3rsiUSD,price7momUSD,price7varUSD,priceUSD,sentbyaddress30var,sentinusdUSD,size30rsi,size30std,size30trx,size3mom,top100cap,category
-8147,7.9639999999999995,9.042,8.132,94701615889761.0,149200470923020.0,2.583,69.499,103643451215200.0,2.224,390.715,-0.855,-6.4479999999999995,-47.528,42.955,49.821000000000005,37.469,22.763,-4.47,264.625,41.832,-8.038,17.139,116.613,103956195,45973608.0,50.007,45906.0,0.273,-11168.0,19.807000000000002,1
14691,7.9079999999999995,8.068,8.109,102693363970073.0,265254236287710.0,2.525,115.771,105313591675900.0,2.0580000000000003,503.855,-0.43,-6.167000000000001,-56.591,43.20399999999999,47.628,38.061,23.557,11.993,216.7,57.326,-7.744,10.609000000000002,117.844,104378673,120871107.0,49.146,45265.0,0.27,-23440.0,19.654,1
16536,7.8839999999999995,7.803,8.097000000000001,106106360074672.0,291712573479070.0,2.498,110.63600000000001,146234480424330.0,2.099,458.657,0.084,-3.926,-50.955,47.095,44.956,47.208999999999996,36.006,15.571,95.9,74.711,-4.902,4.237,119.961,100330090,76847194.0,49.373000000000005,40278.0,0.263,-31210.0,19.665,1
-28717,7.84,7.502000000000001,8.077,104940604203556.0,273242780356280.0,2.476,100.96600000000001,40298840148042.0,2.1519999999999997,435.784,0.53,0.8170000000000001,42.989,55.799,46.442,63.838,69.232,6.568,99.50299999999999,83.26899999999999,0.986,5.267,121.73299999999999,71321059,100634498.0,47.348,41913.0,0.251,-24212.0,19.616,1
2035,7.77,7.131,8.048,99196096356725.0,290291636834880.0,2.487,136.49200000000002,74616407004297.0,2.351,566.068,0.879,5.39,66.365,54.883,48.326,61.702,66.101,-4.454,99.738,89.23899999999999,6.325,9.61,123.67,71249627,86296961.0,48.206,42832.0,0.23600000000000002,-9197.0,19.582,1
-11643,7.724,7.095,8.026,88872836534177.0,246335070005344.0,2.498,106.74799999999999,71045839065936.0,2.479,548.702,0.9670000000000001,7.84,52.981,61.034,50.652,71.6,94.04700000000001,3.748,99.07700000000001,90.31200000000001,9.02,10.537,124.07,71032289,80538535.0,46.728,44753.0,0.215,-24609.0,19.549,0
-21704,7.652,6.85,7.995,74139881813339.0,242373386333740.0,2.512,118.132,24176251417166.0,2.569,527.352,0.8420000000000001,7.757999999999999,-38.758,48.248999999999995,48.681000000000004,46.367,43.611000000000004,-0.127,48.474,86.348,8.924,7.995,123.947,77771797,70237329.0,45.556999999999995,46632.0,0.188,-17155.0,19.537,0
-27717,7.672000000000001,7.403,7.994,110810423758422.0,370050339884494.0,2.5980000000000003,161.274,204419243153370.0,3.0069999999999997,608.314,0.62,6.071000000000001,-56.081,43.385,46.99,38.499,18.542,-30.81,162.264,76.013,7.08,5.0169999999999995,123.693,80114424,49351348.0,51.32899999999999,43119.0,0.166,25474.0,19.514,1
8363,7.78,8.377,8.024,125056550543678.0,246167331143560.0,2.6510000000000002,109.025,170893757403551.0,3.1189999999999998,574.3530000000001,0.43200000000000005,5.053999999999999,-2.326,50.306999999999995,46.903,50.957,50.708,-30.326,201.517,77.693,5.956,2.065,123.8,79979126,83491740.0,53.553000000000004,44319.0,0.154,60651.0,19.451,1
15498,7.797000000000001,8.211,8.025,116878262169103.0,305961231823840.0,2.659,95.331,159537766752620.0,2.958,672.4860000000001,0.33299999999999996,3.577,-55.903,46.115,44.323,43.809,28.502,-14.133,200.49599999999998,84.564,4.291,0.615,124.251,77945245,77425791.0,53.961999999999996,45743.0,0.15,75610.0,19.45,1
543,7.857,8.469,8.04,134503445374818.0,115715617176900.0,2.602,87.307,86953053038822.0,2.5269999999999997,506.066,0.33299999999999996,2.714,-44.501999999999995,48.273,42.099,47.782,38.825,21.58,187.80900000000003,91.44,3.303,0.19399999999999998,125.036,72634826,100387562.0,53.773,44255.0,0.153,24251.0,19.421,0
-724,7.8389999999999995,8.024,8.03,151285010027278.0,335527096765660.0,2.574,129.296,164343065699930.0,2.403,602.889,0.05,-0.924,61.604,50.446999999999996,43.442,51.823,49.324,12.200999999999999,175.882,29.156999999999996,-1.143,0.483,122.527,69983800,101590860.0,50.606,43820.0,0.156,-24721.0,19.554000000000002,0
-5574,7.797999999999999,7.612,8.012,161329224598270.0,279664298382790.0,2.5580000000000003,111.833,189410788568040.0,2.3819999999999997,533.453,-0.287,-2.468,53.693999999999996,52.723,44.951,56.044,60.492,-10.06,154.015,18.015,-3.062,1.486,121.008,66238008,88251861.0,49.961000000000006,43805.0,0.157,-34566.0,19.554000000000002,1
-17519,7.7860000000000005,7.6160000000000005,8.003,164636089087798.0,362445263065810.0,2.539,108.914,3581095559769.0,2.355,535.562,-0.41700000000000004,-2.29,47.00899999999999,48.452,45.878,47.407,40.586999999999996,-11.792,94.639,21.011,-2.839,2.083,121.10799999999999,60233988,54177581.0,49.214,43934.0,0.155,-39641.0,19.548,1
-18303,7.742000000000001,7.355,7.983,161205603495858.0,463104727630740.0,2.532,108.734,56019148687165.0,2.394,669.268,-0.36200000000000004,-1.745,43.101000000000006,46.808,46.57899999999999,44.207,32.574,-1.3319999999999999,83.921,35.902,-2.1590000000000003,2.263,121.53399999999999,62078809,59569207.0,47.908,44564.0,0.14800000000000002,-24114.0,19.385,0
16150,7.685,7.106,7.957999999999999,151037767822454.0,403191725550590.0,2.544,125.679,103191600261920.0,2.519,703.363,-0.29100000000000004,-2.031,120.9,51.144,48.613,53.165,52.037,-5.5920000000000005,68.415,30.818,-2.5140000000000002,2.2840000000000003,121.286,62442860,120776295.0,50.854,44602.0,0.14300000000000002,7211.0,19.422,1
9785,7.627000000000001,6.949,7.933,134132582067576.0,343224734622020.0,2.5540000000000003,128.60399999999998,57437408098190.0,2.582,603.8340000000001,-0.215,-2.367,71.02,53.159,50.44,57.104,61.577,1.6269999999999998,47.058,32.209,-2.9410000000000003,1.7819999999999998,121.31,61450157,114488493.0,50.133,44452.0,0.138,7572.0,19.38,1
2725,7.586,6.97,7.912000000000001,132337840033096.0,481330392973710.0,2.591,148.481,115398358272200.0,2.772,754.293,-0.064,-2.316,0.6509999999999999,54.863,50.472,60.405,69.683,-12.071,50.651,66.82300000000001,-2.8960000000000004,0.27399999999999997,122.14,60418339,100415702.0,48.49100000000001,44253.0,0.13,4764.0,19.349,1
-16833,7.67,7.928999999999999,7.933,199400609611718.0,473972250066030.0,2.657,153.18200000000002,168893993097940.0,3.04,735.85,0.081,0.102,-8.826,52.475,50.055,54.701,60.266999999999996,-32.802,132.681,77.457,0.125,0.311,122.652,55197824,90946342.0,53.227,42520.0,0.129,22558.0,19.382,0
-5776,7.697,8.01,7.937,227382771774692.0,386448564361410.0,2.6919999999999997,129.747,90715926263294.0,3.056,672.865,0.115,1.129,6.957999999999999,60.42,50.523,69.222,100.59100000000001,-20.694000000000003,133.32,61.433,1.3659999999999999,0.317,122.374,48872555,83907551.0,49.18899999999999,41222.0,0.125,-8565.0,19.417,1
-5957,7.725,8.073,7.941,217438853261606.0,325089071038100.0,2.6860000000000004,100.014,120329332533950.0,2.863,610.501,0.188,1.7280000000000002,94.744,56.472,53.474,60.443000000000005,84.93,-8.852,131.814,79.957,2.092,0.456,123.20100000000001,47523455,65174013.0,48.18899999999999,41616.0,0.11699999999999999,-3960.0,19.409000000000002,1
-18302,7.773,8.272,7.952999999999999,259350238563808.0,178347354722940.0,2.662,101.189,44629047737941.0,2.6519999999999997,682.4680000000001,0.218,1.473,337.29400000000004,55.511,57.941,58.321999999999996,81.081,12.456,126.096,81.91199999999999,1.791,0.574,123.325,37385249,67813431.0,48.342,41762.0,0.107,-45912.0,19.453,0
-7708,7.8420000000000005,8.552999999999999,7.972,287896692949206.0,238959661009680.0,2.594,78.214,74271785984135.0,2.293,627.095,0.172,1.455,142.541,62.907,63.104,71.172,122.988,-3.866,110.32600000000001,61.871,1.764,0.431,123.05,32545214,101233116.0,50.369,40240.0,0.098,10124.0,19.454,1
32790,7.832999999999999,8.127,7.966,303078216417804.0,430062770256000.0,2.5380000000000003,81.991,130348052927640.0,2.122,665.962,0.151,1.7009999999999998,208.423,54.708,67.347,54.701,87.90700000000001,-3.471,68.501,73.383,2.064,0.204,123.374,33934549,133663212.0,51.011,38270.0,0.091,26045.0,19.487000000000002,0
42945,7.814,7.832999999999999,7.957000000000001,304894808969602.0,451788978753000.0,2.471,81.854,132854760138630.0,1.945,607.36,-0.953,-7.666,133.491,55.2,71.04899999999999,55.638000000000005,90.65299999999999,1.531,48.503,4.6339999999999995,-9.363,12.901,112.777,39082897,133336683.0,53.333999999999996,38657.0,0.091,47011.0,19.674,0
18170,7.777,7.535,7.941,293346470604600.0,427218283760640.0,2.438,135.65,146416273546220.0,1.9969999999999999,699.534,-1.975,-11.535,26.456,49.263000000000005,71.98100000000001,44.558,62.373000000000005,-12.655999999999999,46.266999999999996,2.958,-14.147,32.899,108.50399999999999,39298054,100046743.0,51.451,38897.0,0.094,11699.0,19.869,1
968,7.791,7.767,7.942,268433201322800.0,328535850832373.0,2.395,86.044,142411883244620.0,1.966,640.063,-1.3730000000000002,-4.3660000000000005,4.9,49.486999999999995,72.193,45.047,63.456,-10.865,48.736000000000004,53.407,-5.3420000000000005,32.03,117.03200000000001,39047075,93352949.0,49.801,38584.0,0.095,-9463.0,19.85,1
-4685,7.712999999999999,7.171,7.912000000000001,230155001124200.0,392269379710090.0,2.355,99.985,78543902066868.0,1.953,606.196,-0.43799999999999994,-3.157,16.38,46.196999999999996,72.668,39.032,47.235,9.089,52.617,61.443000000000005,-3.89,28.938000000000002,119.311,41832835,52886933.0,46.368,40558.0,0.087,-65624.0,19.864,1
-12162,7.7170000000000005,7.478,7.909,208961595623040.0,587205215365530.0,2.372,117.015,274674598726900.0,2.2359999999999998,762.2819999999999,0.138,-3.2089999999999996,32.196999999999996,45.361000000000004,73.417,37.528,43.062,-11.263,79.056,61.691,-3.957,25.057,119.368,45133312,49499705.0,48.178000000000004,40652.0,0.077,-32382.0,19.828,1
14003,7.815,8.354,7.939,265011316539892.0,313980625924330.0,2.366,113.46600000000001,221101317579230.0,2.2840000000000003,639.2919999999999,0.47200000000000003,-2.15,38.806999999999995,51.909,74.86,52.465,72.23100000000001,-17.145,94.537,67.411,-2.645,21.818,120.405,44138721,82441060.0,51.521,39870.0,0.071,15450.0,19.819000000000003,1
19790,7.888,8.649,7.961,261105562849340.0,314228693888000.0,2.334,124.57700000000001,201348448879890.0,2.1719999999999997,660.7230000000001,0.6759999999999999,-1.426,-5.932,48.818999999999996,74.59899999999999,46.151,57.924,-26.855999999999998,92.92,74.158,-1.7590000000000001,19.121,121.615,39791507,87107348.0,49.678999999999995,39875.0,0.064,31078.0,19.817999999999998,1
5523,7.898,8.347000000000001,7.962000000000001,272230386354560.0,387716985116490.0,2.326,114.26,184598583480540.0,2.218,606.254,0.809,8.969,-6.989,50.352,74.251,49.56100000000001,64.812,0.879,88.62299999999999,80.543,10.115,19.441,122.89299999999999,40379384,110629003.0,50.245,39825.0,0.059000000000000004,20108.0,19.771,1
9927,7.872000000000001,7.922999999999999,7.952000000000001,324379861042956.0,329458293857170.0,2.3280000000000003,104.46799999999999,199388380459440.0,2.295,654.386,0.825,13.823,-12.118,47.705,73.729,43.973,52.964,10.825999999999999,88.37200000000001,83.469,14.999,4.381,123.50299999999999,40828615,92434383.0,50.727,39881.0,0.055,-7887.0,19.766,1
5120,7.8660000000000005,7.854,7.949,359823443406936.0,467157635612560.0,2.335,110.4,39141682101176.0,2.36,816.426,0.748,5.81,-39.586999999999996,49.585,70.885,48.441,60.771,0.36,86.698,85.259,6.8,3.1310000000000002,123.83200000000001,40878601,102151276.0,49.663999999999994,38958.0,0.051,252.472,19.864,1
-10049,7.792999999999999,7.291,7.922000000000001,378561133446496.0,579270417736170.0,2.351,99.866,92080260992352.0,2.451,729.3560000000001,0.635,4.055,-52.361000000000004,45.048,67.708,39.0,40.459,12.293,32.559,87.256,4.838,2.886,124.149,41346262,85979547.0,47.589,39428.0,0.042,-25513.0,19.881,1
21082,7.711,6.904,7.891,380592931161616.0,821870244930810.0,2.424,137.72299999999998,323936430015870.0,2.8080000000000003,879.044,0.768,6.245,-43.043,46.532,65.215,42.672,46.181999999999995,-4.487,31.521,95.304,7.454,3.548,126.822,42012410,89677573.0,48.785,38136.0,0.032,-19302.0,19.893,1
28428,7.585,6.332000000000001,7.843999999999999,365918836552332.0,1053797033889900.0,2.544,145.67600000000002,365413137887700.0,3.29,930.9169999999999,1.099,8.066,-57.684,48.08,60.148,46.521,52.044,9.558,30.858,97.833,9.711,7.017,130.11700000000002,37698788,118997341.0,48.262,35592.0,0.019,-14279.0,19.854,1
30786,7.452999999999999,5.935,7.792999999999999,334538849618636.0,1018615266265500.0,2.698,112.73100000000001,216978661124550.0,3.782,1004.0,1.607,10.792,-12.865,54.075,59.34,59.73,76.598,0.804,33.911,98.984,13.124,16.524,134.739,32631216,123691051.0,46.953,37203.0,0.003,-6675.0,19.839000000000002,1
23496,7.414,6.396,7.773,394496872363932.0,1287755556740600.0,2.891,168.296,283474336637740.0,4.31,1045.0,1.808,10.84,14.029000000000002,59.559,60.248999999999995,69.358,103.37,-16.619,59.419,99.19,13.321,24.223000000000003,136.214,35024612,138596974.0,48.858999999999995,35698.0,-0.013000000000000001,-876.4739999999999,19.788,1
8406,7.492000000000001,7.5089999999999995,7.791,785650787037880.0,897645278369588.0,3.042,154.444,204962251978794.0,4.439,990.918,1.8719999999999999,12.308,22.186999999999998,52.68600000000001,61.236999999999995,54.06100000000001,76.211,-32.338,88.822,99.465,15.200999999999999,30.893,138.704,35023542,116954918.0,50.606,33124.0,-0.025,20031.0,19.773,1
6930,7.492999999999999,7.505,7.785,1032518216421392.0,943678320114941.0,3.134,169.97,229837285200090.0,4.254,882.977,-3.358,-30.362,-9.63,48.498999999999995,60.801,45.863,57.345,-19.537,90.896,99.736,19.891,40.569,143.72299999999998,35426008,134060900.0,51.653999999999996,30896.0,-0.033,42363.0,19.869,1
13430,7.426,6.981,7.756,1135099160514448.0,1388532774901133.0,3.26,167.252,457489519228980.0,4.341,1077.0,0.255,23.953000000000003,85.53399999999999,54.721000000000004,63.68600000000001,57.839,87.63799999999999,9.459,83.40700000000001,99.896,29.737,69.437,153.886,35700436,154157782.0,50.165,30722.0,-0.038,12470.0,19.899,1
-3577,7.414,7.109,7.744,1220151812563968.0,1041022727231900.0,3.366,157.554,441463047212230.0,4.334,954.33,3.555,24.055,38.246,48.827,64.863,46.665,59.531000000000006,16.851,83.344,99.92,30.506999999999998,88.204,157.329,37184045,112928555.0,49.24100000000001,30761.0,-0.044000000000000004,-11741.0,19.882,1
30053,7.376,6.9670000000000005,7.724,1352629962296616.0,1268432008554500.0,3.4410000000000003,159.70600000000002,79475131061675.0,4.2139999999999995,1055.0,5.257999999999999,26.663,16.333,53.526,65.706,55.422,84.02799999999999,6.175,71.046,99.955,34.694,116.787,164.81,36728767,173696986.0,51.272,31074.0,-0.047,-3337.0,19.775,1
45970,7.279,6.422000000000001,7.684,1422308086196616.0,1627173523742721.0,3.532,176.546,336134574790910.0,4.249,1299.0,6.474,33.826,98.09899999999999,58.652,69.764,64.056,114.74700000000001,17.493,63.951,99.98100000000001,45.577,210.729,180.31599999999997,35033393,216649282.0,50.658,30660.0,-0.047,4539.0,19.692999999999998,1
27483,7.23,6.468999999999999,7.6579999999999995,1429186184263992.0,1238308743826154.0,3.58,145.56,282620607087730.0,4.102,1135.0,6.925,40.533,108.165,61.644,74.77199999999999,68.7,134.917,27.19,75.926,99.988,55.211999999999996,310.22900000000004,191.426,38878665,207735456.0,50.691,30535.0,-0.046,13130.0,19.69,0
33717,7.196000000000001,6.582999999999999,7.6370000000000005,1373264256498744.0,1161849533231300.0,3.576,143.357,209349621484390.0,3.79,1037.0,-6.029,-71.471,87.65100000000001,54.20399999999999,78.08800000000001,54.287,99.38799999999999,11.008,58.352,76.914,46.901,274.697,185.605,51964227,190009203.0,53.403,32448.0,-0.039,19133.0,19.644000000000002,0
22698,7.127000000000001,6.355,7.604,1254542302900856.0,1340771051694900.0,3.557,135.414,175591416983560.0,3.5410000000000004,1086.0,-14.325999999999999,-58.101000000000006,18.32,49.251999999999995,78.883,45.644,71.904,-8.601,53.961999999999996,39.251,25.746,176.128,169.46900000000002,56496548,476478088.0,49.685,32168.0,-0.033,-7336.0,20.693,1
-4241,7.1770000000000005,7.1339999999999995,7.611000000000001,2117742732129104.0,2193924892223700.0,3.642,189.702,992276117403730.0,3.8989999999999996,1328.0,-18.611,-77.52,21.844,45.56399999999999,79.514,39.594,49.297,-45.653,106.905,47.601000000000006,19.084,122.85700000000001,172.97,57659911,118002726.0,49.65,29991.0,-0.027999999999999997,-7923.0,20.741999999999997,1
-12804,7.233,7.5889999999999995,7.62,2920172876753936.0,1254474223478300.0,3.678,163.967,779403114631420.0,3.918,1224.0,-19.91,-77.318,15.87,46.37,80.038,41.286,53.511,-31.544,117.975,60.348,21.099,73.491,178.428,60651796,90165004.0,48.481,30242.0,-0.027000000000000003,-42379.0,20.743000000000002,1
17669,7.297000000000001,7.909,7.632999999999999,3307687411935280.0,1276877605076600.0,3.688,184.028,545208478828790.0,3.824,1123.0,-18.793,-77.181,46.824,50.647,81.778,50.143,76.413,-28.076,127.868,75.861,23.232,54.849,188.042,58676718,120598391.0,50.70399999999999,29858.0,-0.024,8451.0,20.72,1
14151,7.407,8.454,7.662999999999999,3280286337673200.0,784169508370400.0,3.622,143.839,301681734832450.0,3.412,952.9910000000001,-15.958,-78.578,15.965,52.843,82.652,54.483999999999995,88.82600000000001,24.479,120.946,81.585,12.818,72.85,193.13400000000001,56087708,324933317.0,51.833999999999996,29983.0,-0.019,18771.0,20.719,1
15491,7.406000000000001,7.92,7.657,3306081746015488.0,942657000258030.0,3.5460000000000003,193.2,351775170701580.0,3.1069999999999998,1094.0,-12.276,-79.567,16.482,57.965,83.869,63.832,120.40700000000001,12.835999999999999,99.77799999999999,84.26299999999999,4.144,85.25399999999999,195.57,58384324,139288342.0,49.375,30009.0,-0.015,8035.0,20.753,1
7148,7.367999999999999,7.372000000000001,7.638999999999999,3560517291478448.0,1605450710990100.0,3.5069999999999997,191.75799999999998,673785998157562.0,3.082,1297.0,1.196,97.852,-21.557,47.335,82.695,43.722,59.782,11.039000000000001,72.783,84.486,10.125,104.427,195.73,59396562,133095153.0,50.607,29858.0,-0.01,-322.20599999999996,20.772,1
-18682,7.34,7.148,7.622999999999999,3660079026659616.0,1501631485851317.0,3.4589999999999996,191.334,371001536294420.0,3.022,1099.0,-0.175,9.53,165.293,59.515,89.46600000000001,63.922,152.13299999999998,9.705,47.07899999999999,87.911,28.401,79.09100000000001,197.87,57175052,124983789.0,47.371,28432.0,-0.012,-39351.0,20.807,1
-12395,7.3260000000000005,7.138,7.612,3604766951558992.0,1315340016452606.0,3.43,178.872,262513866459640.0,3.0660000000000003,1221.0,-2.7960000000000003,15.395999999999999,17.160999999999998,52.511,90.54,52.213,102.678,-10.036,27.233,90.465,26.63,45.326,199.6,57251418,128580421.0,47.3,28707.0,-0.017,-18975.0,20.785999999999998,1
5487,7.337000000000001,7.319,7.61,3394581066176576.0,1090185955533700.0,3.367,174.99200000000002,301343870461730.0,2.9189999999999996,987.872,-3.875,13.525,101.99700000000001,54.558,94.87700000000001,55.586000000000006,120.251,-1.913,25.365,93.816,24.131999999999998,18.752,202.56,56576599,119311216.0,47.119,29752.0,-0.027000000000000003,-31301.0,20.834,1
34832,7.34,7.352,7.605,3029521370512368.0,1078381699765700.0,3.2760000000000002,163.784,295598636758280.0,2.675,1034.0,-3.225,13.700999999999999,134.764,62.238,102.96600000000001,67.363,197.269,1.367,22.465999999999998,97.941,25.764,40.919000000000004,213.80599999999998,55749740,207218089.0,49.107,27815.0,-0.037000000000000005,13808.0,21.31,1
56617,7.401,7.814,7.62,2624373610365680.0,557258029182180.0,3.1460000000000004,114.42399999999999,161333775001170.0,2.306,948.908,-1.29,19.815,101.64399999999999,65.055,111.29700000000001,71.296,231.38,13.7,21.958000000000002,99.197,38.27,147.877,231.403,66071475,257128460.0,53.24100000000001,29418.0,-0.039,51042.0,21.381,1
54799,7.492999999999999,8.324,7.646,3174889185000928.0,1243485085492963.0,3.0380000000000003,176.845,413672647213820.0,2.1430000000000002,1070.0,0.988,26.954,61.067,62.968,117.182,67.388,217.30700000000002,-1.6380000000000001,22.959,99.573,52.714,342.795,248.28400000000002,80721082,226575588.0,56.111000000000004,35445.0,-0.028999999999999998,81140.0,21.43,1
54218,7.655,9.162,7.6979999999999995,3121879200196480.0,1184542380768109.0,2.927,171.398,426314429729990.0,1.996,933.09,3.445,-29.999000000000002,176.555,67.553,129.716,74.15,274.863,-7.936,23.941,99.794,78.295,712.671,274.025,114595868,331040472.0,59.227,48052.0,-0.001,99313.0,21.453000000000003,1
51220,7.854,9.954,7.765,2465343655952352.0,437762980641295.0,2.764,107.461,571017355983450.0,1.6059999999999999,859.115,5.42,50.662,329.485,69.919,146.638,77.378,308.815,5.771,32.881,99.88,100.245,1197.0,298.115,138090592,318440669.0,60.113,59504.0,0.042,73093.0,21.453000000000003,1
49213,7.975,9.842,7.808,2864422084684416.0,-541802762181908.0,2.568,102.565,531023327635064.0,1.14,772.41,7.3260000000000005,67.827,600.164,72.251,167.771,80.43,345.162,44.327,72.53,99.939,135.38299999999998,1946.0,334.983,153067919,300377133.0,56.42,63834.0,0.091,14457.0,21.443,0
37229,8.004,9.131,7.822,3205595680099808.0,709387005335722.0,2.408,133.981,553020588570260.0,0.9640000000000001,889.3480000000001,4.976,44.102,137.486,48.13399999999999,173.02599999999998,41.363,127.081,22.736,71.593,53.7,89.33200000000001,1518.0,291.892,155544535,232633584.0,53.538999999999994,65058.0,0.139,-45359.0,21.464000000000002,1
49275,7.984,8.416,7.819,3399828172539232.0,1270555987669731.0,2.331,163.50799999999998,1090406003535217.0,1.227,1146.0,3.8,46.867,31.372,46.105,174.738,38.68,100.38600000000001,5.746,71.822,65.861,100.204,1129.0,314.01,147276340,233499421.0,51.073,64120.0,0.18100000000000002,-79075.0,21.430999999999997,1
28751,7.932,7.79,7.805,3447119562002752.0,1730339054832469.0,2.306,130.947,730389069460160.0,1.639,1035.0,3.832,45.473,92.495,51.881,180.607,48.906000000000006,170.986,-4.199,79.029,75.666,105.227,882.83,336.63,143199108,371643437.0,50.135,63600.0,0.21600000000000003,-58072.0,21.412,1
40518,7.973,8.181000000000001,7.822,3347469848490272.0,1298285979016952.0,2.302,114.094,74844903649188.0,1.985,1047.0,4.796,48.63399999999999,39.834,51.66,184.033,48.556000000000004,168.37,4.159,66.863,84.95200000000001,120.749,894.1489999999999,369.033,150265542,466193552.0,54.262,64635.0,0.252,11022.0,21.349,1
47850,7.966,8.025,7.8229999999999995,3100879032002016.0,390257988122165.0,2.267,83.676,462713062507420.0,2.017,920.89,5.919,46.335,235.313,54.235,194.081,53.336000000000006,200.457,35.953,80.914,90.383,126.969,1311.0,400.994,169319304,461324768.0,54.107,64180.0,0.29,32920.0,21.361,1
26734,8.012,8.35,7.841,2707347112537792.0,351156368540518.0,2.194,60.918,547751709035760.0,1.806,802.441,5.962999999999999,38.119,38.428000000000004,55.049,198.257,54.881,210.59400000000002,18.009,85.06,91.865,113.64,1691.0,411.755,177044436,1059164605.0,53.247,64104.0,0.325,34128.0,21.328000000000003,1
22438,7.974,7.886,7.832000000000001,2166874090097600.0,718985536820741.0,2.146,104.264,580968232147230.0,1.775,915.209,5.23,24.885,183.61900000000003,60.995,211.72400000000002,65.485,291.21299999999997,29.595,95.939,92.874,83.361,2153.0,418.345,170536237,621725353.0,47.532,64848.0,0.348,-67656.0,21.35,1
21706,7.959,7.814,7.83,1617416463900960.0,1323472607452600.0,2.129,120.723,819050205386480.0,1.8980000000000001,1016.0,5.25,55.28,104.764,56.504,220.722,56.79600000000001,246.232,-2.675,89.758,96.411,161.359,2052.0,453.251,167429196,522852273.0,49.718,64883.0,0.363,-43391.0,21.373,1
72145,8.041,8.522,7.861000000000001,1455548635659712.0,1249611819978447.0,2.119,79.135,245400085879310.0,1.999,997.7389999999999,7.697,75.313,177.15099999999998,71.565,245.68400000000003,78.76,546.7330000000001,3.522,75.623,98.833,236.49,4017.0,550.5,236324323,1167216535.0,58.693999999999996,75125.0,0.395,79530.0,21.375,1
134229,8.099,8.732999999999999,7.885,1192401976575840.0,982134403055058.0,2.077,69.09899999999999,451305457928980.0,1.8730000000000002,822.579,9.326,78.798,160.129,73.387,272.149,80.846,601.887,25.676,108.646,99.23899999999999,265.257,6308.0,601.887,360547424,1363339730.0,62.175,93846.0,0.45299999999999996,195056.0,21.43,0
69089,8.142999999999999,8.757,7.904,1606421846404832.0,794174199491662.0,2.033,79.04899999999999,371389985155520.0,1.76,871.453,5.5,34.044000000000004,88.421,59.15,285.874,57.762,409.45099999999996,0.278,76.873,47.47,125.635,5049.0,494.668,398128485,834132546.0,55.483999999999995,97348.0,0.514,92999.0,21.418000000000003,1
79234,8.237,9.177999999999999,7.942,1921332712645504.0,629577870150290.0,1.964,50.206,280780767341600.0,1.538,767.058,5.24,49.515,30.766,56.103,291.914,53.159,359.42699999999996,13.96,84.221,70.245,198.551,5626.0,599.545,417614150,1312536876.0,57.895,104843.0,0.584,18815.0,21.348000000000003,1
57401,8.246,8.775,7.9510000000000005,2137134575297664.0,1364253991759739.0,1.891,66.449,236166124810980.0,1.355,822.423,6.569,63.961000000000006,22.145,56.951,296.79900000000004,54.657,377.202,14.024000000000001,133.847,79.73899999999999,263.361,7157.0,675.1160000000001,446378347,1612798151.0,54.38,106413.0,0.6509999999999999,-85512.0,22.081,1
38779,8.26,8.623,7.962999999999999,2253827434361408.0,1718722937264400.0,1.834,80.516,414761163031330.0,1.301,904.252,8.91,88.215,8.668,56.81,298.936,54.415,375.08099999999996,47.997,157.866,85.552,320.29400000000004,8412.0,738.6389999999999,468760238,1129433304.0,53.135,107322.0,0.711,-23804.0,21.765,0
23473,8.28,8.597000000000001,7.976,2271411289836992.0,981206362942682.0,1.776,64.152,252186526029570.0,1.24,860.2180000000001,6.768,55.001000000000005,76.852,47.773999999999994,305.91200000000003,39.82,224.74400000000003,21.179000000000002,152.086,68.743,249.294,6448.0,702.545,463830852,1064126265.0,51.333,106181.0,0.759,-90585.0,21.754,1
69077,8.283,8.46,7.984,2189886141723840.0,474925070869108.0,1.7280000000000002,31.514,179641110403910.0,1.2409999999999999,864.6239999999999,4.832,31.353,118.61,47.488,314.41700000000003,39.385999999999996,219.454,-0.45799999999999996,137.436,73.234,172.59599999999998,6507.0,723.096,441350662,1044834201.0,51.778,104983.0,0.797,-36707.0,21.7,1
114215,8.333,8.759,8.007,2009251990022400.0,401746560717794.0,1.685,57.06399999999999,215267651062350.0,1.249,852.5210000000001,4.6819999999999995,32.358000000000004,156.218,58.543,333.496,60.257,438.097,-1.038,141.828,84.89,194.75799999999998,8590.0,796.6439999999999,452228364,3206113980.0,55.535,106197.0,0.8390000000000001,41935.0,21.635,1
112667,8.333,8.541,8.014,1729508834732608.0,-6761728123319.0,1.6159999999999999,36.711999999999996,428546745187780.0,1.0859999999999999,676.655,5.837999999999999,80.181,307.108,67.006,370.43,72.675,685.449,37.143,175.99900000000002,91.791,396.63,7332.0,891.298,522179710,2958699891.0,56.321999999999996,109253.0,0.885,81601.0,21.553,1
