activeaddresses3trx,activeaddresses90var,confirmationtime30ema,confirmationtime3ema,confirmationtime7wma,difficulty14std,difficulty7trx,fee_to_rewardUSD,hashrate14mom,hashrate14roc,hashrate14trx,hashrate30roc,hashrate30trx,hashrate3mom,hashrate3std,hashrate3var,hashrate7mom,hashrate7std,hashrate90roc,median_transaction_feeUSD,mediantransactionvalue30wmaUSD,mediantransactionvalue7rocUSD,mediantransactionvalue90rsiUSD,mediantransactionvalueUSD,mining_profitability3roc,mining_profitability3sma,mining_profitability3wma,price30momUSD,price3rsiUSD,priceUSD,sentbyaddress30std,sentbyaddress7var,sentinusdUSD,size14var,size7rsi,size90mom,transactionfees14rsiUSD,transactionfees30rsiUSD,transactions90std,category
-1.514,818578571,8.124,8.273,8.1,305473836.0,1.672,0.287,3692290077110110.0,25.66,1.885,80.585,1.985,2034885819075542.0,1266552444740100.0,4.0103877381928e+29,3789790846870820.0,1898986019269000.0,435.356,0.0829,207.075,11.882,50.02,192.21400000000003,-25.807,207.924,202.50599999999997,98.99700000000001,44.63399999999999,829.446,19804.0,124683713.0,366899920.0,488933707,47.79,49617.0,46.977,48.996,24624.0,1
-2.747,789371258,8.212,8.874,8.448,290560567.0,1.939,0.309,3549634739747916.0,25.658,1.861,63.699,1.9769999999999999,640108188727570.0,663083466021870.0,1.0991992072789e+29,1854992484657496.0,1677546453686500.0,390.871,0.0861,207.484,22.006,50.342,212.825,-15.05,196.774,192.956,108.105,68.074,861.16,19811.0,82289114.0,322163397.0,352185606,52.18600000000001,42394.0,47.983999999999995,49.361000000000004,24581.0,0
1.045,765748062,8.216000000000001,8.575,8.463,329675216.0,2.137,0.309,311160832407320.0,1.798,1.83,78.548,1.9669999999999999,-478028552123002.0,580307435734380.0,8.418917999215299e+28,1695022987727696.0,1483731406029200.0,455.19699999999995,0.0859,208.424,1.2919999999999998,50.481,221.655,0.503,197.12900000000002,200.967,120.925,65.315,859.05,19916.0,78413264.0,715015359.0,362862129,55.632,41730.0,46.576,48.826,24459.0,0
2.375,746067323,8.289,8.963,8.715,359903776.0,2.2319999999999998,0.36700000000000005,4205591473262596.0,29.238000000000003,1.808,101.33200000000001,1.9580000000000002,507985718714988.0,1044913854326600.0,2.729612407409e+29,2120377310520968.0,1618988275547675.0,423.639,0.0798,209.66400000000002,21.494,50.591,228.66299999999998,-12.565,189.18,185.363,68.455,23.723000000000003,798.2130000000001,20087.0,63984109.0,496747269.0,478408308,64.661,91181.0,45.369,48.369,24303.0,1
0.9279999999999999,723604249,8.365,9.218,8.972999999999999,379082975.0,2.227,0.35,2185847491746648.0,14.565999999999999,1.7619999999999998,65.34100000000001,1.944,-191388159425712.0,1169946313485300.0,3.4219359410946e+29,1145930501456206.0,1162316342706107.0,330.142,0.0826,209.298,4.0680000000000005,50.242,207.044,-3.028,187.274,182.326,64.832,46.63,825.551,20141.0,56111353.0,378914060.0,475066898,54.126999999999995,57192.0,47.678000000000004,49.147,24294.0,0
0.674,690393123,8.353,8.7,8.838,388851219.0,2.142,0.302,21191281060656.0,0.124,1.6969999999999998,61.608999999999995,1.925,-512196622724730.0,1361423053734900.0,4.633681828102e+29,358791138285522.0,1016726137462566.0,344.842,0.0813,208.709,-3.117,50.18899999999999,203.793,-1.456,186.24200000000002,193.53799999999998,56.034,38.454,812.648,20286.0,62513662.0,412905762.0,447775886,47.205,68234.0,46.58,48.754,24033.0,1
0.374,643258561,8.318999999999999,8.263,8.612,389916444.0,2.002,0.313,4641865804514098.0,30.436999999999998,1.6669999999999998,75.34100000000001,1.911,1303136211537916.0,2589091527067600.0,1.6758487338833e+30,1799780964040844.0,1839012749565900.0,377.49699999999996,0.0825,209.946,-0.784,50.657,232.84,15.273,194.68900000000002,196.048,53.397,50.464,824.5419999999999,19007.0,70347633.0,322174443.0,450195957,44.611000000000004,61884.0,50.258,49.989,23532.0,1
-1.008,603318002,8.274,7.941,8.328,382351397.0,1.828,0.242,6754197159687768.0,47.25899999999999,1.6740000000000002,79.079,1.901,3853361630436284.0,3310840058466300.0,2.7404154731863e+30,2964406312816948.0,2833941504122896.0,446.906,0.0839,207.796,-4.849,49.842,182.895,3.0660000000000003,196.56,193.06400000000002,58.797,63.176,838.57,19062.0,39274015.0,360761137.0,419059791,38.931999999999995,47579.0,46.298,48.591,22907.0,0
-1.685,582830928,8.24,7.841,8.113,365620764.0,1.639,0.233,4458054928691420.0,28.708000000000002,1.681,90.291,1.892,2884379494475972.0,1045681863742900.0,2.7336264004021e+29,2603062444033924.0,2884095440271912.0,418.2,0.0836,205.125,-18.634,49.685,173.167,-7.07,191.61900000000003,192.22,42.06,58.548,835.689,18905.0,22986670.0,392713170.0,352497966,42.635,38411.0,45.83,48.423,22720.0,0
1.4480000000000002,583063170,8.222000000000001,7.899,8.014,338367685.0,1.4480000000000002,0.26899999999999996,5293540934419418.0,33.251,1.7,96.126,1.886,1320708430527876.0,1085914072908400.0,2.9480234343512e+29,3598517946691722.0,3144704844993200.0,476.19199999999995,0.0817,202.13400000000001,-25.609,49.55,164.891,-8.646,186.106,183.774,-17.755,34.131,816.934,18983.0,25786934.0,381604284.0,351331557,53.273999999999994,24127.0,45.864,48.433,22622.0,1
2.997,587133395,8.231,8.135,8.03,297716361.0,1.263,0.33,2187293967958532.0,13.280999999999999,1.681,57.678000000000004,1.874,-2389503936664396.0,2088301375218492.0,1.0902506584349e+30,66916657437564.0,3136536329438900.0,346.223,0.0818,200.44799999999998,-20.017,49.849,182.893,0.19399999999999998,186.22799999999998,185.264,-59.993,35.753,817.692,21052.0,64053034.0,633516691.0,357928249,66.411,35961.0,44.727,48.047,22606.0,1
2.104,585894118,8.253,8.353,8.131,288991613.0,1.2990000000000002,0.32899999999999996,5411913770588270.0,33.726,1.6780000000000002,61.8,1.865,1471532665672428.0,2534202510294500.0,1.6055455907957e+30,4265983269132064.0,2912633461651900.0,428.084,0.083,199.293,-9.071,49.93899999999999,188.263,-16.333,175.61900000000003,173.672,-131.41899999999998,60.224,830.298,21154.0,59876055.0,632793494.0,459312613,66.307,1498.0,45.565,48.293,22619.0,0
1.655,586599422,8.231,8.133,8.1,296457061.0,1.51,0.33,4929948192172902.0,29.443,1.682,64.878,1.857,460442484470928.0,2748960421861200.0,1.8891958502398e+30,4571157053887380.0,2015396675752844.0,514.828,0.08,198.865,-3.935,50.065,195.773,-3.5239999999999996,173.56599999999997,170.14700000000002,-114.473,25.541999999999998,800.337,22383.0,72707246.0,509981148.0,505540339,60.085,-19781.0,45.93,48.398,22651.0,0
1.4369999999999998,587517030,8.3,8.712,8.422,316206812.0,1.726,0.39399999999999996,3901569309745976.0,21.564,1.69,65.916,1.85,3338007899805484.0,440357729276700.0,4.8478732433433e+28,2101788345705132.0,2149381222546318.0,532.344,0.0728,202.262,8.889,51.023,253.53799999999998,-31.91,153.453,147.737,-120.43,8.27,727.9010000000001,23859.0,90897461.0,623765242.0,717154796,70.482,45529.0,42.918,47.431999999999995,22637.0,0
